	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
genocide_wet/noun	0.9739528	0.99675864	0.97475934	0.9511212	0.9238875	0.982021	0.98915875	0.977266	0.9384515	1.0	0.94466925	0.98466283	0.89969003	0.9355829	0.9770209	0.99552035	0.9906561	0.9992389	1.0	0.9964264	0.9885643	0.99013865	0.998239	0.9882881	0.97413987	0.9571465	0.97581494	0.9908157	1.0	0.9894945	0.9783197	0.95773697	0.99215215	1.0	0.9845084	0.9944887	0.990346	1.0	0.9996017	1.0	0.9979325	0.9682983	0.9902515	0.97738886	0.98460364	0.99377173	0.99253476	0.9974246	0.0	0.99498236	0.97807425	0.9939337	0.9955109	0.99402326	0.98652476	0.98959434	0.98924196	1.0	0.96829134	0.9927911	0.9967239	0.9608101	0.99612194	0.9974092	0.9876112	0.9947505	0.99990404	0.9736915	0.9925063	0.9584571	0.9658356	0.9876944	0.9918064	0.9910901	0.95782065	0.9816216	0.99257666	0.9866664	0.97284275	0.98380256	0.9947513	0.974172	0.972292	0.9876576	0.9599128	0.9690391	0.98573995	0.9743819	0.9806087	0.99746567	0.969822	0.99699724	0.99981743	0.9996826	1.0	0.9374183	0.97545	0.9925701	0.9993136	1.0	0.9975259	0.9792771	0.98581094	0.9609195	0.9934427	0.9987631	0.9712847	0.9655954	0.9760323	0.96711123	0.9959721	0.9938361	0.9947585	0.98942953	0.96483165	0.9916246	0.99888104	0.9972503	0.9452646	0.9397195	0.92712545	0.96226764	1.0	0.95191133	0.98531127	0.9949194	0.9761811	0.98532736	0.9822994	0.9645459	0.98930115	0.99914545	0.9928171	1.0	0.9934948	0.99284285	0.9595027	0.97788817	0.98871624	0.95933825	0.98054606	0.97618115	0.9813075	0.9869234	0.9924553	0.9828713	0.99279773	0.9625953	0.99688643	0.9989741	0.95307463	0.98411137	0.99401224	0.9857256	0.9947341	0.91969997	0.99366206	0.9868665	0.9729436	0.9839595	0.98091173	0.96663314	0.9920501	0.99020815	0.93136555	0.95539963	0.9683868	0.9752381	0.97091526	0.9890005	0.9718869	0.96816784	0.9646792	0.98784703	0.97853255	0.97035533	0.96440834	0.999188	0.98367333	0.995283	0.95578134	0.9962042	0.975367	0.96903485	0.98877037	0.9980835	0.99933136	0.976669
gevoel/noun	0.98118865	0.9764264	0.92309713	0.9706756	0.9453094	0.97661346	0.93288344	0.9436125	0.93646187	0.97543657	0.9590113	0.89855886	0.99594164	1.0	0.9666581	0.9166585	0.9279456	0.88158	0.89497834	0.93295395	0.91860384	1.0	0.9546987	0.9207723	0.91546404	0.9168388	1.0	0.86331034	0.97284466	0.90363574	0.94680274	0.8767436	0.876248	0.9120305	0.96182525	0.9782487	0.997659	0.87124234	0.8376033	0.8703254	0.9442527	0.8975864	0.9591783	0.9114361	0.89998317	0.90826184	0.99582607	1.0	0.99498236	0.0	0.92379284	0.88110006	1.0	0.93600774	0.9919437	0.9300177	0.98633355	0.89078563	0.8865617	0.8627261	0.9479763	0.9796178	0.9682383	0.94808537	0.90934026	0.9395146	0.9493231	0.9569607	0.97572446	0.9462582	0.90350354	0.9666685	0.96618354	0.9211476	0.9615033	0.93110365	0.9212845	0.865881	0.95119375	0.95654917	0.97679454	0.87582874	0.94463176	0.88980365	0.997544	0.9304043	0.9387558	0.9119284	0.8652693	0.9733655	0.98317933	0.9564333	0.8977559	0.89278007	0.8915255	0.95155436	0.9991149	0.9302864	0.87681496	0.8743266	0.8395766	0.9671754	0.99687684	0.9734795	0.947003	0.9949814	0.86299205	0.93827164	0.98388094	0.9691811	0.9863813	0.9235826	0.88030815	0.92673135	0.9830591	0.905542	0.95430726	0.9554514	0.8843112	0.9577875	0.94745725	0.94076294	0.9612526	0.94270235	0.9586847	0.9749395	0.9067854	0.9898015	0.95049006	0.9110351	0.9324362	0.9381663	0.9707252	0.9079004	0.8928642	0.94686955	0.9544058	0.91719747	0.86982465	0.87315667	0.9489962	0.93351245	0.9391334	0.95604867	0.95786065	0.8904067	0.89421034	0.97466	0.99416304	0.8614196	0.9158657	0.96028477	0.9959751	0.91854334	0.904801	0.91871834	0.8855906	0.98392874	0.93519765	0.98747665	0.95810735	0.92534065	0.9208219	0.9937166	0.96764	0.91966105	0.8939779	0.89151424	0.96514493	0.89026624	0.9075781	0.92339635	0.9140808	0.9159748	0.8338013	0.8850212	0.9508926	0.9252087	0.9809905	0.8583005	0.9547265	0.96506584	0.94645464	0.8260529	0.887699	0.9669737	0.9443496	0.85905826
geweld/noun	0.9259264	0.87550753	0.870021	0.9536998	0.8852673	0.95656914	0.9208946	0.9378408	0.892502	0.90155834	0.9147109	0.9105758	0.9306052	0.9770411	0.97226906	0.9327908	0.957682	0.91891956	0.9304876	0.8579395	0.93880993	0.980254	0.98924464	0.92383146	0.89266944	0.9133959	0.99485487	0.88807595	0.9906082	0.91816455	0.9134773	0.88248134	0.9035095	0.930487	0.9584005	0.99173206	1.0	0.9251147	0.9093617	0.8976624	0.9645291	0.9412118	0.9235394	0.8738948	0.9106572	0.9545578	0.97525454	0.9679072	0.97807425	0.92379284	0.0	0.91772175	0.9994987	0.97381824	0.96685797	0.96252245	0.9989371	0.9238533	0.9287046	0.9206754	0.9851549	0.9379683	0.9850604	0.91348	0.82916	0.9231816	0.95633143	0.87687784	0.9731181	0.8755175	0.8645325	0.97066784	0.95790684	0.91181964	0.9733406	0.93210703	0.9377625	0.9290104	0.9545571	0.84701014	0.9427444	0.9036695	0.9403694	0.93676984	0.9829329	0.8955024	0.8906668	0.8685899	0.88347083	0.9142021	0.9708808	0.9861054	0.9305941	0.9210889	0.88202965	0.8188503	0.9972951	0.9042615	0.9394646	0.98261803	0.9253132	0.948882	0.98667216	0.9846539	0.92658967	0.95852864	0.90841085	0.8033124	0.91294044	0.92190325	0.9452989	0.91778606	0.9038175	0.97618425	0.97841793	0.8846679	0.95410347	0.9044393	0.79715455	0.9588922	0.84540755	0.79220194	0.9770626	0.9079559	0.96191263	0.9410031	0.9100056	0.9855182	0.9430827	0.84833336	0.9679961	0.95008206	0.9495712	0.91337454	0.93587124	0.9608708	0.8388776	0.8276919	0.92247367	0.79275775	0.9835213	0.9442033	0.9821666	0.9433493	0.9603711	0.8913052	0.89510524	0.9827758	0.95795244	0.9593884	0.83519506	0.9648804	0.9644025	0.9404391	0.92682725	0.9129343	0.8786323	0.95295477	0.8282765	0.94533396	0.95860404	0.9120436	0.9439742	0.9966774	0.97230935	0.8332977	0.93981534	0.80347514	0.93313587	0.881083	0.9082971	0.72602725	0.8687595	0.8884	0.88473105	0.8995749	0.88646567	0.8963712	0.98063034	0.921011	0.92235196	0.8985918	0.892228	0.87667584	0.917555	0.9844794	0.9785273	0.87927634
gewoon/adj	0.9836213	0.95866287	0.8934277	0.98253846	0.92750055	0.98735905	0.9059293	0.9553433	0.95229745	0.9545173	0.9825477	0.88799417	0.96616536	0.9946837	0.97284293	0.96664363	0.93774134	0.82444847	0.8469416	0.8776815	0.9238927	0.9988178	0.97820073	0.91119045	0.91334903	0.889617	0.9940099	0.8813286	0.9896097	0.9364166	0.895697	0.8646321	0.8985344	0.905134	0.96461844	0.9480405	1.0	0.9176332	0.8484615	0.85073155	0.9450644	0.9739705	0.91768646	0.9219138	0.9290936	0.84740055	0.9831001	1.0	0.9939337	0.88110006	0.91772175	0.0	0.9957054	0.95973337	0.98942524	0.9557129	0.9806675	0.8758812	0.83333224	0.8587459	0.99024254	0.9169146	0.9826013	0.88388556	0.862046	0.953157	0.9752937	0.9431517	0.977638	0.9335651	0.9284547	0.9835773	0.9615666	0.9158728	0.9553004	0.81340563	0.92584604	0.8743077	0.9728777	0.9177818	0.9774284	0.8571018	0.93954945	0.91961086	0.9753657	0.92707217	0.94147116	0.91565335	0.84762186	0.9432669	0.98506653	0.9984697	0.80907905	0.89976734	0.90151155	0.9375569	0.9991559	0.8944201	0.84816825	0.86919	0.80708545	0.96610695	0.9952248	0.9704832	0.93066895	0.98885703	0.89671254	0.9037168	0.9477669	0.95650154	0.9713341	0.8842291	0.84915906	0.9653236	0.94181937	0.9354464	0.96558577	0.963097	0.937057	0.97933614	0.96274585	0.96823525	1.0	0.95959634	0.9369539	0.9591674	0.8996069	0.9780037	0.93175316	0.9405386	0.95007974	0.95039445	0.92023855	0.84242356	0.8919549	0.9430004	0.91265213	0.90808344	0.85906863	0.91941345	0.9506349	0.90285516	0.98626083	0.8718877	0.96176255	0.9216709	0.8530088	0.9799144	0.984885	0.8419331	0.95881855	0.9571894	0.98085076	0.92950225	0.9014308	0.978966	0.88228756	0.95986074	0.92834795	0.9351775	0.96346563	0.904137	0.8729648	0.96448183	0.9722114	0.9368321	0.9214591	0.92264956	0.9780493	0.8849811	0.9040156	0.9142491	0.9323364	0.9317146	0.8388768	0.8729729	0.9653661	0.9040885	0.93849957	0.8800638	0.9309863	0.94701	0.88526917	0.9104176	0.8306601	0.9451669	0.9669802	0.873984
gezeik/verb	0.99618906	1.0	1.0	1.0	0.9972324	0.99650836	1.0	1.0	1.0	1.0	0.9929282	0.9903725	0.9966345	1.0	1.0	0.9797454	0.96527296	0.99272996	0.97827274	1.0	0.9170809	1.0	1.0	0.94967175	0.9586352	0.98528785	1.0	0.9005534	0.99742967	1.0	0.9828679	0.95397866	0.9732621	1.0	0.9635967	0.9996868	1.0	0.9733665	1.0	0.93477875	0.996674	0.9724872	0.9645852	0.97556937	0.98769706	0.98623526	1.0	1.0	0.9955109	1.0	0.9994987	0.9957054	0.0	0.96456045	0.96497446	0.9867291	1.0	1.0	0.97716224	1.0	0.9890819	0.9992383	0.96827686	0.98364604	0.98318946	0.994169	1.0	1.0	0.99189323	0.9749353	0.9888086	0.9978082	0.9998053	0.99194336	0.99938464	0.9990291	0.9829418	0.9535224	0.8528937	1.0	1.0	0.99479324	1.0	0.97365206	0.9736584	0.97456235	0.9943247	0.98123056	0.9946963	0.9987551	0.9801783	1.0	0.9974605	0.9865998	0.9841361	1.0	1.0	0.97890574	0.94120806	0.9115864	0.95521384	0.9948729	0.9855546	0.9805431	0.96717304	1.0	0.9925402	0.9951878	0.9994007	0.9815934	0.9677842	1.0	0.9800568	0.9997911	0.95431334	0.9993181	1.0	1.0	0.9837219	0.9942402	0.991892	0.9993582	1.0	0.99630463	1.0	1.0	0.9810283	1.0	1.0	1.0	0.94784665	0.98920524	0.997368	0.9405862	0.97863996	0.9946644	1.0	0.98703176	1.0	0.99279135	0.98386824	0.99428403	1.0	0.9582645	0.9937878	0.9844174	0.9694898	0.98330367	0.9982776	0.95820427	1.0	0.9948686	1.0	0.98097616	0.96205986	1.0	0.96632934	0.9932455	0.97180146	0.99839205	0.9451483	0.9917129	0.9757931	1.0	0.9721874	0.9955774	0.9811071	0.9801707	0.99018043	0.99163795	0.99281347	0.97590774	1.0	0.9929555	0.9660881	0.98080593	0.9969487	0.9930594	1.0	0.9614681	0.99508154	1.0	0.9954406	0.94625723	0.9858871	0.9746328	0.9919453	0.9978084
grinnik/verb	0.96534926	0.9684566	0.9316144	0.9959445	0.97535574	0.9833036	0.9241761	0.9275973	0.9813491	0.9816285	1.0	0.90875643	0.99656516	1.0	0.96784335	0.9771421	0.94761235	0.95621026	0.99390423	0.9816123	0.98182946	0.97897446	0.9707319	0.9499665	0.97330505	0.95757127	0.9811746	0.93854666	0.9969245	0.9469885	0.97783256	0.9392419	0.97246426	0.9746641	0.92587966	0.9794456	0.9922044	0.9612278	0.95421	0.98926646	0.98777515	0.97879446	0.96574056	0.94303596	0.950482	0.95742005	0.94161946	0.99349725	0.99402326	0.93600774	0.97381824	0.95973337	0.96456045	0.0	0.9775616	0.92819184	0.9931096	0.9939592	0.9731178	0.94156706	0.9330393	0.96869737	0.9831388	0.97914064	0.93537587	0.99415517	0.98719823	0.9616535	0.98823696	0.94072765	0.95647484	0.98304254	0.9760252	0.98166025	0.9816049	0.96826786	0.96772426	0.8746525	0.9244547	0.98428893	0.9408666	0.94975024	0.96456265	0.9621515	0.96136487	0.95915866	0.91687816	0.9705246	0.97389835	0.99586964	0.97410625	0.98979825	0.9401479	0.986238	0.9122606	0.9776419	0.9953719	0.97848004	0.96791583	0.9814472	0.9607126	1.0	0.97961974	0.93932956	0.98148936	0.9986895	0.9727144	0.996055	0.95130515	0.9120143	0.96367794	0.9687438	0.9506692	0.9905146	0.9882348	0.9409553	0.9930982	0.9952816	0.9665648	0.9501016	0.9811099	0.96155035	0.9986647	0.95027566	0.9916189	0.9815473	0.98759013	0.98751324	0.97228026	0.9872851	0.95296764	0.96193564	0.9298768	0.9247705	0.977907	0.9566041	0.98630536	0.98329866	0.9879611	0.9386088	0.914218	0.98586047	0.98823684	0.9888942	0.94657356	0.96154195	0.96437943	0.96286064	0.98536325	0.95869434	0.9674704	0.9909571	0.9820752	0.9670655	0.9477309	0.99951977	0.9088021	0.9958836	0.9464725	0.9734976	0.97022015	0.9360649	0.9675021	0.9904978	0.9756004	0.96417344	0.95418644	0.9836674	0.97613645	0.9423114	0.9193866	0.98133963	0.98075855	0.91855884	0.9449934	0.9604064	0.9693761	0.9924919	0.98029107	0.93754995	0.9643553	0.96043175	0.97710055	0.83638525	0.95814514	0.980209	0.9943453	0.95868313
hartgrondig/adj	0.9989915	0.99141175	0.98432773	1.0	0.99267536	0.95501137	0.9763059	0.9966258	0.9890882	1.0	0.995311	0.98094535	0.9921047	1.0	0.9573985	0.9620572	0.99986917	0.9822291	0.9326041	0.9821337	0.95039994	0.99300337	0.9958518	0.9855921	0.9935919	0.9857366	1.0	0.9330291	1.0	0.96975505	0.9951938	0.97406733	0.97187066	0.9813241	0.98573464	0.9994415	0.99539554	0.95912504	0.99241424	0.9936473	0.9883691	0.9991683	0.98118836	0.9170788	0.9454078	1.0	1.0	0.9819035	0.98652476	0.9919437	0.96685797	0.98942524	0.96497446	0.9775616	0.0	0.98051256	0.99732935	1.0	0.9735138	0.99873096	0.9732271	0.98931324	0.97411853	0.9797101	0.9617618	0.9504452	0.9787703	0.99941367	0.9946347	0.98505574	0.97895324	0.99080247	0.9796937	0.9921546	0.9910547	0.976641	0.96571946	0.9871113	0.9816715	0.99868923	0.96639866	0.9402176	0.92221147	0.9614751	0.99932873	0.9688164	0.9761678	0.9557537	0.9475872	0.9918196	0.9604918	1.0	0.99694616	0.9452605	0.9975574	0.9479279	0.99060583	0.9748365	0.95455015	1.0	0.9756736	0.98576045	0.9906378	0.9903571	0.9696562	0.979035	0.97178674	0.96176296	0.98463494	0.96171373	0.9951353	0.97069347	0.94870675	0.98175097	0.93690866	0.95637774	0.9989616	0.999922	0.99216646	0.9857509	0.98627084	0.92629415	1.0	0.9772032	0.9995429	0.9563535	0.95758384	0.9591008	0.96600604	0.9303427	0.99543256	0.9924115	0.98358285	0.9907129	0.9973398	0.9657947	0.95541537	0.9781523	0.9752541	0.91218805	0.9771467	0.9678861	1.0	1.0	0.9897746	0.96892023	0.967078	1.0	0.986241	0.9908053	0.9978162	0.9759216	0.998429	0.99052924	0.9560023	0.9996293	0.97717226	1.0	0.95083	0.98323023	0.9965034	0.98026717	0.9903488	1.0	0.9206093	0.96241635	0.98675966	0.97581923	0.9779024	0.96579653	0.95863134	0.97754216	0.95126	0.9743775	0.96416456	0.9711235	0.99194294	0.99745184	0.99446934	0.9586453	0.9885596	0.996102	0.9643952	0.91781807	0.940655	0.9956121	0.9942548	0.9646857
hartstochtelijk/adj	0.95773804	0.9374801	0.9172438	0.9792358	0.9281941	0.983403	0.9192003	0.9508648	0.93269753	0.93350226	0.9714059	0.91497815	0.9894755	0.96170646	0.9619731	0.97707593	0.9535529	0.9572856	0.9625767	0.9418645	0.96523523	0.950925	0.98298526	0.9547962	0.9540308	0.95511085	0.92557704	0.91030633	0.97309405	0.9514967	0.9412211	0.9334669	0.9630175	0.9894151	0.94228834	0.98890907	0.99113387	0.9461096	0.9667906	0.97786045	0.96583325	0.9594088	0.9576109	0.9424351	0.9313208	0.97476566	0.93881536	0.91245425	0.98959434	0.9300177	0.96252245	0.9557129	0.9867291	0.92819184	0.98051256	0.0	0.988265	0.98363507	0.97022897	0.98665243	0.9765696	0.94801474	0.9930006	0.95663655	0.9255004	0.9647567	0.9808357	0.9123193	0.94396454	0.935025	0.9168767	0.9604662	0.9706619	0.96917397	0.97182983	0.9396093	0.93749994	0.9496126	0.9708229	0.95686436	0.968387	0.952635	0.9717734	0.96709454	0.9796638	0.9625957	0.92169297	0.97604173	0.9270514	0.95584005	0.9714316	0.9667058	0.95217776	0.9568556	0.9492805	0.9285757	0.99169093	0.9665959	0.9651743	0.9614491	0.94050413	0.97048086	0.9892469	0.96101964	0.99110234	0.96120507	0.9176629	0.9300006	0.9641596	0.9104995	0.9804606	0.92294925	0.97423977	0.95012045	0.9697248	0.9477037	0.9745878	0.9792684	0.94164723	0.9686693	0.95276797	0.96670616	0.99886686	0.9547447	0.9642412	0.95517325	0.95357686	0.98933905	0.9802724	0.9554478	0.92536587	0.96495235	0.9739893	0.9461393	0.97640926	0.961749	0.97358996	0.92344517	0.9565943	0.95371896	0.9809221	0.9529199	0.9929994	0.99043894	0.94090825	0.96392816	0.9480537	0.9430721	0.9712522	0.9684644	0.9614061	0.99553245	0.979599	0.9706162	0.95037776	0.975709	0.9228075	0.95712084	0.91931057	0.95268327	0.9741963	0.96159315	0.95928276	0.9592317	0.9752878	0.9590924	0.9532478	0.9554848	0.985814	0.96418446	0.93767333	0.96000904	0.9563058	0.9289611	0.95365953	0.9654031	0.9544435	0.9496651	0.9747152	0.92814106	0.96458244	0.9632509	0.9680562	0.907019	0.9533512	0.97799784	0.99624366	0.91772014
heb_lief/verb	0.9788327	0.9990309	0.9535449	0.9970487	0.95939136	0.9843701	0.9712109	0.98017335	0.99336255	1.0	0.9883671	0.9804833	0.9856794	0.9296094	0.99277925	0.96175313	0.9607898	0.94893986	0.9855299	0.99446845	1.0	0.9646977	0.95680755	0.99301475	0.9870079	0.9820494	0.9794134	0.9565791	0.9929778	0.9649786	0.9813798	0.9748492	0.95828956	0.94593215	0.975163	0.9993811	0.993074	0.9850088	0.99038434	0.9701647	0.9867283	0.98335665	0.9813777	0.9654111	0.9676257	0.9922527	0.9959246	0.9976413	0.98924196	0.98633355	0.9989371	0.9806675	1.0	0.9931096	0.99732935	0.988265	0.0	0.9982414	0.9828028	0.95627224	0.99869907	0.96129423	0.9767561	0.9877808	0.9923185	0.99420035	0.9576161	0.97195166	0.9790248	0.97310144	0.95875454	0.9820139	0.9481376	0.97297364	0.9926026	0.98098993	0.9755821	0.94100106	0.98156554	0.97918886	0.98615587	0.94705737	0.9983044	0.9157802	0.9997622	0.9713129	0.9963653	0.9694842	0.92507195	0.9958593	0.9972148	0.97924787	0.93755114	0.976734	0.9060995	0.97649974	0.99312896	0.9848553	0.9256216	1.0	0.9821634	0.998756	0.9980534	0.9807094	0.9789904	0.98257726	0.9974349	0.98847616	0.993687	0.97567874	0.99429464	0.97317237	0.9779065	0.99943507	0.9980991	0.9334324	0.98481244	0.9972919	0.9986558	0.94556665	0.9733174	0.96744156	1.0	0.99456817	0.98941755	0.99032074	0.9847213	0.99213785	1.0	0.9972834	0.9715854	0.9638594	0.9964579	0.96547556	0.9621572	0.9687492	0.9913586	0.99075884	0.99546546	0.9675494	0.98614866	0.97163683	0.96765524	0.9915646	0.9826427	0.9880123	0.9782194	0.9905363	0.9946483	0.9512023	0.9945233	0.970205	0.98207223	0.95969164	0.9697783	0.99907935	0.9296146	0.9991508	0.97460324	0.9952971	0.9789296	0.9736942	0.97932166	1.0	0.8858595	0.9809884	0.98363554	0.9807515	0.9619615	0.95925134	0.9464735	0.9744114	0.97107893	0.9677798	0.9941572	0.9739533	0.9746483	0.9963811	0.9846003	0.94636655	0.9823417	0.92328453	0.9720975	0.92621243	0.9738985	0.9920279	0.9981053	0.95734936
heel/adj	0.99444896	0.97738075	0.91773605	0.9988506	0.96690273	0.97762865	0.94117963	0.95352346	0.9761109	1.0	0.96398956	0.9187752	0.9839413	0.9989393	0.9663432	0.99396646	0.9613419	0.8710512	0.83874786	0.8786061	0.9341624	0.9984452	0.97271216	0.9268777	0.8859242	0.88961303	0.9609435	0.88319856	0.9955792	0.9524802	0.9112183	0.8838126	0.9108901	0.9155371	0.95352554	0.968601	1.0	0.93349093	0.8686954	0.85096765	0.9530046	0.9855008	0.92865145	0.9204544	0.8874495	0.87004906	0.9859579	1.0	1.0	0.89078563	0.9238533	0.8758812	1.0	0.9939592	1.0	0.98363507	0.9982414	0.0	0.8662405	0.87351406	0.9544868	0.96317005	0.98416287	0.87697244	0.8781276	0.95119894	0.95883054	0.95671844	0.99901915	0.9412723	0.9518797	0.95306396	0.96817595	0.9229814	0.9275025	0.87920445	0.8941276	0.8945233	0.9728229	0.87493145	0.95217115	0.8492371	0.9692991	0.9066613	0.9602853	0.92501986	0.9374695	0.9172631	0.8984731	0.8976827	0.99959636	0.9777581	0.84337115	0.8774095	0.91092855	0.95537627	0.9702813	0.91133165	0.8719436	0.9208181	0.8508704	0.9918568	0.97957546	0.997984	0.92917055	0.9664915	0.91419446	0.92627966	0.9771635	0.95742786	0.98265314	0.8637502	0.89044005	0.95834166	0.9808161	0.9300253	0.96080554	0.95383406	0.9136274	0.9481784	0.9555978	0.9665006	1.0	0.9486325	0.96150154	0.9516206	0.8797569	0.99479	0.9617098	0.9395864	0.92677486	0.92819107	0.9411532	0.8827255	0.87108636	0.95052534	0.9098777	0.8761849	0.91520196	0.9213453	0.9797639	0.8631469	0.9709015	0.9240879	0.96647173	0.9231742	0.90257853	0.98472553	0.9628287	0.9098673	0.91970146	0.8997319	0.977988	0.9178063	0.9230415	0.9868633	0.9180489	0.9548173	0.962141	0.94342685	0.9285538	0.90761584	0.9032417	1.0	0.98696834	0.9396812	0.9195991	0.9232267	0.9725099	0.8978829	0.93256974	0.87063175	0.94644	0.94467926	0.8521767	0.9028615	0.98311275	0.8391018	0.9463016	0.8763682	0.9203592	0.97419643	0.87895775	0.9209693	0.84677345	0.9847299	0.96449137	0.90096456
hier/adv	0.9635908	0.9509001	0.90201676	0.9815081	0.93519	0.99367017	0.9068376	0.94545007	0.9696317	0.91249603	0.9875866	0.9011718	0.98833823	0.99439216	0.96501696	0.96357733	0.9215102	0.8297236	0.81377494	0.892843	0.89697933	0.9962979	0.9754343	0.9168556	0.87964046	0.8114673	0.98619103	0.8350519	0.9911402	0.917181	0.87463117	0.8959245	0.89934206	0.94254535	0.89885396	0.9751143	1.0	0.9090006	0.82301533	0.8461063	0.9489125	0.92838836	0.92692745	0.9519297	0.91492367	0.856653	0.9567474	0.99340963	0.96829134	0.8865617	0.9287046	0.83333224	0.97716224	0.9731178	0.9735138	0.97022897	0.9828028	0.8662405	0.0	0.8210369	0.97261155	0.96520215	0.9698554	0.86593974	0.8716342	0.9395926	0.95568484	0.9267347	0.9684728	0.9049511	0.91319185	0.9642209	0.9367724	0.86429393	0.96924806	0.8484524	0.8867424	0.9046537	0.9802082	0.8749653	0.97528255	0.8110486	0.92120206	0.91765827	0.9843821	0.93224484	0.9205704	0.9514908	0.8668567	0.8918405	0.9767229	0.9999901	0.83388305	0.887023	0.8933085	0.9034809	0.9795482	0.8776139	0.8281156	0.91994154	0.87747866	0.98144287	0.9836349	0.98710257	0.8995736	0.96704894	0.8385934	0.8608009	0.95427006	0.9491211	0.9418734	0.8649867	0.85085684	0.94411486	0.98066807	0.9388278	0.9448597	0.94980526	0.92474353	0.9784082	0.95503706	0.9494777	0.97698545	0.95121974	0.90122104	0.9746784	0.93079287	1.0	0.9566317	0.93683463	0.94831544	0.944706	0.925506	0.8792778	0.83504033	0.9421223	0.91305554	0.85471	0.9001814	0.9457241	0.9738602	0.87616676	0.9830037	0.9340266	0.9860368	0.9693633	0.88110006	0.9737536	0.9830699	0.8187645	0.9015619	0.93964666	0.97218806	0.93543607	0.9098567	0.9400812	0.8725104	0.94997734	0.8868922	0.94873965	0.9367211	0.83969975	0.914589	1.0	0.9879335	0.93956846	0.9371924	0.88500226	0.9539694	0.9014717	0.91086566	0.91644335	0.8540004	0.92363876	0.8673113	0.89917415	0.9451156	0.8950614	0.97598547	0.8674202	0.81887615	0.90268636	0.9253284	0.9287215	0.8736888	0.9954579	0.96169895	0.8378982
