	inwoner/noun	koop/verb	armband/noun	hoe/adj	intellectueel/adj	vroeg/adj	altijd/adv	beur/verb	ons/noun	zij/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	drank/noun	lach/verb	gezeik/verb	mijd/verb	romantisch/adj	varken/noun	gevoel/noun	islamitisch/adj	pop_ster/noun	ander/noun	patriottisme/noun	dwaas/adj	kunstgeschiedenis/noun	verrekt/adj	manier/noun	Engelsman/noun	word/verb	Waal/noun	label/noun	verliezer/noun	schoen/noun	waarschijnlijk/adj	computer_spel_DIM/noun	Hollander/noun	gewoon/adj	zozeer/adj	allemaal/adv	gedachte/noun	naast/adj	klus/noun	feite/adv	wantrouw/verb	plaat/noun	overigens/adv	kater/noun	denk_na/verb	geit/noun	haat/verb	geweld/noun	zo/adv	type/noun	vals/adj	vijand/noun	evenzeer/adv	jood/noun	Engels/adj	lieg/verb	erg/adj	pers/noun	etnisch/adj	las/verb	houd/verb	natuurlijk/adj	hier/adv	geliefd/adj	heb_lief/verb	verlies/verb	zogenaamd/adj	systeem/noun	realistisch/adj	persoonlijk/adj	Albanees/noun	destijds/adv	grond/noun	tegenstander/noun	voordracht/noun	vak/noun	kant/noun	school/noun	baas/noun	verdwaal/verb	tennis/noun	zeker/adv	islam/noun	schop/verb	zeg/verb	vraag/noun	eng/adj	vrede/noun	politiek/noun	staat/noun	medium/noun	plotseling/adj	in/adv	liefde/noun	hartgrondig/adj	alleen/adv	burgerlijk/adj	verzamel/verb	succesvol/adj	verwerpelijk/adj	bemin/verb	klink/verb	vraag/verb	vrouw/noun	moslim/noun	vrouw_blad/noun	rebel/noun	simpel/adj	lees/verb	hoe/noun	onderonsje/noun	ongebreideld/adj	decadentie/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	prietpraat/noun	hoezeer/adv	toestand/noun	duif_liefhebber/noun	plezier/noun	zwart/adj	belediging/noun	joods/adj	alles/noun	drukte/noun	hoofd_rol_speler/noun	rechts/adj	regelrecht/adj	oud/adj	Anthuenis/noun	minachting/noun	president/noun	symbool/noun	noem/verb	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	gewezen/adj	stuk_DIM/noun	zo/adj	oorlog/noun	man/noun	realiteit/noun	vecht/verb	meute/noun	thuis/noun	tuig/noun	vervloek/verb	eigenlijk/adj	nieuwslezer/noun	Javaan/noun	bijvoorbeeld/adv	grinnik/verb	super_held/noun	stilaan/adv	baan_DIM/noun	niet/adv	begrijp/verb	middelmaat/noun	religieus/adj	wreed/adj	reden/noun	namaak/noun	fel/adj	glimlach/verb	zozeer/adv	verhuis/verb	ander/adj	pas/noun	opgesloten/adj	seks/noun	worstel/verb	laconiek/adj	meestal/adv	leer/verb	kunst/noun	Arabier/noun	kleding/noun	nationalistisch/adj	muziek/noun	zelfs/adv	oprichter/noun	burger/noun	etiket/noun	Kosovo_crisis/noun	Brit/noun	dom/adj	pest/noun	Russisch/adj	hart/noun	heel/adj	tegenwoordig/adj	diep/adj	13-jarige/adj	zal/verb	arm/adj	Iraans/adj	ga/verb	filmmaker/noun	kring/noun	ding/noun	nuchterheid/noun	rijk/adj	woord/noun	moeder/noun	vrouwelijk/adj	ken/verb	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	denk/verb	tv/noun	schrijf/verb	volk/noun	thee/noun	journalist/noun	richt_in/verb	vriend/noun	hartstochtelijk/adj	glimlach/adj	draadloos/adj	dirigent/noun	glimlach/noun	schaatser/noun	zelfmoord/noun	sprookje/noun	begin/verb	juf/noun	steun/verb	vader/noun	christen/noun	ras/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	huis_werk/noun	talentvol/adj	modern/adj	trend/noun	geslagen/adj	soldaat/noun	hekel/noun	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	stad_DIM/noun	kerst/noun	steeds/adv	on_versneden/adj	aartsvijand/noun	prostituee/noun	Servisch/adj	subsidie/noun	verafschuw/verb	niets/noun	soort/noun	vrijheid/noun	aanbid/verb	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	dood/noun	lied_DIM/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	optimisme/noun	non/noun	schreeuw/verb	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	vervelend/adj	regel_DIM/noun	dagelijks/adj	Tutsi/noun	beeld/noun	duivels/adj	nooit/adv	immigrant/noun	Serviër/noun	hoeveel/adv	mens/noun	hond/noun	intens/adj	tof/adj	winkel/verb	vervolg/verb	gelijkelijk/adv	rest/noun	revolutie/noun	wereld/noun	anderzijds/adv
inwoner/noun	0.0	0.9292333	0.9629548	0.8506011	0.9202476	0.9064609	0.9284826	0.9513067	0.908693	0.929517	0.8375696	0.9435336	0.87349534	0.9522874	0.9000792	0.9117605	0.8148774	0.8282656	0.9465737	0.9174499	0.7142964	0.8614241	0.9400798	0.91475254	0.8495034	0.87257504	0.9557755	0.9261868	0.9382788	0.87190306	0.7864747	0.9514851	0.97054476	0.9450742	0.7736046	0.9487426	0.8923533	0.9094199	0.837812	0.9127241	0.87620777	0.95936656	0.9926653	0.8812918	0.85643303	0.92627144	0.9376793	0.9815785	0.959981	0.9275947	0.7852898	0.7458363	0.9439073	0.925287	0.9823987	0.89083123	0.8570779	0.7345017	0.8231876	0.9826823	0.90935755	0.8832407	0.6947694	0.9765978	0.86907005	0.94730526	0.8789432	0.83712804	0.9051999	0.94594187	0.9127691	0.844473	0.9375913	0.8905271	0.665311	0.85025585	0.8991344	0.91820353	0.99484587	0.9398943	0.8625761	0.8588375	0.92995304	0.90706897	0.9861039	0.87671363	0.87463856	0.95395505	0.933552	0.93328196	0.922163	0.82194316	0.8641974	0.6091162	0.88938016	0.8544301	0.8985126	0.95433223	0.9523655	0.8891664	0.84398574	0.8435861	0.879787	0.88660115	0.95985854	0.98965144	0.89300907	0.8279383	0.68271977	0.95610833	0.7850774	0.95318186	0.9546861	0.9118449	0.9364836	0.9355082	0.95604116	0.96850413	0.888666	0.89125097	0.9775269	0.9311892	0.92568195	0.9672187	0.9613887	0.8701946	0.9078405	0.65329075	0.931611	0.765221	0.9389074	0.9482411	0.90841585	0.69157267	0.9710021	0.93577963	0.85652584	0.8199701	0.89371556	0.93780345	0.81339455	0.8259567	0.88361144	0.94778854	0.8914697	0.94542754	0.8277848	0.825188	0.9247467	0.8175363	0.94560164	0.9460833	0.9237925	0.9294375	0.9064193	0.8639784	0.65949476	0.885847	0.97580063	0.942835	0.95299655	0.8939933	0.9643547	0.95942396	0.9412068	0.82251734	0.8552682	0.9632783	0.94048625	0.86891687	0.95406514	0.89724666	0.72553134	0.7983312	0.9836793	0.907102	0.9584557	0.8592095	0.9518888	0.8359901	0.9273884	0.9098366	0.7217586	0.954203	0.8123144	0.90174294	0.8988874	0.9718041	0.64932823	0.9579079	0.8385126	0.8371645	0.8988097	0.90017694	0.83556396	0.7931809	0.8587391	0.89809865	0.9267434	0.936537	0.89271563	0.52994204	0.82186496	0.9589588	0.9072871	0.8450918	0.9120718	0.9446665	0.6167518	0.9478936	0.886554	0.9187636	0.8404968	0.6946187	0.9006175	0.9445523	0.91681635	0.9071016	0.9268878	0.96484625	0.7257162	0.9569679	0.795845	0.8043604	0.85353136	0.9362625	0.96891063	0.9730832	0.9165002	0.93063915	0.89754003	0.8473322	0.9208319	0.9550306	0.9518087	0.79920495	0.83416986	0.72567964	0.8547106	0.5770452	0.8469795	0.96389514	0.9821482	0.9650374	0.55069685	0.98105454	0.8262105	0.84678555	0.9275989	0.9073067	0.73206353	0.9431907	0.91454625	0.9283947	0.97843635	0.8933087	0.8526282	0.90814245	0.48043972	0.9054582	0.8442551	0.9007419	0.8352497	0.8665059	0.68490434	0.7634125	0.8716002	0.9646511	0.93262684	0.90026164	0.8992871	0.9334371	0.9269658	0.9402287	0.73475	0.9143209	0.93508077	0.9229359	0.76914245	0.6267861	0.82577604	0.97341526	0.91583884	0.9117872	0.83921516	0.9389268	0.9923732	0.9043783	0.90399045	0.9682976	0.9421153	0.8659411	0.8705199	0.9174987	0.9589421	0.9704852	0.6489345	0.71129644	0.8116729	0.7581168	0.96373993	0.90026814	0.83443075	0.8541468	0.89452195	0.9014688	0.8809022	0.88896775	0.7775526	0.8853959
koop/verb	0.9292333	0.0	0.58238065	0.8211377	0.87058115	0.7823779	0.81417894	0.8840027	0.7773055	0.8473848	0.95922667	0.83318675	0.92192775	0.685157	0.8314867	0.777147	0.77763253	0.87645787	0.73681384	0.8872502	0.91799957	0.81116545	0.8529715	0.8878209	0.8813642	0.84018314	0.8447224	0.8660689	0.8184557	0.87147975	0.8872702	0.7375852	0.8754139	0.4948898	0.82012105	0.84159386	0.7908445	0.6416465	0.9191202	0.7337924	0.8980239	0.84852946	0.8492608	0.8339951	0.8923714	0.79295915	0.8202178	0.8439302	0.8051827	0.7351854	0.69370437	0.9123371	0.85545534	0.76798666	0.80325395	0.9281666	0.90030956	0.91625774	0.8395945	0.81977946	0.846215	0.8816166	0.9367561	0.7609245	0.7300705	0.7736174	0.67096746	0.8086416	0.8931969	0.8235817	0.80735403	0.900895	0.8147416	0.8717267	0.9335738	0.83317274	0.74006414	0.92773014	0.8764362	0.9232085	0.9611142	0.88681114	0.8482631	0.7531246	0.888637	0.8963478	0.9173256	0.76150405	0.84059167	0.9053363	0.8264311	0.94850624	0.93524975	0.9505554	0.862957	0.8325288	0.8668568	0.8550732	0.9108471	0.6249473	0.93832916	0.6525234	0.7593633	0.8986138	0.82998484	0.84657806	0.77104235	0.7304021	0.92342865	0.7768322	0.952179	0.7683152	0.6729749	0.81897944	0.93080235	0.8950576	0.88549376	0.95492107	0.9169794	0.8118907	0.90840775	0.84101963	0.9267542	0.90241146	0.82589513	0.6289333	0.88908094	0.906218	0.81747437	0.8398057	0.8633515	0.92685306	0.92640036	0.664438	0.9330191	0.9342266	0.9582865	0.8717659	0.8358917	0.9009092	0.83258593	0.9393709	0.8488208	0.92948294	0.61861306	0.7976104	0.9412236	0.7903937	0.8834675	0.82181776	0.90079206	0.71464056	0.82575	0.8620976	0.7884995	0.88378274	0.92394066	0.54778016	0.80579364	0.9185753	0.9095273	0.87854517	0.8875948	0.82822585	0.8960872	0.8779468	0.8742974	0.93444794	0.6089955	0.87610435	0.8649426	0.8641062	0.86041254	0.7632121	0.865376	0.86488235	0.75543493	0.8441603	0.9493057	0.6459248	0.7854465	0.7969816	0.87901175	0.47011268	0.92632204	0.7239995	0.81010747	0.91643167	0.9055842	0.7722767	0.9402976	0.75630283	0.77556455	0.8680273	0.9012628	0.814645	0.82997787	0.5978495	0.88006413	0.84383667	0.88383746	0.85765594	0.8912519	0.6600039	0.8991058	0.93821704	0.8519652	0.8658428	0.80691934	0.90385383	0.79723716	0.87460387	0.8315372	0.88639265	0.89952004	0.98180676	0.98857385	0.760506	0.75126815	0.7753937	0.91419005	0.73121804	0.88999575	0.7931879	0.84090954	0.8584519	0.8481281	0.76359695	0.93794554	0.94640285	0.85598737	0.8868508	0.90650547	0.8892356	0.93661565	0.89777285	0.8502962	0.94301367	0.87014693	0.8141399	0.8984859	0.86606634	0.9158085	0.8435558	0.8490545	0.80536926	0.9067536	0.74693054	0.7501221	0.83000875	0.8605431	0.76106393	0.84229857	0.7509348	0.8394307	0.9535444	0.9435466	0.7448337	0.9116909	0.75113726	0.82868016	0.8824196	0.89988744	0.85396045	0.9577216	0.91916865	0.85778916	0.8582956	0.6836525	0.90479714	0.8771373	0.87755835	0.8111755	0.7349287	0.78815776	0.90021557	0.834587	0.9182862	0.78978777	0.94007826	0.9383133	0.9408494	0.90856034	0.76014686	0.7820499	0.85876095	0.991168	0.822764	0.8778012	0.8396131	0.91009367	0.72334003	0.9473848	0.88007396	0.875453	0.7486943	0.9162458	0.9362205	0.859614	0.7949793	0.76962423	0.8735534	0.7380934	0.64193404	0.94468164	0.9141203	0.8427882	0.91231483	0.8437915	0.9160956
armband/noun	0.9629548	0.58238065	0.0	0.91175574	0.9091538	0.87200433	0.8612176	0.9056322	0.7753938	0.86428577	0.8962275	0.8831923	0.9641301	0.80654794	0.8395244	0.8310526	0.8991959	0.9184215	0.90044	0.9483087	0.8746092	0.8581786	0.9215673	0.8739173	0.8527623	0.8710389	0.88877016	0.89151025	0.91581446	0.9151825	0.8536709	0.842279	0.9604628	0.4190634	0.94758004	0.86595523	0.8521794	0.7436478	0.8891195	0.85716015	0.8737001	0.9338416	0.98663783	0.80332917	0.8819381	0.87790674	0.96839666	0.8399905	0.91825294	0.8494143	0.8172504	0.9418039	0.8981916	0.787073	0.89617735	0.90663517	0.79529417	0.8703525	0.92695284	0.83812165	0.91991705	0.9181417	0.9092325	0.859614	0.91836	0.9220636	0.83647597	0.89655995	0.8338604	0.80309385	0.78196377	0.9191536	0.93447673	0.8765555	0.9106631	0.890951	0.88649833	0.8629235	0.9215806	0.9319348	0.89431924	0.7639922	0.93871206	0.8000357	0.8958068	0.93435824	0.88413996	0.820724	0.9345155	0.97185665	0.8901354	0.882299	0.9362101	0.9090585	0.9261885	0.8777357	0.80573654	0.9099806	0.8473633	0.83507174	0.9180489	0.81188744	0.9814438	0.893517	0.8284937	0.9504807	0.9292187	0.72021294	0.88753974	0.79771405	0.8801499	0.8599688	0.8975316	0.8705051	0.93849355	0.8921275	0.87638175	0.83510417	0.9269518	0.8797423	0.85378325	0.86771595	0.95978	0.8610854	0.9564552	0.54950416	0.86355394	0.8823433	0.81408644	0.9045343	0.9307939	0.9101451	0.90342075	0.81536144	0.8875493	0.89880586	0.947905	0.807567	0.9415898	0.91673356	0.8341445	0.91909593	0.9648104	0.9783551	0.8745532	0.90711564	0.90054214	0.73065186	0.9211445	0.8670705	0.79442775	0.6842352	0.7908932	0.8362018	0.9028807	0.8853092	0.8884434	0.81320405	0.87470704	0.7511891	0.91104615	0.8649385	0.9472954	0.9375288	0.873693	0.87052476	0.9041469	0.92014426	0.81383055	0.8625808	0.88416386	0.870844	0.9009928	0.9012568	0.9683907	0.8166849	0.88046014	0.92434824	0.93564075	0.8366375	0.87486404	0.85584176	0.84746146	0.4788338	0.8786422	0.87080526	0.9260445	0.97059923	0.8991244	0.81688017	0.87080944	0.89524055	0.9280667	0.81638557	0.9250616	0.8992799	0.91640115	0.87423897	0.891264	0.8173847	0.9518952	0.85032964	0.8788504	0.8560927	0.89814764	0.90798193	0.84979475	0.83945787	0.9256613	0.8929257	0.78450984	0.8079002	0.90441805	0.95626587	0.87617797	0.98063666	0.9874233	0.9127316	0.9021773	0.936993	0.87320656	0.81195825	0.93014336	0.89683515	0.8505189	0.8479136	0.8598245	0.8277021	0.9728165	0.9542765	0.8782237	0.894478	0.8725696	0.8626678	0.85844433	0.8764117	0.7962147	0.90626377	0.8463352	0.8624772	0.8145617	0.9373681	0.86575735	0.9319133	0.9054861	0.84329027	0.8868548	0.8420277	0.9048184	0.8527195	0.83460486	0.89115566	0.83592474	0.8643286	0.9530318	0.91401964	0.94792193	0.8628913	0.9519467	0.8176322	0.9272489	0.87920505	0.8754996	0.82726175	0.89926106	0.93203783	0.8825455	0.87808996	0.8467811	0.8615864	0.8663037	0.83952534	0.8932043	0.8535752	0.90133613	0.8485199	0.93898636	0.92510754	0.92678726	0.93888944	0.87845254	0.94387496	0.858991	0.72354066	0.7554484	0.89782935	0.891831	0.8879934	0.84622157	0.8984804	0.88773614	0.90278906	0.8708205	0.8775943	0.88347346	0.87133074	0.89149874	0.9136696	0.8773872	0.82353723	0.8664988	0.87468576	0.8715737	0.7636334	0.95229214	0.84887266	0.9582812	0.9131495	0.91721237	0.8939333
hoe/adj	0.8506011	0.8211377	0.91175574	0.0	0.79295605	0.78567153	0.55391634	0.74078643	0.62009466	0.76555765	0.9262969	0.51869905	0.9265323	0.8150474	0.61867976	0.8175257	0.87892884	0.74461436	0.9091272	0.71607924	0.88080615	0.79298824	0.64453596	0.8236138	0.60660857	0.79113185	0.746209	0.4823603	0.79000366	0.80517936	0.8488249	0.8980199	0.8318363	0.8922582	0.8016781	0.74003047	0.7100978	0.63820904	0.90185696	0.5044625	0.62719786	0.78151184	0.8097991	0.73509336	0.7823669	0.81127024	0.6925484	0.8262616	0.49833512	0.8470553	0.6044009	0.79729736	0.4140256	0.77919173	0.8081312	0.79709375	0.74163944	0.83721936	0.81583774	0.6989564	0.59068614	0.77723885	0.86364895	0.8122491	0.7934293	0.49744093	0.6507541	0.77242064	0.67394286	0.8149016	0.83047837	0.7341317	0.72744197	0.7978913	0.91617084	0.7123275	0.84462106	0.8563422	0.8733872	0.7213135	0.8385719	0.81202483	0.79685426	0.76854384	0.8403287	0.7215247	0.786556	0.86458164	0.71439195	0.6033868	0.6726585	0.80956376	0.73132515	0.88138866	0.73026335	0.665266	0.80839884	0.6690136	0.84122515	0.64530325	0.81521	0.82103735	0.82136756	0.6718959	0.69917196	0.71070886	0.72272617	0.731027	0.7871406	0.780355	0.92591286	0.64831007	0.603677	0.4729542	0.8644239	0.83751637	0.8798053	0.9151264	0.8858582	0.3991459	0.7459421	0.6474347	0.8117409	0.8951716	0.7970057	0.8038378	0.8381507	0.8085293	0.66690123	0.8645244	0.79892766	0.86195123	0.8591277	0.7620203	0.7538112	0.74018806	0.9355378	0.827016	0.69626284	0.76499754	0.76626897	0.8122116	0.6840705	0.9298542	0.8378634	0.6255082	0.7763069	0.6991923	0.7239765	0.78879607	0.81733215	0.77038807	0.8435514	0.77408344	0.5143	0.79167753	0.7655466	0.678254	0.7837208	0.8370465	0.74318105	0.7789228	0.66880685	0.60622233	0.8314099	0.82913375	0.64410025	0.9017763	0.8252559	0.85628283	0.7617291	0.742948	0.84075314	0.8156986	0.97738385	0.84153575	0.70560515	0.6553359	0.8344141	0.66146314	0.56085986	0.75195503	0.78377557	0.877716	0.857703	0.7405627	0.7484513	0.92917365	0.7599745	0.87423337	0.8718787	0.8297336	0.5663571	0.81065935	0.84834623	0.77314866	0.70329404	0.7032565	0.698887	0.8551885	0.75212586	0.7235893	0.8620606	0.6987212	0.8264188	0.8632941	0.44981027	0.8481346	0.7332334	0.650553	0.70046914	0.8696205	0.6252545	0.75070226	0.7396141	0.91443163	0.9202663	0.63096607	0.7908615	0.7038569	0.75329363	0.8410656	0.65949625	0.89026064	0.82267123	0.7223502	0.7592399	0.8880625	0.81935847	0.82609516	0.8325584	0.7885106	0.709582	0.77007604	0.758301	0.8542627	0.6616025	0.84662557	0.8585538	0.7775588	0.8203971	0.7845626	0.8365655	0.5342329	0.88594353	0.82163304	0.8211204	0.75398767	0.86053276	0.85158044	0.8151903	0.7356039	0.7435783	0.75306106	0.7591008	0.8789615	0.91571355	0.7007146	0.843822	0.85678667	0.569978	0.84527826	0.8529732	0.8565429	0.8716793	0.8247328	0.76335084	0.6854104	0.665362	0.7863599	0.81218374	0.75700945	0.76305497	0.7610063	0.77394336	0.7385766	0.68120027	0.8179217	0.61865544	0.8128492	0.8386085	0.86276376	0.85807556	0.7917895	0.69190264	0.5388634	0.9027153	0.7683053	0.85432124	0.63581586	0.75797254	0.7172748	0.9084966	0.71763307	0.77876323	0.61626744	0.8314797	0.8462406	0.501284	0.5174272	0.7985872	0.6930833	0.7225189	0.86096615	0.84065056	0.8814354	0.89189434	0.9017758	0.7185722	0.64365286
intellectueel/adj	0.9202476	0.87058115	0.9091538	0.79295605	0.0	0.78448457	0.6730045	0.90233773	0.78099513	0.9216495	0.7417568	0.72527874	0.85425436	0.85449195	0.8985033	0.816839	0.8135791	0.6725968	0.9033458	0.67647624	0.64936733	0.80572104	0.7963796	0.67129886	0.75620925	0.80890566	0.89277244	0.76187056	0.7848599	0.83142155	0.926783	0.7607645	0.866322	0.8271241	0.804297	0.8424772	0.7426396	0.7312261	0.8478581	0.701481	0.7173554	0.86884505	0.91982514	0.81841326	0.7262988	0.7886896	0.72097206	0.80408907	0.90302837	0.9389953	0.51326644	0.67828536	0.74851245	0.6277605	0.6878198	0.70229113	0.7029052	0.7357973	0.7902427	0.80662876	0.7607559	0.6303288	0.7768141	0.842774	0.84127206	0.74370986	0.7767931	0.7970818	0.73787457	0.82845145	0.6931232	0.62241673	0.6428664	0.69751537	0.895566	0.7144464	0.90269774	0.68114084	0.84030443	0.8308573	0.8606262	0.76957047	0.8444955	0.7938905	0.84295595	0.7496196	0.60434556	0.8635174	0.8614466	0.8983295	0.778475	0.7872858	0.679566	0.69585717	0.6815741	0.80594087	0.8681364	0.77665615	0.75825095	0.5925463	0.5395882	0.80316126	0.8771564	0.65759635	0.8559817	0.72650695	0.8787401	0.7875516	0.6542028	0.8745855	0.90145564	0.8053712	0.76771855	0.89522755	0.81184727	0.6800225	0.61305547	0.8866433	0.67792743	0.811403	0.8010694	0.7221663	0.7419222	0.9055767	0.8442312	0.8021928	0.75210375	0.67759526	0.75291955	0.8971852	0.8667011	0.6114398	0.64117616	0.8193493	0.8706943	0.63748693	0.8024913	0.65606725	0.57848763	0.6488609	0.8056277	0.48274916	0.81086093	0.90661514	0.9038993	0.8142853	0.73301315	0.80480015	0.90270877	0.7987034	0.9014552	0.9285121	0.7519306	0.83104694	0.7338953	0.7866444	0.8560515	0.7963043	0.8626111	0.907051	0.8833578	0.7721314	0.84890926	0.83401394	0.67943805	0.66732335	0.7247147	0.8110049	0.755456	0.7680455	0.91276497	0.6679008	0.9581308	0.7967665	0.86422014	0.7583014	0.6694206	0.72879714	0.8669067	0.7271105	0.859189	0.62443924	0.74339736	0.7689098	0.6836126	0.7108582	0.7125329	0.9102902	0.695518	0.7833916	0.89759326	0.8619623	0.69790256	0.8396621	0.77821904	0.81625986	0.78620815	0.65455866	0.703889	0.8939541	0.8988864	0.8045233	0.70028615	0.8633289	0.7615243	0.6063586	0.7482629	0.8335547	0.6505234	0.7357766	0.86441636	0.7652341	0.8214729	0.84865683	0.6027888	0.9753641	0.7639596	0.7808653	0.82720435	0.77866983	0.6883124	0.8630675	0.69038457	0.8339429	0.7761785	0.78653264	0.82084346	0.76160836	0.8618291	0.85328096	0.89046013	0.83813554	0.8197637	0.83320475	0.91337174	0.71924263	0.7846726	0.7246721	0.7111705	0.82036	0.8696827	0.7569561	0.79454225	0.7607133	0.87143266	0.8603999	0.7419468	0.6389034	0.76665556	0.83031845	0.9161439	0.743256	0.8154779	0.8295073	0.7588422	0.7621124	0.7551193	0.60694563	0.8790804	0.8121057	0.7607082	0.8771178	0.88347334	0.9028958	0.90909517	0.7962429	0.6414311	0.7807975	0.5177976	0.61076635	0.7535827	0.90468013	0.7300663	0.76316965	0.81677365	0.850933	0.7754185	0.8514277	0.7147101	0.76167077	0.7497952	0.7692057	0.8311415	0.7758195	0.85609114	0.7232138	0.88939667	0.8579906	0.8656689	0.79591334	0.81453645	0.80333513	0.86785966	0.76299596	0.73030436	0.8185302	0.7669811	0.8626684	0.85275203	0.71521044	0.88926154	0.6864144	0.8807645	0.8392559	0.8202365	0.7689607	0.7074172	0.69287026	0.6988726	0.65353006
vroeg/adj	0.9064609	0.7823779	0.87200433	0.78567153	0.78448457	0.0	0.6553217	0.79677135	0.70083725	0.76983726	0.8451851	0.73909545	0.898754	0.8502547	0.71049416	0.8378694	0.80838406	0.77041984	0.8699707	0.8231991	0.8583497	0.73472214	0.8110745	0.8509786	0.8096882	0.85611904	0.80622506	0.81781816	0.7821282	0.80740404	0.7613275	0.8462093	0.90469813	0.8708085	0.7949374	0.82030666	0.81103367	0.6919008	0.8274237	0.6528553	0.8215705	0.79769075	0.7921653	0.83499366	0.724221	0.7496738	0.8146304	0.76958764	0.7863814	0.91648155	0.6266283	0.7907555	0.7001509	0.7480238	0.8682182	0.7024715	0.79993665	0.7862883	0.7623035	0.8094314	0.69525266	0.8349272	0.89839447	0.67495304	0.80156326	0.6339321	0.60651577	0.6466682	0.7587986	0.7278503	0.87524384	0.83528566	0.8504872	0.7751531	0.85527825	0.73912174	0.9374691	0.8201335	0.82380146	0.79058224	0.90367925	0.71550137	0.7822441	0.80805916	0.67040884	0.7829561	0.72952026	0.7807879	0.7886408	0.9178086	0.74120283	0.80309063	0.85667497	0.8747213	0.8532863	0.73398185	0.8838412	0.7596782	0.73844236	0.73601615	0.8388377	0.7581054	0.7816924	0.88628477	0.77381635	0.79884857	0.7912666	0.7559909	0.790326	0.8752245	0.934592	0.79931664	0.75166047	0.79082114	0.90457004	0.88986087	0.82559204	0.93176335	0.83982843	0.7407745	0.8413815	0.7784456	0.8507179	0.8494112	0.7480339	0.77140605	0.8593235	0.76315147	0.6295776	0.77741086	0.8693239	0.80483156	0.8679121	0.5947311	0.8689492	0.8383071	0.84416825	0.7704534	0.7798306	0.7248477	0.8420886	0.8492976	0.86291665	0.73037034	0.7674559	0.76301664	0.7685747	0.81391615	0.85556275	0.7755329	0.868268	0.63749576	0.83199596	0.73120546	0.6703659	0.8493509	0.9048245	0.70404077	0.7814832	0.8648063	0.7646279	0.6876965	0.8141326	0.78674144	0.73673856	0.8468113	0.7165419	0.8815527	0.84843564	0.8230003	0.7691167	0.7328545	0.70273525	0.83643705	0.8942386	0.84400153	0.7324389	0.8017368	0.9171852	0.7508961	0.63752544	0.83117914	0.7879367	0.8296624	0.9122164	0.8247742	0.6838506	0.8905471	0.83277214	0.8922883	0.9303868	0.8306951	0.8100634	0.78091896	0.8880357	0.7704959	0.79896045	0.6733416	0.81694895	0.8081339	0.8040418	0.8282666	0.8486197	0.7323871	0.85839224	0.76438475	0.7127559	0.8739184	0.7571063	0.7900481	0.6421608	0.7894227	0.6879747	0.75191665	0.8301373	0.8317303	0.9112347	0.66489714	0.76112723	0.79011595	0.7146795	0.87681186	0.85393625	0.8144425	0.5927831	0.72012234	0.7790083	0.84721386	0.83125746	0.89866745	0.82637197	0.71599346	0.81485367	0.8538127	0.7720731	0.81305486	0.66392505	0.7996327	0.84313405	0.8032415	0.8481112	0.76051265	0.8655168	0.74997973	0.8353836	0.7506442	0.88953686	0.7641895	0.7753739	0.83634335	0.8672889	0.8240212	0.81859326	0.7429508	0.8477589	0.8061166	0.87622744	0.70621103	0.84305215	0.6528543	0.781668	0.822233	0.828698	0.84865934	0.836159	0.90885586	0.74547005	0.81987643	0.72902155	0.84154785	0.7088356	0.81203085	0.68974924	0.70632553	0.8175693	0.66926444	0.7387914	0.86968005	0.7246487	0.87414515	0.90245783	0.94705176	0.79541546	0.76904297	0.6234642	0.7285521	0.94475055	0.8488171	0.8198196	0.75440896	0.79824066	0.80371	0.7642832	0.8241041	0.82825696	0.72558784	0.82375216	0.81676364	0.7275759	0.6813995	0.7726198	0.76653063	0.6728801	0.7839702	0.8408829	0.83769226	0.92481977	0.8965858	0.74720204	0.75538945
