	18/num	20/num	6/noun	Afghanistan/name	Afrika/name	Alaska/name	Amerika/name	Amsterdam/name	Asterix/name	Bank/name	Beveren/name	Beverse/adj	Blair/name	Brussels/adj	Bush/name	CDA/name	Coles/name	Congolees/adj	Cuba/name	Dexia/name	Dudek/name	Dupuis/name	E./name	EK/noun	Elsevier/name	Franco/name	Frans/name	Harry/name	Hasselt/name	Henman/name	Irak/name	Jeruzalem/name	Kenny/name	Kieldrecht/name	Kmart/name	Koerdisch/adj	Kok/name	Kortrijk/name	Kosovaar/noun	Leuvense/adj	Lierse/name	Ludwig/name	Maas/name	Macedonië/name	Mechelse/adj	Midden-Europa/name	Musharraf/name	Nicolas/name	Nijlense/adj	Norman/name	Oostenrijk/name	Palestina/name	Portugal/name	Portugees/noun	RVU/name	Rode/name	Sam/name	Sarajevo/name	Sarkozy/name	Sjoerd/name	Tadzjikistan/name	Tokio/name	VVD/name	Wahid/det	Willebroekse/adj	aandacht/noun	aandenken/noun	aansprakelijk/adj	acht/verb	actie/noun	afkomst/noun	al/adv	al/comp	allerlei/det	als/comparative	altijd/adv	ambulanciers/noun	angst/noun	asymmetrische/adj	auteur/noun	automobilist/noun	avontuur/noun	baken_af/verb	bedreig/verb	bedrijf/noun	begin/verb	begrijp/verb	begrip/noun	behoorlijk/adj	bekom/verb	bel/noun	beleef/verb	beloof/verb	ben/verb	bereid/adj	bereik/verb	beschikbaar/adj	besluit/noun	bespaar/verb	bestaan/noun	bestrijding/noun	bevind/verb	bevrijd/verb	bewind/noun	bijzonder/adj	binnenlands/adj	blij/adj	blijf/verb	blijk/verb	boekdeel/noun	boven/prep	brandweer/noun	breng/verb	breng_op/verb	breng_over/verb	buig_om/verb	buurland/noun	capriool/noun	cent/noun	chauffeur/noun	claim/noun	clandestien/adj	club/noun	collega/noun	complex/adj	controle/noun	cover/noun	daarbij/pp	daarom/pp	dans/noun	dat/det	dat/noun	deelnemer/noun	definitie/noun	demonstreer/verb	den/det	denk_terug/verb	dergelijk/adj	deze/det	die/det	dit/det	doceer/verb	doel/noun	doelman/noun	door/comp	doorsta/verb	dreig/verb	duizend/num	dus/adv	duur/verb	echter/adv	een/det	eenvoudig/adj	elk/det	en/comp	enig/adj	enkel/det	enquête/noun	er/fixed	ervaar/verb	essentieel/adj	even/adj	even/adv	exercitie/noun	film/noun	financieel/adj	functioneer/verb	ga_op/verb	ga_uit/verb	gebied/noun	gedicht/noun	gekneld/adj	gemeente_kas/noun	genoeg/adv	gepaard/adj	gevaarlijk/adj	gewraakt/adj	gezondheidszorg/noun	gijzelaar/noun	globaal/adj	god/noun	goeroe/noun	groei_cijfer/noun	grond_oorlog/noun	haal_in/verb	haal_uit/verb	haar/det	haar/pron	heel/adj	heel/adv	hek/noun	hem/pron	hen/pron	herinner/verb	het/det	het/noun	het/prep	hij/pron	hoe/adj	hoewel/comp	houd_over/verb	huidig/adj	hulp/noun	hun/det	ieder/det	iets/adv	impasse/noun	in/prep	insider/noun	jaarlijks/adj	juist/adj	kan/verb	kant/noun	katholiek/noun	keer/noun	klimaat/noun	klus/noun	knijp_dicht/verb	knok/verb	knot_gek/adj	koel/adj	koers/noun	kom/adj	kom_terecht/verb	koor/noun	kracht/noun	krachtig/adj	krakkemikkige/adj	kritiek/noun	kunstenaar/noun	kussen/noun	kwestie/noun	laat_toe/verb	landelijk/adj	lastig/adj	leer/verb	leid/verb	lengte/noun	leven/noun	lever_op/verb	licht/prep	lijk/verb	lijm/verb	linker/adj	luchtvaart/noun	maak/verb	maar/vg	macht/noun	man/noun	manoeuvreer/verb	meen/verb	meest/adj	minst/adj	moment/noun	morgen/adv	muzikaal/adj	na/prep	natuurlijk/adj	net/adv	nog/adv	noodzakelijk/adj	noordelijk/adj	olie_prijs/noun	om/comp	omdat/comp	omgeving/noun	omstandigheid/noun	ondanks/prep	onderdeel/noun	onderneem/verb	onderneming/noun	onderweg/adj	onderwerp/noun	onfortuinlijk/adj	ongetwijfeld/adv	onhoudbaar/adj	ons/pron	onverwacht/adj	onvoorspelbaar/adj	onzeker/adj	op/adj	opblaasbare/adj	opdracht/noun	operatie/noun	opgaaf/noun	opgenomen/adj	oplossing/noun	opnieuw/adv	optie/noun	ouverture/noun	over/adj	overhaast/adj	overleef/verb	oversteek/noun	paar/noun	park/noun	parkoers/noun	perfect/adj	personage/noun	pijn/noun	pijnlijk/adj	plant/verb	plotseling/adj	poging/noun	politiek/adj	positie/noun	post/noun	praat/verb	president/noun	prognose/noun	psychiater/noun	publicitair/adj	raak/verb	raak_af/verb	ramp/noun	rand/noun	recensie/noun	recent/adj	reconstrueer/verb	recupereer/verb	red/verb	regelmatig/adj	regering/noun	reis/noun	rente/noun	reuze/adj	riskeer/verb	rit/noun	ruimte/noun	samenwerking/noun	schets/verb	schipper/noun	situatie/noun	sjeik/noun	slachtoffer/noun	slap/adj	soms/adv	sport/noun	spreek/verb	sprint/noun	stand_DIM/noun	standpunt/noun	stap/verb	steeds/adv	stem_gedrag/noun	strijd/noun	structuur/noun	stunt_werk/noun	tafereel/noun	talloos/adj	te/adj	te/comp	tegenstander/noun	temeer/adv	ten/prep	tijd/noun	toch/adv	tocht/noun	toen/comp	toer/noun	toestand/noun	tot/prep	tref_aan/verb	trek/verb	trek_aan/verb	twintigste/num	uit/prep	uiteindelijk/adj	uiterst/adj	uitslag/noun	uur_DIM/noun	vaak/adj	vaartuig/noun	van/det	vang/verb	vanuit/prep	veelal/adv	veilig/adj	veiligheid_situatie/noun	verdedig/adj	verhaal/noun	verkeer/verb	vertoon/verb	vind/verb	vis/noun	voed/verb	voer_op/verb	volk_raadpleging/noun	voor/part	voor/prep	voorbij/adj	voorspel/verb	vracht_wagen/noun	vreemde/noun	vrijwel/adv	vrouw/noun	waarbij/pp	waarin/pp	waaruit/pp	wagen/noun	want/vg	warenhuis/noun	wat/adv	wat/det	weg/noun	wegens/prep	weliswaar/adv	wereldkampioen/noun	werk_samen/verb	wild_vreemd/adj	woon/verb	word/verb	wrak/noun	zaak/noun	zee/noun	zeker/adv	zelfs/adv	zeventien/num	zich/pron	zichzelf/pron	zie_uit/verb	ziel/noun	zijn/adj	zijn/det	zo'n/det	zo/adj	zo/adv	zo/comp	zoals/comp	zoals/pron	zomer_seizoen/noun	zorg/verb	zowat/adv
18/num	0.0	0.376204	0.70271397	0.9360757	0.91520524	0.9428227	0.9097069	0.75610185	0.9184463	0.8876228	0.7260591	0.92587054	0.96418035	0.86028326	0.89516413	0.94187844	0.97819966	0.95687824	0.88810533	0.89163905	0.8981317	0.89673185	0.64264655	0.88950086	0.9213878	0.8175754	0.75507534	0.8559641	0.7453368	0.86095893	0.9327251	0.95784116	0.69972825	0.86569744	0.9495852	0.9727096	0.93044	0.690652	0.91979593	0.9130426	0.7576548	0.8686236	0.9353963	0.9027893	0.92346394	0.9840551	0.96970254	0.7197788	0.93898046	0.8284015	0.87476444	0.97702837	0.8065913	0.91586477	0.9684227	0.8101086	0.8068993	0.9559866	0.964913	0.9001384	0.9732643	0.9186525	0.9459391	0.98049414	0.9484014	0.9312076	0.9592242	0.9580419	0.9212258	0.9035815	0.94206834	0.9058351	0.89947647	0.9133997	0.8822434	0.9521718	0.94696504	0.95630264	0.9861561	0.9139067	0.9031436	0.9077196	0.93483174	0.9115939	0.85683477	0.8778516	0.91426617	0.92460924	0.90114194	0.9240271	0.87360394	0.8901028	0.90377915	0.9721672	0.9062118	0.8452866	0.83806497	0.93913406	0.8538547	0.94340813	0.9686583	0.8734791	0.9350921	0.9494238	0.8839658	0.92688364	0.90671325	0.8612745	0.8988953	0.93463755	0.77938324	0.87421346	0.87829465	0.81344867	0.9222876	0.91081744	0.95791155	0.9766058	0.7905762	0.81886417	0.90576744	0.9675716	0.8278003	0.9090105	0.970381	0.8571232	0.9216837	0.84649694	0.91625136	0.9011866	0.91963077	0.7430297	0.64373803	0.95758164	0.9378402	0.9408636	0.9529648	0.9187094	0.9393306	0.9634604	0.8754005	0.94924337	0.8596741	0.8239023	0.8462689	0.95872456	0.8752079	0.6524668	0.90308976	0.8388189	0.89725316	0.9598386	0.9130698	0.8750547	0.91088605	0.8847075	0.90599835	0.86178577	0.9048577	0.9541921	0.9558959	0.88342214	0.86686516	0.9632714	0.9001093	0.9243139	0.9483957	0.9124473	0.8814715	0.9091934	0.91809076	0.952444	0.9557285	0.8840622	0.9759355	0.88088965	0.9553813	0.9364944	0.8942503	0.9168909	0.9512388	0.97396404	0.9371862	0.9867913	0.9114736	0.8983309	0.9218667	0.9303009	0.92661136	0.91204095	0.93116504	0.957397	0.8956862	0.90109897	0.9714736	0.9601974	0.9281069	0.9606739	0.9332622	0.86065495	0.8653177	0.85512197	0.8812515	0.9617386	0.90413433	0.8731231	0.9829568	0.8942232	0.96232677	0.7859398	0.837439	0.93890774	0.9023273	0.96410173	0.86124915	0.96142316	0.91853493	0.9783124	0.9139828	0.96624	0.9233486	0.83883345	0.8325009	0.8825519	0.90879554	0.8998171	0.92595154	0.95356905	0.94285846	0.9018538	0.97886723	0.9478134	0.9158807	0.84362984	0.889757	0.90772223	0.907869	0.78957206	0.9051049	0.79308355	0.96568245	0.89887285	0.9628492	0.94605446	0.95903295	0.9394283	0.9670623	0.9512802	0.90679824	0.97049093	0.890564	0.92175055	0.9206446	0.89405173	0.81933093	0.89953834	0.79042387	0.91305065	0.85584897	0.90059876	0.9093306	0.9409283	0.93796796	0.9695211	0.9447214	0.9090729	0.92349124	0.8400976	0.9057865	0.94293755	0.8709438	0.91455704	0.93454754	0.94561756	0.89614666	0.93917096	0.94358003	0.88739926	0.94473636	0.8691256	0.8613753	0.96780205	0.9031879	0.899076	0.8989459	0.93480635	0.9197648	0.8342693	0.8962271	0.93816435	0.88903755	0.96453136	0.89687276	0.95412904	0.9149045	0.91240525	0.8753834	0.9006143	0.94193155	0.93353444	0.9048281	0.9060514	0.93064106	0.8755184	0.9601997	0.91143334	0.8888116	0.89511955	0.958083	0.87401015	0.9522964	0.96657413	0.8421128	0.95045924	0.9150468	0.9088812	0.90420616	0.88475806	0.9307796	0.8906075	0.8512572	0.9057488	0.9448699	0.8990479	0.8878278	0.9566627	0.90907985	0.7643286	0.8709651	0.9262685	0.9164523	0.9482886	0.9339978	0.96643543	0.8631263	0.93825734	0.92473215	0.8921229	0.9307547	0.8983809	0.93779385	0.9623181	0.90674746	0.957255	0.9770262	0.92839545	0.9607098	0.9779637	0.9432091	0.9597238	0.83960927	0.98232394	0.8802119	0.9421447	0.8216409	0.9022372	0.94454145	0.8201104	0.90404433	0.8843172	0.9344326	0.67358696	0.8775641	0.83777666	0.8629845	0.9395157	0.85795534	0.8385514	0.9172932	0.7384701	0.9347059	0.93947744	0.9014274	0.93535393	0.91644204	0.87837446	0.93120974	0.9003768	0.98443085	0.9007912	0.92328095	0.9165825	0.9356533	0.93954456	0.92076683	0.9541053	0.85581625	0.9761011	0.861776	0.8542161	0.8334266	0.90851045	0.87557805	0.9791487	0.89094335	0.88202465	0.8149091	0.89040387	0.92843735	0.80750793	0.91690296	0.9155576	0.89867103	0.9206864	0.8916247	0.83716536	0.8815669	0.9040285	0.9208274	0.9884346	0.81371176	0.94882977	0.95743454	0.94427097	0.87573826	0.8662445	0.8815547	0.8720044	0.9467194	0.92865074	0.8886022	0.9252344	0.92820895	0.9357328	0.8299079	0.86043876	0.88864684	0.9482	0.9071895	0.9448355	0.9379181	0.85253596	0.8149377
20/num	0.376204	0.0	0.7333916	0.93929636	0.91157	0.93540215	0.8898858	0.7476164	0.8616272	0.8596145	0.7461941	0.9319545	0.9726975	0.8496358	0.9039705	0.9361289	0.9700964	0.9445981	0.87941563	0.84240425	0.90729845	0.89650023	0.6892922	0.8754963	0.92911947	0.85239655	0.7885206	0.8156074	0.7508446	0.8755869	0.9183875	0.95531535	0.74613726	0.87680113	0.94500285	0.9555709	0.9369493	0.7305119	0.91490436	0.9222022	0.78080094	0.89175415	0.9366913	0.9069881	0.9128716	0.98391616	0.97669274	0.74986917	0.94558597	0.85799164	0.8678479	0.97944164	0.81239206	0.935313	0.9599513	0.81999123	0.80402166	0.96310353	0.9717118	0.90959907	0.9766378	0.9219023	0.9477415	0.9773357	0.9359168	0.9115435	0.95582306	0.94836044	0.920865	0.8890814	0.94526875	0.8810387	0.88298917	0.9267346	0.87952185	0.94012547	0.9505858	0.9452666	0.97797096	0.912807	0.8809749	0.91241527	0.92816895	0.90664744	0.8285901	0.8870492	0.91056496	0.9449029	0.9007027	0.92492926	0.85259813	0.8797101	0.8846913	0.96817786	0.8724108	0.82342154	0.8145607	0.9279061	0.81443614	0.944668	0.956884	0.8775307	0.9499996	0.96601003	0.87432003	0.8941117	0.9057146	0.85972273	0.88053167	0.9317309	0.7752571	0.87724376	0.85593116	0.81653154	0.92373425	0.91242456	0.96045375	0.9743461	0.76720124	0.84033114	0.8957037	0.9677824	0.8389889	0.90223616	0.96742415	0.8439934	0.926156	0.84842086	0.9080527	0.8963561	0.9138776	0.74078953	0.6532495	0.960307	0.93393964	0.946313	0.9610229	0.9187557	0.939889	0.9443773	0.8587569	0.95605624	0.8339293	0.82986695	0.8539876	0.96148515	0.8658056	0.6557472	0.89044386	0.82488024	0.88375217	0.9569399	0.8987094	0.8714317	0.9032649	0.8743005	0.9087751	0.8308713	0.8969531	0.9448706	0.97261024	0.87404346	0.84889185	0.9810215	0.86716247	0.88569593	0.9623404	0.91690516	0.86796814	0.89533347	0.9103132	0.9580606	0.9467422	0.88318604	0.9743307	0.8725991	0.9682346	0.9361174	0.8880845	0.9033637	0.9489948	0.96869993	0.9196261	0.987869	0.89801526	0.9078725	0.9208215	0.9230445	0.90164614	0.9146335	0.9434476	0.96126366	0.89169693	0.91537476	0.9518601	0.9518931	0.92690915	0.9611111	0.9425189	0.85483956	0.86959755	0.8297333	0.8810181	0.9573683	0.87450933	0.8582276	0.97287023	0.89242476	0.9576915	0.7564776	0.8289598	0.93155265	0.8975723	0.95664865	0.84204715	0.9608066	0.90649825	0.96226853	0.92846835	0.95677215	0.93836445	0.8044449	0.80135864	0.887825	0.9125337	0.89429694	0.923773	0.97295636	0.94256127	0.9075782	0.96336615	0.93504965	0.8922092	0.87033266	0.89155835	0.9014079	0.8909171	0.79840654	0.91675806	0.76456475	0.97524273	0.89914566	0.9501358	0.9395637	0.96199864	0.9272548	0.95459616	0.9463981	0.8957107	0.95584834	0.8876813	0.9138293	0.9287457	0.8684486	0.82777417	0.8951781	0.7887987	0.9131735	0.82780457	0.87431175	0.889352	0.94946975	0.91537374	0.9506321	0.9342007	0.89769965	0.9291234	0.8365183	0.88814837	0.936768	0.8440478	0.9069613	0.93921816	0.9514834	0.9143215	0.94466805	0.927063	0.87699115	0.9592342	0.8808416	0.84489244	0.9753111	0.9000082	0.8848231	0.8925046	0.9347907	0.92224073	0.8306347	0.8735425	0.9456341	0.87532836	0.96857035	0.8933835	0.94071823	0.88988066	0.89987075	0.857375	0.89303195	0.9416777	0.92303026	0.92664814	0.9156804	0.93240684	0.8672525	0.95459783	0.89113265	0.8844675	0.89939624	0.9523886	0.8768708	0.9410042	0.96484023	0.8506115	0.95588124	0.92026305	0.8949501	0.8901169	0.8579867	0.9449443	0.89602274	0.84332895	0.8786832	0.94526505	0.8860986	0.86462605	0.9565869	0.91291225	0.7994946	0.8776813	0.9117379	0.93047714	0.9470433	0.925083	0.9616748	0.8779125	0.92429316	0.9322423	0.8823227	0.9160197	0.91536945	0.9395619	0.9462597	0.87564844	0.9310302	0.96287835	0.9019355	0.9435666	0.9706404	0.96380275	0.95641303	0.81904304	0.9693101	0.8988749	0.9479987	0.79844475	0.9050504	0.93693393	0.83926946	0.9056043	0.8795617	0.92604977	0.66807973	0.8631208	0.82259643	0.86892265	0.926654	0.8769377	0.82517934	0.88575894	0.756066	0.92702466	0.9327198	0.8925679	0.95289105	0.8992506	0.8661788	0.9361596	0.8945507	0.9903085	0.91899985	0.9094398	0.8995652	0.9105891	0.93589336	0.89534557	0.96306145	0.8420961	0.9578416	0.84127414	0.8190588	0.83496463	0.8916254	0.86452556	0.9659501	0.89489496	0.89187247	0.82098675	0.8853649	0.91324884	0.81419235	0.9138681	0.9203667	0.90402454	0.9118869	0.87577325	0.8146657	0.88715523	0.9117495	0.90459436	0.9928886	0.8336868	0.9375653	0.9316782	0.9133271	0.8798404	0.8543233	0.8522849	0.87598276	0.9392011	0.92294216	0.87674	0.905818	0.9156843	0.9217772	0.79754317	0.7451968	0.8048872	0.9561018	0.8922973	0.9391532	0.9404964	0.8230004	0.78069943
6/noun	0.70271397	0.7333916	0.0	0.9437653	0.92077893	0.9291423	0.8537994	0.78038996	0.8734836	0.926845	0.78303146	0.9251703	0.94786227	0.8696355	0.9227978	0.9449669	0.9743616	0.93661815	0.85964674	0.9411774	0.9601938	0.9114466	0.73225933	0.8665196	0.922678	0.9007765	0.8179081	0.8566669	0.7628937	0.92940134	0.9486897	0.8917136	0.8342279	0.8806393	0.9450164	0.96317875	0.92746055	0.73426473	0.96242243	0.9030832	0.81917995	0.89328885	0.89859176	0.9154549	0.93346685	0.9696433	0.94479895	0.8489696	0.93585277	0.85442173	0.8515591	0.89345646	0.86298263	0.9465115	0.9324268	0.8043612	0.85535663	0.89421433	0.97422224	0.92620677	0.9795229	0.8973328	0.94873	0.9684054	0.9466388	0.9218438	0.9502054	0.97269815	0.93632025	0.9279601	0.9280816	0.7650834	0.9451429	0.94070363	0.91605216	0.95715195	0.96212286	0.95167613	0.9557084	0.889341	0.9068314	0.8923233	0.9699833	0.9257545	0.92132473	0.62512684	0.93902254	0.9333263	0.9354743	0.9334407	0.86503917	0.8520963	0.92128265	0.9554911	0.95294183	0.8783831	0.91930735	0.91699445	0.94741607	0.90430176	0.9741334	0.90733504	0.90386826	0.89484805	0.921911	0.9520841	0.9522467	0.9298565	0.9208908	0.94015056	0.91257924	0.8468481	0.88176864	0.92266876	0.91112137	0.90731263	0.95277375	0.9608699	0.9328808	0.8909084	0.9570404	0.9335681	0.87819964	0.9300161	0.9626874	0.9204735	0.90579116	0.9196578	0.94687575	0.86438406	0.9676388	0.9164743	0.8629762	0.9618855	0.89779013	0.9413773	0.90761864	0.9443428	0.9387673	0.9748607	0.9389643	0.89394814	0.9177364	0.91377425	0.9378394	0.9357618	0.9194599	0.9039271	0.9358797	0.735307	0.94413626	0.9293957	0.9140965	0.8855288	0.928823	0.9164671	0.9471818	0.9419882	0.9003589	0.9464826	0.9624229	0.9252436	0.83594716	0.9619269	0.8659838	0.9565657	0.94432795	0.8972925	0.91140985	0.91779304	0.8759949	0.96881443	0.97620803	0.92181575	0.93737584	0.9253287	0.9444526	0.96703947	0.94225776	0.9349823	0.9460805	0.95579934	0.94668466	0.98621696	0.9296332	0.9144282	0.88489825	0.93177515	0.9452907	0.9554782	0.94467944	0.94857085	0.9384822	0.90106314	0.9470236	0.97876334	0.8982799	0.7181792	0.9634959	0.8905942	0.93202937	0.90142727	0.9386146	0.9522608	0.92358106	0.930874	0.96337116	0.68596417	0.98575103	0.8908818	0.9434552	0.944716	0.9486922	0.92996955	0.8794895	0.94871354	0.9425221	0.9811463	0.94676256	0.9575017	0.93594015	0.93202096	0.9131452	0.85959065	0.8846645	0.93466157	0.92288375	0.962266	0.94472665	0.845154	0.9787323	0.9499553	0.9294634	0.86827445	0.9410101	0.92390233	0.89635324	0.91601086	0.9321676	0.9147341	0.97245944	0.94272643	0.94757116	0.9571231	0.92563045	0.91247123	0.97743917	0.903546	0.90856946	0.9714061	0.9269238	0.9514422	0.9523511	0.93532574	0.7822872	0.8738461	0.79478323	0.95177895	0.9153335	0.9267379	0.95207787	0.9382979	0.9652913	0.97645086	0.96861476	0.89600843	0.9352558	0.89818317	0.9230159	0.90301836	0.9253059	0.91261315	0.9244903	0.96547884	0.91841006	0.9406038	0.95894235	0.913165	0.9759205	0.9141463	0.9121453	0.9747305	0.9183878	0.9153928	0.88894296	0.86236405	0.9339012	0.8654114	0.95520794	0.92070645	0.9156854	0.957624	0.8879873	0.94052505	0.93533665	0.8850225	0.906571	0.9143907	0.9483994	0.9632832	0.94622576	0.9006379	0.923061	0.91012645	0.96118253	0.9249397	0.9173908	0.9204788	0.9243655	0.92531043	0.9441802	0.9483726	0.840618	0.9477858	0.9100652	0.9447159	0.90475214	0.9031011	0.9001795	0.93997645	0.8984166	0.9318929	0.9501404	0.8883522	0.95295423	0.94172436	0.9431367	0.8214972	0.9519293	0.9532377	0.89890903	0.92502916	0.9469678	0.97365046	0.89558536	0.9233236	0.95558184	0.91375506	0.9252753	0.9182018	0.9567924	0.9664979	0.8428646	0.957159	0.9584259	0.9416678	0.9483352	0.96847737	0.92132926	0.9074125	0.85919714	0.97587967	0.91638213	0.9547892	0.91183484	0.9266296	0.96319306	0.86617625	0.70552087	0.93888456	0.9258035	0.7061566	0.87576723	0.8532143	0.9266499	0.8807795	0.7431946	0.8956854	0.92010766	0.8421534	0.91061664	0.96501076	0.92643595	0.93018603	0.9307949	0.87201476	0.96038663	0.91838104	0.98939043	0.91961616	0.90867376	0.9255431	0.8910447	0.9470547	0.95537317	0.9693455	0.8751606	0.9278866	0.8745053	0.91695863	0.9239897	0.9018279	0.88123286	0.9851367	0.9159864	0.8990872	0.8761983	0.87058437	0.9175074	0.8560282	0.9485881	0.9100576	0.9399297	0.96220493	0.90829206	0.9009977	0.8929194	0.8353859	0.92821735	0.981093	0.7982118	0.6797879	0.93397576	0.9530092	0.9066361	0.9380988	0.9371835	0.90416884	0.9498727	0.9286103	0.900629	0.9406906	0.9448018	0.8525402	0.95140433	0.79380196	0.81945753	0.9211296	0.91087013	0.91392577	0.9476394	0.8875658	0.911157
Afghanistan/name	0.9360757	0.93929636	0.9437653	0.0	0.8163209	0.8864746	0.8358356	0.9108061	0.9801329	0.9237898	0.970672	0.9909887	0.8880434	0.9659579	0.8266917	0.9501491	0.97304016	0.91389465	0.81635195	0.972552	0.9897789	0.9743887	0.9615258	0.94560325	0.9564615	0.9492262	0.94219154	0.9585679	0.9497668	0.97512823	0.6503522	0.85576385	0.968036	0.98902595	0.9697695	0.8586079	0.9229874	0.9653262	0.9007151	0.98339236	0.97426426	0.9654066	0.97312945	0.8793815	0.94038796	0.88719463	0.8086389	0.94199485	0.9954885	0.9425149	0.93060076	0.83972704	0.93337536	0.95448065	0.97024125	0.91557705	0.9699851	0.9138183	0.9867178	0.9687671	0.7743372	0.940784	0.93963313	0.99586433	0.984661	0.9085093	0.9875854	0.9670451	0.91404724	0.8872678	0.9013587	0.9071056	0.96298385	0.9768884	0.9209037	0.9504813	0.9963494	0.9125221	0.9885899	0.939231	0.95436	0.9245877	0.97342813	0.8949367	0.88030463	0.9240856	0.92050815	0.92012674	0.95805204	0.9465009	0.9775772	0.95453364	0.916301	0.9014584	0.8826055	0.8962143	0.91031426	0.9136741	0.9244015	0.9372643	0.89029634	0.8372321	0.8860833	0.8669457	0.9660083	0.93215054	0.9609391	0.96493816	0.94106406	0.9421832	0.89721274	0.98316115	0.908563	0.92230636	0.904536	0.98441344	0.77829224	0.99755436	0.96726906	0.92228866	0.935068	0.898829	0.9606564	0.93036515	0.95419383	0.9512692	0.9577377	0.874932	0.9260121	0.9632252	0.9794654	0.8953551	0.90641475	0.91401917	0.9105913	0.9583993	0.9457176	0.96176	0.9420647	0.9635727	0.9451703	0.9425339	0.9495399	0.97352	0.95009226	0.9390508	0.8957154	0.9048968	0.9708932	0.92762506	0.9435844	0.9416157	0.94670814	0.9487635	0.96617293	0.9272033	0.92248887	0.9050615	0.956824	0.9679444	0.9380246	0.9784473	0.94526136	0.9905534	0.9283716	0.91723424	0.95617837	0.92761827	0.9388459	0.8260787	0.9435023	0.9713001	0.97510654	0.95855606	0.9481464	0.9316685	0.96837103	0.9201359	0.8381244	0.9541804	0.89284533	0.95226645	0.96246654	0.842253	0.97170824	0.9471562	0.9343489	0.91679627	0.9326206	0.9452418	0.9727546	0.93455505	0.8594412	0.9178628	0.95924926	0.94084686	0.94840527	0.9419656	0.9317485	0.9001775	0.9371239	0.9076089	0.81688404	0.93603426	0.9334533	0.938966	0.89671755	0.88334405	0.96180135	0.8844317	0.94109815	0.989406	0.9558261	0.94194067	0.9573146	0.92235667	0.975162	0.9637736	0.9866955	0.97923267	0.94354	0.9421035	0.899818	0.9413013	0.95945823	0.9326346	0.92815673	0.9604621	0.8790176	0.9395096	0.9791978	0.9430085	0.9132158	0.948839	0.9449626	0.93750536	0.9028656	0.9268396	0.92368686	0.91595423	0.9349026	0.94098413	0.953277	0.93937206	0.9537657	0.9660408	0.9974791	0.861337	0.8884362	0.9601475	0.90367997	0.8784117	0.94994724	0.9566793	0.9205467	0.9565544	0.9381715	0.9532582	0.93055284	0.95541614	0.94010246	0.85683495	0.95058423	0.9370111	0.94679105	0.9391718	0.9215183	0.94287026	0.92196435	0.9061211	0.8972347	0.9182667	0.96217704	0.9626097	0.9376703	0.97495145	0.9408472	0.9297715	0.9266382	0.9679466	0.9370733	0.96528864	0.90157956	0.8141923	0.97030103	0.9530613	0.9544253	0.95513403	0.9397685	0.9966091	0.93459654	0.94442356	0.92571825	0.9554308	0.95241845	0.95377326	0.9676217	0.9726103	0.9792034	0.97308296	0.9544896	0.9369246	0.9526497	0.8922008	0.89318234	0.90628916	0.898835	0.9163238	0.81934285	0.9662097	0.96744615	0.97847617	0.9278817	0.97885936	0.9222718	0.94867945	0.95596486	0.8952483	0.9594445	0.9742122	0.92877054	0.9136406	0.8573845	0.8723383	0.96070397	0.99191916	0.9445743	0.9360654	0.9619661	0.9280106	0.9371798	0.9679567	0.86848134	0.7660397	0.8847774	0.9649624	0.98076284	0.96451694	0.8758357	0.95782787	0.97562456	0.9066783	0.95629853	0.93554676	0.975464	0.8348758	0.9474908	0.98095024	0.9584504	0.9048694	0.9487536	0.9467449	0.92068565	0.93035334	0.88472855	0.96570605	0.9777486	0.88433194	0.8887381	0.91216415	0.8913295	0.89634603	0.8975373	0.89122844	0.9427135	0.97729343	0.8666984	0.92672926	0.922533	0.939014	0.9709756	0.9707578	0.9412411	0.9692462	0.8509847	0.84483296	0.88921314	0.88817716	0.852834	0.9866591	0.9333283	0.912468	0.9489675	0.93871945	0.9709944	0.86471593	0.9225488	0.97396505	0.9237891	0.9094027	0.9342735	0.90832406	0.93232083	0.9189415	0.9171856	0.9265795	0.8720371	0.8992039	0.9140456	0.9489448	0.96751416	0.9448231	0.9809252	0.96930385	0.9447103	0.9081396	0.90218383	0.92164075	0.86247885	0.9396874	0.872361	0.92653126	0.9458816	0.9554107	0.930314	0.9187273	0.90866345	0.9213942	0.8895397	0.9249439	0.94276005	0.9185465	0.9453215	0.9277058	0.88855004	0.97235346	0.9803349	0.9386029	0.87149686	0.9128983	0.9774542	0.95601565	0.90769374
