	opvatting/noun	inwoner/noun	merendeel/noun	speler/noun	briljant/adj	schepen_college/noun	plechtigheid/noun	zitting/noun	credo/noun	samenleving/noun	onderscheiding/noun	nationaal/adj	vrijwilliger_werk/noun	gelovig/adj	laat/verb	signeer_sessie/noun	decor/noun	zaterdag/noun	beeldhouwer/noun	discipline/noun	sporthal/noun	winnaar/noun	in/adj	word/verb	ere_burger/noun	sport_mens/noun	start/adj	vier/verb	campus/noun	standpunt/noun	simplistisch/adj	waarde/noun	wedstrijd/noun	vandaag/adv	reder/noun	drager/noun	zaterdag_avond/noun	aandeelhouder_schap/noun	genodigd/adj	daarentegen/adv	vrijwilliger/noun	Frans/adj	devies/noun	jaarlijks/adj	zondag/noun	ingebruikname/noun	overtuiging/noun	plein/noun	helder/adj	vasten/noun	bewogen/adj	indrukwekkend/adj	aanvankelijk/adj	kaap/noun	bekom/verb	verkoudheid/noun	lid/noun	eerst/adj	nieuw/adj	voorzitter/noun	kennelijk/adj	lijst/noun	wereldbeker/noun	goed/adj	volg_opeen/adj	gemeente/noun	muzikant/noun	bekend/adj	muze/noun	stadhuis/noun	Ninoofse/adj	strategie/noun	burgerlijk/adj	blijkbaar/adj	succesvol/adj	kampioen/noun	Oudenaardse/adj	mei/noun	minderheid/noun	eerder/noun	ga_op/verb	vorig/adj	bovendien/adv	lief/adj	omroep/noun	Thais/adj	morgenavond/adv	kommer/noun	burgemeester/noun	9/noun	junior/noun	filosoof/noun	bedien/verb	zaal/noun	inzet/noun	rechts/adj	spraakmakend/adj	voortaan/adv	Rotterdammer/noun	laureaat/noun	idioot/adj	minister/noun	persoon/noun	parool/noun	afgelopen/adj	rentree/noun	inzicht/noun	titel/noun	eigenaardig/adj	renner/noun	stad_bestuur/noun	provincie/noun	werkwijze/noun	behaal/verb	mag/verb	Belg/noun	2003/noun	supporter/noun	Ier/noun	weekend/noun	dank/verb	hulpverlener/noun	waar/adv	september/noun	maart/noun	gemeente_bestuur/noun	ander/adj	lang/adj	persoonlijk/adv	bres/noun	vrijdag/noun	thuis_wedstrijd/noun	winnares/noun	sociaal-democraat/noun	schooljaar/noun	volleybal_ploeg/noun	verdrijving/noun	held/noun	schepen/noun	Genkse/adj	drie/noun	groente/noun	discretie/noun	u/noun	daar/adv	passend/adj	yoga/noun	aanvang/noun	afdeling/noun	motto/noun	mening/noun	begrip/noun	eind_winnaar/noun	aanpak/noun	sterf_dag/noun	tegelijk/adj	Belgisch/adj	minstens/adv	Limburgs/adj	kring/noun	verschil/adj	happening/noun	stelling/noun	filosofie/noun	bijdrage/noun	ideaal/noun	aantal/noun	officieel/adj	ere_podium/noun	verheug/verb	reflex/noun	verjaar_dag/noun	neem_plaats/verb	immers/adv	stadion/noun	tent/noun	kwel/noun	carrière/noun	gisteravond/adv	stap_af/verb	nerveus/adj	bek/noun	Spanjaard/noun	16/noun	maand_blad/noun	verdienste/noun	moraal/noun	loopbaan/noun	vader/noun	applaus_vervanging/noun	volg/adj	Brugse/adj	verwarmd/adj	stad/noun	wetenschapper/noun	ploeg/noun	ploeg_makker/noun	judoka/noun	verdienstelijk/adj	visie/noun	institutioneel/adj	restaurant/noun	keer/noun	loos/adj	misvatting/noun	Europees/adj	legislatuur/noun	premier/noun	namelijk/adv	sportman/noun	tienjarige/adj	eindig/verb	steeds/adv	court/noun	top_schutter/noun	openbaar/noun	viering/noun	gesneuveld/adj	louter/adj	debuteer/adj	Sint-Niklase/adj	be/noun	ondernemer/noun	grootte/noun	sportief/adj	ere_titel/noun	decennium/noun	diner/noun	spits/adj	podium/noun	brood/noun	sport_laureaat/noun	gereformeerd/adj	donderdag/noun	jaar/noun	elektricien/noun	strijdlustig/adj	uur/noun	never/noun	rij/noun	bloem_DIM/noun	meest/adj	duidelijkheid/noun	jong/adj	7/noun	dans/noun	afloop/noun	midden_stip/noun	medaille/noun	sport_raad/noun	bestuur_lid/noun	totnogtoe/adv	al/adv	graag/adj	week/noun	categorie/noun	traditie/noun	principe/noun	gisteren/adv	Brits/adj	muzikaal/adj	dienst/noun	gemeentelijk/adj	numerus/noun	naïef/adj	overwinning/noun	eind/adv	seizoen/noun	sporter/noun	feest_zaal/noun	veelal/adv	ook/adv	gros/noun
opvatting/noun	0.0	0.9472281	0.8562956	0.9438487	0.6446025	0.8859158	0.87375695	0.9448136	0.6532457	0.5453191	0.92000663	0.934738	0.8476377	0.5384906	0.85101116	0.9201468	0.853468	0.98792183	0.8755009	0.6936377	0.99799514	0.9067938	0.7375165	0.90526175	0.95808464	0.86649716	0.89009625	0.91537267	0.9144014	0.4195962	0.46355748	0.59135556	0.95523643	0.93315935	0.837479	0.793815	0.9603124	0.94885385	0.92762375	0.67300594	0.93775934	0.75360703	0.8739498	0.9410876	0.9786601	0.9949174	0.3869632	0.8968677	0.5390192	0.8970619	0.8035388	0.87062186	0.76848775	0.9926118	0.9024555	0.8451089	0.81898135	0.9089383	0.8451698	0.90124434	0.6012182	0.89937204	0.9455364	0.83839333	0.9294022	0.864096	0.81601804	0.8064202	0.93147004	0.93416864	0.9271798	0.5837691	0.71313334	0.7668746	0.8997012	0.97433186	0.9504781	0.99727446	0.67566395	0.9077272	0.66644514	0.98601454	0.76244485	0.772021	0.83876646	0.8543031	0.9410472	0.9441246	0.9154733	0.9917486	0.9414199	0.51519954	0.7958175	0.9064222	0.85515416	0.6283788	0.7635521	0.8601061	0.8827436	0.8835492	0.6780131	0.85089517	0.8680528	0.8441413	0.95741564	0.939289	0.44119465	0.91154546	0.59776294	0.8286602	0.89193755	0.9174774	0.6021743	0.93237877	0.875071	0.88291264	0.99136364	0.95681864	0.86260897	0.97456264	0.8679594	0.69903016	0.8893078	0.9987747	0.9916678	0.8902708	0.7285533	0.914101	0.8577791	0.83173823	0.9870407	0.9668303	0.9075194	0.5404159	0.9622134	0.9821507	0.8873089	0.8061553	0.9417801	0.94857484	0.9724205	0.84015626	0.8711784	0.98715264	0.9009888	0.7524581	0.83204794	0.96286064	0.94051766	0.817901	0.48765635	0.4275167	0.98934215	0.5222833	0.96737826	0.615786	0.8788503	0.8504733	0.95045865	0.59271955	0.7177072	0.9316408	0.51206565	0.5060469	0.7508557	0.59637886	0.90684605	0.9055123	0.9022043	0.9324064	0.7395377	0.9349911	0.8617927	0.82239246	0.97985995	0.9219131	0.94622105	0.87517345	0.8929441	0.8314966	0.9317929	0.9875715	0.9697671	0.9895517	0.84920585	0.827163	0.5077375	0.87825984	0.84488845	0.945491	0.9898491	0.91223633	0.9405939	0.9197937	0.6322183	0.927152	0.95131654	0.8948565	0.9128598	0.33856273	0.67189384	0.9734951	0.9163299	0.80132174	0.66095316	0.80822057	0.9374007	0.7967343	0.7406951	0.9234753	0.87357104	0.89660716	0.67049634	0.87915236	0.97350043	0.7553672	0.91423255	0.9767785	0.69512963	0.9454627	0.9842034	0.95159245	0.8454053	0.87764156	0.87466383	0.8592825	0.8006457	0.9086541	0.82890975	0.88508713	0.8677355	0.980569	0.6325074	0.9822891	0.9641877	0.983681	0.8926287	0.99293727	0.97917354	0.95780814	0.94177234	0.705878	0.8665785	0.8792494	0.98593616	0.73662436	0.8913092	0.9310681	0.92075545	0.9662899	0.90860987	0.860677	0.8834307	0.81306064	0.94764495	0.84430444	0.5849372	0.5177002	0.88200194	0.7888949	0.7234893	0.86629814	0.95766735	0.9705784	0.49637187	0.9198955	0.99570805	0.9559529	0.8446921	0.9416857	0.68056583	0.724438	0.86636364
inwoner/noun	0.9472281	0.0	0.86458457	0.7264658	0.881108	0.66300964	0.7771449	0.76284945	0.865265	0.9494024	0.72047335	0.92613065	0.8122597	0.818094	0.77532053	0.88622546	0.78897834	0.91638434	0.85764956	0.9312087	0.7266648	0.8594476	0.9517848	0.74986696	0.596923	0.79668385	0.8546933	0.81327885	0.8533391	0.8133629	0.9426877	0.96286887	0.8385406	0.84818137	0.79896635	0.939862	0.8198501	0.82934594	0.67768264	0.8632947	0.6125951	0.956474	0.8977867	0.6698148	0.86443967	0.800493	0.9460247	0.7696769	0.97493005	0.9246614	0.82332987	0.87440956	0.8043908	0.8467393	0.73344505	0.98621804	0.4840713	0.79806995	0.8381248	0.8093469	0.92863744	0.8221406	0.96046156	0.93133706	0.9259461	0.49827212	0.7103982	0.90873736	0.94558513	0.7102724	0.7556859	0.9510375	0.85257673	0.8052659	0.8867618	0.8682785	0.7565805	0.9002796	0.7672191	0.9667954	0.8230577	0.8917558	0.77000344	0.9335419	0.86578834	0.93417525	0.8828956	0.9813975	0.6452249	0.9400635	0.89830035	0.9659759	0.80801237	0.8326524	0.8499538	0.93924737	0.8211037	0.67151606	0.8510434	0.70140696	0.91493154	0.96663284	0.65436614	0.91579616	0.8418113	0.8454037	0.958719	0.9008234	0.8800809	0.7988591	0.6512643	0.40146482	0.85523504	0.80407465	0.8225269	0.75226325	0.76617676	0.7734104	0.7623053	0.7670008	0.8910356	0.7713475	0.745762	0.90903765	0.9335449	0.58769244	0.78384775	0.9734063	0.90776956	0.85096294	0.9194961	0.8958673	0.90719604	0.94128436	0.70311224	0.94072026	0.79379195	0.91904676	0.67350507	0.83217424	0.9349768	0.9292373	0.94293714	0.9718181	0.8963375	0.8573562	0.9790622	0.89589345	0.752223	0.9358861	0.7973602	0.90783596	0.9483695	0.91894555	0.911952	0.8861803	0.89572585	0.82761264	0.65595603	0.84658766	0.7535983	0.7985931	0.86066616	0.9851662	0.6587657	0.9373307	0.72470856	0.79290754	0.96057266	0.8160916	0.9606237	0.8835852	0.9146772	0.7895745	0.85844433	0.90898436	0.952992	0.8857467	0.8382963	0.83194435	0.94221205	0.9580035	0.8389004	0.93374646	0.8318554	0.8716384	0.952484	0.8491728	0.9440441	0.99654925	0.8681413	0.74284804	0.96717256	0.6259979	0.82756865	0.850346	0.89998055	0.8540221	0.7426466	0.8120811	0.9172138	0.8258007	0.87697715	0.8691758	0.84770596	0.8875329	0.74978316	0.9670949	0.8247817	0.78062844	0.9370153	0.8387284	0.88912636	0.9714155	0.9107597	0.9087627	0.7777742	0.8860152	0.892906	0.82506436	0.7053988	0.99700266	0.7857268	0.8090123	0.8159683	0.89124376	0.8152634	0.89894825	0.9018663	0.90251356	0.97011924	0.6690295	0.7916688	0.91265035	0.84933144	0.9060259	0.8947066	0.9221471	0.9378688	0.94791925	0.6104918	0.7905115	0.79939103	0.8892104	0.92290765	0.96992904	0.9093993	0.96520996	0.8319928	0.59424555	0.68166757	0.78451735	0.8538364	0.82739466	0.9109069	0.8933681	0.8839153	0.88258266	0.8373102	0.965198	0.92897445	0.5734292	0.7182181	0.7233744	0.96031815	0.8724968	0.77693397	0.8707475	0.66194546	0.7004497	0.88081867	0.7767383	0.8512471
merendeel/noun	0.8562956	0.86458457	0.0	0.86292756	0.8117213	0.8518001	0.8229973	0.86210304	0.64494824	0.7833572	0.823951	0.82986367	0.8145681	0.7432126	0.87851804	0.92408615	0.9218821	0.924932	0.896205	0.79589784	0.92777705	0.8636335	0.8655375	0.8965504	0.8896062	0.8266159	0.71288145	0.8646545	0.93245673	0.87194365	0.95773494	0.8816428	0.82108927	0.8760178	0.94563824	0.8834684	0.8206144	0.9204036	0.80764884	0.8526511	0.68538004	0.8220121	0.6382458	0.7550199	0.9364599	0.95146966	0.86586654	0.9088657	0.90751237	0.89709085	0.78413963	0.8007595	0.8893346	0.7454283	0.8693124	0.9502312	0.828241	0.93743813	0.8644136	0.90432024	0.65914834	0.78181046	0.8683363	0.7239047	0.88173974	0.80793077	0.8485324	0.80518293	0.9146984	0.8692843	0.8165574	0.8899733	0.82255787	0.7866099	0.78993654	0.8911297	0.9454936	0.96524864	0.79022026	0.9272914	0.9012494	0.9607579	0.86484647	0.81747556	0.84845334	0.899545	0.8334527	0.9464625	0.89608717	0.9735747	0.8809266	0.87482345	0.78774387	0.8882315	0.74888134	0.8818186	0.85700446	0.74435794	0.77290803	0.8274729	0.915846	0.95013	0.8628295	0.9946713	0.95556194	0.9429387	0.8721887	0.8997134	0.9030937	0.81972504	0.9078374	0.8732193	0.83211714	0.8323903	0.805722	0.8428107	0.9418013	0.83654815	0.8434405	0.8936057	0.8393614	0.7139751	0.8310642	0.9909367	0.98639923	0.8505547	0.5488577	0.9398467	0.81144214	0.87070054	0.9625019	0.8788898	0.8950843	0.85404265	0.9423967	0.91022855	0.8147434	0.8930985	0.95418966	0.8950413	0.90487	0.9464371	0.8664721	0.9640288	0.87267005	0.88752353	0.96032745	0.8889606	0.89172244	0.7211097	0.86368	0.7940985	0.915211	0.8689842	0.9376725	0.8540415	0.7870724	0.7888224	0.7565589	0.8392838	0.7630042	0.89130354	0.8465856	0.8664381	0.81228024	0.9026019	0.5884465	0.8490093	0.8259293	0.94861555	0.8418467	0.9212444	0.7778485	0.8159727	0.89409083	0.83466804	0.9436015	0.8321716	0.8128958	0.83208543	0.9061946	0.8749758	0.80135024	0.968237	0.89679825	0.793812	0.80500895	0.81436664	0.9503515	0.79559064	0.95503515	0.8704445	0.96825045	0.7996899	0.73841715	0.81169677	0.9225671	0.91188	0.6019646	0.85462195	0.85673404	0.91333526	0.92580956	0.8491401	0.8846846	0.88187015	0.9050607	0.93828523	0.8376699	0.7912841	0.93467444	0.8469564	0.69034535	0.8767711	0.90532255	0.752136	0.89734644	0.9062888	0.7733633	0.8038535	0.8815351	0.7758474	0.80471087	0.88247013	0.76928264	0.80979085	0.91520953	0.8602588	0.9616942	0.85960275	0.9029227	0.89085305	0.8028331	0.8923427	0.9297205	0.93331695	0.7358966	0.9635235	0.6945107	0.88333267	0.76298034	0.5816393	0.9543246	0.659258	0.97148013	0.8901771	0.7866671	0.90336126	0.8341821	0.876542	0.7383194	0.87853014	0.9434287	0.7191291	0.92621446	0.79797983	0.91561294	0.86057264	0.90347064	0.8474274	0.794927	0.8903706	0.87294954	0.9496423	0.8585538	0.8674542	0.9555853	0.8752277	0.8057072	0.8987219	0.6045052	0.7530027	0.5152098
speler/noun	0.9438487	0.7264658	0.86292756	0.0	0.88630664	0.87605405	0.9456319	0.8611516	0.91103363	0.86402434	0.71189326	0.7665688	0.7574374	0.8686152	0.86558026	0.81383324	0.83295643	0.8409184	0.83781093	0.79198533	0.84188145	0.81395894	0.881949	0.85631347	0.80020636	0.74666786	0.88530415	0.7962938	0.8534676	0.9310616	0.9655415	0.8376859	0.59024286	0.8917593	0.7936252	0.89058423	0.74281687	0.8154081	0.7891124	0.85411584	0.6625823	0.8978854	0.8958883	0.8831911	0.866979	0.9176873	0.8435702	0.93973666	0.9770195	0.90590674	0.7382274	0.7871458	0.8455425	0.88662773	0.8240794	0.91460353	0.65481377	0.82002383	0.8688881	0.7314178	0.88194215	0.8320368	0.81434894	0.76944834	0.8450229	0.8608724	0.58627135	0.89547354	0.91660947	0.8710999	0.87114584	0.8467655	0.9520342	0.78406245	0.7942654	0.7378291	0.8821154	0.9577514	0.8662428	0.8812167	0.8686287	0.8837215	0.7343739	0.8403498	0.8831389	0.9224897	0.6893275	0.8835955	0.8401464	0.9641735	0.75837183	0.9239626	0.84140056	0.8539055	0.7153754	0.92218304	0.7695084	0.86946326	0.79254985	0.7500164	0.9036253	0.9375827	0.6827415	0.9290861	0.8654691	0.74160135	0.8961627	0.7534711	0.8794441	0.5779172	0.85314786	0.9136565	0.87694716	0.7152422	0.7809857	0.6752197	0.92752135	0.28444707	0.81661004	0.7987961	0.7685687	0.804807	0.7741592	0.9742963	0.9725075	0.8605503	0.82094204	0.9007849	0.7868638	0.8456133	0.91368943	0.71073294	0.79405355	0.9444206	0.9212925	0.72626245	0.9483611	0.645851	0.86673295	0.62225044	0.8827174	0.8947651	0.8908211	0.9485971	0.8037115	0.83130836	0.96786267	0.8134307	0.80695677	0.9196524	0.86004907	0.9118287	0.87962127	0.83701617	0.9541798	0.82998526	0.7765269	0.8781535	0.71056867	0.839868	0.82056916	0.8490203	0.91913515	0.9325289	0.8530698	0.88306856	0.85263443	0.8912018	0.88118124	0.7235713	0.9014683	0.9327146	0.8587437	0.8144864	0.51582086	0.8872117	0.8651457	0.8231795	0.7839878	0.86153126	0.75143266	0.93384796	0.84605217	0.96726656	0.8903624	0.76993895	0.9279706	0.8076256	0.8907108	0.79541916	0.8366548	0.75526106	0.91112876	0.8604244	0.75745344	0.4856012	0.70375484	0.7212975	0.71249163	0.90221655	0.8490932	0.8965243	0.7759481	0.8636664	0.86778677	0.7845236	0.92750806	0.94083315	0.75336206	0.75281435	0.868731	0.7425115	0.878104	0.906048	0.64183295	0.9361817	0.8652374	0.8926945	0.8816329	0.608663	0.84184146	0.97463405	0.781392	0.89807916	0.53923476	0.8425145	0.87924767	0.815691	0.84718215	0.7906897	0.94526035	0.92956483	0.965206	0.9617539	0.8828938	0.8598748	0.8146587	0.91622543	0.95502406	0.7972954	0.8028432	0.760887	0.88803124	0.8021672	0.971399	0.86485213	0.63813186	0.80735487	0.73607445	0.82782465	0.6351534	0.7498698	0.8313534	0.8392835	0.8980338	0.800197	0.89309394	0.9168253	0.87584925	0.9213249	0.78217566	0.8943113	0.923055	0.9401393	0.9068602	0.7529181	0.8796482	0.7354044	0.62148637	0.91657895	0.8670877	0.69787693	0.81521153
briljant/adj	0.6446025	0.881108	0.8117213	0.88630664	0.0	0.9123326	0.78162384	0.8346232	0.77217954	0.83313215	0.8144722	0.8909025	0.892255	0.74058557	0.90412605	0.8632026	0.7142506	0.8765839	0.74681044	0.75064075	0.93128854	0.8915295	0.8603864	0.86189646	0.8521315	0.88613576	0.8069486	0.75793123	0.94444263	0.78205436	0.5770569	0.88565665	0.89183426	0.83870685	0.91840094	0.891765	0.79350805	0.9502405	0.75039256	0.69649076	0.8800642	0.8431117	0.91630507	0.85270566	0.89845765	0.8835994	0.6857952	0.85166717	0.51014197	0.90219575	0.6222961	0.6468164	0.85837984	0.9000407	0.86054075	0.89450485	0.84768623	0.8423321	0.83729833	0.9617113	0.8075529	0.86178637	0.92628145	0.804579	0.8460614	0.8963095	0.66844946	0.80674917	0.81918305	0.8433914	0.87731755	0.64205	0.87229955	0.85040337	0.67909133	0.8582897	0.8661612	0.9369581	0.9054253	0.88774955	0.83742815	0.9500519	0.81775963	0.8222853	0.9066077	0.7561416	0.7685473	0.9661817	0.9350105	0.9624695	0.91070855	0.68036866	0.8463782	0.8248162	0.8429804	0.84324235	0.6394409	0.9071827	0.8408117	0.79081047	0.88240695	0.9645915	0.8757769	0.97986954	0.92425543	0.82573766	0.5911417	0.7991516	0.81548387	0.88488215	0.8850398	0.9487982	0.74148846	0.8455195	0.81293154	0.9088444	0.9267422	0.8717377	0.82701176	0.8151937	0.76765496	0.86472434	0.88625425	0.96174246	0.95168054	0.8524468	0.77063596	0.807719	0.85174584	0.84873474	0.9367993	0.9610618	0.940788	0.7490654	0.8651686	0.9857477	0.8845477	0.782069	0.96065086	0.88120323	0.79725724	0.96134746	0.92264724	0.928096	0.86986804	0.6904551	0.82098305	0.8571671	0.9226526	0.77165323	0.74917614	0.75141746	0.9311975	0.74806285	0.87502337	0.6336909	0.8879782	0.858459	0.8614444	0.7414943	0.7919986	0.8114279	0.7244415	0.66530776	0.75820065	0.77662706	0.8335427	0.86991036	0.8168326	0.8354782	0.9176878	0.7465855	0.8274048	0.86730677	0.92054206	0.8820813	0.9563371	0.63868773	0.8689164	0.8759032	0.93327916	0.822734	0.9032267	0.929725	0.878667	0.8229798	0.7929983	0.71236956	0.83048517	0.89850754	0.9420062	0.8727524	0.92690694	0.9290687	0.5776358	0.91693044	0.9092375	0.77528256	0.70332	0.57190466	0.87953067	0.9091431	0.8857351	0.8050967	0.8739762	0.86206484	0.9114884	0.93135184	0.7263911	0.7537188	0.69987893	0.83996475	0.8670939	0.91725826	0.9256491	0.90838283	0.83227116	0.91544664	0.7804511	0.8351272	0.87376046	0.9397192	0.7910228	0.8702816	0.7695942	0.7850089	0.7512705	0.7073084	0.6626317	0.7667604	0.8978987	0.8238292	0.781162	0.9411668	0.86367786	0.94365823	0.793115	0.9075107	0.99405146	0.86670995	0.79522854	0.68235326	0.8962604	0.7101917	0.92591393	0.6074259	0.79008293	0.78622365	0.8378713	0.8758378	0.80144584	0.77382606	0.85017633	0.81639874	0.9074561	0.80145293	0.76829374	0.77886164	0.88978195	0.82564676	0.5626594	0.926177	0.9410591	0.996734	0.6188388	0.73935544	0.9572153	0.8889901	0.8404662	0.8414025	0.6220783	0.8234571	0.80806327
schepen_college/noun	0.8859158	0.66300964	0.8518001	0.87605405	0.9123326	0.0	0.5443553	0.49444735	0.9291387	0.9316131	0.8553985	0.9163087	0.90176916	0.9072237	0.8011024	0.8735889	0.82307875	0.7073877	0.8751405	0.91891205	0.5031301	0.8645755	0.91459167	0.65207535	0.6362723	0.9209768	0.9388024	0.6595675	0.65219295	0.64871705	0.8907122	0.96665823	0.89757115	0.7626302	0.8834752	0.9650111	0.7059531	0.97747314	0.654176	0.9156412	0.75994736	0.94730586	0.89539504	0.71547496	0.73166096	0.7193085	0.86725485	0.72332776	0.85835516	0.95327425	0.82067204	0.8678938	0.8005569	0.8066952	0.702099	0.93222773	0.67408884	0.8626549	0.64792305	0.4889295	0.91068393	0.7978694	0.9643392	0.9629283	0.93148696	0.64023393	0.83413	0.77594435	0.9755787	0.34394324	0.60329974	0.8536199	0.7607188	0.7063431	0.94749576	0.8819137	0.62658423	0.7952609	0.8586308	0.94252807	0.86161554	0.75268704	0.8132481	0.91808295	0.8726934	0.9492081	0.77612525	0.97229016	0.2223686	0.7584268	0.8988233	0.9591	0.9048774	0.70003104	0.80665123	0.8404249	0.93340266	0.6070304	0.9040511	0.69324255	0.935866	0.80009174	0.8233298	0.8767677	0.85359985	0.851099	0.86374664	0.8415803	0.77738816	0.9412247	0.20403945	0.7388041	0.77059853	0.9275591	0.80069286	0.96445036	0.76070315	0.76183635	0.8800965	0.684958	0.9093332	0.9119946	0.840028	0.76875705	0.7942239	0.3775742	0.8264867	0.9533629	0.795232	0.8955728	0.6888057	0.81663036	0.94109476	0.90097165	0.693247	0.9305489	0.9229485	0.92609894	0.29505926	0.765202	0.8819438	0.95760465	0.83407444	0.9206906	0.89903176	0.843096	0.94763744	0.68751144	0.6055844	0.87888235	0.7673275	0.76609266	0.9555991	0.795081	0.90728694	0.94587666	0.88807786	0.8410722	0.77518696	0.84197974	0.7784177	0.6026821	0.88783026	0.9553209	0.8170469	0.88023317	0.8527952	0.5818522	0.95815146	0.8391896	0.9200975	0.71677196	0.75017375	0.7824666	0.8145734	0.8207513	0.86610866	0.9145918	0.66319346	0.7136854	0.89655536	0.88699836	0.9621922	0.73298466	0.84890866	0.7440727	0.95622134	0.94047946	0.98234123	0.9771384	0.6619743	0.5663589	0.9213148	0.67075783	0.94087404	0.8467916	0.8129861	0.95340115	0.71778035	0.7446495	0.89804137	0.8326706	0.91441894	0.892616	0.9100601	0.9176295	0.56774175	0.8715034	0.8052061	0.84618664	0.8684555	0.8914558	0.9023353	0.9391497	0.8456744	0.82634175	0.6190412	0.90418744	0.8921558	0.9324554	0.5384146	0.9853325	0.8578794	0.86708874	0.7842474	0.89893645	0.9068548	0.81472355	0.9633844	0.8815643	0.96240777	0.67651606	0.8927554	0.6766192	0.8548932	0.9193852	0.8768837	0.75777245	0.98522794	0.901165	0.6024484	0.88997406	0.6034825	0.885928	0.77541625	0.9296511	0.8252844	0.9643392	0.8723358	0.4534499	0.73708165	0.8688078	0.8569777	0.8848114	0.8401876	0.9093023	0.9012697	0.87669	0.5774443	0.9330628	0.88688654	0.6051738	0.5679736	0.9685055	0.9035271	0.95278823	0.65660596	0.8915082	0.7950082	0.56288075	0.8867685	0.84164965	0.7972914
plechtigheid/noun	0.87375695	0.7771449	0.8229973	0.9456319	0.78162384	0.5443553	0.0	0.43024576	0.88005215	0.8613313	0.72569275	0.8643594	0.8432062	0.71630305	0.8538586	0.78361404	0.6504481	0.61887115	0.80494756	0.9028272	0.61210287	0.8507227	0.9008118	0.64581525	0.64732015	0.8436105	0.93773526	0.59205234	0.8025023	0.80462754	0.97604257	0.8951632	0.8210911	0.658356	0.9029035	0.8782142	0.6720214	0.959714	0.49216282	0.86950386	0.7076355	0.87390447	0.9195144	0.7190146	0.64171815	0.6083633	0.92593384	0.6170107	0.959776	0.89564556	0.7322078	0.7514356	0.85244375	0.85193723	0.7101679	0.9457723	0.7216352	0.87842005	0.796155	0.7380744	0.918257	0.5925113	0.9163966	0.92218727	0.86321306	0.7349322	0.7771108	0.832957	0.9348149	0.41862607	0.6955477	0.9385186	0.65568644	0.8465342	0.9271393	0.8387719	0.6916888	0.72250825	0.9174288	0.9467651	0.8438443	0.90527827	0.8899303	0.91775185	0.9122967	0.93135667	0.7250347	0.960928	0.6190332	0.704711	0.89528656	0.93256515	0.90972096	0.62241304	0.80915916	0.8646116	0.8991618	0.6661282	0.8525809	0.6579663	0.93140864	0.9145774	0.76213217	0.87044895	0.86521804	0.77962977	0.9229611	0.75215846	0.8964369	0.92673683	0.57237065	0.91534084	0.8932545	0.8844926	0.7753385	0.9228742	0.79235333	0.8184167	0.81650513	0.68182427	0.9050669	0.8688171	0.765258	0.7674431	0.7306826	0.5394245	0.8591529	0.9379568	0.81906235	0.86483634	0.6726276	0.794456	0.90164876	0.8677322	0.7891512	0.8600339	0.9450566	0.7863888	0.6381066	0.8436208	0.87630713	0.9787249	0.92197	0.8553654	0.8148329	0.6983051	0.8999726	0.7572273	0.7694088	0.792143	0.8941207	0.8298595	0.9612712	0.93318325	0.67497545	0.8694207	0.8730935	0.8599198	0.81717616	0.74998766	0.8735751	0.56874776	0.9053061	0.94295764	0.7397213	0.83297575	0.76236725	0.5207489	0.8709359	0.85584265	0.8633169	0.5585371	0.71199137	0.8447369	0.8430578	0.71394825	0.9256804	0.7665269	0.634066	0.81724274	0.8756806	0.9683207	0.92833865	0.671061	0.8710146	0.8032591	0.8291044	0.7790873	0.79692596	0.9109927	0.84751564	0.62835336	0.8290297	0.72646654	0.93495476	0.90052897	0.8656597	0.894024	0.69056445	0.8938297	0.90358925	0.8547524	0.92755324	0.8532511	0.96846414	0.9176486	0.70225406	0.86125326	0.85484225	0.7668412	0.7699482	0.8597661	0.91897005	0.8598527	0.9446897	0.88198256	0.4817145	0.6917056	0.853654	0.94443405	0.53132313	0.9755625	0.8795938	0.8611001	0.85118514	0.7630394	0.910997	0.5784015	0.94579417	0.7839588	0.8940703	0.65118444	0.79881734	0.67258626	0.8496042	0.9259653	0.8940744	0.6486693	0.9817781	0.7930176	0.5925404	0.81302273	0.8617003	0.8946166	0.70990586	0.821208	0.7783961	0.91269016	0.77738446	0.621614	0.75412756	0.7909596	0.90702575	0.8902186	0.8871801	0.87141097	0.76795715	0.8958141	0.6571321	0.83707947	0.7587624	0.6187453	0.7050209	0.9878233	0.9378693	0.868967	0.83666205	0.8921493	0.7795463	0.5200989	0.7610253	0.8642646	0.8273727
