	16/noun	2003/noun	7/noun	9/noun	Belg/noun	Belgisch/adj	Brits/adj	Brugse/adj	Europees/adj	Frans/adj	Genkse/adj	Ier/noun	Limburgs/adj	Ninoofse/adj	Oudenaardse/adj	Rotterdammer/noun	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aandeelhouder_schap/noun	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afdeling/noun	afgelopen/adj	afloop/noun	al/adv	ander/adj	applaus_vervanging/noun	be/noun	bedien/verb	beeldhouwer/noun	begrip/noun	behaal/verb	bek/noun	bekend/adj	bekom/verb	bestuur_lid/noun	bewogen/adj	bijdrage/noun	blijkbaar/adj	bloem_DIM/noun	bovendien/adv	bres/noun	briljant/adj	brood/noun	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	categorie/noun	court/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	debuteer/adj	decennium/noun	decor/noun	devies/noun	dienst/noun	diner/noun	discipline/noun	discretie/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	eindig/verb	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	gemeentelijk/adj	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	graag/adj	groente/noun	grootte/noun	gros/noun	happening/noun	held/noun	helder/adj	hulpverlener/noun	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	institutioneel/adj	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kaap/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	kwel/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lief/adj	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	merendeel/noun	midden_stip/noun	minderheid/noun	minister/noun	minstens/adv	misvatting/noun	moraal/noun	morgenavond/adv	motto/noun	muze/noun	muzikaal/adj	muzikant/noun	namelijk/adv	nationaal/adj	naïef/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	overwinning/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plechtigheid/noun	plein/noun	ploeg/noun	ploeg_makker/noun	podium/noun	premier/noun	principe/noun	provincie/noun	rechts/adj	reder/noun	reflex/noun	renner/noun	rentree/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	schooljaar/noun	seizoen/noun	september/noun	signeer_sessie/noun	simplistisch/adj	sociaal-democraat/noun	speler/noun	spits/adj	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	sportief/adj	sportman/noun	spraakmakend/adj	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tent/noun	thuis_wedstrijd/noun	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vandaag/adv	vasten/noun	veelal/adv	verdienste/noun	verdienstelijk/adj	verdrijving/noun	verheug/verb	verjaar_dag/noun	verkoudheid/noun	verschil/adj	verwarmd/adj	vier/verb	viering/noun	visie/noun	volg/adj	volg_opeen/adj	volleybal_ploeg/noun	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	werkwijze/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun	zaal/noun	zaterdag/noun	zaterdag_avond/noun	zitting/noun	zondag/noun
16/noun	0.0	0.49162257	0.13326186	0.09187192	0.9222306	0.8887256	0.95830095	0.79781455	0.92431957	0.9274468	0.8122666	0.8590127	0.78484476	0.70608914	0.6952565	0.8553587	0.7081593	0.95904	0.95554477	0.99615186	0.9764669	0.9469618	0.5894192	0.93400013	0.85080504	0.698829	0.89709944	0.8616047	0.9664062	0.9331242	0.94793016	0.9293535	0.92756224	0.9775588	0.8628634	0.9665704	0.93096936	0.94471514	0.95377874	0.8836969	0.94263387	0.97835875	0.81597793	0.99274814	0.93922496	0.929725	0.9939091	0.8343082	0.91057706	0.7294476	0.9406076	0.9113403	0.94273084	0.97710097	0.87522954	0.9614214	0.95586425	0.8594718	0.95842195	0.96031994	0.8128395	0.97791857	0.88928074	0.77832526	0.9144557	0.9851793	0.27834195	0.985499	0.8014919	0.8752934	0.9200233	0.7814336	0.9396159	0.5651872	0.86698073	0.66870713	0.85390854	0.77675706	0.9148203	0.8946698	0.58368385	0.98668814	0.9898257	0.9155047	0.89366454	0.960658	0.8751597	0.7813315	0.683305	0.9831646	0.8841905	0.77892053	0.7582885	0.9790136	0.9486181	0.998944	0.91886246	0.95493084	0.57687193	0.91400254	0.9827871	0.9822249	0.98248124	0.99431425	0.88740116	0.90989786	0.91265047	0.69681853	0.9941921	0.93374646	0.96018344	0.97396636	0.7956855	0.6974715	0.93427575	0.91447675	0.7934866	0.8598979	0.87512785	0.9567749	0.99496686	0.95926636	0.90753996	0.9345679	0.9628039	0.9338296	0.8336178	0.86565953	0.9304733	0.9449813	0.9528559	0.91166925	0.93246615	0.968827	0.7632596	0.26488948	0.91112256	0.9379339	0.9828287	0.25152242	0.9684365	0.968237	0.9193017	0.98273903	0.9638669	0.9033159	0.98612046	0.98865265	0.7320905	0.92869246	0.9193252	0.81902075	0.8933984	0.9420993	0.8948179	0.99185	0.84508175	0.9022317	0.9628815	0.82851475	0.99386466	0.5873524	0.95422024	0.99177086	0.92149234	0.9811652	0.971876	0.9895517	0.9918337	0.8796456	0.8185276	0.90732497	0.92984664	0.92536706	0.67106104	0.83433974	0.8805189	0.8790602	0.8156579	0.8989624	0.97244143	0.92284524	0.9699494	0.90748954	0.924189	0.91962665	0.6979435	0.8653566	0.89838517	0.99043524	0.8304099	0.7329848	0.77175105	0.88208514	0.27513838	0.7579346	0.97988224	0.98335385	0.96726656	0.9801744	0.7726734	0.9653781	0.7433262	0.9685547	0.53693163	0.8723838	0.9270219	0.9640814	0.95217633	0.8223366	0.6572139	0.8303748	0.951559	0.9282688	0.9719017	0.98966074	0.97110003	0.55574346	0.99995106	0.93875664	0.89676964	0.8916722	0.92682564	0.7546733	0.6650152	0.85275173	0.9069114	0.9028763	0.937971	0.91773194	0.71748114	0.28012532	0.827332	0.53160787	0.8779678	0.9346136	0.9370184	0.9004184	0.9426049	0.9167493	0.48020256	0.9147542	0.93157786	0.8491428	0.53729874	0.6080681	0.9655889	0.67241526	0.85641575	0.9336355	0.8221772	0.9359567	0.6644869	0.24818134	0.91838795	0.9220074	0.83651435	0.996143	0.78142595	0.79830897	0.66751146	0.8268986	0.9541442	0.99393165	0.8123	0.8736159	0.64553094	0.84154004	0.58729863	0.21984816	0.6246735	0.5694717	0.28261876
2003/noun	0.49162257	0.0	0.44577157	0.45457143	0.7991475	0.7813857	0.9220375	0.85982835	0.891102	0.8716965	0.87876385	0.87550586	0.7806114	0.6999699	0.8379343	0.9060637	0.8606783	0.886969	0.9703317	0.96962965	0.95741785	0.8807304	0.7798729	0.9300533	0.76656544	0.7469264	0.8137023	0.78511375	0.9253118	0.98631257	0.95414335	0.9351282	0.88150525	0.9558606	0.79691046	0.975562	0.76303756	0.91095006	0.8539338	0.9093208	0.8832293	0.8703649	0.662699	0.94191754	0.9640298	0.92674214	0.9787579	0.87274843	0.9545128	0.771616	0.876944	0.7257013	0.98108846	0.9735065	0.91316247	0.9254751	0.8463956	0.95333904	0.9396408	0.87534267	0.9033082	0.93655354	0.8455967	0.9078875	0.8579799	0.96549815	0.51924837	0.9386265	0.8612361	0.8131496	0.88543993	0.79561114	0.93923104	0.47005546	0.7590658	0.7155519	0.82354003	0.885178	0.89298725	0.8288241	0.78861123	0.9688218	0.9454419	0.9327247	0.92815745	0.7585761	0.7054822	0.7403158	0.8668275	0.9708582	0.8743887	0.81679034	0.8058229	0.92669475	0.8669098	0.98796976	0.96201855	0.8997853	0.6194444	0.90428317	0.9861848	0.976239	0.980732	0.9979269	0.8583568	0.93058574	0.88729423	0.70962995	0.9542903	0.76617676	0.8354998	0.9784665	0.53075004	0.64247185	0.83569354	0.77209747	0.7707439	0.76880705	0.7008846	0.76792604	0.978538	0.990272	0.91285783	0.97788215	0.9501268	0.96062773	0.6365381	0.8461492	0.8048032	0.95569897	0.87316847	0.8265086	0.96690893	0.9619915	0.7834242	0.43053424	0.81231296	0.70985407	0.86238885	0.40113062	0.9736856	0.9418013	0.9339789	0.9682658	0.94992733	0.7446239	0.98038745	0.98867905	0.891428	0.9209288	0.9217557	0.9493528	0.8623514	0.89444727	0.8663657	0.9914466	0.95281476	0.92472047	0.9863174	0.80984354	0.96496356	0.6471785	0.9179435	0.91268206	0.66446936	0.9262806	0.9427917	0.99136364	0.9808948	0.79893243	0.8336612	0.8991026	0.8543293	0.9234667	0.79235333	0.90438086	0.87329006	0.8961343	0.7707851	0.9659199	0.9558564	0.81876725	0.876069	0.91101533	0.9220778	0.9145648	0.7755097	0.94128513	0.7682598	0.97255325	0.8182132	0.76070315	0.6968475	0.75529236	0.44801295	0.95587385	0.98287266	0.92356515	0.9275214	0.9539456	0.6460196	0.9036685	0.65475744	0.84486973	0.6210305	0.8670966	0.7091582	0.8964982	0.854818	0.69643724	0.737139	0.8717106	0.91801167	0.9083985	0.9350344	0.9761377	0.9490888	0.6148213	0.9738573	0.93982387	0.90815383	0.9105293	0.93808764	0.95592296	0.80771595	0.8335287	0.7194593	0.90249866	0.8713604	0.9029131	0.82105374	0.627614	0.89006686	0.65321517	0.93987554	0.9214711	0.8836342	0.80704856	0.8887577	0.9288105	0.6597956	0.94989765	0.9210008	0.9831854	0.58174086	0.6535527	0.9402796	0.7026862	0.74345267	0.94366366	0.8541868	0.8263229	0.5137488	0.44989073	0.88594496	0.9680909	0.95226693	0.9807438	0.82412565	0.7878844	0.57639575	0.7353796	0.9812603	0.93256503	0.74188346	0.8118278	0.53949344	0.9538066	0.7557901	0.4604981	0.6628615	0.5995704	0.42337197
7/noun	0.13326186	0.44577157	0.0	0.080613256	0.93510556	0.9427157	0.909584	0.86506677	0.9221555	0.89182675	0.8626745	0.8512638	0.86812574	0.814214	0.7619947	0.82092977	0.8059863	0.9705642	0.9441876	0.9947108	0.98664397	0.9396304	0.653935	0.9273665	0.8890039	0.70398617	0.9247713	0.88879025	0.9866499	0.9577268	0.9217284	0.93981206	0.9278273	0.9371904	0.87231857	0.85267675	0.9412271	0.96716326	0.91173327	0.91253114	0.9757502	0.9056282	0.855796	0.97864616	0.934657	0.92591393	0.981693	0.8982042	0.9575177	0.8517358	0.96909094	0.98836565	0.95064205	0.9881634	0.92658925	0.9335111	0.9253373	0.90981156	0.98458195	0.9594986	0.87518954	0.9712591	0.9122747	0.85229474	0.9796436	0.9851253	0.23165596	0.9483746	0.8556714	0.8349205	0.95553493	0.80828214	0.9357014	0.6028274	0.8851185	0.69839495	0.9377728	0.8327507	0.94986135	0.8935398	0.6886569	0.9904166	0.9634033	0.9324227	0.9099861	0.9565467	0.8952897	0.83681583	0.7924336	0.9487188	0.8811076	0.83532894	0.83760417	0.9867077	0.92724985	0.9935939	0.9581166	0.9622022	0.6266231	0.91005313	0.975918	0.97715455	0.9726699	0.9972589	0.8311438	0.9326851	0.9241342	0.75319	0.9966349	0.9229077	0.942698	0.9832445	0.80981433	0.7499659	0.9445141	0.9087305	0.8453474	0.8832965	0.900081	0.9730036	0.92792326	0.9549803	0.8853782	0.923254	0.96458364	0.93329453	0.87790227	0.90244067	0.90524256	0.88885576	0.93256325	0.94915634	0.937248	0.96477616	0.79356384	0.19885653	0.9195936	0.9531218	0.9700812	0.20400196	0.9762156	0.97148013	0.9232298	0.97783357	0.926509	0.8984208	0.99494416	0.99128276	0.7859673	0.9594488	0.93218344	0.87620026	0.93049365	0.9405827	0.9173856	0.98444813	0.91568035	0.93409	0.9620868	0.8912062	0.9967715	0.6529386	0.966044	0.98323524	0.88893	0.98743355	0.9813774	0.98593616	0.98756236	0.8810743	0.79955506	0.89941806	0.9254997	0.94450486	0.70990586	0.9464013	0.90926695	0.88769674	0.88289785	0.86807	0.9656533	0.956846	0.953176	0.93871474	0.89902437	0.9514735	0.69149387	0.8999918	0.9215187	0.94194907	0.89176077	0.7754163	0.8411928	0.9121606	0.25112498	0.82989216	0.99451864	0.93677795	0.971399	0.94716454	0.7985852	0.9732162	0.7911147	0.94494593	0.6351728	0.9229451	0.8819887	0.9516973	0.96310306	0.83611596	0.75664186	0.90706635	0.93754834	0.93373543	0.9577937	0.93741614	0.9722765	0.50817955	0.9910501	0.97040194	0.9178272	0.90022904	0.9459711	0.85196555	0.68952155	0.883302	0.9158005	0.87390006	0.9296228	0.9398344	0.6322494	0.34304458	0.9062114	0.5331777	0.87629944	0.91971844	0.94552094	0.92696303	0.9580398	0.93896395	0.5639936	0.9038216	0.94896305	0.9020795	0.5981112	0.7128948	0.9714268	0.70142806	0.86768615	0.9677381	0.8207588	0.94496447	0.6663992	0.21374094	0.9214008	0.9454818	0.9277956	0.9927378	0.81985813	0.80043393	0.7246461	0.8578181	0.9816086	0.9842127	0.82364017	0.90894806	0.6898789	0.882508	0.716855	0.21656758	0.64900684	0.5773781	0.24201214
9/noun	0.09187192	0.45457143	0.080613256	0.0	0.93767965	0.9181423	0.9524763	0.80321413	0.9385122	0.9392924	0.85072815	0.83300966	0.8320266	0.7560874	0.68701965	0.8620868	0.73894346	0.9504471	0.96760964	0.9941071	0.98357624	0.9631689	0.6403687	0.9496148	0.9292129	0.7113737	0.9555168	0.8997286	0.988817	0.9368991	0.9486075	0.9698906	0.9184219	0.9730432	0.88066185	0.95605695	0.9451575	0.9518298	0.9238232	0.90445745	0.9487349	0.9520807	0.8256128	0.979083	0.9531453	0.9624695	0.97641885	0.90104085	0.9135269	0.8075337	0.9697309	0.9499258	0.96024084	0.9783801	0.93262446	0.9592731	0.9420498	0.92855036	0.9681178	0.9662018	0.88530296	0.9577045	0.9343138	0.8619429	0.97573185	0.96991676	0.23393238	0.99391776	0.8146095	0.88172424	0.93481165	0.8250805	0.9610394	0.6159045	0.89224166	0.6895447	0.9362454	0.80600697	0.94986016	0.888942	0.6617965	0.98934233	0.9855569	0.91823554	0.899363	0.9349505	0.8535288	0.8015954	0.7731448	0.9774583	0.8737034	0.83559763	0.8282317	0.9760796	0.9679675	0.99804914	0.95952755	0.9688785	0.6401309	0.9332935	0.9935886	0.9735064	0.9858338	0.9971835	0.90207696	0.95448846	0.92144966	0.7520945	0.9994327	0.9400635	0.94017446	0.98924434	0.80259866	0.7193919	0.9685764	0.92454356	0.7901562	0.8750683	0.861106	0.9596397	0.9675543	0.95280147	0.90967137	0.9760706	0.94943595	0.94137836	0.82814544	0.8546742	0.9125247	0.9411776	0.9816317	0.93990135	0.95143026	0.97890824	0.8007231	0.22103918	0.93561274	0.937719	0.98920757	0.19105363	0.9707369	0.9735747	0.94441324	0.9736583	0.97632253	0.90460974	0.9968992	0.99197674	0.77166903	0.95316464	0.9159583	0.88857377	0.95704734	0.9415587	0.8890612	0.9822401	0.92532474	0.9311443	0.95065784	0.89553005	0.9960442	0.64658654	0.9680207	0.9911124	0.9384897	0.9840005	0.97765887	0.9917486	0.9980727	0.8734446	0.7993087	0.909601	0.9624179	0.9314562	0.70471096	0.9179604	0.90733516	0.8732417	0.8881465	0.9134036	0.9749637	0.96035105	0.96667147	0.8963446	0.87788504	0.9365613	0.7109644	0.9231509	0.9345054	0.98843265	0.86400396	0.75842685	0.8450882	0.9175073	0.21927816	0.80591804	0.992838	0.95576686	0.9641735	0.9754361	0.7710837	0.95952284	0.75292397	0.9264157	0.5864854	0.91136706	0.8751842	0.97296774	0.9572667	0.85309166	0.7479696	0.9052507	0.92775947	0.93582153	0.9587671	0.9716265	0.9727142	0.47345883	0.99432933	0.949338	0.94486505	0.90532416	0.96674836	0.82261616	0.67773175	0.8473153	0.90783083	0.8920512	0.94172275	0.9251091	0.6251147	0.29205167	0.8974933	0.5087428	0.8826546	0.98067147	0.97987795	0.8811227	0.9458821	0.9543196	0.5360942	0.9070226	0.97175837	0.88960004	0.57651234	0.6333927	0.9664584	0.7082635	0.8600566	0.94325024	0.82473636	0.8870761	0.6659647	0.19773442	0.9212258	0.95364827	0.8935841	0.9981638	0.8176241	0.82219255	0.7025225	0.8451709	0.96964175	0.99732673	0.8365897	0.90376943	0.6809702	0.87959784	0.7085815	0.18472254	0.66783404	0.6027696	0.22746271
Belg/noun	0.9222306	0.7991475	0.93510556	0.93767965	0.0	0.6451517	0.89456	0.8419353	0.72456706	0.853816	0.8653552	0.6486965	0.7584928	0.88808876	0.873947	0.6616688	0.8881098	0.46430886	0.83295953	0.79066885	0.9043492	0.81680846	0.9125807	0.8633102	0.91366106	0.8439869	0.7416607	0.8160123	0.85610414	0.9413955	0.9280784	0.8304277	0.8918217	0.90812665	0.5848731	0.96383494	0.7957854	0.87992406	0.7891247	0.8089639	0.84692	0.8159974	0.8374727	0.8324723	0.89532185	0.9088444	0.95787907	0.9410207	0.88742393	0.9111481	0.7918303	0.7007681	0.6981864	0.92761654	0.85832065	0.6889864	0.8073067	0.93065	0.7731445	0.8872066	0.8893412	0.91408104	0.90247804	0.8988079	0.77488804	0.92058843	0.9178448	0.81395686	0.6266419	0.89722157	0.86050725	0.8715468	0.8890107	0.90051305	0.54344606	0.5066792	0.92425144	0.8294033	0.7176779	0.83536416	0.92865086	0.97660625	0.80156046	0.73543906	0.85632634	0.9013648	0.9230956	0.95205384	0.8848937	0.9677066	0.8665461	0.726732	0.71701753	0.78468525	0.76635647	0.86427224	0.9606065	0.77138156	0.8968618	0.8595547	0.95563865	0.7787537	0.91974795	0.8762923	0.772888	0.8796375	0.7508627	0.9493912	0.88078743	0.7522633	0.801803	0.939078	0.84407735	0.7981787	0.76240903	0.6233971	0.58592385	0.871967	0.74155104	0.73067576	0.83996165	0.7909001	0.9095319	0.8766132	0.8345534	0.91760963	0.71679235	0.92147046	0.7858664	0.76446617	0.8249026	0.65682197	0.80994743	0.766042	0.84583557	0.9284497	0.75035846	0.6131067	0.66262996	0.93933463	0.8962456	0.8428107	0.93341005	0.855395	0.87377274	0.74063015	0.8184564	0.92499936	0.8605416	0.9361512	0.87705636	0.87194115	0.6477119	0.8684824	0.80544496	0.8810173	0.81194365	0.77811337	0.9476545	0.9237105	0.9683635	0.79655516	0.8909669	0.80497676	0.6812739	0.80562335	0.88257444	0.8829127	0.9485658	0.6102898	0.8389645	0.87012076	0.73016423	0.8720055	0.9228742	0.9195756	0.63284963	0.84230924	0.7063664	0.87366784	0.86782044	0.8465103	0.8888243	0.8133199	0.8783899	0.46460027	0.7323574	0.8188274	0.75949967	0.8410551	0.9362391	0.96445036	0.9357128	0.7110133	0.9435414	0.9454384	0.9623475	0.83473814	0.6752198	0.8877192	0.8649499	0.7482189	0.8911442	0.6220901	0.9341187	0.7920677	0.7488192	0.8288749	0.9057332	0.9403205	0.91256315	0.8957938	0.91882014	0.8358103	0.8627471	0.8187267	0.91889584	0.8819246	0.8994729	0.75325865	0.80791855	0.7881527	0.81994116	0.9437372	0.85166216	0.9338694	0.76280504	0.7755647	0.6801594	0.8699852	0.90408754	0.8979715	0.93805665	0.81905115	0.93572557	0.7621994	0.7631753	0.7249719	0.85080796	0.8712913	0.8810782	0.7942965	0.90923595	0.95147717	0.80291307	0.8958047	0.9549398	0.87989557	0.7438069	0.8231808	0.85241735	0.9489347	0.8280988	0.9188469	0.8054799	0.8912837	0.8055132	0.91927814	0.6582975	0.85120785	0.77434313	0.5766916	0.9337555	0.80049336	0.5030199	0.6104094	0.81036013	0.9777432	0.8758461	0.8746203	0.8123036	0.8922472	0.84779096
Belgisch/adj	0.8887256	0.7813857	0.9427157	0.9181423	0.6451517	0.0	0.6269698	0.7176019	0.3848771	0.4541098	0.7683157	0.8259917	0.44549268	0.8727766	0.8243182	0.80395424	0.8685509	0.7708886	0.8264463	0.8064926	0.8768849	0.73924243	0.9190744	0.83384955	0.756838	0.84522873	0.74099207	0.85374475	0.684615	0.9326108	0.9585619	0.7532997	0.8082295	0.8886583	0.53202283	0.9510641	0.6607659	0.86168027	0.7905747	0.8859488	0.85072553	0.84125006	0.8160684	0.66562974	0.9347219	0.8879782	0.9305535	0.8926842	0.8561447	0.929808	0.7197641	0.50745285	0.8202732	0.87646466	0.86284876	0.83003896	0.81408155	0.9192301	0.7757453	0.8932223	0.9056116	0.86373883	0.86372554	0.8644984	0.6330574	0.8528305	0.9244652	0.9235916	0.796577	0.83765805	0.7652383	0.780233	0.909966	0.8847724	0.6625329	0.5740829	0.80709165	0.8328175	0.6581919	0.7531538	0.87357366	0.8931058	0.8270147	0.85100794	0.886273	0.8784811	0.88486546	0.8891156	0.88839835	0.9433797	0.88509595	0.68746495	0.65044737	0.6710937	0.66799074	0.9344591	0.8351542	0.6817098	0.9283236	0.7804463	0.9474582	0.9029312	0.8701807	0.933531	0.5828203	0.8395908	0.823314	0.90898794	0.84282863	0.89572585	0.76343507	0.9234581	0.81715983	0.77911323	0.68031013	0.58881843	0.5199568	0.9075887	0.45128918	0.6757481	0.85117775	0.8968034	0.852973	0.9319657	0.8132716	0.93004036	0.6214586	0.91384053	0.84781724	0.7755116	0.7813607	0.5927367	0.92801964	0.86318415	0.8549514	0.88799924	0.6675129	0.507486	0.6855371	0.8876493	0.8551867	0.7870724	0.90269786	0.8912337	0.7537457	0.8037828	0.9261952	0.9319829	0.85247827	0.92764103	0.92555076	0.89430684	0.7918525	0.77939516	0.40158916	0.95757425	0.79081905	0.8257862	0.97522783	0.8038416	0.99180406	0.755903	0.8573326	0.79097074	0.70325947	0.7994864	0.88576615	0.8788503	0.9041673	0.67279243	0.8676217	0.86786276	0.8666463	0.7750491	0.8730935	0.9368962	0.55906796	0.7519564	0.7051857	0.84338415	0.883351	0.8673644	0.7821758	0.7501251	0.9217822	0.6462983	0.68981946	0.90830314	0.66493344	0.9117676	0.9137668	0.88807786	0.906755	0.65561986	0.91305494	0.9280279	0.9502663	0.79819	0.776527	0.9037328	0.7109084	0.76202637	0.79898614	0.7411301	0.8797018	0.76822656	0.7020937	0.8718402	0.8336355	0.91120857	0.88216925	0.8005321	0.8815769	0.7776924	0.8342247	0.74595046	0.92717713	0.9314848	0.86764807	0.7586876	0.697529	0.76502734	0.820727	0.928824	0.75041944	0.7943198	0.5337089	0.68187046	0.7435796	0.8749101	0.90273654	0.93380386	0.7783257	0.7409959	0.9230737	0.7766941	0.6766567	0.56473005	0.9456416	0.9312792	0.88747764	0.9400763	0.74919283	0.9616186	0.7086329	0.75509614	0.9263512	0.84389293	0.5898245	0.68487966	0.7659576	0.84991175	0.7336867	0.9019092	0.8814645	0.95379525	0.8281951	0.8092272	0.6030625	0.86904246	0.7143636	0.58166474	0.9106282	0.80719364	0.6071268	0.6445741	0.64093494	0.87447935	0.90635836	0.8092566	0.74591434	0.9316318	0.79206336
Brits/adj	0.95830095	0.9220375	0.909584	0.9524763	0.89456	0.6269698	0.0	0.84620494	0.77585226	0.33377534	0.8892537	0.9542256	0.8316556	0.9121302	0.89815956	0.85828644	0.9282056	0.93207616	0.71575606	0.90651554	0.8960724	0.76948327	0.9334599	0.7936518	0.9158659	0.89942086	0.90636677	0.92792183	0.7989178	0.9426482	0.8720757	0.88044673	0.6678977	0.86882806	0.8842097	0.97804475	0.71928746	0.89520717	0.8908282	0.9092823	0.7357954	0.9183293	0.942246	0.87906086	0.9500494	0.82564676	0.94319075	0.9399344	0.819896	0.9616612	0.8380859	0.8863139	0.8507421	0.79102147	0.976559	0.7601758	0.82287216	0.90961105	0.81242526	0.79789454	0.91861737	0.9138652	0.8691131	0.8128126	0.8837407	0.89382607	0.88222605	0.87747705	0.9487415	0.8950112	0.8304975	0.8879384	0.87666506	0.9744608	0.9527786	0.929092	0.95813453	0.93150485	0.89273816	0.7785845	0.9343413	0.84957236	0.59804946	0.83022344	0.86104333	0.9242723	0.9499134	0.8833334	0.9178242	0.88180274	0.8066821	0.76859194	0.7429712	0.90991265	0.81111753	0.9822153	0.98633015	0.84495413	0.9044779	0.780867	0.9229947	0.87117964	0.8693614	0.91868556	0.8139225	0.92180985	0.8191397	0.94065034	0.861835	0.965198	0.88690656	0.8129873	0.92306805	0.750121	0.7300968	0.92265517	0.8968158	0.942073	0.9210183	0.97786593	0.8161813	0.9843537	0.78429097	0.96172553	0.76095617	0.90181637	0.8379261	0.9436138	0.84245974	0.8657825	0.80155015	0.836695	0.94413555	0.8931402	0.7697934	0.8763663	0.88449746	0.8897759	0.7761292	0.9329625	0.8591851	0.8474274	0.88690466	0.8961211	0.62608325	0.8942321	0.9277361	0.8939104	0.913442	0.94500494	0.97162074	0.85330325	0.71979266	0.84755003	0.8601669	0.9304564	0.8969253	0.8965886	0.963823	0.83334583	0.9802119	0.7905506	0.68380487	0.8148519	0.7610235	0.88748586	0.8784144	0.7888949	0.8926596	0.9096889	0.872269	0.8824043	0.89196455	0.73317814	0.8370794	0.962873	0.8785979	0.9421866	0.9455222	0.6520206	0.9545423	0.92061716	0.68215084	0.7864201	0.9051778	0.88769567	0.9030737	0.8884586	0.9560911	0.8382513	0.9456385	0.9330628	0.9650797	0.93264604	0.93686897	0.97306305	0.9083504	0.71034896	0.9213249	0.962606	0.935825	0.9307454	0.96154505	0.87024	0.98837036	0.9250329	0.8471827	0.73903704	0.931154	0.94039565	0.87431073	0.92692727	0.8022677	0.8549709	0.86641586	0.8051369	0.8329915	0.9009632	0.8388198	0.85931945	0.79862714	0.9385091	0.8169949	0.9709491	0.948794	0.77065414	0.9326216	0.95246196	0.75024736	0.8368088	0.9830244	0.9613637	0.76450574	0.7273538	0.92923623	0.7660362	0.7203968	0.7864713	0.958499	0.93129885	0.88082385	0.93826073	0.8054216	0.992364	0.83404946	0.85137975	0.8564271	0.979213	0.88499105	0.88354975	0.790063	0.86443293	0.9196507	0.9031186	0.88823676	0.9463303	0.8880471	0.8986649	0.923024	0.9005234	0.94493	0.9531921	0.86408603	0.7036611	0.85954106	0.854895	0.8980379	0.9659496	0.9701752	0.94421005	0.90290684	0.9362488	0.95324266
