	18/noun	ANC/name	ASN/name	Academie/name	Ajax/name	Alfonso/name	Anderen/name	Ann/name	BC/name	Belg/noun	Berlusconi/name	Bush/name	Cees/name	Centrale/name	Champs-Elysées/name	Coolsingel/name	Deinze/name	Dr./name	Eddy/name	Eiffeltoren/name	Erik/name	Frankfurt/name	Genève/name	Gilde/name	Guus/name	Herentals/name	ING/name	Ier/noun	J.J./name	Jack/name	KNVB/name	Kaplan/name	Karel/name	Koninklijke/name	Leidseplein/name	Leuven/name	Lierse/name	Lint/name	Marc/name	Maurice/name	Murcia/name	Olen/name	Oranje/name	Orde/name	Oscar/name	PSV/name	Patrick/name	Raf/name	René/name	Rillaar/name	Spanjaard/noun	Spelen/name	Stive/name	Uefa/name	VK/name	Van/name	Verhaegen/name	Veurne/name	WTC/name	Wereldbank/name	Wesley/name	William/name	Zottegem/name	Zoutleeuw/name	aandeelhouder_schap/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	aanvoerder/noun	achteraf/pp	afdeling/noun	afloop/noun	al/adv	als/prep	atleet/noun	bedien/verb	beeldhouwer/noun	behaal/verb	behalve/comp	bekom/verb	bijdrage/noun	bovendien/adv	brandweerman/noun	bres/noun	briljant/adj	burgemeester/noun	campus/noun	carrière/noun	credo/noun	daar/adv	daarbij/pp	daarin/pp	daarom/pp	dank/verb	dat/comp	decor/noun	devies/noun	die/pron	discipline/noun	discretie/noun	door/prep	drie/noun	drie/num	eerder/noun	eind/adv	eind_winnaar/noun	elektricien/noun	ere_podium/noun	ere_titel/noun	evenwel/adv	feest_zaal/noun	filosofie/noun	gemeente/noun	gemeente_bestuur/noun	gemeentehuis/noun	gemeenteraad/noun	gisteravond/adv	gisteren/adv	goed/adj	haar/pron	happening/noun	held/noun	het/det	hierbij/pp	hij/pron	huwelijks_verjaar_dag/noun	ideaal/noun	immers/adv	in/prep	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	judoka/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	kwel/noun	laat/verb	lang/adj	laureaat/noun	lid/noun	lief/adj	lijst/noun	maand_blad/noun	maatschappij/noun	mag/verb	medaille/noun	medewerker/noun	mening/noun	merendeel/noun	mezelf/pron	minderheid/noun	minister/noun	misvatting/noun	moraal/noun	morgen/adv	morgenavond/adv	muze/noun	na/prep	nadat/comp	namelijk/adv	numerus/noun	officieel/adj	omdat/comp	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	overwinning/noun	parochie_centrum/noun	passend/adj	persoon/noun	plechtigheid/noun	plein/noun	ploeg/noun	ploeg_makker/noun	podium/noun	premier/noun	prijs/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	renner/noun	rentree/noun	restaurant/noun	rij/noun	rit_winnaar/noun	samenleving/noun	schepen/noun	schepen_college/noun	sociaal-democraat/noun	speler/noun	sport_laureaat/noun	sport_raad/noun	sport_vereniging/noun	sporter/noun	sporthal/noun	sportman/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	standpunt/noun	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	student/noun	supporter/noun	te/comp	tegelijk/adj	terwijl/comp	thuis_wedstrijd/noun	tijdens/prep	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	vader/noun	vandaag/adv	vasten/noun	verdrijving/noun	verjaar_dag/noun	vier/verb	viering/noun	visie/noun	volwassene/noun	voor/prep	voortaan/adv	voorzitster/noun	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	werkwijze/noun	wetenschapper/noun	wielrenner/noun	wij/pron	winnaar/noun	winnares/noun	word/verb	zaal/noun	zaterdag/noun	zaterdag_avond/noun	ze/pron	zich/pron	zienswijze/noun	zij/pron	zondag/noun
18/noun	0.0	0.9885117	0.97281367	0.7720789	0.8332388	0.9148797	0.97973716	0.9176869	0.81574845	0.9320526	0.91783714	0.9110142	0.8908926	0.89595413	0.9011475	0.78104335	0.5727892	0.79469347	0.7802712	0.90914625	0.8814888	0.90933496	0.86014694	0.510476	0.86142653	0.65777946	0.92839444	0.85679936	0.9512678	0.90515554	0.8709656	0.9593778	0.81029034	0.7033006	0.73092496	0.6310882	0.6364429	0.7718483	0.88808906	0.81360734	0.7973114	0.68580025	0.80968195	0.92693555	0.91275203	0.75679636	0.8592142	0.899857	0.7690345	0.7874366	0.9211187	0.9220858	0.8873018	0.8360054	0.74916434	0.94357854	0.8530367	0.71379805	0.878126	0.98308206	0.9203278	0.916383	0.5955021	0.57309437	0.9976915	0.9656739	0.45457524	0.8962289	0.8729989	0.86979043	0.74626786	0.85521966	0.91713035	0.93099403	0.840415	0.95264304	0.8906293	0.81395453	0.76706594	0.7881743	0.9238562	0.9524119	0.8388749	0.92028373	0.9204872	0.7983	0.8511552	0.94591385	0.9558122	0.79836196	0.9343643	0.96102315	0.9078187	0.9275197	0.9576019	0.6202874	0.9540779	0.94284	0.9332697	0.8976882	0.8876976	0.86059356	0.87484443	0.9222031	0.7985027	0.9022101	0.9924285	0.87422734	0.88181555	0.8751716	0.49050045	0.9900673	0.8776959	0.73326135	0.54273117	0.66392887	0.73288524	0.8318018	0.9826629	0.9605323	0.48020142	0.8805208	0.8351207	0.8962295	0.97245306	0.66822016	0.95489055	0.8286421	0.5699481	0.7036496	0.76908004	0.9310813	0.9759114	0.9013809	0.87034976	0.7537566	0.9479724	0.9523478	0.9110881	0.8025588	0.93045187	0.96885395	0.9558906	0.7791251	0.86289483	0.879513	0.9199342	0.82879686	0.96558785	0.84218943	0.90722394	0.87371975	0.9553219	0.9713407	0.9445609	0.95823294	0.9659297	0.89456934	0.97714067	0.49102086	0.617512	0.91017854	0.81168115	0.77821136	0.8835553	0.98243195	0.64570284	0.99358046	0.96504045	0.98171574	0.87459713	0.89092696	0.9754857	0.9640008	0.9788029	0.79871815	0.48087174	0.8551734	0.77648574	0.6445007	0.851587	0.7730721	0.87983876	0.7485251	0.88051105	0.89411867	0.89191246	0.87372744	0.8729859	0.9155144	0.8762777	0.7034018	0.7813779	0.81830484	0.86479086	0.9803394	0.8014641	0.73210853	0.9350321	0.8973128	0.65289986	0.69561434	0.8424338	0.91196495	0.4234565	0.86080277	0.8125544	0.75000703	0.6035421	0.95248806	0.94162583	0.935788	0.72110295	0.978094	0.92017484	0.71956134	0.9659217	0.87142205	0.94064623	0.5624184	0.56495106	0.8421563	0.8093095	0.8914473	0.8774708	0.67941976	0.92724323	0.6017596	0.8336606	0.9725386	0.53970295	0.5650204	0.57940495	0.96779656	0.64920264	0.787273	0.7461455	0.8932632	0.3378685	0.82945347	0.8572859	0.7399974	0.9806328	0.65120137	0.80023634	0.6096803	0.95573634	0.96489996	0.8379439	0.9275838	0.7872131	0.90392876	0.71094584	0.43151665	0.2633633	0.61142254	0.9845077	0.9573773	0.90339935	0.98332775	0.36320382
ANC/name	0.9885117	0.0	0.9414303	0.90584266	0.91070086	0.933847	0.83222514	0.90068823	0.92609805	0.94683456	0.7863749	0.75575435	0.9500895	0.9131188	0.9354805	0.9244507	0.9543557	0.93992376	0.9768851	0.9729351	0.9654255	0.9121422	0.9220232	0.8978217	0.94653565	0.95476586	0.91936123	0.91972923	0.9171316	0.9471158	0.9051008	0.86572576	0.98511344	0.91142946	0.9151888	0.94065315	0.9402003	0.94016963	0.99230516	0.9558187	0.9178669	0.9536068	0.9201224	0.7919831	0.92295015	0.9252677	0.9868896	0.9369101	0.97447175	0.98094475	0.91285944	0.9491167	0.9762611	0.8853267	0.951532	0.95081025	0.8821317	0.970491	0.90209484	0.865268	0.9806987	0.934549	0.93464226	0.9640809	0.96065843	0.85479844	0.96469504	0.91228247	0.9559422	0.9167198	0.81033605	0.9273504	0.86912054	0.793306	0.90608287	0.95737606	0.94247717	0.82737184	0.8920622	0.86854553	0.9176934	0.9113101	0.94121766	0.9226216	0.7354431	0.96417505	0.92822236	0.7139557	0.83109224	0.9394289	0.90366787	0.88402057	0.9389169	0.78530455	0.77944964	0.9383265	0.90353334	0.8478061	0.83510935	0.8527832	0.89242387	0.9134357	0.87082666	0.7828124	0.9266671	0.96404624	0.93813217	0.8750184	0.912282	0.8690684	0.9763688	0.83067495	0.8710917	0.90175796	0.9595519	0.8929087	0.8963273	0.8951521	0.86146367	0.7714904	0.9653934	0.8830952	0.8380699	0.9374855	0.7216239	0.91845363	0.85893524	0.8859216	0.8254804	0.94250834	0.9149983	0.9018434	0.7470705	0.82003033	0.86518234	0.92038226	0.9244844	0.65082145	0.9810421	0.6244873	0.9757358	0.90086466	0.8425464	0.8607961	0.76591253	0.92311317	0.8328856	0.9179227	0.8801666	0.87487555	0.90265876	0.94231635	0.73709846	0.824349	0.9338726	0.8356132	0.9179616	0.88271713	0.6136867	0.9732814	0.9114554	0.9417088	0.9062575	0.7992115	0.8777432	0.9118047	0.8901209	0.8531535	0.8906472	0.88655114	0.90100294	0.8650769	0.8021079	0.6628983	0.6223395	0.7803753	0.9636121	0.91839176	0.92702526	0.9398708	0.93575495	0.9084185	0.943226	0.9322671	0.84472746	0.89514685	0.66571754	0.72521627	0.8971318	0.9088169	0.91067994	0.9398673	0.9690956	0.9038136	0.95099187	0.8108797	0.97629064	0.85855067	0.7655536	0.95195293	0.9638115	0.9407447	0.8865871	0.9092222	0.97009224	0.94185704	0.91689086	0.9079202	0.925048	0.8449755	0.79853904	0.84992987	0.9690073	0.71933794	0.89782345	0.93420035	0.89748365	0.89394367	0.85903037	0.94027823	0.92915124	0.8833342	0.95986664	0.8462035	0.79584825	0.9878588	0.9210577	0.96361864	0.934114	0.93599796	0.95136654	0.8741747	0.9410474	0.7963309	0.90377617	0.9209442	0.9028462	0.7887432	0.95487934	0.88144094	0.9180303	0.88080764	0.7676281	0.9271337	0.8431051	0.9201704	0.8686284	0.8171359	0.91943705	0.84432447	0.8642255	0.88704306	0.85162747	0.97790205	0.93991315	0.93080544	0.8193935	0.85989237	0.815309	0.7427278	0.9496879
ASN/name	0.97281367	0.9414303	0.0	0.9491487	0.9775776	0.9902231	0.9814751	0.9779257	0.9510506	0.9434417	0.97047853	0.97284895	0.8824511	0.9761111	0.98894984	0.99880487	0.9734659	0.99670285	0.99131584	0.9971446	0.9869287	0.94450134	0.96252054	0.9322993	0.99470794	0.9743548	0.41575694	0.9966212	0.99679583	0.9910551	0.97791946	0.9993056	0.9933441	0.8905156	0.98442465	0.94282925	0.97187436	0.94968134	0.9947346	0.9645314	0.98829854	0.9774715	0.9777509	0.99185634	0.9831584	0.9825092	0.993666	0.99739534	0.99951094	0.99429786	0.94965947	0.95686907	0.9963251	0.942175	0.9759945	0.99952203	0.9988327	0.9823542	0.9259171	0.34890175	0.9860223	0.9932009	0.9846438	0.9724639	0.974042	0.88755053	0.98751825	0.91512084	0.9828517	0.99222463	0.8929318	0.98660284	0.93336385	0.9107239	0.939661	0.9270158	0.9969037	0.8175038	0.9431305	0.9567536	0.9281694	0.9621321	0.967262	0.9946759	0.9607005	0.9769758	0.94308394	0.932141	0.9615572	0.97987676	0.80927014	0.9672799	0.7619337	0.9759648	0.9057192	0.9856651	0.8579316	0.9246937	0.918836	0.91877526	0.92948943	0.9528147	0.91275984	0.93246365	0.9447008	0.9863387	0.99117595	0.97794026	0.9649447	0.93600416	0.9854329	0.9473131	0.95865643	0.97322464	0.98702884	0.9705014	0.968105	0.8437499	0.8362795	0.97525537	0.97869265	0.9935171	0.89303666	0.712952	0.92051226	0.99280125	0.9893701	0.9792638	0.9763059	0.97818357	0.99728674	0.96078825	0.97997767	0.8367773	0.9536843	0.97347337	0.96981937	0.9728923	0.98449725	0.97126067	0.9762326	0.9035909	0.92343944	0.95062554	0.96411234	0.95289356	0.6731586	0.9281894	0.9676407	0.9570687	0.93889666	0.8691757	0.9753946	0.93000877	0.96157944	0.9851163	0.95597833	0.98149794	0.968404	0.95034546	0.9883877	0.9885547	0.9592758	0.93875253	0.9644871	0.9261109	0.9180412	0.8611808	0.97747815	0.95910555	0.92421913	0.8806613	0.9838263	0.9610206	0.9810415	0.9253408	0.9896849	0.9289915	0.83079565	0.9838237	0.9907215	0.9525303	0.990803	0.9857049	0.96468586	0.82278615	0.94073635	0.9693645	0.9682562	0.991328	0.94995975	0.984787	0.9781537	0.9576065	0.9499057	0.98585665	0.98784715	0.9482985	0.94048023	0.9686281	0.9369203	0.984233	0.9487267	0.9500283	0.9961394	0.9549735	0.99185586	0.95487714	0.98823243	0.9710528	0.92459995	0.99912983	0.95617735	0.8842573	0.810562	0.9950097	0.95273614	0.9559358	0.83996683	0.97181815	0.96875346	0.9262551	0.985982	0.8374024	0.9913912	0.9560986	0.9892941	0.89852536	0.97652084	0.9999119	0.9812032	0.97730315	0.9802057	0.97372943	0.9527852	0.9611358	0.9429818	0.99690723	0.8780381	0.96392727	0.90941906	0.9849662	0.8851848	0.9749147	0.9534535	0.96766096	0.8923796	0.9417663	0.9653356	0.889806	0.9444904	0.9429123	0.8898792	0.986843	0.9515554	0.9785632	0.9318444	0.91838217	0.9423101	0.889536	0.9657973
Academie/name	0.7720789	0.90584266	0.9491487	0.0	0.9301067	0.98031926	0.97415435	0.9016373	0.81582433	0.93814635	0.9773816	0.946063	0.8714468	0.76060355	0.96306163	0.94970286	0.679377	0.78218967	0.8804123	0.86533284	0.95255214	0.9374699	0.927377	0.60722	0.9337467	0.8606043	0.7475349	0.9381082	0.9130583	0.94348985	0.6267655	0.9050479	0.7720035	0.41333288	0.93073356	0.72404784	0.69596744	0.9021857	0.8462182	0.89212316	0.97484857	0.8954392	0.94039214	0.7664908	0.8767457	0.91729	0.9003042	0.8855176	0.85237074	0.9756573	0.9848246	0.94919574	0.9772829	0.83635277	0.92067933	0.8969998	0.87940896	0.90309006	0.8405851	0.89116836	0.94845074	0.828902	0.68004644	0.82694936	0.98687005	0.8421183	0.74560666	0.831831	0.9337618	0.9416894	0.46449584	0.8925132	0.9131436	0.82379776	0.89792144	0.91167927	0.710631	0.84611297	0.8587584	0.9201109	0.8454157	0.9297728	0.90731746	0.745974	0.87863255	0.89668334	0.6768854	0.92622197	0.8959942	0.95975554	0.9810297	0.9352341	0.8789775	0.8699223	0.95053864	0.83590233	0.8638443	0.84040475	0.82501864	0.94172114	0.75938916	0.9295928	0.85166776	0.94235855	0.7498194	0.9178946	0.96177864	0.9642905	0.894757	0.9730167	0.80573905	0.81928265	0.9118441	0.88924724	0.82706606	0.81523323	0.89723575	0.8349201	0.94899976	0.93556327	0.7761658	0.9366814	0.9541481	0.96983004	0.9346787	0.9201226	0.86892104	0.9137113	0.8170484	0.7537452	0.89789337	0.89955604	0.9095437	0.8278576	0.9544001	0.8646625	0.92963487	0.93849593	0.94329166	0.8352195	0.9638141	0.92442197	0.9870916	0.69029343	0.72839814	0.9679421	0.9144595	0.708812	0.94499946	0.8232961	0.9018606	0.75871813	0.97160417	0.8438881	0.965749	0.8754824	0.9590937	0.9939394	0.95079976	0.8505292	0.7539066	0.9606272	0.87889695	0.9136975	0.9141235	0.8864862	0.7378528	0.9200586	0.86165315	0.8738263	0.7927152	0.9364373	0.94119674	0.9337491	0.9149751	0.8988739	0.8153262	0.879768	0.8930106	0.9064178	0.8517467	0.9042523	0.9237332	0.8615637	0.9763507	0.75376487	0.9185161	0.83245	0.85059726	0.97019154	0.97202724	0.9170285	0.8544003	0.8904501	0.9381423	0.93994606	0.8846703	0.8221029	0.9342061	0.8824271	0.8091579	0.80968165	0.8607696	0.88247657	0.77908313	0.8089807	0.8569449	0.7584772	0.7048121	0.9109765	0.9090871	0.98655015	0.907875	0.9269402	0.6644412	0.8457312	0.94361204	0.8959647	0.94748473	0.80558395	0.86059475	0.81487405	0.8834269	0.8669488	0.93064994	0.7954824	0.9412389	0.795836	0.970012	0.9743371	0.7585112	0.73955953	0.78883815	0.8678341	0.8207903	0.73770213	0.7883352	0.8311383	0.7867289	0.8435509	0.88851064	0.82565975	0.95444703	0.80537814	0.870841	0.8061964	0.8904414	0.8729889	0.9558326	0.98268276	0.7838917	0.9241912	0.8096241	0.69615805	0.7679267	0.7761785	0.96519256	0.9230932	0.97293955	0.9314442	0.80500126
Ajax/name	0.8332388	0.91070086	0.9775776	0.9301067	0.0	0.89767265	0.966206	0.9060827	0.86529213	0.77843916	0.8870617	0.82832044	0.9020687	0.8730585	0.91817075	0.73286974	0.6800582	0.9446457	0.8591268	0.94789153	0.747041	0.8968091	0.80764127	0.9411385	0.6121162	0.80156815	0.94793594	0.71082187	0.98447657	0.8959887	0.4564075	0.90241724	0.8892658	0.87921286	0.66853034	0.8390957	0.51795983	0.8638076	0.7784895	0.8551855	0.8947351	0.74192524	0.29908508	0.897439	0.9459199	0.21428382	0.7985351	0.7571609	0.8159218	0.84460664	0.8483038	0.8734324	0.89637166	0.4264602	0.6981204	0.7841656	0.78859407	0.92066	0.9798893	0.9636354	0.7083781	0.9323778	0.7889099	0.9282686	0.9957259	0.9155433	0.6392123	0.67442596	0.45976394	0.92192566	0.89308846	0.6834727	0.75125897	0.81471497	0.85855687	0.8591437	0.9444248	0.72643626	0.8707105	0.8620567	0.94079167	0.90267754	0.88777125	0.9110308	0.8974582	0.85898006	0.9633715	0.8733987	0.94526815	0.8610357	0.945717	0.8922045	0.93908954	0.8619752	0.8887036	0.8360498	0.9222888	0.90025365	0.8614613	0.9633206	0.8739286	0.7865906	0.73755085	0.81537557	0.9248407	0.87165886	0.96721333	0.8108466	0.8913348	0.7787557	0.9146223	0.91419566	0.948528	0.9545824	0.9534386	0.86769843	0.49828947	0.70764434	0.8562774	0.9564773	0.9311249	0.79674894	0.8971175	0.961559	0.7829056	0.943555	0.9635002	0.8019184	0.8364663	0.9394801	0.9669198	0.818936	0.92800903	0.8392934	0.8485019	0.5855986	0.7984233	0.9142574	0.80905354	0.8800248	0.7992869	0.82133424	0.9292547	0.87751377	0.96062917	0.8766776	0.8238303	0.9066868	0.97027564	0.7401039	0.89930135	0.9107402	0.93232757	0.8891916	0.89123523	0.9657786	0.92655635	0.9758034	0.9366843	0.63782805	0.58737624	0.93816733	0.6135034	0.6725513	0.79614604	0.9799465	0.7433202	0.88952017	0.90902764	0.8923053	0.8916013	0.90312207	0.9297425	0.9449232	0.93150246	0.61253226	0.8995057	0.8858427	0.9685156	0.8796786	0.87029386	0.46138364	0.7459831	0.87323964	0.86978936	0.9380573	0.9035455	0.98535323	0.9756392	0.96722525	0.76907957	0.5058773	0.91371316	0.7031889	0.8976484	0.9648997	0.9495323	0.9304285	0.87020785	0.42880923	0.9236362	0.9355998	0.97628033	0.9214928	0.8773988	0.8205577	0.9867977	0.97400516	0.91060054	0.90272796	0.94501007	0.9506541	0.9335566	0.93804425	0.95675844	0.37065846	0.9482206	0.945366	0.8765603	0.49812675	0.74838126	0.7593948	0.61104584	0.80041856	0.9218301	0.8791866	0.9623498	0.7666035	0.93931305	0.9654902	0.89211184	0.72602355	0.8693545	0.97733545	0.96312654	0.80691504	0.85524976	0.8753381	0.84253585	0.9649996	0.93945634	0.8660205	0.9750886	0.47995692	0.69092906	0.77867585	0.94112104	0.9696035	0.86045444	0.8517065	0.7352015	0.8740429	0.8011595	0.86150753	0.7469847	0.4973333	0.9263315	0.8016193	0.9555796	0.92012334	0.68406737
Alfonso/name	0.9148797	0.933847	0.9902231	0.98031926	0.89767265	0.0	0.96055245	0.9013728	0.64854527	0.7987768	0.9401475	0.9358747	0.8718953	0.93828285	0.9362676	0.9306765	0.84078574	0.9392101	0.86751896	0.97404486	0.7901263	0.97675973	0.8626711	0.92643154	0.9238579	0.87987596	0.9396981	0.83311087	0.96608096	0.8230858	0.8607681	0.96030223	0.9038334	0.91699433	0.9323334	0.8234222	0.844379	0.9282112	0.82639664	0.88424635	0.5344418	0.9566963	0.9017439	0.9625417	0.61209613	0.89502674	0.8122754	0.92493224	0.8963463	0.8827634	0.41904932	0.867417	0.9294567	0.64526737	0.695545	0.88539267	0.9263111	0.92172414	0.98140657	0.9538739	0.8539745	0.8655685	0.9216455	0.9622198	0.9532579	0.8865321	0.99063694	0.9232484	0.90097916	0.797322	0.9125394	0.9025765	0.9614426	0.86433834	0.9195516	0.9056945	0.8945607	0.7845814	0.80983263	0.88442993	0.94117874	0.98070514	0.8943813	0.94622993	0.72749853	0.9437615	0.91156054	0.87629664	0.93668956	0.85033524	0.9802449	0.9032101	0.9665897	0.9165156	0.92466784	0.926163	0.9717041	0.87318945	0.8820962	0.95997685	0.7853193	0.7899593	0.88255054	0.93162054	0.8776791	0.76902723	0.94475263	0.91560656	0.9300478	0.8330939	0.96298784	0.96629477	0.97519207	0.9737285	0.9749056	0.978003	0.80140215	0.77399206	0.8838278	0.9183581	0.96949023	0.780763	0.97223693	0.9869254	0.8693197	0.79350936	0.9565684	0.88507104	0.8921857	0.95425075	0.85494936	0.86716914	0.9159176	0.96637625	0.87279934	0.8790476	0.93658006	0.9749485	0.94334555	0.9265422	0.9665698	0.93495405	0.9590079	0.9015045	0.94156414	0.9186841	0.9206407	0.9585386	0.99245936	0.907644	0.8642177	0.86487645	0.9335538	0.9109755	0.8653801	0.9775938	0.7805194	0.98698676	0.9578755	0.8065783	0.81995946	0.9594691	0.95191264	0.78971714	0.7064887	0.9481241	0.92196745	0.95279765	0.9695123	0.96042293	0.8925269	0.92502606	0.973036	0.973475	0.9634876	0.8375843	0.9541831	0.89871025	0.95634633	0.950381	0.98604995	0.7912147	0.8229674	0.93416154	0.93326443	0.9616659	0.9577912	0.8218354	0.9620515	0.95649976	0.58937025	0.8955753	0.884093	0.95905066	0.73239577	0.9854338	0.95828325	0.9675888	0.9687973	0.816115	0.93055737	0.9412145	0.96125484	0.9328687	0.94398975	0.9476812	0.85177064	0.9825155	0.9498526	0.94628286	0.97155046	0.98970646	0.8704297	0.9014351	0.88877743	0.77904093	0.97213703	0.953672	0.92260444	0.8686395	0.8941066	0.88061816	0.77924246	0.8972632	0.95653844	0.9928838	0.92144966	0.8450422	0.95454633	0.879851	0.91950345	0.83987355	0.94372076	0.91040754	0.9874243	0.8827216	0.9720634	0.98224896	0.87705857	0.91079175	0.95878077	0.87360734	0.9599389	0.8342724	0.937261	0.76944774	0.9587558	0.8899662	0.83906347	0.9506018	0.66338587	0.85089606	0.91844285	0.9274815	0.8503028	0.8713577	0.9295356	0.9163941	0.9599701	0.91793215	0.86994964
Anderen/name	0.97973716	0.83222514	0.9814751	0.97415435	0.966206	0.96055245	0.0	0.95550704	0.96731406	0.9148113	0.8572028	0.7478899	0.8752098	0.9586441	0.9666527	0.96447164	0.91863096	0.92267406	0.9116174	0.9981466	0.96473294	0.99049884	0.9735103	0.9385969	0.80653334	0.9005046	0.88323224	0.90571207	0.87469554	0.89841896	0.8981488	0.86848927	0.9399028	0.9790036	0.972666	0.9342463	0.9708771	0.9641252	0.8971498	0.9056981	0.96372795	0.8788991	0.9083327	0.89737266	0.95573777	0.96917444	0.91985446	0.8915434	0.9483109	0.9648412	0.9681352	0.9045044	0.9564786	0.9400131	0.9726318	0.9442449	0.8757468	0.9285733	0.79598224	0.9004197	0.9101702	0.9382613	0.934359	0.9456129	0.9312668	0.923003	0.9877721	0.8881475	0.83983153	0.7768595	0.85116106	0.93395835	0.95377946	0.8026302	0.86585504	0.834923	0.86699057	0.921971	0.8516337	0.8719223	0.84319425	0.8730644	0.7625426	0.87420213	0.91215265	0.87889034	0.8213043	0.85297894	0.87185895	0.8870509	0.8625742	0.61267567	0.8122899	0.85734963	0.6354276	0.935984	0.90960634	0.7034363	0.80367756	0.884333	0.8078362	0.9393954	0.9585732	0.90438205	0.96068954	0.972579	0.97756803	0.9432756	0.7359209	0.7127472	0.9787489	0.8444462	0.89883476	0.8271874	0.93205756	0.92696935	0.90402335	0.87396777	0.82367337	0.73854256	0.9209014	0.79752815	0.8422439	0.7641289	0.6572908	0.94677496	0.82470703	0.8158094	0.8098346	0.9232762	0.95062304	0.8045124	0.73820925	0.88847953	0.9069658	0.918508	0.9285778	0.60901314	0.93798876	0.78123224	0.93540406	0.67714363	0.9071699	0.8400867	0.8456049	0.70399237	0.91401386	0.9274144	0.8079239	0.7813798	0.8986338	0.8495189	0.53713095	0.7908736	0.7292385	0.82354975	0.84853834	0.5894473	0.84985155	0.88952863	0.9073446	0.8979529	0.9823166	0.85576755	0.82549644	0.96029943	0.8827213	0.7228819	0.8981989	0.8312107	0.8395063	0.82965183	0.6929103	0.7235226	0.5528655	0.90464747	0.991069	0.8782392	0.826364	0.92078584	0.9426845	0.92948705	0.95718867	0.95891744	0.84145606	0.9408206	0.8047214	0.8944831	0.8832159	0.9120419	0.9463773	0.9337392	0.88593155	0.896018	0.96595186	0.6577592	0.92134565	0.79279304	0.8220222	0.9034203	0.8941147	0.86289847	0.7851147	0.8317151	0.9015423	0.7566858	0.9603735	0.93009	0.9286749	0.670696	0.7148067	0.704368	0.9468457	0.776767	0.7677891	0.8851106	0.6992886	0.8021863	0.80566597	0.8811577	0.95804906	0.8545946	0.9011824	0.8449418	0.8260547	0.87417567	0.8641953	0.90451294	0.90788317	0.9116192	0.9349117	0.92024934	0.8899515	0.7461127	0.8092429	0.86943525	0.8294653	0.87262094	0.9827767	0.8049363	0.750955	0.88507444	0.70549774	0.9568996	0.9526158	0.9163971	0.77373236	0.5987152	0.9368896	0.73436826	0.946894	0.958973	0.8694764	0.9817372	0.92956674	0.9185613	0.70441496	0.7072679	0.6865922	0.6383134	0.9396139
