	1-1_gelijkspel/noun	Amerikaan/noun	Republikeins/adj	aanpak/noun	af/adv	alleen/adj	alleen/adv	allemaal/adv	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	dan/adv	designer/noun	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	en/adv	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	het/noun	hier/adv	huis_bezitter/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	om/adj	ondersteun/verb	onmiddellijk/adj	ons/noun	oog_arts/noun	ook/adv	op/adj	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wereld/noun	werk/noun	werknemer/noun	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zo/adv	zoek/verb	zogezegd/adj
gedicht_DIM/noun	0.93827903	0.871679	0.97961247	0.9403737	0.74108815	0.7470271	0.78217775	0.6392065	0.93897724	0.8972064	0.7834238	0.80257195	0.9195472	0.8995913	0.65844953	0.9659221	0.8798473	0.82479393	0.91097504	0.97701603	0.90507865	0.8502886	0.8448211	0.83807206	0.7448149	0.9575166	0.9300229	0.9406663	0.9335989	0.7047696	0.7942545	0.8698477	0.9797183	0.9528266	0.8405464	0.8169392	0.84250474	0.77238226	0.5980108	0.7382403	0.87996083	0.7726593	0.81906724	0.8530439	0.95249236	0.9193895	0.0	0.9402162	0.697248	0.8662326	0.7531399	0.8306663	0.88630426	0.9783846	0.8464615	0.7677084	0.72588336	0.70522374	0.82685155	0.6623646	0.7126375	0.68804544	0.8523209	0.9332858	0.65869147	0.92276496	0.96052045	0.87446856	0.625939	0.81485146	0.9287164	0.6519772	0.6904962	0.82341444	0.89733577	0.7452785	0.94379973	0.71276295	0.60040164	0.8569834	0.753535	0.9330021	0.6143603	0.8505432	0.8745116	0.82716	0.8404334	0.78049266	0.81450117	0.6550214	0.8739669	0.74109757	0.77073073	0.7448257	0.712916	0.7826943	0.76602954	0.90957737	0.874197	0.9075507	0.89658356	0.805772	0.9410048	0.5873156	0.87782395	0.8923185	0.9113434	0.7123835	0.7943777	0.7999679	0.89128464	0.9472561	0.8566102	0.97054464	0.7632587	0.8124152	0.9080169	0.8817745	0.81808686	0.75769895	0.8748709	0.9695734	0.717429	0.9617131	0.8531138	0.92706645	0.93963605	0.89867264	0.97533476	0.82392454	0.9256649	0.72687304	0.8711174	0.8920226	0.8052771	0.8611095	0.7177198	0.89542866	0.81407565	0.8080493	0.78494304	0.76666147	0.7670703	0.76678866	0.75860596	0.8253714	0.9581374	0.79413176	0.7167188	0.94954556	0.94252896	0.90881735	0.68854344	0.68280745	0.97154605	0.8184284	0.84290755	0.8392897	0.77240413	0.84507203	0.75695145	0.88303536	0.8202964	0.9653704	0.9157591	0.85586953	0.66241646	0.8393127	0.9344699	0.91077584	0.9222767	0.84161323	0.6778032	0.8695964	0.71755517	0.94334364	0.6912158	0.8887886	0.90285015	0.682896	0.7556764	0.8483347	0.7268274	0.8575341	0.85411406
geld/noun	0.91552424	0.849669	0.91202605	0.77227163	0.92423415	0.6880101	0.7316679	0.71237355	0.8044734	0.7963966	0.8254921	0.6544161	0.7412169	0.81473327	0.820787	0.88894373	0.83692217	0.65913314	0.7816597	0.6423266	0.82493305	0.564465	0.924926	0.8372713	0.86197525	0.94934356	0.77846533	0.82075036	0.72637534	0.7030567	0.7199636	0.90139246	0.7021351	0.8714647	0.7804073	0.77332073	0.5766232	0.94743335	0.7528572	0.76129204	0.50952387	0.8823076	0.83681285	0.9209484	0.5487448	0.8962624	0.9402162	0.0	0.7241088	0.72407687	0.88219845	0.8061366	0.79067343	0.59097815	0.8336185	0.8687998	0.7576194	0.76788205	0.825418	0.6133236	0.7400284	0.67269945	0.6044618	0.8287437	0.6985501	0.8093384	0.9855529	0.7516087	0.84964335	0.87367165	0.79824275	0.6500225	0.83204806	0.6392927	0.8116584	0.7048293	0.8570993	0.79854083	0.82765985	0.8439017	0.7175366	0.5743599	0.6960133	0.8837268	0.7861836	0.8528216	0.67867506	0.87581205	0.8857126	0.6440999	0.8645386	0.77374876	0.6004149	0.7002959	0.6312264	0.76000386	0.77835137	0.5673364	0.7874812	0.6437249	0.87418383	0.8215665	0.78931063	0.7199165	0.8734807	0.85095674	0.7195075	0.80518067	0.80284464	0.9136365	0.75503737	0.896068	0.87000406	0.94906217	0.81022567	0.5367855	0.8992384	0.7871128	0.79910755	0.8566538	0.7839327	0.6612165	0.7932645	0.7592443	0.8198633	0.8808267	0.7482814	0.8645774	0.85760945	0.6689906	0.6595808	0.93997335	0.9570782	0.6648999	0.81344867	0.80940515	0.73445904	0.92150605	0.8922373	0.76625925	0.72598946	0.77332675	0.90160745	0.9352079	0.9269127	0.8700453	0.8999898	0.72525644	0.6411774	0.59526074	0.8549254	0.8066756	0.8143141	0.90239006	0.89178556	0.85509336	0.88276255	0.8235281	0.88648224	0.78383577	0.8222377	0.88256127	0.8257687	0.80021995	0.9051975	0.8794022	0.7407818	0.8196761	0.69091594	0.7421204	0.84027046	0.7835691	0.66308314	0.76234555	0.8378027	0.94130355	0.5796131	0.75952107	0.7583896	0.6346129	0.84956414	0.70979047	0.7271751	0.8302191	0.69138557
gelukkig/adj	0.7326169	0.8796206	0.9373611	0.90725446	0.8127235	0.5785357	0.5989152	0.44262642	0.6470541	0.8014532	0.75218385	0.7109675	0.8972571	0.79458594	0.5662776	0.8913659	0.79186493	0.61473924	0.8020194	0.9269216	0.7772906	0.71482086	0.7228353	0.75179505	0.6400577	0.8942252	0.79507744	0.68885136	0.82121044	0.5274875	0.5074172	0.88751686	0.73793364	0.88928187	0.7980394	0.7997783	0.46980107	0.7409334	0.5679349	0.5726895	0.88439375	0.6266568	0.72780627	0.8003894	0.8448635	0.79867166	0.697248	0.7241088	0.0	0.90253776	0.8388581	0.8493765	0.65846074	0.8529387	0.54034626	0.7274238	0.63985574	0.59952486	0.81006926	0.55237734	0.61748695	0.5529183	0.90872353	0.93581337	0.524423	0.81563485	0.9282751	0.8644376	0.6390681	0.7828008	0.76583827	0.50095594	0.5683696	0.7590357	0.72155404	0.62225306	0.8554883	0.72927594	0.6890694	0.7204342	0.594044	0.916499	0.57029116	0.7015625	0.7658757	0.6351188	0.5925388	0.66606647	0.7009684	0.62466955	0.7269166	0.5667026	0.61629295	0.4233691	0.4924767	0.65728414	0.611534	0.7448697	0.48847938	0.85913384	0.7006054	0.62768817	0.8779996	0.60155857	0.7795543	0.93749934	0.8871213	0.66936	0.78889716	0.88209355	0.8384491	0.8926938	0.839208	0.94123536	0.5294455	0.769166	0.85347724	0.84422266	0.65101993	0.7811245	0.6698522	0.8930458	0.6525525	0.9296849	0.8423488	0.95615417	0.900421	0.92244786	0.80908144	0.717536	0.9104324	0.79917043	0.8579183	0.91375816	0.8022375	0.8602785	0.49289483	0.73100436	0.70923674	0.7578414	0.60262984	0.90755105	0.6987102	0.73398924	0.7985788	0.84378815	0.72736573	0.71119034	0.53182757	0.93457925	0.74550045	0.8386347	0.67794293	0.8372533	0.93528384	0.7138673	0.8835885	0.79244196	0.61027205	0.69917417	0.6483043	0.7639924	0.65470254	0.7929616	0.902184	0.879684	0.5680945	0.67392325	0.8475275	0.8993727	0.7918211	0.71907806	0.6300764	0.75939023	0.73083353	0.8559172	0.6753011	0.6638063	0.60866636	0.61867064	0.5918641	0.8158301	0.57014924	0.76826334	0.7051635
gemeente_bestuur/noun	0.8957682	0.79229087	0.75530803	0.7729563	0.9554124	0.8141289	0.9085256	0.90642947	0.6674425	0.842891	0.8104181	0.85757095	0.7641628	0.87610406	0.90918106	0.8494777	0.9149788	0.84076214	0.7229781	0.68450904	0.92279106	0.69313896	0.9744231	0.8389124	0.8141009	0.9129166	0.87888104	0.73551595	0.84275234	0.8463445	0.8763446	0.86069864	0.9109471	0.83447254	0.7665152	0.9423457	0.8271303	0.9723923	0.87304974	0.9006845	0.6559441	0.7838389	0.7638878	0.9180875	0.6128173	0.9285404	0.8662326	0.72407687	0.90253776	0.0	0.8451995	0.6672409	0.942627	0.8044512	0.88500094	0.91875696	0.8029795	0.81127733	0.93186426	0.8277037	0.89414066	0.91589844	0.81080985	0.6846359	0.8313279	0.8432424	0.93818885	0.7594862	0.9523371	0.8919363	0.7790401	0.8174762	0.8983553	0.76329625	0.9347141	0.959102	0.8971921	0.90175825	0.8334605	0.89659804	0.915207	0.50408834	0.8889227	0.95523715	0.6910281	0.8749327	0.886081	0.94006974	0.9376452	0.8282143	0.9307659	0.92596143	0.6952981	0.9017204	0.8578157	0.8505882	0.8521962	0.74004495	0.9010082	0.6051221	0.6882214	0.86286354	0.8617966	0.83811885	0.859897	0.83412874	0.6406405	0.80846584	0.9763466	0.88901067	0.7293834	0.5982108	0.88194656	0.79370475	0.8774897	0.8283433	0.78899705	0.8408326	0.9244788	0.91971785	0.8288393	0.71323925	0.91487515	0.8893936	0.8754463	0.8229631	0.6545371	0.7649312	0.7119379	0.72418904	0.7992357	0.91536766	0.89900064	0.8067204	0.9004491	0.7114984	0.88896394	0.9544459	0.7875828	0.79531276	0.87272024	0.6969945	0.79446024	0.96240133	0.9323179	0.8387168	0.89508885	0.83677316	0.85897136	0.7676743	0.79358137	0.85827696	0.93372345	0.8785519	0.57391834	0.9074922	0.8082528	0.75725543	0.9375961	0.82579273	0.84442854	0.93064	0.89566493	0.73292124	0.794742	0.82148683	0.86834323	0.93427896	0.73067373	0.7278985	0.74870455	0.91430014	0.69463456	0.6437267	0.8949992	0.8186005	0.65869296	0.91376	0.8721528	0.6578423	0.925214	0.7400836	0.8802011	0.82535714	0.88711345
gestrand/adj	0.97128314	0.78184927	0.93553543	0.9112541	0.9335454	0.8795496	0.87647414	0.8218522	0.833277	0.98949355	0.7883723	0.79943347	0.79589087	0.7613746	0.9136223	0.8675443	0.6072173	0.75073624	0.7710413	0.95206285	0.79239714	0.82874334	0.9242998	0.90510195	0.76929224	0.817707	0.64993584	0.87281424	0.86317396	0.9528101	0.8919377	0.8536421	0.90554386	0.9227612	0.79993653	0.5743944	0.91273624	0.93247217	0.9336577	0.8262351	0.8177124	0.75468296	0.616879	0.7648027	0.9218538	0.9234886	0.7531399	0.88219845	0.8388581	0.8451995	0.0	0.6477426	0.8790017	0.92951614	0.85036623	0.84363997	0.85081935	0.87614185	0.7610584	0.81334996	0.98211485	0.8621262	0.8556712	0.83434856	0.8626754	0.73124254	0.96051216	0.7697238	0.83248335	0.6509893	0.90011644	0.70322824	0.7694716	0.543347	0.8198081	0.91733277	0.8953991	0.8567012	0.8484392	0.8473884	0.9331866	0.85518515	0.89693034	0.77691835	0.81785053	0.9291967	0.86368686	0.7952858	0.95436335	0.74520445	0.9166455	0.9028076	0.7351101	0.93053246	0.8998172	0.9131568	0.8631668	0.92043614	0.9347056	0.8504637	0.85325384	0.6799847	0.9641974	0.92933095	0.7438649	0.7002904	0.9513836	0.8511474	0.8485503	0.6799697	0.93141544	0.90120566	0.7518976	0.9340087	0.681221	0.87825775	0.9243623	0.8546747	0.633613	0.619271	0.7730978	0.8965833	0.83757126	0.9542493	0.7788713	0.7898051	0.88807917	0.95135826	0.9294874	0.92450166	0.88039887	0.8692538	0.93144697	0.7925542	0.835536	0.81729203	0.8595209	0.9428343	0.7301922	0.90742576	0.96383965	0.6764425	0.81008524	0.9171471	0.7378221	0.47253704	0.94850665	0.7136864	0.7429651	0.76115745	0.8098734	0.8863232	0.9481461	0.8943573	0.90011454	0.7709713	0.7753633	0.7527952	0.77977926	0.86652845	0.89963704	0.9050048	0.8033083	0.713795	0.6834202	0.61984265	0.93541485	0.7897121	0.8621674	0.7631482	0.8482109	0.8689275	0.78634727	0.76241815	0.87151074	0.95520717	0.8306257	0.9431148	0.9422059	0.8673716	0.93499285	0.87130815	0.84713113	0.81932247	0.7488861
getroffen/adj	0.9716282	0.7895923	0.83320284	0.8902847	0.96541774	0.81299376	0.88638866	0.9488336	0.8386138	0.96021295	0.742959	0.6001378	0.7782343	0.79905045	0.90242404	0.8915722	0.6973958	0.96499765	0.61432886	0.81761247	0.91044956	0.7902905	0.7449255	0.79953116	0.58490306	0.8624749	0.7541329	0.9146786	0.8506745	0.9573522	0.97276634	0.94448304	0.9876804	0.83186036	0.75538933	0.47070742	0.9605596	0.9612029	0.96400905	0.95133346	0.68688816	0.6160808	0.54338634	0.87564653	0.80292547	0.9962463	0.8306663	0.8061366	0.8493765	0.6672409	0.6477426	0.0	0.89347357	0.8727275	0.94625604	0.9603727	0.90463525	0.8881397	0.6292926	0.84790605	0.9636655	0.8590096	0.8659488	0.7033627	0.93087834	0.82879364	0.8038331	0.78665286	0.86559886	0.7775219	0.90719235	0.8293879	0.70702267	0.63527703	0.897149	0.80728	0.92989826	0.92092353	0.9643045	0.79811245	0.9614612	0.671036	0.8755793	0.90518016	0.8149338	0.8935844	0.90496516	0.8333219	0.9723403	0.8347162	0.9711544	0.9664528	0.7525317	0.9514016	0.9653178	0.9862314	0.95748526	0.84034616	0.9410179	0.6172603	0.75378835	0.8622362	0.90943915	0.9058107	0.71434844	0.8431558	0.8327309	0.69693273	0.9534754	0.8611466	0.7592073	0.7856614	0.74354744	0.8704301	0.7386501	0.7742113	0.88440454	0.91339624	0.7706867	0.5650947	0.91346526	0.74901366	0.87240976	0.90232146	0.7011219	0.9322399	0.61213535	0.87911713	0.81940687	0.86176354	0.75931424	0.9515803	0.9310963	0.7454444	0.81911	0.6313959	0.9726074	0.95997286	0.76221514	0.87160707	0.93982273	0.7245345	0.9026304	0.839151	0.76066875	0.51002985	0.8481227	0.5438981	0.8459533	0.7205038	0.8423797	0.72376513	0.79603195	0.9571366	0.7183736	0.7994565	0.9661471	0.8660025	0.8647539	0.8570402	0.9045668	0.7904492	0.91156137	0.8073688	0.81021667	0.8119127	0.9675578	0.8502239	0.7932848	0.6494163	0.85009927	0.9526304	0.75458384	0.71586704	0.9188535	0.88999575	0.80119765	0.9236576	0.97530264	0.7889703	0.92101836	0.79436386	0.972706	0.7454356	0.76941407
gezond/adj	0.9292302	0.9391372	0.949494	0.82342076	0.8754484	0.80114216	0.74594396	0.68525624	0.89477587	0.7692857	0.6712942	0.71157706	0.8629872	0.74544656	0.78876585	0.9510703	0.81223124	0.7684519	0.8371951	0.94155496	0.64942753	0.6589531	0.94257814	0.8576075	0.8468903	0.9176046	0.94684386	0.60950303	0.45335263	0.78823495	0.8277526	0.87919366	0.53750634	0.9243739	0.77882653	0.83512026	0.7792943	0.8537261	0.8017949	0.7958283	0.73365825	0.8878514	0.8538958	0.8785907	0.78512686	0.79748094	0.88630426	0.79067343	0.65846074	0.942627	0.8790017	0.89347357	0.0	0.78085047	0.75841415	0.87525266	0.54613787	0.7355356	0.8117825	0.70699733	0.8208369	0.6498903	0.9507823	0.90704197	0.75308025	0.6966307	0.95326114	0.8397764	0.7193153	0.9361271	0.500887	0.68476856	0.69125247	0.7648663	0.8763758	0.7918262	0.6963763	0.5898451	0.77126306	0.6209621	0.8026424	0.94103163	0.75743276	0.8297893	0.6639232	0.8236858	0.8717499	0.7978264	0.9137523	0.6954092	0.62595904	0.80195564	0.67670286	0.62984526	0.8075232	0.9084447	0.84512717	0.5820417	0.80686134	0.7404795	0.9374671	0.80805796	0.9633603	0.73226583	0.92498195	0.8272656	0.7409531	0.7629028	0.8428026	0.93664986	0.7845551	0.811234	0.7582559	0.9542493	0.71281147	0.8285363	0.77045476	0.7255583	0.7822548	0.89480823	0.76527584	0.7513307	0.7126618	0.93763113	0.8541341	0.9270849	0.89504766	0.96402246	0.95959044	0.65606296	0.7693684	0.70315194	0.7302295	0.9090741	0.8456896	0.9313024	0.75954497	0.8919101	0.700848	0.8874485	0.8913343	0.9088149	0.61209905	0.882674	0.8767337	0.9285892	0.92475355	0.8227718	0.62942016	0.88101065	0.9366807	0.8983711	0.8511811	0.8769952	0.8773418	0.7528007	0.8920237	0.8156525	0.8077184	0.8484852	0.7704746	0.8547494	0.81393963	0.8649385	0.9624048	0.9381308	0.7730696	0.7602556	0.8429622	0.8490182	0.8060558	0.60250205	0.76119757	0.8108549	0.8707728	0.9248924	0.8532443	0.7674648	0.73294336	0.7729991	0.7918123	0.9147717	0.7149563	0.8388214	0.8631924
gezondheidszorg/noun	0.98893476	0.9111916	0.93157715	0.6011379	0.91705215	0.73513466	0.7457645	0.8064246	0.9099977	0.8272556	0.8381986	0.7583041	0.73999345	0.93687063	0.9231828	0.9031292	0.91751444	0.85023755	0.792061	0.607985	0.6809218	0.6400492	0.9917852	0.9429553	0.7668968	0.949044	0.7243507	0.7074173	0.8257678	0.9201504	0.9197166	0.94962436	0.88595396	0.8772702	0.81008637	0.835371	0.78345877	0.8851889	0.9498859	0.94220865	0.6173681	0.9269704	0.88949805	0.9690657	0.51891387	0.89797837	0.9783846	0.59097815	0.8529387	0.8044512	0.92951614	0.8727275	0.78085047	0.0	0.897966	0.9359421	0.745122	0.9240323	0.8295687	0.8434325	0.9191215	0.92144346	0.78863746	0.7908218	0.90435964	0.8385559	0.9815707	0.73310614	0.912878	0.9069041	0.8654264	0.8312675	0.8657993	0.6947483	0.8614769	0.90747327	0.8998595	0.7781184	0.8877841	0.69655645	0.92287636	0.7153034	0.91964155	0.9283042	0.64636445	0.8441677	0.8511262	0.916975	0.8020027	0.7888404	0.7063075	0.95383036	0.715721	0.8685433	0.92533356	0.9528097	0.90732765	0.7572404	0.91885954	0.6416973	0.93521917	0.92824745	0.8340954	0.8903834	0.91947615	0.65802354	0.7106103	0.89129496	0.88101035	0.99101794	0.70912874	0.9069124	0.9440521	0.9745433	0.86897725	0.6846669	0.8267219	0.6859752	0.9312605	0.9244872	0.9093436	0.49250847	0.90229905	0.65720946	0.9260943	0.98207694	0.77288353	0.92682946	0.8500961	0.7615131	0.50960934	0.88536733	0.9368604	0.53586614	0.75070953	0.7688906	0.9255845	0.920141	0.88649964	0.8855711	0.8277639	0.90953666	0.79999405	0.9834225	0.9616177	0.93829435	0.98297817	0.78314304	0.72502184	0.52903235	0.9328602	0.94645435	0.98119	0.9168417	0.83060884	0.8914947	0.92810285	0.95789057	0.91298294	0.86499697	0.9417331	0.92001855	0.94378686	0.8596109	0.97059405	0.86638546	0.93847024	0.7238625	0.7212639	0.64522207	0.6985202	0.90956265	0.80580366	0.7786372	0.8101902	0.9572538	0.7626079	0.877735	0.94322824	0.8234605	0.8790957	0.64495945	0.8965007	0.8547292	0.78994226
ginds/adj	0.6530074	0.9629222	0.97437155	0.80343837	0.90253747	0.8049307	0.7851389	0.63980436	0.5660709	0.870638	0.69605964	0.855913	0.9012972	0.72862494	0.7121345	0.96817535	0.8910717	0.7601123	0.9178447	0.96401733	0.84322274	0.7730232	0.80253345	0.79479134	0.7221818	0.8096836	0.82785785	0.6830692	0.80182743	0.5639033	0.6790519	0.93012786	0.8218895	0.90574	0.80196816	0.9102713	0.57876253	0.91451144	0.73471344	0.76069427	0.8468673	0.65198034	0.7992561	0.8234328	0.88081414	0.8831427	0.8464615	0.8336185	0.54034626	0.88500094	0.85036623	0.94625604	0.75841415	0.897966	0.0	0.7935512	0.7400665	0.8091374	0.8788325	0.6274197	0.73357403	0.6437887	0.9342769	0.9057157	0.7177738	0.86697644	0.9800734	0.8561614	0.6690428	0.9152703	0.656089	0.72759277	0.8172081	0.8386068	0.6712948	0.79721516	0.78063154	0.8320884	0.8649334	0.9211295	0.8042991	0.92606294	0.7468963	0.7457268	0.8700669	0.666664	0.7791926	0.73245186	0.8673111	0.7814181	0.7458746	0.6945153	0.76046145	0.6991433	0.6811012	0.77678597	0.7833351	0.735631	0.74780583	0.898254	0.8465521	0.7134354	0.8234969	0.6972692	0.83389354	0.9115447	0.9574913	0.6937579	0.7803447	0.82088035	0.86103857	0.87351805	0.88930327	0.97302186	0.76094276	0.827264	0.9174032	0.90741014	0.77327347	0.87501085	0.8216056	0.8754251	0.7102595	0.94595414	0.88030356	0.7460198	0.9189576	0.954719	0.7997106	0.7468071	0.9138702	0.8821341	0.7465638	0.9389115	0.8957447	0.8941028	0.68324554	0.94325227	0.8597544	0.7767523	0.779977	0.88065356	0.7308674	0.6947427	0.82752126	0.9004892	0.94734544	0.849296	0.6830933	0.8935309	0.536837	0.83702165	0.929278	0.8531902	0.9588027	0.79734445	0.6710807	0.74779767	0.7107588	0.6905111	0.8672837	0.72563285	0.7298838	0.83906835	0.860939	0.7869257	0.7447403	0.843019	0.8504677	0.93569636	0.95455474	0.6737082	0.7793726	0.8021487	0.8072611	0.9106715	0.6594027	0.87140733	0.706051	0.74601275	0.679937	0.8644467	0.7662157	0.8078076	0.6819848
god/noun	0.9541874	0.79317975	0.92552483	0.94241524	0.9493732	0.7164906	0.7366862	0.6997798	0.8642481	0.92332387	0.8517637	0.75050026	0.91900754	0.8619512	0.74301994	0.9621465	0.69542164	0.8524362	0.88899297	0.9984789	0.8998861	0.9293314	0.83456624	0.5929524	0.91345274	0.934765	0.80424595	0.8738392	0.8420314	0.860169	0.76893145	0.8811384	0.8472443	0.8886654	0.7599293	0.79860914	0.81621593	0.961833	0.8263628	0.8847654	0.93673456	0.79036826	0.81450194	0.9527161	0.91073143	0.93421835	0.7677084	0.8687998	0.7274238	0.91875696	0.84363997	0.9603727	0.87525266	0.9359421	0.7935512	0.0	0.7215513	0.78508186	0.8103945	0.7730123	0.85116434	0.7482377	0.9525626	0.9423132	0.66157144	0.8694465	0.982375	0.8799584	0.85653627	0.57044923	0.9034317	0.7712971	0.8404718	0.82884413	0.9079235	0.8148118	0.98469406	0.918823	0.7273668	0.95982015	0.7844007	0.94287765	0.67733556	0.8010918	0.9171884	0.8863366	0.80644757	0.7807136	0.8456999	0.67380756	0.7996087	0.7502922	0.8114378	0.8179837	0.7363081	0.7624569	0.8299862	0.8582276	0.82109946	0.9230766	0.84208065	0.6035855	0.82852906	0.83184576	0.93025136	0.918385	0.95682967	0.7959061	0.777855	0.9411885	0.86771744	0.8087998	0.8362054	0.93173397	0.79781187	0.86479294	0.8684901	0.88242286	0.57949126	0.83849543	0.91000515	0.9618026	0.8185224	0.9527393	0.8919729	0.9668829	0.8556181	0.6544852	0.8213059	0.9304717	0.92809606	0.71156156	0.8085216	0.980465	0.91600907	0.8708973	0.8123017	0.9322054	0.81583685	0.86004627	0.8441938	0.94299084	0.92219436	0.58867466	0.48220104	0.89321274	0.9175873	0.9228325	0.752219	0.9298165	0.9169369	0.79876316	0.86133766	0.8096328	0.8373434	0.8957699	0.8781588	0.8390401	0.8448331	0.85691094	0.90874785	0.8728265	0.92134976	0.81886625	0.922634	0.87015986	0.7829981	0.492481	0.9140729	0.97300506	0.8971922	0.5396263	0.7889906	0.8797646	0.89824706	0.9755111	0.7857387	0.866464	0.86840564	0.7429708	0.775473	0.8959494	0.85050017	0.8159759	0.6011881
goed/adj	0.85593444	0.88310766	0.940023	0.79741716	0.8722035	0.71905893	0.65912616	0.47627378	0.7728741	0.8423707	0.6711359	0.86242783	0.83666795	0.7997364	0.6622497	0.8837061	0.8870654	0.76315	0.867657	0.91451097	0.64137566	0.6930687	0.9624863	0.8714843	0.75340545	0.8520299	0.85570544	0.6679765	0.68503594	0.6870061	0.65568364	0.77580976	0.76734567	0.8461023	0.785955	0.83073384	0.5811043	0.8472812	0.59540266	0.7050014	0.7635762	0.88512665	0.8344563	0.8110124	0.76660645	0.6789149	0.72588336	0.7576194	0.63985574	0.8029795	0.85081935	0.90463525	0.54613787	0.745122	0.7400665	0.7215513	0.0	0.67169094	0.817555	0.5996753	0.5955137	0.5425087	0.891788	0.8927364	0.56906676	0.7865058	0.9531645	0.80416536	0.7946223	0.9454131	0.6351243	0.5672796	0.8240532	0.7357668	0.8936733	0.6960145	0.7104405	0.7460443	0.64389586	0.8650531	0.6979333	0.92926013	0.73323476	0.9378448	0.6925298	0.7720049	0.76406074	0.9077103	0.80644214	0.5509869	0.576562	0.6029345	0.53578997	0.63609505	0.58220637	0.6449158	0.5949675	0.6521964	0.7246214	0.770851	0.80886424	0.7707634	0.95187306	0.5963309	0.7886934	0.8818968	0.7278533	0.80133796	0.68991196	0.82492787	0.813709	0.7489654	0.8630712	0.93638074	0.6266339	0.65468884	0.7290477	0.7046553	0.74832046	0.93568325	0.6404346	0.7795061	0.6527813	0.8779701	0.9223438	0.7997325	0.90569556	0.94660497	0.9522611	0.70139354	0.73999465	0.70777166	0.66619235	0.8601387	0.82217383	0.7919725	0.5686228	0.88517255	0.66952085	0.854781	0.696007	0.6494061	0.453552	0.9210894	0.9040616	0.85390437	0.93297124	0.8532806	0.4877923	0.85936713	0.7607637	0.93518066	0.85150397	0.8028893	0.8549174	0.6031249	0.739686	0.6558039	0.929142	0.78664577	0.7398013	0.9667394	0.73184264	0.89491665	0.8688505	0.851311	0.54113084	0.62543035	0.78017247	0.79477227	0.7780898	0.7006659	0.69829357	0.77793837	0.82488495	0.8958853	0.58473647	0.84648997	0.61743766	0.6747894	0.72033024	0.8367646	0.663558	0.75408864	0.77170146
