	1-1_gelijkspel/noun	Afrikaan/noun	Amerikaan/noun	Angolees/adj	Congolees/adj	D66'er/noun	Irakees/noun	Republikeins/adj	Rus/noun	Somaliër/noun	aanpak/noun	aanschaf/noun	accu/noun	af/adv	agent/noun	alleen/adj	alleen/adv	allemaal/adv	allochtoon/adj	allochtoon/noun	alsnog/adv	altijd/adv	alvast/adv	amateur_club/noun	ander/adj	angst/noun	apotheek/noun	arm/adj	automobilist/noun	autoriteit/noun	baan/noun	baat/noun	bedrijf/noun	bedwing/verb	beetje/noun	begeleiding/noun	begrijp/verb	bejaardenhuis/noun	bel/verb	beleid/noun	bemiddel/verb	bepaald/adj	bereid/adj	bereidheid/noun	besmettelijk/adj	bestraling/noun	bestrijd/verb	bestuur_crisis/noun	betaalbaar/adj	betaling/noun	betwijfel/verb	bevrijd/verb	bijstand/noun	bijvoorbeeld/adv	boek_DIM/noun	boel/noun	boer/noun	bolletjesslikker/noun	bond_genoot/noun	bouw/noun	bouw/verb	bouw_op/verb	bovendien/adv	brandstof_cel/noun	broer/noun	brood_heer/noun	bruid/noun	buitenlander/noun	buitenlands/adj	buur/noun	buurland/noun	carrière/noun	chauffeur/noun	club/noun	complimenteer/verb	computer/noun	creativiteit/noun	crisis/noun	cursist/noun	daar/adv	daar/noun	dagelijks/adj	dame/noun	dan/adv	democratie/noun	designer/noun	deugdelijk/adj	dokter/noun	doorgrond/verb	dosis/noun	droog_af/verb	droog_leg/verb	drug/noun	drugsverslaafd/adj	duizenden/noun	dus/adv	echt/adj	economisch/adj	eindzege/noun	en/adv	er/noun	ervaring/noun	even/adj	extra/adj	familiaal/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gecontacteerd/verb	gedicht_DIM/noun	gedrag/noun	gehandicapt/adj	geld/noun	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	help/verb	het/noun	hier/adv	honderdduizenden/noun	hoop/verb	huis_bezitter/noun	hulp/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	instelling/noun	instrument/noun	internationaal/adj	job/noun	jong/adj	jongen/noun	jood/noun	juist/adj	juist/adv	kan/verb	kanaliseer/verb	keer/verb	kiezer/noun	kind/noun	klant/noun	kloof/noun	kneep/noun	koffie/noun	kom_voor/verb	kopman/noun	kweek_vijver/noun	lamentabele/adj	land/noun	landbouw/noun	langdurig/adj	leer/verb	leer_aan/verb	lezer/noun	lichaam/noun	lief/adj	lobby/verb	los_op/verb	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	marketing/noun	markt_economie/noun	mede/adv	mee/adv	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	middel/noun	misschien/adv	moeilijk/adj	moet/verb	natuurlijk/adj	nauwkeurig/adj	niet/adv	niets/noun	niks/adv	niks/noun	nodig/adj	om/adj	omstandigheid/noun	ondersteun/verb	onderzoek/noun	ongedierte/noun	onmiddellijk/adj	ons/noun	ontsteking/noun	ontwikkel/verb	ontwikkeling/noun	oog_arts/noun	ook/adv	op/adj	op/adv	opbouw/noun	oproep/noun	opstandeling/noun	opticien/noun	organiseer/verb	ouder/noun	overeind/adv	overkill/noun	overwinning/noun	papier/noun	particulier/adj	partner/noun	passend/adj	personeel/noun	persoon/noun	ploeg_maat/noun	president/noun	prima/adj	probeer/verb	probleem/noun	proces/noun	professional/noun	professioneel/adj	project/noun	prostitutie/noun	realiseer/verb	red/verb	refs/noun	regeringstroepen/noun	roep/verb	schets/noun	schoon/adj	schrijf_voor/verb	schuilnaam/noun	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stage/noun	stap/noun	stationeer/verb	steun/verb	stichting/noun	stimuleer/verb	straf/noun	streep/noun	strijd/noun	structureer/verb	student/noun	stuur/verb	surf/verb	systeem/noun	taak/noun	taal/noun	taal_grens/noun	tekort/noun	telefonisch/adj	tennisser/noun	terrorisme/noun	tevens/adv	therapeut/noun	tijdelijk/adj	tip/noun	toch/adv	toe/adv	tolk/noun	tracht/verb	treed_in/verb	trek_uit/verb	troost/verb	trouwens/adv	tussenstap/noun	uitbouw/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verantwoord/adj	verblijfsvergunning/noun	verdeler/noun	verplicht/verb	versterk/verb	verstoot/verb	vertaal/verb	verzet/noun	visum/noun	vlot/adj	voer_uit/verb	vooruit/adj	vooruit/adv	vraag/verb	vriend/noun	vriendin/noun	vrijwillig_organisatie/noun	vrouw/noun	vul_in/verb	want/noun	wederoptredende/adj	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wen/noun	wereld/noun	werk/noun	werkloos/adj	werknemer/noun	wetenschap/noun	wijze/noun	wil/noun	wil/verb	winst/noun	word/verb	zaak/noun	zadel/noun	zal/verb	zalf/noun	zeep/noun	zeg_toe/verb	zeker/adj	zelf/adv	zelfs/adv	zend/verb	zet_op/verb	ziek/adj	zo/adv	zoek/verb	zogezegd/adj	zolang/adv	zoon/noun	zoveel/adv	zus_DIM/noun	zwanger/adj	zwijg_dood/verb
1-1_gelijkspel/noun	0.0	0.9558292	0.9704956	0.9734744	0.978935	0.92175895	0.977392	0.9676526	0.97725236	0.9660827	0.92351085	0.9872756	0.9637071	0.9763901	0.97246104	0.9289247	0.9259107	0.8477502	0.9226922	0.933879	0.96208704	0.8955375	0.83432895	0.89590997	0.93244195	0.9761636	0.9949048	0.9006427	0.98286873	0.92622936	0.9395838	0.9249187	0.9927181	0.91641486	0.9260287	0.95908165	0.93807495	0.98614997	0.9564982	0.9538937	0.96766317	0.90876657	0.90820515	0.9051828	0.9582942	0.9654163	0.9708797	0.9849518	0.97565454	0.970635	0.91918194	0.96995056	0.97819453	0.9225639	0.9320051	0.8773109	0.9574607	0.962523	0.9356474	0.97997046	0.92751473	0.9366361	0.93293333	0.98611706	0.9472034	0.9807695	0.884272	0.9709106	0.98125976	0.7057655	0.9688554	0.95330775	0.9812157	0.8661508	0.9342519	0.93457055	0.9591153	0.988268	0.94234014	0.8904742	0.8033161	0.9740874	0.9938199	0.8890917	0.9610064	0.95848465	0.97799516	0.94272375	0.94523275	0.9099637	0.8395872	0.98815095	0.9047024	0.9750506	0.988444	0.84887433	0.8395066	0.92388374	0.94745445	0.9884918	0.9201265	0.8916065	0.9367244	0.9783803	0.89917475	0.92696977	0.8701303	0.9143453	0.95452267	0.93391097	0.92948776	0.92578447	0.96126395	0.9443563	0.94069254	0.74542177	0.9786139	0.9292561	0.96189594	0.96308935	0.9322691	0.98880625	0.68087655	0.9437443	0.84564495	0.9030992	0.95400065	0.89278245	0.81719106	0.904665	0.8442729	0.9246494	0.863803	0.98896694	0.9210888	0.9593659	0.8942642	0.9668686	0.96342236	0.964567	0.9458934	0.9818474	0.8904568	0.98277473	0.8967943	0.96458584	0.8172344	0.95082426	0.8077462	0.9088694	0.8714887	0.89809036	0.94397295	0.9507174	0.652815	0.93329704	0.9682082	0.9314907	0.9433828	0.9808186	0.8895558	0.9711931	0.9387289	0.9752167	0.84051687	0.94597745	0.8841783	0.9749202	0.9416881	0.9768841	0.9183167	0.98755634	0.9202389	0.94769377	0.8356209	0.9532361	0.9059047	0.98219335	0.91461664	0.9676571	0.9343611	0.8714364	0.9042948	0.95907503	0.9486242	0.85697514	0.8207276	0.9664713	0.8715605	0.8061235	0.8061221	0.88574624	0.9226201	0.74277705	0.8084866	0.90663624	0.8237902	0.92568636	0.9375712	0.7644925	0.95192015	0.90558237	0.92771786	0.9025756	0.8500496	0.9892459	0.9134679	0.9434368	0.9720718	0.87978524	0.968798	0.99149215	0.95488393	0.96814305	0.9630835	0.9731114	0.9210407	0.93780106	0.87867284	0.9561394	0.90745765	0.84311557	0.9909251	0.94083005	0.9400777	0.98893106	0.95419014	0.81718206	0.9915668	0.85602283	0.9240921	0.9014334	0.99010146	0.9781301	0.94438654	0.92453563	0.880617	0.9693595	0.9345597	0.9722965	0.9711	0.9576775	0.9755138	0.98421735	0.9827176	0.97042024	0.94666326	0.85865957	0.9413037	0.93261266	0.9387693	0.9619247	0.8882249	0.8644092	0.9790109	0.95397794	0.9837567	0.9454853	0.9825634	0.96167904	0.9198829	0.9043952	0.94742465	0.93509835	0.8538473	0.98999876	0.93178093	0.9480761	0.85974914	0.96183425	0.9906572	0.98033077	0.95455855	0.97845376	0.9500728	0.96491295	0.920818	0.86459327	0.990537	0.9600992	0.89104265	0.92708176	0.97195107	0.9442106	0.874339	0.9444518	0.85815996	0.87535095	0.9647469	0.95934874	0.97824615	0.9108385	0.92460763	0.8520888	0.9856841	0.69244206	0.94722897	0.95501965	0.9910563	0.9328125	0.8947291	0.8252943	0.9692719	0.9723857	0.98206705	0.8412403	0.9828809	0.7219187	0.773049	0.96532047	0.8742622	0.87656975	0.9812005	0.9776277	0.72202826	0.8918233	0.855065	0.9833898	0.9489047	0.9906521	0.88360864	0.91082656	0.8926934	0.9625325	0.93201756	0.96954393	0.9685482	0.9767729	0.92733485	0.9470768	0.95579106	0.871364	0.8430905	0.9417171	0.9046066	0.9304924	0.8426208	0.93919414	0.9399461	0.9493647	0.7842955	0.88721955	0.8947402	0.96040916	0.95370024	0.96891403	0.83871067	0.8677182	0.85904056	0.9271355	0.97179294	0.92809004	0.9760765	0.9872907	0.95258445
Afrikaan/noun	0.9558292	0.0	0.46632516	0.8470272	0.7594663	0.8929388	0.44165564	0.8592782	0.42153567	0.5048653	0.88746214	0.9195035	0.9325563	0.90644807	0.8189219	0.7311264	0.71877897	0.7865001	0.7980034	0.64855015	0.7598675	0.83931124	0.8733082	0.8440511	0.75359756	0.76615465	0.8737992	0.5847887	0.6643839	0.7411674	0.8368056	0.77729964	0.8609365	0.8731815	0.8651419	0.8437308	0.75805295	0.9367814	0.7886981	0.9161593	0.7961786	0.85406625	0.7225601	0.81906724	0.8974352	0.9223051	0.7712854	0.92407924	0.85882574	0.84485257	0.77193016	0.5825764	0.75111014	0.8054252	0.8601786	0.7760189	0.6507368	0.88444424	0.7596886	0.94789326	0.8897868	0.86374784	0.85342455	0.94843185	0.90456617	0.8379157	0.8492066	0.42828763	0.7158556	0.81080514	0.59455615	0.84430337	0.73912954	0.8400784	0.9116066	0.793761	0.8664443	0.84018505	0.7345369	0.7926953	0.8634682	0.77155685	0.7811537	0.8860134	0.7937832	0.83162147	0.9263699	0.88078254	0.76876146	0.9320207	0.86916304	0.8651653	0.8508693	0.8272545	0.45686817	0.8694862	0.8430339	0.8122422	0.8425212	0.8886389	0.8332356	0.84514385	0.9335872	0.87604445	0.8475528	0.76247096	0.67627406	0.9377225	0.86277795	0.9415409	0.9010153	0.8500982	0.843249	0.81160134	0.8387989	0.823905	0.84995604	0.9082215	0.5633297	0.6382593	0.829811	0.8257916	0.8209754	0.7522044	0.85738677	0.7972038	0.6748555	0.7220212	0.6929636	0.8799006	0.7109835	0.4782914	0.8840689	0.8772071	0.7097939	0.76008564	0.8102946	0.8420122	0.9394368	0.87021184	0.8972327	0.8796388	0.818389	0.7501873	0.7884696	0.42091292	0.8557681	0.7583576	0.80069023	0.72371006	0.82222736	0.7618173	0.74752665	0.7403603	0.83878356	0.8921317	0.86336035	0.79978323	0.8614017	0.9333032	0.87615985	0.55599254	0.89662427	0.8070632	0.8296194	0.86307967	0.743766	0.8813052	0.8187306	0.9118384	0.8514663	0.76860887	0.75764734	0.8904517	0.8321985	0.79403496	0.85724515	0.925152	0.8513799	0.8185897	0.87874424	0.87365854	0.83449924	0.772506	0.83701724	0.5857305	0.8734751	0.89667577	0.83224547	0.8357585	0.8064359	0.8434263	0.8543707	0.8731606	0.85567796	0.8356091	0.8100717	0.8562923	0.87212676	0.8219609	0.79736084	0.89697444	0.89142805	0.7834162	0.74790347	0.9697385	0.8954206	0.87805057	0.9170453	0.78849006	0.8472276	0.8119903	0.8408917	0.768476	0.7680509	0.92569256	0.8686087	0.82431984	0.81829774	0.8283655	0.9085508	0.7761447	0.86936	0.91326815	0.8894454	0.9361461	0.826018	0.8763377	0.81575334	0.8609085	0.70446634	0.852813	0.9131348	0.71213806	0.85582536	0.91675615	0.7817497	0.8592023	0.5969243	0.91726625	0.89695257	0.79199535	0.7323999	0.858276	0.9397579	0.85272896	0.6385329	0.85936534	0.89339596	0.79527134	0.8790622	0.79031956	0.88166755	0.9577793	0.8023124	0.7600018	0.9183403	0.8646628	0.9050991	0.90875304	0.872924	0.87890774	0.6784865	0.7958039	0.87293553	0.90090024	0.89863026	0.777906	0.89580995	0.9488316	0.79361445	0.8747865	0.79805064	0.9246483	0.8646708	0.77926785	0.8172382	0.84207594	0.9004558	0.7483016	0.76077896	0.91760206	0.8481686	0.83532614	0.8422114	0.9028584	0.9111736	0.8814496	0.86414313	0.68441164	0.49415672	0.9035386	0.6991652	0.7142352	0.80158347	0.90834	0.85601085	0.7190304	0.949553	0.7613097	0.7907812	0.8077942	0.84364474	0.7706457	0.6260206	0.76035434	0.8875824	0.8938863	0.83011466	0.86381924	0.8443019	0.8099767	0.8556859	0.746683	0.85077184	0.8940696	0.9684636	0.829139	0.87711793	0.7726247	0.7667552	0.7812717	0.86429423	0.8977964	0.74276066	0.876435	0.72768295	0.8145117	0.9188411	0.8888713	0.8079609	0.7853225	0.93339854	0.8501476	0.92727643	0.87456286	0.76480174	0.97511655	0.8803644	0.7923681	0.91175115	0.76808524	0.8346132	0.77589476	0.8329214	0.81138366	0.8565442	0.81496954	0.6901666	0.8599733	0.8509121	0.8176348	0.8349995	0.8241013	0.85936165
Amerikaan/noun	0.9704956	0.46632516	0.0	0.6612903	0.6146128	0.85979766	0.3753069	0.57239616	0.2669664	0.55238885	0.8301185	0.9098411	0.9806522	0.94149655	0.75032705	0.7684521	0.81496584	0.862258	0.8487084	0.76332206	0.7708316	0.79124373	0.82240564	0.94369096	0.83898616	0.6463231	0.9217381	0.67975324	0.79451686	0.5993321	0.80681074	0.8325589	0.8678183	0.82560754	0.85641766	0.9066777	0.7968323	0.94376636	0.85982656	0.8645439	0.7773454	0.9082742	0.67299974	0.66999555	0.9007614	0.9467777	0.74006647	0.9290669	0.9091496	0.8049631	0.7900948	0.5760721	0.7505943	0.874138	0.97548234	0.8761026	0.68639016	0.8724243	0.51950455	0.89683056	0.9041531	0.90342677	0.80450094	0.9318437	0.9297782	0.8078961	0.9454902	0.5287341	0.67137754	0.8479926	0.5010501	0.893168	0.7576627	0.8259642	0.9095395	0.82131577	0.85829276	0.8798205	0.86240256	0.8334642	0.92140275	0.87525994	0.87079954	0.9181723	0.74100983	0.94439936	0.96163553	0.8934932	0.76531184	0.94849575	0.8882059	0.7913189	0.9009265	0.8517333	0.58997715	0.907387	0.86107224	0.8813396	0.7689825	0.9602241	0.91150063	0.8914689	0.87201005	0.8573917	0.9129948	0.86994916	0.8079117	0.9370033	0.8009315	0.952547	0.9145253	0.9166774	0.9199375	0.90024865	0.81974006	0.87519795	0.8373848	0.8260615	0.77663225	0.73717296	0.9272719	0.90587234	0.9301236	0.8459989	0.8786187	0.8531444	0.72491527	0.74507207	0.6773956	0.938125	0.83853424	0.60395193	0.8586687	0.92478037	0.68635416	0.77352023	0.8265089	0.8550344	0.94953835	0.8786381	0.9067765	0.6966517	0.8919527	0.8353908	0.84405315	0.529195	0.89871347	0.80537885	0.85425067	0.8594534	0.8060285	0.73999614	0.874381	0.84653217	0.89635706	0.9075514	0.90629816	0.84316933	0.7524543	0.8626419	0.9712351	0.5322026	0.86810076	0.7882987	0.8886326	0.93461096	0.79479074	0.860772	0.85515743	0.767547	0.88310844	0.87335134	0.8197293	0.7974837	0.8796333	0.81255144	0.8861249	0.9461567	0.8434142	0.84089565	0.8310426	0.86148584	0.8871671	0.88572407	0.8713997	0.71191525	0.91242737	0.8568931	0.8430604	0.9006412	0.8011334	0.7953635	0.9317593	0.89894426	0.8869936	0.9014864	0.8945198	0.818483	0.8592255	0.87449956	0.78169006	0.89658254	0.8248193	0.7749652	0.70084727	0.95889324	0.9463129	0.9210953	0.94249976	0.83343244	0.88201714	0.89530545	0.8873013	0.75899035	0.53215694	0.96050626	0.9329611	0.8712399	0.7846792	0.9041208	0.76072705	0.87611204	0.8618696	0.82067984	0.9201264	0.8781167	0.816576	0.81986797	0.6006092	0.9065964	0.72414577	0.91202015	0.84364635	0.82684535	0.8461875	0.86781764	0.8576753	0.90705484	0.7892034	0.94271755	0.65421873	0.8036276	0.89272404	0.9124687	0.9638834	0.83113426	0.6999388	0.832407	0.9301694	0.87511	0.8695846	0.7802516	0.94914407	0.91908157	0.7326186	0.56025445	0.82248557	0.9094349	0.9224808	0.8536396	0.5881567	0.8664717	0.8112369	0.8053316	0.87636924	0.9221922	0.85319644	0.8297607	0.85578734	0.89863753	0.8188959	0.84419316	0.5470866	0.8138773	0.89245343	0.76533544	0.911016	0.8860407	0.9512795	0.7938671	0.76526034	0.9371984	0.8558105	0.88271534	0.82286817	0.94618726	0.9501531	0.8884328	0.91919863	0.74027324	0.69111675	0.9029295	0.86623055	0.80356187	0.7756531	0.92392147	0.92512125	0.72967625	0.9756033	0.8602197	0.7593092	0.8641323	0.8707664	0.4852361	0.6454036	0.87074375	0.8784391	0.9371449	0.85454094	0.86137664	0.8233158	0.90666306	0.9298177	0.86284155	0.89773864	0.8933597	0.9405756	0.9002584	0.9170384	0.7841148	0.8095701	0.8240981	0.867623	0.9352911	0.7641486	0.9045403	0.7693792	0.84597063	0.9018277	0.877229	0.83118176	0.74364847	0.96235394	0.77062273	0.93074256	0.7572968	0.65086234	0.9606952	0.92743576	0.66495496	0.7365983	0.7555306	0.7666321	0.8354141	0.8767303	0.9122251	0.8679072	0.83893675	0.80488634	0.8092743	0.89418536	0.7854731	0.8944229	0.9161288	0.8859567
Angolees/adj	0.9734744	0.8470272	0.6612903	0.0	0.2496388	0.88042486	0.7346257	0.7224993	0.7531495	0.86658216	0.8658075	0.8671173	0.9316777	0.9498336	0.79773974	0.8542348	0.91303706	0.9407285	0.84162575	0.8430028	0.91354036	0.9209471	0.9074791	0.94836634	0.88653594	0.92117363	0.89441687	0.7673981	0.89233816	0.588626	0.85438436	0.88950026	0.88907284	0.85494685	0.97425294	0.8651819	0.9394111	0.8963283	0.80200225	0.842736	0.7773412	0.89546776	0.78794557	0.7617271	0.8857607	0.9250239	0.71432245	0.97852683	0.9153882	0.79614264	0.90591335	0.7029569	0.7317575	0.82858545	0.9313717	0.93009883	0.7735563	0.85873127	0.48022658	0.8352829	0.94575334	0.9273809	0.8410641	0.9959599	0.8682194	0.9255891	0.89303684	0.8578518	0.7147561	0.8843673	0.6597698	0.88012916	0.80927104	0.94009185	0.8510362	0.8821218	0.950251	0.80326194	0.9151709	0.91725314	0.98825777	0.8473506	0.9364007	0.9422682	0.83428514	0.9305668	0.90862423	0.87300557	0.9027013	0.9485241	0.9296396	0.8956712	0.799818	0.8735689	0.7736792	0.96013635	0.9632632	0.8204802	0.92318666	0.95950466	0.9810154	0.9391255	0.9551904	0.84492594	0.9292828	0.862006	0.7859511	0.95775735	0.6549746	0.96586025	0.9113537	0.9059143	0.9082592	0.77754056	0.86923	0.89735883	0.8679752	0.8716866	0.86160576	0.8233436	0.9164405	0.79766434	0.87091786	0.87038004	0.94039863	0.9309826	0.8099669	0.7610706	0.76440775	0.95226276	0.9384949	0.7558807	0.93394196	0.89058477	0.67650616	0.69447756	0.9040595	0.9104433	0.9705779	0.79954064	0.9279286	0.6916804	0.90414643	0.8807377	0.79136825	0.8129778	0.9481781	0.88852155	0.9088337	0.88748306	0.9193234	0.8543104	0.8499837	0.85351336	0.9374835	0.9533756	0.8389333	0.87222296	0.9552114	0.99216086	0.9431486	0.710535	0.864753	0.8443712	0.9400414	0.9313611	0.9042275	0.78968596	0.90854156	0.8534185	0.8781411	0.8995866	0.972967	0.83127534	0.92922944	0.8200851	0.93083465	0.9433133	0.8892196	0.8185111	0.82620716	0.897568	0.9117646	0.7482642	0.89210474	0.8428119	0.9684855	0.8467412	0.95098984	0.9165722	0.89137197	0.9217521	0.96075094	0.9643614	0.925684	0.9691717	0.947524	0.82901835	0.9447884	0.92483914	0.74506736	0.8621092	0.86576915	0.83799654	0.8854127	0.92536354	0.9405864	0.8922611	0.89928144	0.93418765	0.89868927	0.9609447	0.8897444	0.6728551	0.42459506	0.92484844	0.8461565	0.8258602	0.84018654	0.8898216	0.8913975	0.9314841	0.8442645	0.81713516	0.9152667	0.87895346	0.89387697	0.89756376	0.49221402	0.93227565	0.83457017	0.91206837	0.87588656	0.8970652	0.8500106	0.79696095	0.8570502	0.9569054	0.90306014	0.8902663	0.42130345	0.82301074	0.97352093	0.928269	0.964593	0.786724	0.7794922	0.93485934	0.8047155	0.8915269	0.87078756	0.8390386	0.90424913	0.9383911	0.6662495	0.55198145	0.78992987	0.87110484	0.86044574	0.83830047	0.5462724	0.85442173	0.8469027	0.70281684	0.9181303	0.84605664	0.85445184	0.90194285	0.908045	0.8225273	0.8523576	0.96019286	0.68441665	0.8796692	0.84281695	0.8663679	0.90051186	0.9761726	0.9518407	0.6786103	0.8563026	0.90222794	0.84703755	0.86124825	0.9671488	0.9145566	0.9014621	0.9555344	0.8286056	0.8755982	0.8985098	0.9326784	0.8941796	0.92491114	0.80143774	0.95604885	0.8922922	0.8323223	0.95836526	0.8754231	0.7428099	0.8998097	0.83163977	0.5226328	0.86539084	0.9554104	0.7186506	0.88719475	0.90373343	0.7871622	0.7825909	0.7880707	0.9374181	0.7660303	0.8910022	0.95593166	0.9336317	0.8226573	0.95992005	0.91034913	0.9294379	0.8793912	0.97654563	0.95215243	0.8654579	0.90957004	0.822605	0.8549863	0.8851234	0.9091552	0.87017626	0.8601796	0.9850103	0.855639	0.9072306	0.85869193	0.79318535	0.94357634	0.92783856	0.7139504	0.89528245	0.88497746	0.879791	0.761322	0.6756633	0.8251529	0.9808525	0.82733744	0.7120929	0.87134624	0.7902212	0.9282342	0.879802	0.818099	0.81204045
Congolees/adj	0.978935	0.7594663	0.6146128	0.2496388	0.0	0.88754505	0.6735537	0.66696626	0.69734395	0.86269456	0.84624577	0.8956374	0.98247224	0.9595558	0.8119209	0.8298017	0.8659085	0.9621104	0.8855004	0.89637226	0.91204166	0.9211682	0.88474476	0.8644643	0.824358	0.88645226	0.9201512	0.8016808	0.91443723	0.5489049	0.91818917	0.93515617	0.86755747	0.88164747	0.9593751	0.8913842	0.9563759	0.95185745	0.8333023	0.80084443	0.80883867	0.95086795	0.7690284	0.73460835	0.9071348	0.91074455	0.64257896	0.95913213	0.9299926	0.85095865	0.91258717	0.6978808	0.78339845	0.8680427	0.96299815	0.90303296	0.73817205	0.88889134	0.39646292	0.87044084	0.9561753	0.89372957	0.78600836	0.990131	0.836103	0.825168	0.86847365	0.8652847	0.6929476	0.82737887	0.60037947	0.93008196	0.86809456	0.8856365	0.8667563	0.9053756	0.9532386	0.78596836	0.8989204	0.8865197	0.9884824	0.8740077	0.9037078	0.9719482	0.79683954	0.9258182	0.91427255	0.8818919	0.9140737	0.9514104	0.9440797	0.90104604	0.8659744	0.9055564	0.7858522	0.974424	0.9505507	0.8557339	0.9345229	0.94075716	0.966523	0.91514534	0.96602106	0.9048212	0.9273645	0.86488473	0.8209229	0.96944875	0.6859964	0.9269711	0.87748504	0.8855071	0.9083955	0.8345096	0.90828246	0.9591862	0.86211807	0.8503604	0.84220266	0.8131661	0.92496276	0.8622121	0.9145857	0.8650754	0.92486817	0.9502574	0.79759836	0.7752262	0.7821135	0.98462147	0.9158453	0.7847321	0.92782855	0.93975306	0.6943398	0.7130736	0.93268085	0.9059823	0.950579	0.8491558	0.9353362	0.6813531	0.93834007	0.8648448	0.8363698	0.80541813	0.92431414	0.87382966	0.8979571	0.8703334	0.91415554	0.83099604	0.8761849	0.89571476	0.94565654	0.9042797	0.8535497	0.86611235	0.9375007	0.90311164	0.92192423	0.6750881	0.8608006	0.8946882	0.94621336	0.9514914	0.8937486	0.82782143	0.9302436	0.8647082	0.8987004	0.8669878	0.9208806	0.8484269	0.9232257	0.8755232	0.91166127	0.9430964	0.8424816	0.86049473	0.8378239	0.88574266	0.9341035	0.8373341	0.8888262	0.83529514	0.95450646	0.8165711	0.9578714	0.9590229	0.88500106	0.9087674	0.95308226	0.9705655	0.95638424	0.9771739	0.9651334	0.8871241	0.95169914	0.93254864	0.744506	0.8703212	0.7642081	0.7950046	0.8434963	0.9534705	0.9387596	0.9057128	0.8945284	0.91014236	0.92703265	0.953331	0.86776954	0.6271455	0.35793585	0.89774215	0.8455441	0.85615784	0.87215114	0.9606039	0.8519557	0.9484736	0.86325794	0.8158946	0.9371655	0.9245997	0.8841444	0.9085026	0.4002772	0.92908365	0.81343675	0.92568845	0.92355114	0.8704301	0.88599706	0.8243977	0.88042885	0.95452297	0.8979776	0.9331307	0.4054299	0.8461056	0.9606769	0.9667858	0.96675164	0.83034927	0.81345314	0.9255008	0.88784426	0.9225104	0.86914563	0.78088397	0.82212293	0.9377082	0.6278676	0.4741298	0.8552719	0.90773445	0.86765695	0.86650026	0.47271842	0.8950292	0.8111643	0.6581973	0.9362319	0.8919347	0.88677144	0.9318666	0.9163741	0.87751776	0.8211498	0.9670553	0.68977666	0.8278409	0.91093373	0.90024894	0.8362018	0.98960155	0.9428109	0.7603245	0.8024605	0.9181031	0.87771475	0.8596485	0.9354322	0.95020986	0.89226854	0.93660843	0.8447723	0.80594194	0.8174589	0.95965046	0.8988226	0.928407	0.8216475	0.94816697	0.9127519	0.8697305	0.91641605	0.88414925	0.71643674	0.8862504	0.92258036	0.48917842	0.80883324	0.966874	0.76921475	0.9577032	0.90641004	0.8416283	0.7818249	0.85856557	0.89946175	0.8205116	0.89822304	0.9681738	0.9350574	0.79533064	0.9770303	0.88168055	0.93514323	0.87759995	0.9766818	0.94158584	0.858725	0.92600095	0.8588982	0.9125136	0.91517776	0.9190851	0.8312224	0.8570665	0.9776745	0.83647215	0.9019014	0.8433286	0.79604334	0.94094956	0.9223665	0.70909125	0.87085164	0.86649	0.89089006	0.7077557	0.7112086	0.8943661	0.9757253	0.8594416	0.8082236	0.8868518	0.7612922	0.9124719	0.89158046	0.8760509	0.8776494
