	1-1_gelijkspel/noun	Amerikaan/noun	Republikeins/adj	aanpak/noun	af/adv	alleen/adj	alleen/adv	allemaal/adv	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	dan/adv	designer/noun	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	en/adv	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	het/noun	hier/adv	huis_bezitter/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	om/adj	ondersteun/verb	onmiddellijk/adj	ons/noun	oog_arts/noun	ook/adv	op/adj	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wereld/noun	werk/noun	werknemer/noun	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zo/adv	zoek/verb	zogezegd/adj
meen/verb	0.9788049	0.87253416	0.93098855	0.78922	0.89804435	0.898451	0.86099184	0.88224286	0.7993631	0.92025805	0.89321923	0.8785103	0.91220987	0.9495856	0.74198425	0.96116704	0.9217038	0.9045615	0.88382053	0.94098496	0.870963	0.7842633	0.78724694	0.9232141	0.917604	0.84640414	0.8863872	0.8627422	0.9383437	0.789521	0.92803574	0.95240945	0.94888616	0.9734405	0.9696369	0.90934104	0.91009533	0.88636786	0.8064273	0.8324394	0.9098439	0.78135866	0.8899468	0.9150236	0.8893441	0.91040516	0.976292	0.8747511	0.8138702	0.88933533	0.96993786	0.93860865	0.91502666	0.911809	0.96113706	0.8947274	0.9313877	0.80534935	0.90250504	0.7073034	0.8036126	0.91993046	0.99907225	0.92737603	0.83456314	0.8826324	0.9525448	0.92146766	0.86926085	0.9194255	0.8418778	0.9354104	0.9368712	0.90978146	0.9396628	0.85379434	0.98213613	0.95231336	0.8848182	0.9696077	0.9274912	0.7882565	0.848098	0.9056133	0.8554715	0.0	0.875038	0.90152824	0.75536513	0.9535485	0.9313378	0.8372943	0.9133434	0.86420625	0.8868704	0.8022716	0.87444454	0.8801723	0.8900466	0.8501359	0.8249029	0.85558116	0.947759	0.8375374	0.85262287	0.97058266	0.8415309	0.88168675	0.98525906	0.8833217	0.827285	0.91962886	0.9250212	0.82945186	0.7732381	0.82811874	0.86356914	0.94916135	0.8253457	0.8575099	0.897533	0.8476542	0.8520719	0.8338014	0.9341593	0.83318245	0.70671827	0.8430027	0.84331465	0.9564613	0.86600137	0.8898371	0.97606736	0.9300274	0.9430247	0.8610988	0.8697243	0.89294946	0.858161	0.96858484	0.85762715	0.98369795	0.8364691	0.7672998	0.9137793	0.9578741	0.95740575	0.8625244	0.92078245	0.87619144	0.810879	0.96456116	0.9582258	0.88765484	0.85448503	0.9323441	0.92939675	0.9096407	0.8725686	0.8925996	0.9041756	0.86951673	0.8799709	0.8571842	0.91524893	0.8752646	0.8846217	0.9021169	0.8609969	0.91935754	0.8534223	0.88003266	0.68949825	0.9409738	0.81207937	0.9142402	0.86511743	0.97977406	0.82611704	0.753055	0.8668741	0.8473389	0.9525985	0.78941613	0.94014597
meer/adv	0.9990743	0.9292164	0.98216873	0.9439372	0.90504783	0.8587476	0.8099865	0.8515466	0.88854796	0.9558527	0.8540162	0.93732697	0.9253202	0.9771877	0.8851384	0.9978456	0.96914256	0.9468129	0.9382506	0.95149994	0.9170263	0.85964453	0.8993308	0.95996577	0.9282015	0.90351653	0.9697784	0.89774734	0.9484368	0.8937212	0.9239452	0.9542474	0.97296166	1.0	0.98661804	0.9342583	0.87992394	0.8753462	0.8837929	0.85964227	0.92683315	0.88997006	0.9310802	0.90172905	0.8974513	0.93804735	0.99299043	0.8838594	0.85958827	0.94874805	0.9993047	0.97175485	0.93576586	0.9225543	0.9932289	0.9531786	0.8626165	0.8295728	0.9880892	0.81795037	0.92206997	0.8860965	1.0	0.98285437	0.89178586	0.8787442	0.9639562	0.9457325	0.896316	0.95410854	0.917545	0.92897886	0.93579084	0.8588125	0.95788103	0.8936577	0.9827813	0.9608491	0.9024325	0.97503954	0.93970615	0.9203739	0.8443428	0.9598086	0.88128334	0.875038	0.0	0.9306362	0.9278289	0.9705674	0.9611923	0.8246693	0.9312779	0.87114716	0.90294737	0.8683436	0.9351666	0.9067307	0.9565233	0.9545955	0.89432937	0.919116	0.9814851	0.8077686	0.8498423	0.9507025	0.89679086	0.9088145	0.9855664	0.92648125	0.85634774	0.98303246	0.9601274	0.9464074	0.8578992	0.91114867	0.9145635	0.9722639	0.8738724	0.934625	0.8929978	0.92029196	0.897857	0.95615613	0.9544927	0.8551501	0.9077961	0.94608676	0.8974706	0.98887694	0.911691	0.9180693	0.99888647	0.9717	0.96768737	0.90345967	0.8873621	0.9143251	0.9220843	0.98804975	0.8358158	0.99034363	0.87165546	0.8956707	0.9705947	0.9910184	0.9782303	0.95338815	0.8547877	0.9172047	0.86153775	0.9646703	0.991676	0.90450984	0.9640055	0.94379663	0.9755269	0.9764646	0.9406876	0.9535755	0.9752836	0.9547324	0.81418526	0.96445245	0.9104139	0.8830027	0.9093548	0.903518	0.8912121	0.9113494	0.9076866	0.9635004	0.8513669	0.93450665	0.8957833	0.945638	0.9056979	0.9494168	0.87665373	0.8330642	0.8430941	0.8848423	0.9692139	0.8468072	0.95704037
meisje/noun	0.9985967	0.893929	0.9683535	0.9392228	0.9178876	0.9045937	0.9264444	0.8912857	0.92097926	0.9618371	0.9200332	0.90603757	0.92528766	0.92156947	0.90815616	0.99739003	0.8865634	0.9612752	0.90919554	0.93429774	0.9256944	0.9244778	0.83342814	0.9517587	0.8742684	0.8864822	0.85587204	0.8663635	0.97890127	0.9490708	0.9481288	0.98865646	0.9323448	0.99105936	0.9712524	0.9357599	0.92849374	0.91184527	0.95239794	0.88490677	0.9323685	0.84334266	0.88712376	0.8543887	0.94814587	0.91071916	0.9225483	0.94310707	0.8864167	0.9219301	0.9665631	0.9409042	0.92507064	0.97369313	0.97828084	0.93139184	0.9467905	0.8893813	0.9715214	0.8974114	0.93567437	0.8922305	0.99275935	0.9707778	0.9053896	0.9466283	0.9706794	0.9598645	0.5012878	0.9401718	0.91531944	0.9650995	0.73486316	0.9424614	0.9196382	0.89910173	0.9846181	0.96596634	0.90815383	0.93926615	0.9029601	0.9313205	0.8986726	0.7806873	0.9192278	0.90152824	0.9306362	0.0	0.9483312	0.95570254	0.9711763	0.92114896	0.9690758	0.8969321	0.9713115	0.94398487	0.91721463	0.9295581	0.92099357	0.946407	0.91417855	0.9288677	0.9572142	0.9433587	0.87371016	0.98146784	0.85758877	0.7084243	0.9727056	0.8839103	0.9233441	0.9441762	0.9130036	0.9425095	0.8485446	0.9434125	0.9392868	0.97278214	0.87042826	0.75818837	0.9356922	0.93013316	0.91137826	0.9363364	0.94329894	0.9100227	0.9230151	0.8890085	0.9163205	0.99375784	0.9691484	0.8823473	0.98596424	0.94496995	0.9505016	0.9394904	0.9306283	0.9435067	0.93798894	0.9855504	0.89143705	0.99477696	0.8853448	0.7752365	0.9344381	0.94356185	0.9589662	0.91363525	0.9324429	0.95212674	0.9365024	0.96111333	0.9946668	0.9232601	0.92580867	0.8740861	0.96228737	0.9623036	0.7213959	0.92963	0.9687911	0.8875416	0.9431858	0.95908546	0.8788619	0.873286	0.94801164	0.91268456	0.93274426	0.93252796	0.9012963	0.95308733	0.956232	0.8834432	0.91970146	0.9680718	0.97072494	0.98833555	0.92987746	0.91727597	0.89387447	0.91905147	0.9289954	0.87267417	0.9691174
meneer/noun	0.9811286	0.8884911	0.9519035	0.89501613	0.93295395	0.9179371	0.9049393	0.91619724	0.90247536	0.96411747	0.9458451	0.94509995	0.9281731	0.9426575	0.8612812	0.9369574	0.9583093	0.92669386	0.91969854	0.93655026	0.8989958	0.8928926	0.83144104	0.9609561	0.8983109	0.87937635	0.90779656	0.90647334	0.9568386	0.89820254	0.9639935	0.89987904	0.96475476	0.96956503	0.95645314	0.95172423	0.9108592	0.93879116	0.88022006	0.90648144	0.93961453	0.83481705	0.94619334	0.9529459	0.9195101	0.9504539	0.9753575	0.95011234	0.8900555	0.91461515	0.9665627	0.94319344	0.93696153	0.9654605	0.99415654	0.94021904	0.96271527	0.8702069	0.9630409	0.82198876	0.90625507	0.95697176	0.99236727	0.9670294	0.8603647	0.88142425	0.9821438	0.9439131	0.92687595	0.92447746	0.9327967	0.9594997	0.9701738	0.9157431	0.9781058	0.9282978	0.9964017	0.9457355	0.9106032	0.9480865	0.95583016	0.88070154	0.90245754	0.90676063	0.95862395	0.75536513	0.9278289	0.9483312	0.0	0.95696676	0.9265928	0.92756534	0.960077	0.88586533	0.9197978	0.8750123	0.91452616	0.95547926	0.9024345	0.9032392	0.8942171	0.8883683	0.9743991	0.9173377	0.9084871	0.9691924	0.9026307	0.9384835	0.99737155	0.9208437	0.91106296	0.95273703	0.93520546	0.9014514	0.8702058	0.913121	0.91521114	0.9493914	0.9082169	0.91570246	0.9336781	0.9348798	0.91962147	0.9014937	0.94487864	0.90306455	0.8744303	0.9144359	0.9093162	0.98756176	0.9175254	0.9281866	0.95383036	0.9837669	0.95087	0.9112399	0.9022882	0.92898	0.9276798	0.9347303	0.91116166	0.971835	0.9089961	0.8298702	0.9549412	0.95893717	0.9907144	0.94012356	0.9704096	0.93006617	0.9230795	0.9707724	0.9549658	0.8697506	0.8952717	0.95078194	0.9721749	0.9316044	0.90719604	0.9441253	0.92739487	0.88269234	0.9444362	0.9162713	0.96833223	0.931913	0.9191668	0.9514225	0.89803207	0.9363825	0.891896	0.93017703	0.8703766	0.93148273	0.8835895	0.9508127	0.9020823	0.96896374	0.9056339	0.81863755	0.89880705	0.91726786	0.96749854	0.89788926	0.9436898
mens/noun	1.0	0.85390913	0.9369861	0.9665616	0.97817296	0.97264785	0.9300304	0.92607516	0.89219433	0.96874666	0.95751613	0.8416426	0.24791265	0.94826883	0.96255296	0.9966206	0.94752127	0.9764736	0.7595687	0.7623802	0.87616014	0.8381979	0.9781045	0.96520126	0.9605885	0.9606163	0.7862444	0.93615663	0.9914209	0.9045972	0.9753668	0.9669038	0.84691906	0.9951467	0.8884358	0.88122433	0.87351704	0.9555937	0.88155895	0.96101207	0.44018525	0.9370513	0.8789663	0.74552816	0.87897414	0.93657553	0.9982466	0.8798579	0.947433	0.84625494	0.9139901	0.83541447	0.89704865	0.87020564	0.97393674	0.96914434	0.9591042	0.9435807	0.9719328	0.92871493	0.958452	0.8918405	0.95665514	0.9169856	0.95197	0.9675951	0.84060836	0.410114	0.95083314	0.6514318	0.86475724	0.96378106	0.7108685	0.5414772	0.9811067	0.90724933	0.9969814	0.98324805	0.7853161	0.76437795	0.5923321	0.89164555	0.93503386	0.7473469	0.9367282	0.9535485	0.9705674	0.95570254	0.95696676	0.0	0.9912451	0.94760966	0.86350065	0.94350445	0.98128045	0.9675637	0.9660728	0.66799724	0.93719494	0.89667934	0.9446287	0.9109522	0.9502561	0.9682924	0.904004	0.9363639	0.95129484	0.86309683	0.9882828	0.9437723	0.92044383	0.9785517	0.3594426	0.9744627	0.949815	0.9618988	0.96917355	0.9559294	0.9112024	0.7310332	0.9275667	0.7832715	0.954308	0.88903517	0.89355516	0.9747283	0.93491864	0.91172004	0.93192834	1.0	0.91126597	0.9467489	0.9321007	0.67382956	0.96222645	0.7867396	0.9565435	0.96868855	0.9685294	0.9926609	0.940815	0.9998756	0.96820456	0.98380727	0.9727999	0.7371261	0.9862879	0.80064833	0.9687846	0.92533314	0.94758207	0.7957418	0.97299176	0.950371	0.96194106	0.94344497	0.9929339	0.9474382	0.9217423	0.8138717	0.98234254	0.92682755	0.97049063	0.97379565	0.9211272	0.89767426	0.97959673	0.87748325	0.867018	0.22082824	0.9538646	0.9610569	0.9660521	0.91977435	0.92836803	0.96552956	0.81288546	0.9631037	0.6998707	0.960871	0.89915156	0.9399227	0.9929744	0.8612485	0.9408033
mentaliteit/noun	0.99035597	0.92172045	0.9563911	0.95623803	0.96050227	0.9548428	0.94381744	0.93884265	0.9519514	0.981182	0.9268979	0.9167249	0.9827067	0.9839389	0.9286924	0.97038686	0.90332335	0.9779162	0.94320554	0.982889	0.97413784	0.9652059	0.9302361	0.97758293	0.9187696	0.91097134	0.97475666	0.9056944	0.9759281	0.9531128	0.98767644	0.9329091	0.98500437	0.97964436	0.96819675	0.91235155	0.9893751	0.9574175	0.9776847	0.9561657	0.9863628	0.92184347	0.9592539	0.97569406	0.97107184	0.96460617	0.9808837	0.99130553	0.9244764	0.94711834	0.9721943	0.9558119	0.9705694	0.96927536	0.98098004	0.9478074	0.97563946	0.9250717	0.916232	0.9349301	0.9127962	0.9260816	0.99491054	0.9331226	0.9725557	0.9404531	0.9881939	0.9875719	0.95985246	0.9654133	0.9854078	0.97333115	0.9611309	0.959268	0.9632646	0.96871835	0.97594625	0.9844529	0.9597653	0.94894624	0.98336774	0.97305626	0.93038815	0.9703867	0.94140995	0.9313378	0.9611923	0.9711763	0.9265928	0.9912451	0.0	0.9443188	0.978165	0.93463767	0.9760526	0.9368987	0.9468145	0.96007013	0.9872854	0.9588971	0.9732197	0.9341155	0.9975698	0.96319354	0.92970157	0.97219807	0.9440817	0.9602862	0.93698245	0.95119905	0.9510689	0.95190835	0.98349345	0.97260493	0.95062464	0.9537926	0.95089984	0.9618719	0.91986567	0.9413591	0.9773092	0.95446616	0.9474997	0.9605849	0.9839262	0.9453069	0.9420603	0.9602399	0.9278432	0.9616267	0.947169	0.974333	0.98776174	0.982083	0.99594456	0.96962726	0.9543172	0.9489053	0.9196245	0.9550792	0.94003975	0.9934764	0.9591644	0.9302926	0.9562019	0.97876775	0.9351968	0.9642556	0.9304404	0.96064746	0.9676806	0.97823167	0.9878958	0.95809805	0.92815495	0.96276164	0.9846479	0.97279274	0.96014607	0.98185897	0.97709066	0.9600485	0.92751247	0.90165305	0.94000286	0.95263517	0.977993	0.9203856	0.9459799	0.9764745	0.9557931	0.9425629	0.96739155	0.9654575	0.97722983	0.9254087	0.97963583	0.98886424	0.9468741	0.93349063	0.9500431	0.9564361	0.97897625	0.9589749	0.91895944
misschien/adv	0.9878156	0.89788777	0.98277026	0.8579656	0.89846367	0.8500719	0.8490759	0.77491313	0.8913926	0.98278904	0.8633444	0.9162212	0.9275614	0.9520425	0.8475584	0.99172825	0.9216842	0.952211	0.9393268	0.94292116	0.8895908	0.8558924	0.8770782	0.9712017	0.93891454	0.86486727	0.9710158	0.90180933	0.9608277	0.8718954	0.7850206	0.98466754	0.9892064	0.9702761	0.95481855	0.88214594	0.83824235	0.8768843	0.7753857	0.8292992	0.9276581	0.8614447	0.93677264	0.90041715	0.9555867	0.9396132	1.0	0.92459494	0.8265678	0.95875454	0.9954587	0.9891397	0.89916027	0.96193373	0.9766318	0.9034468	0.86388487	0.8137553	0.97268134	0.8760129	0.7940704	0.83388305	1.0	0.98144555	0.8624046	0.8967544	0.96729684	0.9390089	0.88628244	0.94928354	0.90358645	0.87166816	0.9212824	0.93848175	0.9464771	0.8762484	0.999327	0.98561513	0.91376317	0.9674809	0.8776526	0.93600327	0.8109673	0.9274964	0.88363826	0.8372943	0.8246693	0.92114896	0.92756534	0.94760966	0.9443188	0.0	0.8880665	0.82994694	0.83142436	0.85248506	0.8831349	0.8947647	0.92920095	0.95440197	0.8953906	0.88331103	0.99533415	0.84515053	0.8103861	0.9664874	0.900604	0.89035726	1.0	0.8808996	0.90937483	0.9403656	0.92828774	0.920361	0.7994733	0.89752275	0.9244821	0.96723604	0.87834704	0.9239759	0.8781152	0.91675246	0.8215581	0.9283095	0.96657896	0.90200126	0.9076961	0.9197805	0.87508005	0.96470934	0.8671098	0.9272873	0.99161655	0.95434874	0.9657401	0.91562366	0.74223316	0.85216343	0.93509066	0.97677135	0.89090997	0.99019575	0.87997085	0.8716276	0.954838	0.99468076	0.9864782	0.92240095	0.84837157	0.92186487	0.87595606	0.96953964	0.9799222	0.8905206	0.9365249	0.94001085	0.9764882	0.9162646	0.91736996	0.9578943	0.9404565	0.9445515	0.81411403	0.952735	0.89409924	0.8923744	0.82074153	0.88660055	0.8910216	0.93202186	0.8748082	0.8889485	0.87688065	0.9274754	0.91718847	0.98466396	0.79800576	0.9492649	0.8255636	0.81887114	0.8113468	0.9015391	0.9468956	0.85268134	0.96381086
moet/verb	0.98141134	0.9659666	0.98659384	0.9677053	0.9748521	0.9050405	0.8587997	0.85420644	0.9085033	0.98226637	0.9524599	0.9189658	0.8270347	0.9873998	0.8802651	0.9575618	0.9707171	0.9569402	0.8949827	0.881014	0.9284975	0.83134055	0.9793695	0.984205	0.9619089	0.95245135	0.96659315	0.93754303	0.9577794	0.89155006	0.6908319	0.96984553	0.9594939	0.9784373	0.9801866	0.9274256	0.8090829	0.9687715	0.8737693	0.9420771	0.80641305	0.9804355	0.9654797	0.93965864	0.9065263	0.9452229	1.0	0.84011996	0.9188302	0.9014707	0.9811692	0.9623756	0.8988052	0.84814525	0.97683686	0.9629537	0.90790457	0.8319839	0.979513	0.8546679	0.9156079	0.9270941	0.9534823	0.9903423	0.9370795	0.96823394	0.9563656	0.8718144	0.9658462	0.950316	0.9335188	0.68495166	0.9326365	0.89450705	0.9677256	0.934124	0.98792326	0.98710203	0.962315	0.9513983	0.8708575	0.7947747	0.70436937	0.94808984	0.92908144	0.9133434	0.9312779	0.9690758	0.960077	0.86350065	0.978165	0.8880665	0.0	0.91326165	0.8522104	0.9238159	0.9104561	0.80051595	0.97049475	0.9185076	0.9424985	0.8999133	0.99332577	0.9159653	0.84563637	0.93629545	0.8609813	0.9357164	1.0	0.9557771	0.89932686	0.955891	0.9216154	0.9722528	0.91961116	0.89265335	0.9320929	0.98985153	0.93122816	0.9440752	0.9206772	0.89337325	0.92266697	0.9766861	0.98334223	0.9161312	0.9133723	0.89296967	0.9479547	0.98817414	0.8773967	0.953776	0.98649514	0.83022326	0.98843056	0.8814683	0.89333075	0.94944173	0.9386632	0.9461032	0.9302317	0.94747686	0.95171297	0.9625992	0.9787455	0.9616913	0.9987053	0.8979055	0.90869176	0.9451361	0.8704755	0.9261933	0.9886452	0.94956297	0.9452173	0.9725472	0.98257565	0.91838974	0.96391416	0.8702835	0.9961163	0.9657487	0.8616758	0.947203	0.9355818	0.92912245	0.8875413	0.9243704	0.90148795	0.84267676	0.95255095	0.92356396	0.64016956	0.84404886	0.93144274	0.9704624	0.47042608	0.98408467	0.7947607	0.9204501	0.8403741	0.93890816	0.979203	0.91193825	0.9660076
natuurlijk/adj	1.0	0.88761294	0.9714475	0.9343436	0.8748524	0.8529302	0.83513767	0.81906855	0.9000867	0.9768894	0.8797479	0.92238855	0.92330223	0.9384827	0.8349152	0.9957975	0.95095325	0.9217787	0.93825847	0.9347081	0.9093495	0.85342634	0.8998295	0.9650928	0.94402164	0.8882233	0.94461846	0.8899946	0.97462744	0.8758414	0.83499116	0.95335627	0.98443305	0.99398917	0.9856848	0.93852067	0.78377175	0.8335696	0.9078774	0.8278805	0.9096085	0.8746663	0.948639	0.9023497	0.9418183	0.9311158	0.95478857	0.9111807	0.8283084	0.9677262	0.98038065	0.96250147	0.90857536	0.9699285	0.9848747	0.9174502	0.831192	0.8207754	0.97192293	0.86213434	0.8682709	0.8281156	1.0	0.9838976	0.8522997	0.8967346	0.9776417	0.9441899	0.8881469	0.94920576	0.8840583	0.89664614	0.9097519	0.9148586	0.9621233	0.9081981	0.9679627	0.9934028	0.8818356	0.95984024	0.8803165	0.9171627	0.8537281	0.9228802	0.8933543	0.86420625	0.87114716	0.8969321	0.88586533	0.94350445	0.93463767	0.82994694	0.91326165	0.0	0.8606534	0.83281493	0.8863869	0.8870733	0.91234547	0.9367046	0.8513243	0.8641036	1.0	0.84995556	0.8472354	0.9672166	0.88745356	0.9158978	1.0	0.91456145	0.9073407	0.9768604	0.9249296	0.9331315	0.852539	0.92930496	0.9345082	0.9478056	0.88006675	0.91167235	0.87690294	0.9344287	0.8300026	0.93724084	0.96223754	0.8855588	0.89132434	0.94210434	0.9218503	0.9867359	0.91821074	0.8817006	0.98590505	0.9625746	0.99522007	0.86345994	0.79464227	0.8895726	0.9265163	0.97537315	0.8678403	1.0	0.86848485	0.8583496	0.95447886	0.99670225	0.98718977	0.9313682	0.8962751	0.9144102	0.8936652	1.0	1.0	0.91426784	0.95213675	0.92800033	0.98681486	0.9428655	0.89886975	0.9496093	0.93852603	0.92852575	0.8218782	0.9446007	0.90562594	0.8829015	0.8841865	0.8975176	0.87021476	0.9388877	0.8770801	0.956924	0.89293957	0.9390124	0.915171	0.9386176	0.93015414	0.9918772	0.8413931	0.8053323	0.84368205	0.9054118	0.9486823	0.86255336	0.99204105
niet/adv	0.8915575	0.98203725	1.0	0.92559916	0.964992	0.8666027	0.87810844	0.81433386	0.89039004	0.981373	0.9302782	0.9734664	0.9713901	0.9842745	0.86201423	0.9678749	0.9659731	0.963864	0.981175	0.98904294	0.97064805	0.90642947	0.9840026	0.9881143	0.96695167	0.9731174	0.9881407	0.9065883	0.9491243	0.80805194	0.7431315	0.96384335	0.98953086	0.99694943	0.999432	0.97777385	0.81829065	0.96210545	0.8035197	0.85205877	0.9514071	0.9776417	0.97737813	0.9470591	0.9769826	0.9535734	1.0	0.94889796	0.9071845	0.9864735	0.9979708	0.98575586	0.9669358	0.9789618	0.9062284	0.9222204	0.8899056	0.85237366	0.97601295	0.8258252	0.80752337	0.91994154	1.0	0.99886036	0.9179994	0.96936077	1.0	0.97278464	0.9359533	0.96880466	0.9203841	0.82828176	0.9514051	0.9856566	0.94600636	0.9447242	1.0	0.9640138	0.976968	0.99835366	0.9035895	0.9530466	0.8004103	0.9806349	0.9605156	0.8868704	0.90294737	0.9713115	0.9197978	0.98128045	0.9760526	0.83142436	0.8522104	0.8606534	0.0	0.8256404	0.93701947	0.94177926	0.93311167	0.9654527	0.87814367	0.9374763	1.0	0.84069264	0.90944743	0.9685061	0.9767288	0.95446587	1.0	0.9476352	0.9639368	0.9956912	0.9697689	0.99366945	0.89583355	0.91897845	0.97075486	0.99464506	0.9320835	0.9778202	0.94158727	0.97265357	0.9079425	0.99001116	0.97813326	0.9074186	0.9284129	0.9559746	0.9433032	0.9732605	0.93344414	0.9648635	0.9932473	0.98560745	0.97870135	0.90122366	0.66481453	0.95044684	0.9355721	0.99801016	0.8956335	1.0	0.93770593	0.96768045	0.95496464	0.9977618	1.0	0.94476867	0.8230175	0.9512343	0.8171084	0.9805783	0.9850985	0.9740399	0.9555742	0.97896963	0.9903254	0.9323143	0.963811	0.9330337	0.98514026	0.9919115	0.8412756	0.9567626	0.9201296	0.9713856	0.7077934	0.9357747	0.95578873	0.98533833	0.9469439	0.9339992	0.8056003	0.9781557	0.90864295	0.92964387	0.86797893	0.97892374	0.8387251	0.8552909	0.9088765	0.93064594	0.9644645	0.9471931	0.93822414
niets/noun	0.99667716	0.9262945	0.98424006	0.8723892	0.9101335	0.8758415	0.8692537	0.89552665	0.91658264	0.95111644	0.9049879	0.9055295	0.9428178	0.9934063	0.8130307	0.97692597	0.9185313	0.90716916	0.9437392	0.96781564	0.9104276	0.83019006	0.88218594	0.9774857	0.9503908	0.9039968	0.9529102	0.8744999	0.9732903	0.84658957	0.8582417	0.9734857	0.9434486	0.99816775	0.9699853	0.90245956	0.8196166	0.9036312	0.8430124	0.8756532	0.92768097	0.884065	0.9542606	0.95429283	0.93627876	0.9409435	1.0	0.8859742	0.8780987	0.93478847	0.9872652	0.9865323	0.8870378	0.96659017	0.9522107	0.9089841	0.78598374	0.8404809	0.98414296	0.79075605	0.8673414	0.8653872	1.0	0.95078206	0.8365302	0.941759	0.9844919	0.94373643	0.9093079	0.9346933	0.8708228	0.8747519	0.95261896	0.9339947	0.9343007	0.92792964	0.99626154	0.9806461	0.9391635	0.9860019	0.88982743	0.89908224	0.833122	0.9418735	0.9059062	0.8022716	0.8683436	0.94398487	0.8750123	0.9675637	0.9368987	0.85248506	0.9238159	0.83281493	0.8256404	0.0	0.88912654	0.907768	0.9171011	0.93640953	0.84667385	0.91469324	1.0	0.89580065	0.8328525	0.9818488	0.9395741	0.9427306	1.0	0.8788362	0.9148668	0.9719808	0.9355476	0.89851534	0.82021904	0.87149155	0.92560935	0.97952956	0.87930965	0.8989051	0.87951905	0.9341374	0.85477597	0.95717883	0.94141936	0.8543921	0.8602	0.87285525	0.8830147	0.9550726	0.91347486	0.90857106	0.98430943	0.9703741	0.97101074	0.9298061	0.8440386	0.898535	0.8783104	0.99571425	0.90051174	0.99990344	0.87503946	0.8849351	0.9574612	0.99403167	0.9666586	0.93716794	0.8675588	0.94554734	0.8998161	0.99052995	0.9684383	0.9409239	0.92998666	0.9474536	0.9596566	0.95072305	0.93998724	0.93003136	0.99301606	0.93487954	0.81909406	0.94913024	0.9110957	0.8538124	0.82770956	0.89827085	0.8876029	0.9400746	0.88423866	0.9478447	0.83789665	0.94104815	0.82544655	0.92357916	0.8672896	0.98762536	0.8573495	0.8214371	0.8950189	0.9022038	0.9525511	0.8586436	0.9711458
