	1-1_gelijkspel/noun	Afghanistan/name	Ambiorix/name	Amerika/name	Amerikaan/noun	Antillen/name	Brazilië/name	Bullock/name	C2/name	Cecile/name	Congolees/adj	Eline/name	Europa/name	Evers/name	Famke/name	Geena/name	Gilis/name	Greg/name	Himalaya/name	IBA/name	Kabila/name	Kosovo/name	Kuurne-Brussel-Kuurne/name	Laurent/name	Mobutu/name	Project/name	Québec/name	Raphael/name	Republikeins/adj	Rineke/name	Robbé/name	Severen/name	Sparta/name	Tadzjikistan/name	Zuid-Afrika/name	aan/prep	aandelen/prefix	aanpak/noun	aanschaf/noun	af/adv	al/comp	aldus/prep	alleen/adj	alleen/adv	allemaal/adv	allerlei/det	allochtoon/noun	als/comp	alvast/adv	amateur_club/noun	ander/adj	arm/adj	automobilist/noun	baan/noun	baat/noun	bedwing/verb	beetje/noun	begeleiding/noun	begrijp/verb	bejaardenhuis/noun	bel/verb	bepaald/adj	besmettelijk/adj	bestrijd/verb	bestuur_crisis/noun	bevrijd/verb	bij/prep	bijvoorbeeld/adv	boek_DIM/noun	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	bovenop/prep	brandstof_cel/noun	broer/noun	bruid/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	computer/noun	creativiteit/noun	crisis/noun	daar/adv	daar/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	dat/pron	designer/noun	deze/det	die/det	die/pron	door/comp	door/prep	doorgrond/verb	dosis/noun	droog_af/verb	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	echt/adj	economisch/adj	een/fixed	elkaar/pron	en/adv	en/comp	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gecontacteerd/verb	gedicht_DIM/noun	gehandicapt/adj	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	geval/prep	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	haar/det	haar/pron	handje/fixed	handjevol/noun	heb/verb	hem/pron	hen/pron	het/det	het/noun	hier/adv	hij/pron	honderdduizenden/noun	hoop/verb	huis_bezitter/noun	hulp/noun	humanitair/adj	hun/det	iemand/noun	ik/pron	imago/noun	in/comp	index/noun	internationaal/adj	je/det	je/pron	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kanaliseer/verb	kind/noun	klant/noun	kloof/noun	koffie/noun	kom_voor/verb	lamentabele/adj	land/noun	langdurig/adj	leer/verb	leer_aan/verb	lezer/noun	los_op/verb	maaltijd/noun	maar/adv	maar/comp	maar/vg	maatregel/noun	mag/verb	man/noun	manier/noun	marketing/noun	me/pron	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	met/prep	mezelf/pron	middel/noun	mij/pron	mijn/det	misschien/adv	moet/verb	natuurlijk/adj	nauwkeurig/adj	niet/adv	niets/noun	niks/noun	nodig/adj	of/comp	of/vg	om/adj	om/comp	om/fixed	omdat/comp	ondersteun/verb	onderzoek/noun	onmiddellijk/adj	ons/det	ons/noun	ons/pron	ontsteking/noun	oog_arts/noun	ook/adv	op/adj	op/fixed	opbouw/noun	opstandeling/noun	opticien/noun	organiseer/verb	ouder/noun	overeind/adv	overkill/noun	overwinning/noun	particulier/adj	partner/noun	passend/adj	persoon/noun	plaats/comp	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	prostitutie/noun	red/verb	roep/verb	schets/noun	schuilnaam/noun	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	stationeer/verb	steun/verb	stimuleer/verb	straf/noun	streep/noun	strijd/noun	structureer/verb	student/noun	stuur/verb	systeem/noun	taal/noun	taal_grens/noun	te/comp	tegen/prep	tekort/noun	telefonisch/adj	tennisser/noun	tevens/adv	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	u/det	u/pron	uit/prep	uitbouw/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	van/comp	vang_op/verb	veel/adj	veel/det	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verdeler/noun	verplicht/verb	versterk/verb	verstoot/verb	vertaal/verb	verzet/noun	visum/noun	vlot/adj	vooruit/adj	vooruit/adv	vriend/noun	vrouw/noun	vul_in/verb	want/noun	want/vg	wat/pron	we/pron	wederoptredende/adj	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	weinig/det	wel/adv	wereld/noun	werk/noun	werkloos/adj	werknemer/noun	wie/pron	wijze/noun	wil/noun	wil/verb	winst/noun	word/verb	zaak/noun	zadel/noun	zal/verb	ze/pron	zeep/fixed	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zichzelf/pron	zo/adv	zoek/verb	zogezegd/adj	zolang/adv	zoveel/adv	zus_DIM/noun
1-1_gelijkspel/noun	0.0	0.9815194	0.9993826	0.9992233	0.9962085	1.0	0.94627446	0.99984515	0.99459434	0.98959255	0.9850441	0.9825937	0.98962057	1.0	0.99899036	0.99278903	0.9892084	1.0	0.99960077	0.9991012	0.9892316	0.99514097	0.9977741	0.97151595	0.9742843	0.98164546	0.9989703	0.98082525	1.0	0.99915755	1.0	0.9981635	0.92842424	1.0	0.9959579	0.99465984	0.99808776	0.9968361	1.0	1.0	0.9547044	0.9877891	0.9881177	0.99322224	0.98865855	1.0	0.9938777	0.99620384	0.9370786	0.9650321	0.9991332	0.9996009	0.99341226	0.99349475	0.99110913	0.96221745	0.99904877	1.0	0.97920156	1.0	0.9804047	0.97399426	0.9899602	0.9918935	0.942976	0.98676604	0.8469479	0.9993611	0.99546856	0.99239004	0.9762938	0.9883162	0.9744046	0.9978393	0.9983025	0.96414286	0.9657348	0.974946	0.96048665	0.89346164	0.9839446	0.99341786	0.7970322	0.9987043	0.9634506	0.95871556	0.9822563	0.96045214	0.99209344	0.9884672	0.9874694	0.98171294	0.99912286	0.9997473	0.9403684	0.9663533	1.0	1.0	0.9973671	0.98634326	0.9878358	1.0	0.97642195	0.91113573	0.9733608	0.99148524	0.9930149	0.9875803	1.0	0.9983701	0.9895806	0.99472624	0.99995	0.9991119	0.99334455	0.9917632	0.9925522	0.99434704	0.99724996	0.99638337	0.9820782	0.996555	0.9975096	0.9999591	0.98745793	0.9988095	0.93662715	0.9664936	0.9798301	0.99846804	1.0	0.98865175	0.9950285	0.9227283	0.9633057	0.9883228	0.96818393	0.9967991	0.99738485	0.9183341	0.97754264	0.9809144	0.9723541	0.98824924	0.9540901	1.0	0.9987219	0.98833865	0.9975184	0.93297774	1.0	0.99211544	0.9988872	1.0	0.9993295	0.9982322	0.9934842	0.98830855	0.9973527	0.98420185	1.0	1.0	0.9871403	0.9861214	0.9986889	0.9859998	0.9901714	0.99965674	0.99821323	0.9996495	0.94118416	0.9953544	0.9956986	0.9188776	0.9974381	0.9850218	0.973815	0.9901421	0.9860413	0.97229946	0.9981945	0.99650705	1.0	0.9910269	0.9961999	0.96480703	0.9959097	1.0	0.99833053	0.9964199	0.9788049	0.9990743	0.9985967	0.9811286	1.0	0.99035597	0.95780647	0.9920123	0.9633792	0.99973166	0.9970043	0.9878156	0.98141134	1.0	0.9897628	0.8915575	0.99667716	0.9624811	0.9999201	0.9945375	0.99164855	0.99788487	0.99566543	0.98785156	0.99957633	0.99592495	0.99890274	0.99120235	0.9940157	0.95739317	0.99835956	0.9734455	0.9997537	0.99179953	0.966252	0.9837574	0.9873491	1.0	1.0	0.9558692	1.0	0.96670103	0.99860877	0.914782	0.99710727	0.9895041	0.9967783	0.9978284	1.0	0.9928825	0.9947355	0.98944235	0.97655666	0.9907686	0.99203736	0.9570907	0.9830589	0.983423	0.99035114	0.99372005	0.9911855	0.9965241	1.0	0.98990315	0.9989147	0.9722005	0.9995911	0.9841254	1.0	0.98310745	0.99578893	0.9713421	0.99939346	0.9916068	0.9734874	0.9919924	0.9949572	0.9610292	1.0	0.759254	0.9898929	0.9782885	0.97428775	0.98064464	0.98795676	0.99445456	0.99063027	1.0	0.9581883	0.98826027	0.9793857	0.9961784	0.99121994	0.99981654	0.96922433	0.9897185	0.9680543	0.99386895	0.99118555	0.9936765	1.0	0.99122334	0.98497874	0.9921765	0.9971281	0.9877387	0.87691224	0.9915712	0.96528155	0.992075	0.9523985	0.99793154	0.9910561	0.9870143	0.99563676	0.96479297	0.99871016	0.9761957	0.98720944	0.9994213	0.9683159	0.9726685	0.9874936	1.0	0.98863804	0.94493717	0.9752467	0.9847874	0.9681764	0.9431673	0.97461456	0.97542644	0.9984524	0.9997219	0.9951773	0.99623054	0.9969867	0.9955373	0.9841662	1.0	0.9857615	0.9598504	0.9939889	0.9941476	0.99055463	0.9838696	1.0	0.9909174	0.9764948	0.97998387	0.9976118	0.99561834	0.97596383	0.9932545	1.0	0.9937659	0.9672376	1.0	0.9940905	0.99575096
Afghanistan/name	0.9815194	0.0	0.994062	0.8358356	0.8340121	0.9267504	0.9010906	0.9946634	0.9848672	0.9849404	0.91389465	0.9733831	0.87191767	0.98545736	0.99374276	0.9934327	0.99502873	0.97545594	0.91474265	0.96234304	0.9020509	0.84942394	0.9894694	0.9688868	0.9271456	0.96111196	0.97103274	0.9841494	0.92424184	0.9935139	0.999981	0.98667943	0.97302794	0.7743372	0.8853159	0.94835496	0.973101	0.9531583	0.9435181	0.9670649	0.96298385	0.9092569	0.947901	0.91800576	0.9426478	0.9768884	0.9254569	0.9307318	0.9622258	0.98630184	0.88501567	0.8625318	0.95436	0.8692905	0.9549322	0.9749797	0.96047056	0.9723642	0.92050815	0.9863313	0.93120235	0.9446987	0.97077197	0.845479	0.9939288	0.8860833	0.95253605	0.90934885	0.9756268	0.97772366	0.9145241	0.9343247	0.9218248	0.9452714	0.93758094	0.98581696	0.9234173	0.9550222	0.8844791	0.93239516	0.9360076	0.92228866	0.9606564	0.967724	0.9799167	0.8784853	0.919297	0.95671463	0.9263902	0.874932	0.92861	0.92697966	0.98066866	0.9794654	0.88096774	0.9842884	0.9420647	0.9635727	0.80687916	0.95009226	0.85268295	0.9436494	0.97265154	0.989772	0.88498574	0.98622406	0.8430721	0.9708932	0.9783014	0.9002655	0.91260517	0.97831255	0.9610145	0.96617293	0.9582368	0.9784473	0.9015556	0.88961476	0.86874247	0.9476676	0.8708755	0.9299122	0.9813935	0.97713256	0.93117076	0.9163183	0.9510556	0.9751243	0.9313927	0.8785888	0.9722919	0.96769726	0.9201359	0.97819555	0.89284533	0.97744566	0.95513606	0.9343489	0.91679627	0.9812312	0.9428085	0.8295731	0.93455505	0.8594412	0.95924926	0.94084686	0.9512563	0.9419656	0.90072393	0.9355413	0.9829703	0.81688404	0.7878909	0.93603426	0.9589735	0.98817825	0.93837595	0.9403769	0.9637251	0.8414572	0.975395	0.9762803	0.91407305	0.94670916	0.8687185	0.94109815	0.989406	0.987091	0.932463	0.91587883	0.94982404	0.96123695	0.91376865	0.9756484	0.7845608	0.94300324	0.93750536	0.96727467	0.9402247	0.9455935	0.9621135	0.9145508	0.96122086	0.9974791	0.947762	0.96399945	0.8884362	0.9601165	0.96373284	0.9749818	0.90367997	0.9392924	0.94776607	0.9521726	0.8755802	0.95786756	0.9289093	0.98277026	0.9464291	0.98092586	0.99263275	0.9403265	0.97286946	0.9532582	0.9522901	0.9750638	0.9636362	0.96735454	0.9117423	0.94065404	0.9016491	0.9451761	0.9370111	0.8680985	0.94679105	0.9148209	0.9250684	0.9607929	0.9784468	0.95732397	0.9408472	0.9910645	0.9597846	0.95653975	0.9370733	0.9164748	0.94454604	0.88207954	0.98682576	0.935744	0.96731615	0.96888644	0.99779564	0.93189555	0.91309595	0.9098132	0.9715435	0.8864747	0.96483296	0.81934285	0.89460206	0.9407393	0.89433056	0.9728713	0.94558954	0.92877054	0.8983862	0.97615767	0.9069419	0.8847774	0.956783	0.954471	0.98076284	0.9546354	0.9091287	0.9443578	0.8259151	0.78979695	0.9636603	0.9289494	0.95448536	0.8348758	0.9212203	0.8847545	0.8286298	0.94996727	0.9297683	0.9860779	0.9467449	0.88861513	0.93080795	0.9520907	0.9573703	0.91524047	0.9555517	0.91390765	0.9777486	0.9877289	0.90532404	0.97294223	0.9616358	0.9890898	0.95121133	0.9742526	0.8666984	0.9777453	0.97253585	0.9094141	0.8843436	0.9373	0.9972512	0.9239778	0.9177897	0.951128	0.9240296	0.91452384	0.95393175	0.898842	0.9774004	0.95474523	0.90567386	0.93267703	0.94437295	0.84881186	0.87242883	0.97624946	0.97940964	0.97156626	0.90090334	0.9265795	0.9517801	0.9736115	0.96751416	0.9486404	0.99495995	1.0	0.93999875	0.9632746	0.9519306	0.926331	0.9447103	0.93702805	0.98149854	0.8856062	0.970599	0.937456	0.8752177	0.90234643	0.9483695	0.9081118	0.92611486	0.93513805	0.92653126	0.9554107	0.93231356	0.8837291	0.9853272	0.9550793	0.9901179	0.8837088	0.9091787	0.90866345	0.90814847	0.9249439	0.9803349	0.92207754	0.96052575	0.9198142	0.94694805	0.94600093
Ambiorix/name	0.9993826	0.994062	0.0	0.9821738	0.98652637	0.9748606	0.94223493	1.0	0.991872	0.968932	0.9709739	0.9430221	0.98018694	0.9626615	0.97896093	0.99698406	0.99813634	0.9624605	0.94224876	0.97371805	0.99722445	0.9713337	0.9868768	0.92956996	0.9783601	0.95144486	0.98320895	0.9566769	0.9879132	0.9837786	0.99160385	0.96284	0.8500798	1.0	0.9715943	0.9896381	0.995122	0.99939543	0.99629563	0.98562115	1.0	0.99380445	0.9854648	0.9977062	0.98688936	0.9965746	0.97918344	0.9993285	0.9796331	0.9983991	0.9691555	0.9921851	0.9871728	0.96744335	0.9945779	0.9914073	0.9971682	0.97004133	0.999051	0.98981863	0.97957426	0.9827791	0.97632736	0.98152316	0.9971413	0.9919774	0.9881522	0.9968012	0.9904221	0.9953423	0.96187794	0.9659611	0.99290013	0.9850623	0.9844804	0.98197967	0.98618245	0.9903831	0.9847015	0.9698077	0.99377805	0.96436113	0.9857852	0.92887187	0.99812895	0.9895401	0.98409474	0.9931575	0.9626777	0.9598523	0.9792562	0.98424256	1.0	1.0	0.99266124	0.9796017	1.0	1.0	0.97903544	0.9938588	0.9922899	0.9967688	0.9990743	0.99736637	0.9990663	0.9845369	0.99654716	0.9989766	0.9918567	0.99264383	0.99688554	0.99344975	0.9841657	0.9972034	0.9762659	0.9853715	0.9723375	0.9915845	0.95672816	0.98563224	0.9981309	0.9922199	0.99610746	0.92810607	0.9348034	0.9993514	0.9921598	0.9939903	0.9646105	0.9566069	0.9917683	0.98613304	0.99110067	0.9637426	1.0	0.9936576	0.99047726	0.99060357	0.9919653	0.99996394	0.9949755	0.99576104	1.0	0.97927904	0.99447507	1.0	0.98771816	0.9983274	0.9835439	0.9865065	0.9958093	0.99068743	0.98925924	0.99712616	0.9941161	1.0	0.99621606	0.99053746	0.9782322	0.97161573	0.9799532	0.9820244	0.9568381	0.9859931	0.988494	0.99621665	0.9984731	0.999163	0.95519716	0.97499484	0.9808661	0.9788273	0.9827268	0.99516267	0.96973634	1.0	0.990527	0.99665594	0.99418986	0.9882138	0.9785873	0.978011	1.0	0.99006313	0.99841595	0.9984071	0.97288656	0.98675406	0.9875528	1.0	0.9926349	1.0	0.96085274	0.9970501	0.94233847	0.9915918	0.98306876	0.997086	0.9951841	1.0	1.0	0.99962753	1.0	0.9940953	0.9939803	1.0	0.99454314	1.0	0.99849033	0.99958885	0.9762934	0.98938835	1.0	0.93998396	0.9969344	0.98078895	0.9946437	0.9980843	0.9947233	0.9944559	0.9998103	0.9853824	0.99618196	0.9871834	0.98979855	0.99694926	0.97243655	0.9915945	1.0	0.96854186	0.9989744	0.9708352	1.0	0.99004835	0.98564136	0.9833016	0.99523485	0.9498611	0.99985826	0.99465173	0.9969389	1.0	0.98748314	0.99856395	0.9964049	0.99327874	0.9952737	0.9910505	0.9585065	0.9525714	0.99636596	0.9712565	0.986241	0.98862004	0.98678064	0.99440384	0.97059596	0.99287707	0.9926683	0.9856784	0.9693888	0.99591047	0.9894957	0.97696745	0.98483497	0.9964034	0.99971795	0.99661815	1.0	0.9677529	0.9742803	0.9684572	0.9738456	0.98950464	0.98635435	0.9916562	0.9951576	0.9808811	0.99187785	0.99679416	0.9826493	0.9949497	0.9783517	0.9682352	0.97213423	0.9996447	0.9849969	0.99455917	0.9940993	0.9718021	0.993582	0.9987375	0.97567916	0.989975	1.0	1.0	0.95505565	0.9956932	0.98632205	0.98433244	0.98209697	1.0	0.99044305	0.9913413	0.99080306	0.9618889	1.0	0.98165166	0.9553622	0.9635793	0.970457	0.9694621	0.9959304	0.99834275	0.9671284	0.99121416	0.98317915	0.99790126	0.98974884	0.9825126	0.9959052	0.99023396	0.999306	0.9528998	0.97641516	0.96367985	0.9548204	0.95988375	0.99179214	0.99707794	0.99691576	0.970799	0.9950256	0.9993858	0.9981779	1.0	1.0	0.97242427	0.99951804	0.98732024	1.0	0.99031496	0.98958063	0.99374235	0.99634385	0.99896514	0.98465407	0.9854784	0.9947698	0.9960642
Amerika/name	0.9992233	0.8358356	0.9821738	0.0	0.76166177	0.937399	0.8373567	0.95929766	0.9791317	0.987405	0.95776993	0.9675284	0.7385937	0.9751358	0.97362727	0.97710764	0.9823261	0.95166445	0.91918844	0.97636855	0.96874213	0.9232664	0.9929608	0.94677275	0.97362024	0.92430186	0.95410377	0.97571754	0.86974275	0.9733692	0.9863802	0.9659673	0.9588166	0.9368814	0.8437618	0.939309	0.9826208	0.9161049	0.9535587	0.9450081	0.90270233	0.9092046	0.89001006	0.88829005	0.88020366	0.9049694	0.93852806	0.8994173	0.89676183	0.99471384	0.8766696	0.8113544	0.9417202	0.88884676	0.9621611	0.96008635	0.9201298	0.9445799	0.8887947	0.96476126	0.94765157	0.89405185	0.98242265	0.9173796	0.99615765	0.9041433	0.9154403	0.82878494	0.9536924	0.9352097	0.91151816	0.87209785	0.89367664	0.8669799	0.9100963	0.9578681	0.8883504	0.9331998	0.9112853	0.9440453	0.8458315	0.94244015	0.9235034	0.92012775	0.96187294	0.8170544	0.8837391	0.9370354	0.93597007	0.89305663	0.835488	0.8923178	0.95163375	0.921999	0.764724	0.96415925	0.87621605	0.9380248	0.742178	0.9137232	0.7775812	0.9745249	0.95400316	0.992614	0.9039656	0.9918241	0.83391225	0.90011996	0.94087195	0.8485858	0.82305443	0.89413434	0.91781455	0.9227489	0.95057213	0.9142197	0.8948425	0.8363557	0.9105627	0.9299935	0.8637886	0.9118941	0.9829154	0.9333719	0.9279746	0.9019871	0.90161204	0.94125676	0.94861716	0.9170948	0.9620924	0.93627906	0.94096965	0.96272194	0.8982427	0.9355252	0.8973462	0.8624487	0.8908839	0.96264976	0.95803994	0.86655366	0.91337305	0.87080085	0.9356456	0.92569786	0.8700092	0.7417526	0.89634675	0.8948596	0.9870986	0.8651755	0.90469944	0.92539525	0.93192303	0.9726696	0.9207332	0.9051284	0.9030905	0.8451169	0.9313259	0.9708327	0.9364815	0.89200246	0.8375524	0.9199803	0.98108345	0.96961826	0.9150316	0.8787108	0.95472395	0.9405178	0.86159384	0.9935484	0.82149154	0.94762236	0.86048794	0.9795805	0.91376656	0.91842604	0.9565052	0.9038157	0.9520926	0.9661689	0.9433214	0.9256461	0.9228652	0.89670277	0.9479048	0.9474125	0.8715947	0.9073104	0.90947795	0.90825427	0.921142	0.93177116	0.84137166	0.92133445	0.9131575	0.93496513	0.9221756	0.88602614	0.93065846	0.8985974	0.9368629	0.9704483	0.8762804	0.94723684	0.929884	0.9055716	0.80952275	0.9439072	0.92025244	0.8972732	0.9123531	0.91159314	0.9065332	0.9405863	0.94850826	0.89879006	0.95478404	0.97589356	0.98883015	0.90075797	0.8784659	0.85725737	0.9133541	0.96276194	0.9880424	0.8840439	0.87570107	0.9127435	0.98670006	0.89012855	0.8992774	0.8391405	0.932659	0.909097	0.9265199	0.8171992	0.86118305	0.9182891	0.88594157	0.9348564	0.96472764	0.90093714	0.88517	0.92077714	0.9451438	0.8944744	0.9085525	0.9211005	0.8816746	0.92119914	0.9406368	0.9278151	0.8908129	0.86460376	0.9217493	0.93633264	0.91498536	0.843464	0.9413269	0.8726734	0.8831979	0.8958902	0.9071684	0.9855027	0.9233592	0.90535307	0.9307293	0.93408144	0.9424157	0.8633771	0.9717181	0.91709334	0.9436383	0.9465577	0.91779405	0.9147935	0.893289	0.9961684	0.91717666	0.9387791	0.7351682	0.9738427	0.9155388	0.83066297	0.88314766	0.9415519	0.9987385	0.8901005	0.9345679	0.9083514	0.8758407	0.92820954	0.8983479	0.9672277	0.95999485	0.91467935	0.8909792	0.9706121	0.9021797	0.8774339	0.9319847	0.946225	0.9596947	0.9346081	0.85893035	0.90354925	0.964173	0.950087	0.92450285	0.9250083	0.9596273	0.993728	0.88420874	0.9099003	0.9431162	0.8724961	0.89724267	0.901577	0.94106084	0.78798676	0.8901144	0.8881351	0.89808965	0.8634615	0.8973329	0.8971073	0.9082695	0.8403043	0.7430434	0.91479474	0.9693326	0.8931584	0.94956636	0.9422065	0.97683436	0.8809531	0.88438994	0.8304414	0.8698589	0.8622647	0.9718889	0.89156646	0.95109314	0.95167685	0.9214379	0.9246702
Amerikaan/noun	0.9962085	0.8340121	0.98652637	0.76166177	0.0	0.9151103	0.8731492	0.91653067	0.98998266	0.9430843	0.87099797	0.9470423	0.8353937	0.94194245	0.9667608	0.96140283	0.95920813	0.8298045	0.92547995	0.963956	0.9487533	0.91703635	0.9824113	0.90167755	0.9767489	0.9445207	0.9616581	0.9227401	0.8242495	0.96294945	0.97943586	0.96962136	0.9331825	0.9137974	0.864803	0.92943	0.99366754	0.93597335	0.96460897	0.93423593	0.94537574	0.84066236	0.91933656	0.9028581	0.89853334	0.9488608	0.93198895	0.9017222	0.92616886	0.972247	0.8833643	0.8633772	0.76596946	0.83989197	0.94606644	0.89861417	0.9373869	0.93682814	0.88802516	0.9429346	0.90720695	0.9345184	0.9562531	0.9256422	0.9977278	0.781633	0.91284525	0.889228	0.9378577	0.94840854	0.86733997	0.8998378	0.9161945	0.8937639	0.87271	0.9806635	0.777425	0.8544115	0.85860384	0.9210528	0.7576853	0.76404315	0.9142376	0.9127337	0.9644158	0.87873447	0.90479785	0.9667328	0.9359679	0.8228878	0.8116586	0.8030026	0.97545433	0.930744	0.8436833	0.93572783	0.9294195	0.9164181	0.6168312	0.892077	0.8073575	0.9218143	0.9229784	0.9513419	0.95066285	0.94652396	0.83139056	0.92011476	0.9390156	0.8978805	0.84011716	0.899573	0.91926706	0.9467542	0.9440441	0.9426187	0.8657098	0.83724374	0.86086	0.879243	0.9007006	0.94855636	0.9532807	0.96631175	0.85228825	0.9476626	0.9199544	0.9502018	0.9458993	0.9102756	0.9832897	0.9358868	0.95172673	0.9485163	0.91991186	0.9422885	0.8989792	0.8096876	0.8860341	0.95070493	0.92450345	0.80058354	0.92129123	0.8702014	0.9523963	0.9300659	0.90201676	0.8089909	0.8792821	0.8846	0.984727	0.84836423	0.8865122	0.91791105	0.9009249	0.97420156	0.9314201	0.9270302	0.92535233	0.85709274	0.95345426	0.98292637	0.87517995	0.9047878	0.84192044	0.8938669	0.9793991	0.9697196	0.928328	0.8832182	0.90699744	0.93309414	0.8768351	0.98523843	0.8343196	0.8935904	0.8804179	0.9616102	0.89897424	0.9244437	0.9300126	0.8739222	0.9569074	0.9553779	0.9405507	0.92059517	0.6591827	0.8986179	0.92785084	0.9810658	0.87253416	0.9292164	0.893929	0.8884911	0.85390913	0.92172045	0.8281622	0.9485695	0.91965115	0.9693856	0.94754595	0.89788777	0.9659666	0.88761294	0.9499986	0.98203725	0.9262945	0.92631304	0.8801589	0.92755306	0.889018	0.9211868	0.9349773	0.7101859	0.91458064	0.9072608	0.9217809	0.9058163	0.95956314	0.90929407	0.9555484	0.9738746	0.9635254	0.9382147	0.8888371	0.87092143	0.95008874	0.91602767	0.9665345	0.9158324	0.89717567	0.90166366	0.9970947	0.8551493	0.9034902	0.8715402	0.94972557	0.8594234	0.9361612	0.8185796	0.84649014	0.9334327	0.84894097	0.8703545	0.9077503	0.8606073	0.87420136	0.9520525	0.9188699	0.7100569	0.8983741	0.9187636	0.94783986	0.8874024	0.89314777	0.942287	0.86877394	0.851434	0.9394646	0.86939067	0.8664431	0.8452687	0.9578497	0.8123907	0.86322606	0.93178374	0.91985166	0.96934015	0.9261107	0.8384849	0.88074756	0.91794866	0.7752767	0.8754416	0.9560227	0.9041583	0.9603157	0.9289114	0.91146624	0.89438	0.89348984	0.9955233	0.9266647	0.96754515	0.6795614	0.97019	0.9102967	0.7291803	0.88606673	0.90594834	0.9878186	0.89622587	0.9032502	0.91630393	0.89725345	0.9195117	0.9336758	0.8874302	0.96718967	0.92591417	0.85260916	0.96523184	0.91248584	0.86737317	0.87675494	0.9377059	0.9585757	0.9196986	0.7934042	0.6926651	0.9115243	0.93863094	0.93755	0.9311934	0.9761883	0.97134376	0.79654133	0.9093718	0.9485278	0.86831534	0.88826555	0.907925	0.9546747	0.8282244	0.8796423	0.8571318	0.82683766	0.85274124	0.90532637	0.90505385	0.94118875	0.84289205	0.7812609	0.92530197	0.928153	0.883683	0.94226414	0.9579739	0.9656937	0.87404376	0.86282694	0.85544544	0.9017069	0.86105335	0.97079283	0.8755107	0.9522965	0.96203554	0.9325865	0.93316656
