	koop/verb	publiek/adj	roker/noun	ambitieus/adj	Irma/name	techniek/noun	bedacht/adj	cao/noun	voer_uit/verb	een/det	oppervlak/noun	marktaandeel/noun	ongeveer/adv	gerecht/noun	gebruik/part	word/verb	zoals/comp	cq/vg	regionaal/adj	leger/noun	175/num	beperkt/adj	voorziening/noun	waarna/pp	informatie/noun	Dehaene/name	kabel/noun	Europa/name	weleer/adv	5,5/num	koel_af/verb	glijd/adj	voer_in/verb	landelijk/adj	ruit/noun	feest/part	internationaal/adj	laag/adj	ontwikkel/verb	oven/noun	serveer/verb	5,4/num	dezelfde/det	menselijk/adj	ontrouw/adj	massa/noun	vervuild/adj	ruimte/noun	eerder/adj	actief/adj	tot/prep	electoraal/adj	interim/noun	energiebron/noun	werk/verb	bereid/verb	vat_post/verb	pan_Europees/adj	4,8/num	al/part	via/prep	sterkte/noun	pak_af/verb	mensenrechten_activist/noun	Saddam/name	saneer/verb	initiatief/noun	heet/adj	provincie/noun	eerst/adv	KRO/name	dier/noun	gebouw/noun	slijt/verb	giet/verb	bedreig/verb	PSV/name	betrekkelijk/adj	plat/adj	dan/comparative	schoon/adj	project/noun	rond/part	mondiaal/adj	Vlaanderen/name	megalomaan/adj	eiwit/noun	plunder/verb	hasj/noun	ga/verb	ingreep/noun	tegelijk/adj	vorm/noun	5/noun	veroorzaak/verb	Hagemeyer/name	vaas/noun	1/num	gekookt/adj	begin/verb	koud/adj	maquette/noun	kunstacademie/noun	maak/verb	floreer/verb	België/name	steeds/adv	erfelijk/adj	blijk/verb	aan/fixed	illegaal/adj	flink/adj	Solidariteit/name	of/vg	bewapening/noun	biologisch/adj	schandaal/noun	verga/adj	pleeg/verb	land/noun	tref/verb	deling/noun	oefen/verb	tot/vg	zonder/comp	verantwoord/adj	al/adv	stuk/noun	richt_aan/verb	Fleur/name	goedkoop/adj	leg/verb	investeer/verb	nooit/adv	zij/comp	pin_pas/noun	Chinees/noun	420/num	organiseer/verb	zet_in/verb	nuttig/adj	varken/noun	belegger/noun	kaart/noun	uranium/noun	meet/verb	bedrijf/noun	wapen/noun	motief/noun	geproduceerd/adj	nieuw/fixed	heb_plaats/verb	verstrek/verb	glazen/adj	fraudeer/verb	zeker/adv	chemisch/adj	ad/prep	offensief/adj	nano_meter/noun	internet/noun	wat/det	toon_aan/verb	spoor_aan/verb	maak_schuldig/verb	en/vg	jarenlang/adj	pas_toe/verb	bord/noun	als/comparative	maak_na/verb	vlees/noun	doping/noun	waartegen/pp	in/prep	bottel/verb	afgelopen/adj	vuur/noun	ethiek/noun	kan/verb	graad/noun	service/noun	zet_om/verb	om/comp	navolging/noun	smokkel/verb	steel/verb	globalisering/noun	saus/noun	verspreid/verb	Yorkse/adj	verbouw/verb	schelp_dier/noun	plaats/verb	manifesteer/verb	ei/noun	belegging/noun	onderzoeker/noun	schend/verb	breed/adj	zal/verb	gewicht/noun	Duitsland/name	dan/comp	uitreiking/noun	los/adj	topografische/adj	ervan/pp	met/vg	slik/verb	Nike/name	Fifa/name	haal/verb	5,2/num	stad/noun	dier_beschermer/noun	schaf_aan/verb	vervaardigd/adj	preventief/adj	kleur/noun	vrij/verb	overtreed/verb	vernieling/noun	negen/noun	lijd/verb	suiker/noun	schuldig/part	koop_in/verb	constructeur/noun	specifiek/adj	Messier/name	ziekenhuis/noun	tafel/noun	offer_op/verb	erover/pp	kom/adj	gering/adj	bescheiden/adj	die/pron	tien/num	boom/noun	lift/noun	verhinder/verb	water_huishouding/noun	koop_op/verb	zojuist/adv	truc/noun	produceer/verb	vanuit/prep	bevraagd/noun	kind_arbeid/noun	emmer/noun	milieu/noun	halfrond/adj	model/noun	bekijk/verb	sneuvel/verb	misbruik/noun	stoot_uit/verb	aandeel/noun	scoor/verb	angstaanjagend/adj	experiment/noun	reclame_campagne/noun	nationaal/adj	mensenrechten/noun	werf/verb	geld/noun	plant/noun	groot/adj	inclusief/prep	Richter/name	probleem/noun	zijde/noun	ondersteuning/noun	warm/adj	waarbij/pp	na/part	verdring/verb	Nederland/name	eerst/adj	fruit/noun	gigantisch/adj	6,5/num	staat/noun	relatief/adj	soevereiniteit/noun	Kampioenschap/name	laag_DIM/noun	en/part	onschuldig/adj	apotheker/noun	vang/verb	hybride/adj	alleen/adv	onderzoeksresultaat/noun	slechts/adv	doe_voor/verb	meer/det	het/comp	5,8/num	moord/verb	hot/adj	Vaart/name	wit_loof/noun	meng/verb	lekkers/noun	maat/noun	bied_aan/verb	12/num	methaan/noun	realiseer/verb	verdenk/verb	garantie/noun	glad/adj	lig/verb	statistisch/adj	zet/verb	misbruik/verb	vervang/verb	spuit_in/verb	welk/det	breid_uit/verb	alcohol_controle/noun	collectief/adj	er/adv	verniel/verb	olijf/noun	waar/adv	zodra/comp	ongekend/adj	aardbeving/noun	productie/noun	zoiets/pron	opgebouwd/adj	werp/verb	negeer/verb	couscous/noun	rand/noun	consolidatie/noun	vrij/adj	te/comp	DA/name	doe/verb	honderd/num	breng_uit/verb	beschuldig/verb	fraude/noun	gekleurd/adj	vermeng/verb	de/det	volgens/prep	CO/name	op/prep	condoom/noun	verschil/adj	Staten/name	omhoog/adv	New/adj	onderneem/verb	operatie/noun	allerlei/det	43/num	verkrijgbaar/adj	hap_DIM/noun	kies/noun	drijf/verb	4,1/num	in/part	6,7/num	synergie/noun	neem_over/verb	voer_door/verb	bekendmaking/noun	Europees/adj	doping_controle/noun	moord/noun	van/prep	iets/adv	winkel/noun	vers/adj	veel/det	industrie/noun	gezondheid_klacht/noun	veel/adj	pit/noun	Brood/name	mogelijkheid/noun	overspel/noun	kant-en-klaar/adj	cocaïne/noun	1/noun	bier/noun	gebruik/verb	lanceer/verb	grijp_in/verb	voor/part	energie/noun	hoog/adj	zet_voort/verb	Hermann/name	met/prep	het/adj	men/pron	bank/noun	dealer/noun	corruptie/noun	bloed/noun	bol_DIM/noun	deze/det	Qwest/name	gebruik/noun	constructie/noun	vul/verb	uiteinde/noun	gesneden/adj	kopij/noun	daadwerkelijk/adj	overheid_gebouw/noun	industrieel/adj	achterland/noun	politie_optreden/noun	verkoop/verb	bovenkant/noun	etnisch/adj	reëel/adj	individueel/adj	Lanaken/name	hygiënisch/adj	vol/prep	plundering/noun	lening/noun	vervals/verb	ijzeren/adj	Hoessein/name	dien_toe/verb	decoder/noun	waarin/pp	ga_rond/verb	consument/noun	zo'n/det	cipier/noun	stook/verb	Golfoorlog/name	vertoond/adj	bloei/noun	boer_DIM/noun	giet_af/verb	maar/adv	zondag_morgen/noun	waarop/pp	maak_gebruik/verb	mogelijk/adj	voer/verb	Hofstede/name	fouilleer/verb	boor/verb	bijvoorbeeld/adv	nietsvermoedend/adj	weinig/det	gooi/verb	dag_blad/noun	hier/noun	Sels/name	voordat/comp	onderneming/noun	erbij/pp	wraak/noun	Russisch/adj	knoei/verb	klein/adj	imposant/adj	mooi/adj	kiosk/noun	voorheen/adv	gebeur/verb	fiscus/noun	straks/adv	profiteer/verb	ijver/noun	kom_DIM/noun	werkzoekende/noun	onwetendheid/noun	onvoldoende/det	beker/noun	gemaakt/adj	verhandel/verb	Justice/name	xtc/noun	werk_uit/verb	binnenkort/adv	win_in/verb	overal/adv	Steven/det	hervat/verb	Nederlands/adj	regeling/noun	burger_slachtoffer/noun	zilveren/adj	genees_middel/noun	Ethiopië/name	ruim/adj	organisatie/noun	dierlijk/adj	sorry/tag	product/noun	lever/verb	drug/noun	doorkruis/verb	aard_schok/noun	geef_vrij/verb	vervuiling/noun	water/noun	materiaal/noun	marinade/noun	atoom/noun	strooi/verb	zuivering/noun	school_bij/verb	toepassing/noun	jacht/noun	dergelijk/adj
koop/verb	0.0	0.86517876	0.8094854	0.87212336	0.94992644	0.7637826	0.84634566	0.93077594	0.8374269	0.6942787	0.85144496	0.77226055	0.7114734	0.6932207	0.76820046	0.79330707	0.6944135	0.8400315	0.86049294	0.8849802	0.7908844	0.7840513	0.82598436	0.7829774	0.75115156	0.9078314	0.80781007	0.74138117	0.9182615	0.74814713	0.85893077	0.9465814	0.6339112	0.93378294	0.86619276	0.8720931	0.86228526	0.7205555	0.6753626	0.8363664	0.7072557	0.76576257	0.79436624	0.8526412	0.88157946	0.7539017	0.7885046	0.84937215	0.8772879	0.77398723	0.84779435	0.9362877	0.9435392	0.81340396	0.7367629	0.6773458	0.8847492	0.8559455	0.7913108	0.86957073	0.6486906	0.93117607	0.71153104	0.9524946	0.86042076	0.77804184	0.9122704	0.8440891	0.90301436	0.8210174	0.9117034	0.78014976	0.81473553	0.53423655	0.76558626	0.8368505	0.92962563	0.8111627	0.7974848	0.7418403	0.7504719	0.8982938	0.7527147	0.8500778	0.88970983	0.89890844	0.77653027	0.8196362	0.64713955	0.8015699	0.87971246	0.7850733	0.7748549	0.9399563	0.8624034	0.7140416	0.7225734	0.7765153	0.6953941	0.863388	0.8181001	0.84991395	0.84682804	0.78931665	0.7952394	0.79532367	0.7338122	0.84899205	0.7868906	0.79297376	0.6674533	0.7267784	0.9120373	0.4897139	0.9436338	0.57474935	0.87672013	0.9126867	0.84186876	0.81963515	0.8918721	0.9299283	0.8156105	0.8349377	0.792521	0.7191073	0.8682361	0.64306325	0.8474143	0.9190829	0.47802722	0.7725538	0.6766492	0.8645478	0.90378666	0.8288362	0.8606354	0.7070551	0.93623805	0.80765045	0.8299918	0.73065126	0.62761825	0.7641578	0.7936755	0.83879125	0.6272313	0.67514324	0.9080633	0.6482647	0.88380533	0.9381452	0.56372696	0.7604641	0.80690634	0.8632281	0.69633776	0.917194	0.89367634	0.95139366	0.69330716	0.71939504	0.79315925	0.75588506	0.9351423	0.57592404	0.84205997	0.78731334	0.7477075	0.80017567	0.7229491	0.61372864	0.89458877	0.756145	0.82309955	0.84730095	0.804878	0.90072477	0.94170874	0.7246429	0.88604397	0.7535265	0.6664387	0.7735826	0.91100454	0.64559287	0.6949426	0.85566	0.7441018	0.6667839	0.8372155	0.60632056	0.7155	0.7187584	0.889835	0.6274942	0.68933016	0.87166244	0.90021205	0.84659785	0.8296143	0.7687753	0.86040866	0.71733403	0.8986702	0.7282464	0.77491945	0.8711961	0.9723864	0.74659896	0.82368505	0.9429969	0.63606274	0.8033047	0.8766284	0.90455097	0.36769718	0.70438385	0.8519326	0.7724136	0.8273995	0.84356356	0.8813677	0.9156111	0.80242276	0.72429395	0.9371951	0.44949883	0.7980023	0.7867869	0.8302395	0.9023183	0.7291924	0.89957464	0.8248421	0.877922	0.7913753	0.8347608	0.6914925	0.8169036	0.7738379	0.83364904	0.7871644	0.94448996	0.5400117	0.82231516	0.8517716	0.51398075	0.79857343	0.8901846	0.8228687	0.7890859	0.8072469	0.85258085	0.7179474	0.75548315	0.85108393	0.8714949	0.8827293	0.668406	0.88893616	0.9239723	0.8414985	0.7721791	0.9299772	0.9494558	0.822521	0.66396385	0.72033304	0.7292576	0.6161539	0.92821795	0.87626547	0.8367907	0.8894157	0.7845611	0.74055004	0.77249223	0.76349837	0.7659887	0.90640265	0.5481728	0.7902181	0.72809166	0.8714556	0.7616169	0.93511814	0.9197372	0.8025951	0.82285863	0.84319115	0.7044463	0.7726569	0.7606511	0.63934135	0.9144333	0.8180899	0.89637	0.65356445	0.8736414	0.8197175	0.90559494	0.89757407	0.9402598	0.7115895	0.7316898	0.7343204	0.8640762	0.45244604	0.8469058	0.91963196	0.7715583	0.8450562	0.7814124	0.84501314	0.71708775	0.8740305	0.8006354	0.8030521	0.70936376	0.7905215	0.72175795	0.7182172	0.9474607	0.91554475	0.84313035	0.8362795	0.7242104	0.6807575	0.7624903	0.91353905	0.9165327	0.63748467	0.8757404	0.832553	0.8246219	0.8534918	0.7850778	0.86362785	0.92355305	0.82923937	0.78163886	0.8892227	0.82529986	0.6993114	0.6651348	0.8834988	0.8411582	0.76900953	0.731883	0.79743826	0.83495224	0.9006646	0.8482291	0.7184893	0.78094745	0.7759896	0.7699294	0.8607644	0.8064031	0.897557	0.65701985	0.79411674	0.48655832	0.7001059	0.7659368	0.7767447	0.81627214	0.83608127	0.83934885	0.8777918	0.64515686	0.8295564	0.84152263	0.80370325	0.91312253	0.9602529	0.78178406	0.72754043	0.55306804	0.5599264	0.6586621	0.7813114	0.8528197	0.76788837	0.76041937	0.7637494	0.8048514	0.9284471	0.6080573	0.68186533	0.9234438	0.64197475	0.49101835	0.71779597	0.8613759	0.8047536	0.7721053	0.8033891	0.88734365	0.9343417	0.65734684	0.92216265	0.7851636	0.69486773	0.6371881	0.9199013	0.777857	0.7002499	0.8456581	0.7469237	0.58150935	0.7640791	0.6672168	0.87811977	0.72572947	0.88945943	0.7373268	0.87388307	0.70160043	0.8487344	0.95157003	0.19859564	0.8715906	0.9136021	0.8614945	0.83749235	0.87794685	0.7351512	0.59734935	0.8629866	0.6994734	0.76248753	0.84357214	0.8555461	0.7890254	0.77255285	0.7361814	0.82265365	0.54190886	0.72753704	0.905126	0.8033545	0.85417724	0.87921983	0.89224803	0.84151286	0.86206716	0.79780346	0.9032588	0.72762334	0.7607765	0.75739443	0.8545592	0.8451217	0.77750355	0.84512186	0.5838265	0.6982876	0.78712744	0.72776103	0.78703064	0.8101519	0.98331887	0.7696349	0.69967246	0.6716611	0.95869493	0.8528213	0.7907733	0.6345674	0.86542815	0.7338927	0.73297274	0.71358335	0.86334956	0.82157224	0.69886494	0.75426376	0.94189674	0.8691211	0.90324444	0.8794173	0.7369188	0.9101937	0.6276491	0.45208585	0.9598473	0.7355052	0.83973163	0.6874489	0.8693696	0.71858114	0.8985995	0.87631863	0.69032705	0.868569	0.9420235	0.8408048	0.65426916	0.86757886	0.73540384	0.8828858	0.72961265	0.85454726	0.534349	0.4680636	0.6746819	0.8660324	0.931736	0.70867443	0.8810137	0.804959	0.7024004	0.8280132	0.8668561	0.73626745	0.9464139	0.812326	0.8053142	0.80539995	0.79120207
publiek/adj	0.86517876	0.0	0.8596554	0.85162574	0.9769552	0.8262324	0.89383507	0.8242712	0.8900038	0.7378229	0.93251574	0.735703	0.8468745	0.8694767	0.74720126	0.808048	0.76436085	0.7708864	0.5970953	0.8558224	0.8793405	0.78925896	0.6537592	0.8438104	0.83101857	0.889314	0.83898497	0.7769377	0.87934726	0.81340003	0.8892484	0.95849884	0.79531056	0.70085293	0.9257445	0.9358167	0.72471225	0.81780666	0.77649254	0.91683346	0.9272742	0.83648723	0.86151457	0.84501743	0.88191265	0.7940273	0.88888	0.73090625	0.77553487	0.74321187	0.8826563	0.7732396	0.9104029	0.8925697	0.8749765	0.87610215	0.8597658	0.8388246	0.7789915	0.92658204	0.7734093	0.855652	0.88256633	0.90035534	0.9096918	0.84381014	0.75036156	0.9532949	0.784484	0.8949419	0.75638974	0.86782205	0.7733966	0.85097027	0.90666354	0.8942004	0.87897277	0.859964	0.86470747	0.8637579	0.8510464	0.7998179	0.9349797	0.68706477	0.8364927	0.8490199	0.86608064	0.8995198	0.90189487	0.8578091	0.7727846	0.79638046	0.8023956	0.9335339	0.8263332	0.81211114	0.8829502	0.9311044	0.88673925	0.9089273	0.9338012	0.88858426	0.8920077	0.8415421	0.8274329	0.8520094	0.7859822	0.87249315	0.8218522	0.8448334	0.8507914	0.8128037	0.86932856	0.79694164	0.8284783	0.8700665	0.7917497	0.7806806	0.8897497	0.8283229	0.7374201	0.9230474	0.93782526	0.9145778	0.78482705	0.8394797	0.89272755	0.88527215	0.84385264	0.98191845	0.81594235	0.9315363	0.73128664	0.8578653	0.86816096	0.856518	0.87822175	0.9205986	0.78760785	0.81085074	0.7911626	0.83173865	0.750789	0.91341543	0.8909551	0.89622426	0.69674504	0.90898186	0.8708863	0.8382473	0.8229004	0.8774651	0.75363386	0.900361	0.8233478	0.8593286	0.8552829	0.9709088	0.90679646	0.9112531	0.773718	0.8805774	0.83641475	0.89146245	0.90221536	0.75399536	0.81030566	0.85141295	0.93942434	0.8996349	0.90039384	0.8830662	0.84436643	0.8349292	0.7989373	0.8819027	0.7511715	0.9543878	0.7773043	0.8225845	0.9498471	0.8335587	0.8918244	0.7499252	0.81394243	0.92926085	0.91864705	0.7885933	0.8883493	0.7615061	0.9244036	0.82509184	0.93740463	0.78614295	0.7945154	0.8576709	0.83689034	0.9131878	0.8457563	0.7861539	0.79669607	0.83977675	0.8221758	0.86733735	0.82845783	0.88929623	0.85532635	0.86227775	0.9875839	0.95017326	0.8585173	0.827221	0.81733286	0.90115064	0.8254559	0.9098467	0.8821254	0.92411697	0.8467888	0.8773686	0.9210996	0.8557062	0.8908216	0.9636254	0.89033544	0.89452213	0.9170894	0.76776606	0.7639597	0.7269808	0.90437365	0.8146068	0.9419159	0.85702556	0.9241617	0.8143332	0.77384996	0.86182153	0.7449107	0.8977287	0.94859195	0.8324649	0.868362	0.8243511	0.7836812	0.86905694	0.87122697	0.862785	0.8014085	0.89474875	0.8422029	0.96790314	0.84314585	0.9253463	0.8500492	0.8289038	0.8968667	0.7936536	0.92560565	0.8254756	0.88834345	0.9182762	0.76566195	0.7501402	0.78249013	0.81013465	0.71822405	0.7609149	0.8553428	0.74391425	0.7737433	0.927009	0.84643614	0.8575249	0.63595366	0.90585274	0.76481825	0.87435454	0.90325713	0.7544235	0.86910456	0.90585357	0.8067584	0.8408904	0.7693256	0.7851304	0.87304604	0.9670207	0.9250007	0.9551178	0.8990794	0.8778059	0.9027853	0.83308506	0.8590682	0.80811715	0.832426	0.8724446	0.71362716	0.8557882	0.81497145	0.9330339	0.9620335	0.9453683	0.87394065	0.89840055	0.929161	0.8879277	0.7457804	0.9437558	0.9358281	0.6940291	0.8926027	0.8343171	0.9087117	0.92602766	0.8528898	0.9282461	0.79243183	0.9204777	0.9707806	0.8108027	0.7573914	0.9023565	0.6903112	0.76538384	0.8933399	0.93189347	0.7819453	0.8235177	0.82387275	0.9139456	0.8357199	0.8431718	0.8282024	0.9261829	0.8368554	0.9340005	0.9015166	0.82227397	0.8132591	0.7705191	0.9307517	0.89063424	0.8559734	0.8083025	0.8736224	0.83155406	0.877439	0.9516845	0.71704257	0.79864645	0.8808745	0.8458699	0.91030246	0.72617537	0.8174132	0.86566114	0.9346272	0.83131015	0.80708945	0.70092297	0.8776779	0.909726	0.9376894	0.9207698	0.8914277	0.82261384	0.88311595	0.8340225	0.6735702	0.88329476	0.8476842	0.8689693	0.7617041	0.85875463	0.9343219	0.74077904	0.85416675	0.7992473	0.88277733	0.7732101	0.8133317	0.8836111	0.81219715	0.9488216	0.9566894	0.73769844	0.82261574	0.9222827	0.9015952	0.9298501	0.8535235	0.85325706	0.79691815	0.870118	0.8991725	0.79445934	0.8362387	0.8352828	0.9690383	0.77307075	0.9227489	0.8142626	0.72538376	0.84548944	0.8758805	0.8887439	0.957513	0.72990024	0.8493759	0.81063783	0.77673656	0.85566294	0.937037	0.9179895	0.8593869	0.77863955	0.8385657	0.7913753	0.8928378	0.8891229	0.8498029	0.92977536	0.8546554	0.82125443	0.7469431	0.9732085	0.8424849	0.8867947	0.88951975	0.7725186	0.862025	0.91245747	0.9032724	0.95746946	0.81209415	0.7250109	0.9068347	0.78310215	0.7709205	0.9009323	0.9016212	0.91010153	0.8942832	0.9063631	0.94996864	0.93581223	0.8712624	0.9172576	0.79997337	0.7838264	0.7465466	0.83913094	0.93526757	0.91092503	0.93585205	0.75177056	0.9396381	0.7179633	0.9039521	0.7529002	0.8248817	0.9708447	0.85691184	0.66858554	0.91126335	0.91345537	0.8260092	0.9157089	0.80747414	0.8721571	0.9031304	0.90269256	0.7921188	0.90337694	0.76602226	0.83506763	0.7155413	0.89277315	0.90570235	0.8466153	0.85993266	0.68353856	0.94142514	0.8755789	0.8791238	0.9244399	0.8674143	0.8694438	0.8577585	0.8766588	0.84643674	0.9223657	0.9369808	0.73216695	0.7502205	0.8519355	0.9165182	0.83935034	0.8713532	0.8234484	0.6954448	0.8639072	0.9166376	0.8025484	0.8163815	0.88159025	0.84882104	0.9228566	0.8312108	0.87841773	0.8711145	0.79504836	0.9152739	0.9244281	0.8908902	0.90678567	0.83904564	0.785831	0.85511225	0.68703437
roker/noun	0.8094854	0.8596554	0.0	0.912729	0.9103924	0.8381293	0.8966927	0.795012	0.84501976	0.7935022	0.8613994	0.79302603	0.72923887	0.8009498	0.8805513	0.8114568	0.7659061	0.8460117	0.8990243	0.8946552	0.8329692	0.73558486	0.7776513	0.87386745	0.794974	0.94041437	0.8658827	0.81891084	0.8292707	0.73847485	0.88793206	0.8493154	0.7779895	0.8421961	0.9446349	0.8515034	0.8859832	0.8249388	0.8461298	0.84937596	0.842775	0.81039995	0.8194802	0.82847774	0.9073765	0.86432356	0.85776865	0.75686026	0.87020403	0.83787835	0.8183565	0.84731114	0.9083501	0.88169384	0.8159122	0.773596	0.92642164	0.9110743	0.874799	0.97364455	0.82651836	0.87888765	0.8422677	0.9137423	0.86832845	0.8757762	0.83574337	0.90843344	0.8813811	0.86582285	0.8859905	0.7454628	0.88659686	0.8055728	0.93933934	0.889624	0.8816217	0.8331212	0.8454258	0.7466562	0.8748041	0.88033473	0.8534498	0.8923695	0.8537788	0.9118136	0.81949675	0.9183206	0.7847893	0.852947	0.7716719	0.79616106	0.8476773	0.91387177	0.81376886	0.9008916	0.9140459	0.86035085	0.761732	0.83450246	0.85402197	0.9228761	0.9276954	0.8008014	0.87272096	0.832795	0.7608209	0.7600827	0.806418	0.89117146	0.7999449	0.852968	0.8684405	0.7141875	0.88793534	0.7591799	0.8636679	0.84165275	0.92173904	0.8313189	0.9164736	0.92888385	0.85717916	0.86571944	0.8430482	0.82114863	0.80352515	0.81264806	0.8558797	0.86944175	0.75047225	0.94653696	0.8225628	0.885918	0.9021474	0.8992453	0.73496735	0.82143605	0.87854147	0.8200053	0.7537725	0.8188215	0.7989571	0.8855455	0.8614331	0.83516264	0.8101493	0.8434415	0.9244009	0.8590678	0.8545401	0.92306864	0.77275145	0.8987038	0.8765628	0.8278395	0.81661594	0.91834974	0.86993253	0.9258362	0.84187543	0.7485922	0.8135284	0.780067	0.9245061	0.7725781	0.8048595	0.8046578	0.8279362	0.8239431	0.8503151	0.8381524	0.87136376	0.80837536	0.8633616	0.88403285	0.8199988	0.87286174	0.8457032	0.74300754	0.8590648	0.8487557	0.8821532	0.7620979	0.84126955	0.82213426	0.921668	0.87413913	0.8721142	0.83100367	0.79824555	0.8469846	0.82146305	0.87972724	0.83478004	0.81486845	0.8380178	0.784974	0.8850259	0.8075595	0.7831764	0.8508467	0.8504861	0.82061684	0.9592512	0.85761184	0.9020027	0.91586405	0.9269678	0.76115125	0.8476777	0.88207203	0.87373805	0.8480384	0.91529995	0.8834095	0.8748949	0.90266675	0.7707019	0.90999717	0.7752882	0.87879777	0.89191	0.90478885	0.7225519	0.84452075	0.9338786	0.82102025	0.8821489	0.8137738	0.9366046	0.76685905	0.8724879	0.8642385	0.9346142	0.8740056	0.8348695	0.8344045	0.71904343	0.776379	0.90042496	0.88543886	0.8941675	0.8724394	0.8795871	0.85947645	0.8638911	0.8160904	0.7981439	0.88937813	0.899947	0.8058393	0.85497856	0.8955801	0.8805294	0.8853232	0.8890561	0.91378206	0.88426316	0.8150319	0.89120674	0.8483392	0.7823308	0.885885	0.93644994	0.9000259	0.84305185	0.8325009	0.8035854	0.83695185	0.80170083	0.8974436	0.8629413	0.93125594	0.77035356	0.8580484	0.7765757	0.8778831	0.8492749	0.78422856	0.8982321	0.7648465	0.83408135	0.7478383	0.85203135	0.8222436	0.8798045	0.93195987	0.872447	0.92787147	0.81342983	0.76940703	0.8892644	0.8894241	0.76200396	0.8344641	0.7775548	0.89753145	0.69474566	0.9227284	0.81316257	0.90032595	0.91639125	0.9514071	0.8316221	0.82081294	0.8838989	0.90272933	0.8412406	0.8496462	0.8389535	0.8756168	0.8863862	0.9179588	0.9230316	0.854071	0.78574806	0.91854674	0.85681427	0.7949358	0.8288328	0.8128854	0.8297018	0.90139997	0.806054	0.8051919	0.9485194	0.8086089	0.7978494	0.87847495	0.89060307	0.8559398	0.8329998	0.88067293	0.85741067	0.9367218	0.8108894	0.70698583	0.9585955	0.92804366	0.8528881	0.788434	0.9032112	0.8360231	0.79179317	0.82468134	0.90172195	0.9383121	0.85250866	0.8250146	0.8456593	0.85003316	0.8815462	0.8837784	0.75945884	0.8543409	0.8627312	0.8361088	0.7794058	0.8522616	0.8441272	0.7970289	0.8248141	0.791481	0.89795095	0.87036985	0.8956189	0.7507571	0.9002427	0.79858506	0.87579626	0.92053163	0.79477644	0.9106931	0.91162515	0.8821328	0.974734	0.8132354	0.8123	0.8477014	0.802015	0.7666723	0.763471	0.78659743	0.7218776	0.9174956	0.8667276	0.85448766	0.86855257	0.7553458	0.7229932	0.8645095	0.82955325	0.75702876	0.8760289	0.8758837	0.8284691	0.8202018	0.82763433	0.90737677	0.7962333	0.79089206	0.8693565	0.78168356	0.8840879	0.7544476	0.9064435	0.80224246	0.7350862	0.7950091	0.8880112	0.76400375	0.8713348	0.7876606	0.91379905	0.86969846	0.86448354	0.79552317	0.89294744	0.81511617	0.9198887	0.8177762	0.7645346	0.966192	0.904851	0.8392143	0.7668978	0.9281727	0.8590922	0.8246987	0.9044013	0.8617358	0.9067488	0.90274745	0.8861567	0.7965828	0.80317044	0.77194625	0.82030535	0.78940433	0.7594131	0.90470433	0.8418113	0.88827926	0.90304387	0.8983054	0.9367011	0.8888246	0.8545876	0.89388454	0.9060173	0.89935815	0.7941489	0.86212796	0.94196385	0.82810384	0.9356096	0.71092504	0.87672776	0.8044274	0.9074573	0.9097874	0.81975687	0.87289834	0.84706616	0.854648	0.8946095	0.8954098	0.91182363	0.87282073	0.81462	0.898741	0.8768444	0.86935896	0.8730824	0.9020433	0.8206919	0.80158514	0.857566	0.82120836	0.900434	0.7534311	0.84231037	0.7856249	0.9023929	0.83747154	0.79739904	0.86988956	0.7519417	0.9155965	0.83238965	0.90940946	0.8490404	0.910759	0.8630445	0.863037	0.8270448	0.88448507	0.922158	0.71573716	0.88429904	0.8034507	0.89011455	0.85763437	0.923752	0.79713196	0.7893858	0.8025144	0.83317196	0.8520422	0.8730447	0.7906138	0.83581936	0.8141591	0.9258043	0.84620833	0.8407029	0.8885615	0.8669807	0.8193451	0.7887697	0.78728145
