	fouilleer/verb	rand/noun	bier/noun	werk_uit/verb	zojuist/adv	reëel/adj	vers/adj	lever/verb	maar/adv	maak_schuldig/verb	mondiaal/adj	vrij/adj	hier/noun	wapen/noun	beschuldig/verb	organisatie/noun	scoor/verb	fruit/noun	tegelijk/adj	ga_rond/verb	stuk/noun	al/adv	halfrond/adj	schelp_dier/noun	laag_DIM/noun	achterland/noun	dier/noun	bijvoorbeeld/adv	gemaakt/adj	bedreig/verb	ziekenhuis/noun	vervaardigd/adj	heet/adj	gebeur/verb	onderzoeker/noun	model/noun	constructie/noun	uitreiking/noun	zilveren/adj	Europees/adj	constructeur/noun	energiebron/noun	manifesteer/verb	reclame_campagne/noun	gooi/verb	biologisch/adj	kan/verb	knoei/verb	floreer/verb	vang/verb	verga/adj	sneuvel/verb	mensenrechten/noun	onschuldig/adj	pin_pas/noun	doe/verb	ingreep/noun	stoot_uit/verb	stook/verb	fraudeer/verb	oppervlak/noun	materiaal/noun	genees_middel/noun	lig/verb	glazen/adj	goedkoop/adj	straks/adv	onderzoeksresultaat/noun	aardbeving/noun	initiatief/noun	maat/noun	bekijk/verb	koud/adj	werk/verb	lening/noun	chemisch/adj	breng_uit/verb	moord/verb	overal/adv	verhandel/verb	garantie/noun	kunstacademie/noun	plat/adj	serveer/verb	gigantisch/adj	ruit/noun	vuur/noun	hot/adj	electoraal/adj	eerst/adv	ruimte/noun	bedacht/adj	hybride/adj	onderneming/noun	oven/noun	voer_door/verb	bedrijf/noun	vernieling/noun	school_bij/verb	haal/verb	vermeng/verb	produceer/verb	saneer/verb	dien_toe/verb	lanceer/verb	opgebouwd/adj	plunder/verb	mensenrechten_activist/noun	jarenlang/adj	overspel/noun	giet/verb	mogelijkheid/noun	glad/adj	deling/noun	xtc/noun	operatie/noun	condoom/noun	vlees/noun	realiseer/verb	toepassing/noun	varken/noun	hygiënisch/adj	klein/adj	megalomaan/adj	uranium/noun	collectief/adj	voorziening/noun	vul/verb	nano_meter/noun	werp/verb	aard_schok/noun	koop_in/verb	statistisch/adj	fraude/noun	doe_voor/verb	experiment/noun	begin/verb	kies/noun	weleer/adv	vat_post/verb	cocaïne/noun	erfelijk/adj	slechts/adv	groot/adj	verkrijgbaar/adj	milieu/noun	heb_plaats/verb	geproduceerd/adj	plaats/verb	methaan/noun	bereid/verb	kopij/noun	dealer/noun	tref/verb	soevereiniteit/noun	voer_uit/verb	consument/noun	regeling/noun	vaas/noun	gesneden/adj	gebouw/noun	hap_DIM/noun	glijd/adj	zuivering/noun	kleur/noun	bloed/noun	neem_over/verb	gerecht/noun	1/noun	corruptie/noun	menselijk/adj	Nederlands/adj	doping_controle/noun	wit_loof/noun	bord/noun	ongeveer/adv	misbruik/noun	eerst/adj	doorkruis/verb	flink/adj	gebruik/verb	vrij/verb	verspreid/verb	graad/noun	ijzeren/adj	koop_op/verb	negeer/verb	jacht/noun	grijp_in/verb	landelijk/adj	organiseer/verb	pit/noun	fiscus/noun	interim/noun	laag/adj	profiteer/verb	dier_beschermer/noun	Chinees/noun	bewapening/noun	pak_af/verb	betrekkelijk/adj	iets/adv	bekendmaking/noun	werkzoekende/noun	consolidatie/noun	zeker/adv	bottel/verb	er/adv	offer_op/verb	sterkte/noun	schoon/adj	cipier/noun	actief/adj	5/noun	uiteinde/noun	emmer/noun	energie/noun	kabel/noun	omhoog/adv	bloei/noun	kom_DIM/noun	hoog/adj	probleem/noun	schaf_aan/verb	gebruik/noun	moord/noun	belegging/noun	leg/verb	gekookt/adj	vervang/verb	decoder/noun	ruim/adj	drug/noun	plundering/noun	water/noun	maak_gebruik/verb	massa/noun	meng/verb	zal/verb	zondag_morgen/noun	individueel/adj	land/noun	voorheen/adv	drijf/verb	gezondheid_klacht/noun	meet/verb	preventief/adj	kaart/noun	voer/verb	spuit_in/verb	pleeg/verb	negen/noun	ondersteuning/noun	truc/noun	winkel/noun	verbouw/verb	bol_DIM/noun	etnisch/adj	olijf/noun	koop/verb	verantwoord/adj	kiosk/noun	richt_aan/verb	kom/adj	nietsvermoedend/adj	angstaanjagend/adj	cao/noun	apotheker/noun	maak/verb	dergelijk/adj	bied_aan/verb	verkoop/verb	overheid_gebouw/noun	politie_optreden/noun	productie/noun	provincie/noun	onwetendheid/noun	ambitieus/adj	steeds/adv	saus/noun	steel/verb	oefen/verb	staat/noun	giet_af/verb	nuttig/adj	regionaal/adj	topografische/adj	ijver/noun	New/adj	waar/adv	maquette/noun	werf/verb	dag_blad/noun	investeer/verb	veel/adj	verniel/verb	vervuild/adj	zet/verb	hervat/verb	globalisering/noun	hasj/noun	het/adj	binnenkort/adv	warm/adj	wraak/noun	los/adj	vertoond/adj	word/verb	voer_in/verb	bank/noun	mogelijk/adj	geld/noun	afgelopen/adj	ethiek/noun	blijk/verb	misbruik/verb	zijde/noun	couscous/noun	project/noun	bevraagd/noun	internet/noun	navolging/noun	techniek/noun	specifiek/adj	product/noun	slijt/verb	zet_voort/verb	verhinder/verb	internationaal/adj	relatief/adj	ga/verb	bescheiden/adj	stad/noun	alleen/adv	toon_aan/verb	motief/noun	verdring/verb	gewicht/noun	zet_om/verb	marktaandeel/noun	veroorzaak/verb	overtreed/verb	ei/noun	vervuiling/noun	win_in/verb	ontrouw/adj	belegger/noun	gekleurd/adj	nationaal/adj	beperkt/adj	informatie/noun	imposant/adj	Yorkse/adj	onderneem/verb	alcohol_controle/noun	schandaal/noun	gering/adj	strooi/verb	Russisch/adj	vervals/verb	nooit/adv	boom/noun	illegaal/adj	zet_in/verb	boer_DIM/noun	industrie/noun	offensief/adj	boor/verb	aandeel/noun	schend/verb	roker/noun	kant-en-klaar/adj	spoor_aan/verb	mooi/adj	verschil/adj	bovenkant/noun	tafel/noun	water_huishouding/noun	service/noun	daadwerkelijk/adj	maak_na/verb	publiek/adj	ongekend/adj	geef_vrij/verb	plant/noun	breed/adj	eiwit/noun	beker/noun	marinade/noun	slik/verb	kind_arbeid/noun	suiker/noun	eerder/adj	verdenk/verb	koel_af/verb	smokkel/verb	lift/noun	pas_toe/verb	lekkers/noun	atoom/noun	doping/noun	breid_uit/verb	ontwikkel/verb	lijd/verb	vorm/noun	dierlijk/adj	verstrek/verb	leger/noun	synergie/noun	burger_slachtoffer/noun	industrieel/adj	pan_Europees/adj
fouilleer/verb	0.0	0.92143863	0.9105458	0.86281	0.8141486	0.90789086	0.9185022	0.8751048	0.89785725	0.83959985	0.90887797	0.8782081	0.89483726	0.7259482	0.84956944	0.88467467	0.9537608	0.92158055	0.86278516	0.86617833	0.8953618	0.88227713	0.92636764	0.9178451	0.93288225	0.91336846	0.86153865	0.82924855	0.88607645	0.754669	0.8789283	0.8734671	0.92545986	0.88450754	0.87576354	0.88368076	0.86574394	0.90099496	0.91174203	0.90008515	0.91456836	0.91225064	0.8738397	0.8799131	0.8303668	0.88602716	0.8546731	0.8695766	0.91650623	0.88965726	0.8384939	0.86929977	0.86972	0.80846703	0.8289276	0.92448807	0.8515079	0.8932355	0.8706708	0.8635201	0.90446204	0.8527619	0.8745966	0.88612163	0.8584554	0.8877798	0.83468324	0.8991778	0.92978376	0.88822365	0.92432076	0.84535336	0.9164335	0.88307613	0.92891335	0.85788023	0.9408817	0.8761029	0.8237602	0.83095783	0.8801238	0.91347384	0.88031816	0.9078068	0.8800699	0.8619977	0.86696273	0.94352835	0.91530466	0.83112836	0.8498467	0.90133077	0.917885	0.9169787	0.92729723	0.87777376	0.88881004	0.80298483	0.86635184	0.9005645	0.91980404	0.9070491	0.8890754	0.8257012	0.9271707	0.9010963	0.80917513	0.8655741	0.8623736	0.8721703	0.9086572	0.86392665	0.91044056	0.92754114	0.8016585	0.87551117	0.84024215	0.9240615	0.9209131	0.83551884	0.8689002	0.84470344	0.87295145	0.9128691	0.8917347	0.88164085	0.857564	0.8616654	0.9427794	0.869162	0.8956853	0.87682813	0.89429504	0.8293356	0.88904244	0.8530643	0.9075801	0.90779376	0.9193675	0.83593243	0.7755246	0.89642113	0.8672933	0.89852434	0.899437	0.9071029	0.88919485	0.8954512	0.8785002	0.942763	0.9056835	0.8992462	0.76438284	0.86738986	0.8796512	0.82543564	0.89141065	0.8349444	0.8916337	0.9162049	0.84853035	0.90611434	0.90614265	0.86692804	0.918654	0.8841096	0.9392441	0.8221925	0.9180353	0.84528065	0.9086562	0.8955332	0.8551495	0.95322025	0.8937294	0.86409175	0.80439657	0.90235084	0.8703156	0.9103378	0.8135098	0.8804389	0.86970544	0.9515513	0.83242744	0.8827657	0.85129225	0.8350291	0.80648464	0.8863116	0.9165541	0.92627794	0.8460108	0.935661	0.94214517	0.9243277	0.89793277	0.8227057	0.8670837	0.7654614	0.8504812	0.89953333	0.90433985	0.8852569	0.9131798	0.91119045	0.93219125	0.83437246	0.8695127	0.89309037	0.89367336	0.7848126	0.8921694	0.94000936	0.91779083	0.9045727	0.92838514	0.9096827	0.93852085	0.9417619	0.96351373	0.9393137	0.9135622	0.82845354	0.7655039	0.8404951	0.9061037	0.92456585	0.942308	0.89386696	0.8925424	0.8450936	0.7315502	0.83342487	0.89958113	0.8135109	0.8486137	0.90018064	0.83583885	0.81706583	0.84593046	0.8812327	0.8591554	0.89856035	0.87863576	0.8921664	0.70082104	0.9114503	0.8775523	0.87804085	0.81691635	0.8745659	0.85747945	0.8577815	0.8038381	0.86282367	0.8585839	0.8874819	0.9628004	0.8647127	0.8948432	0.86597615	0.8323865	0.9193498	0.7357662	0.89333975	0.8728967	0.83865494	0.9137416	0.801839	0.87683153	0.86655843	0.85391796	0.8346411	0.9075452	0.88964874	0.8999957	0.92072135	0.8535717	0.93682486	0.7704562	0.8620197	0.89234966	0.9745012	0.87949073	0.900784	0.94078016	0.89385426	0.8647098	0.80448484	0.8972719	0.85668135	0.91678274	0.918319	0.8828621	0.7951678	0.8690982	0.9031125	0.90162694	0.9032304	0.7704292	0.93941873	0.83204937	0.9157391	0.8810338	0.88690495	0.9010358	0.7650541	0.82700706	0.90101475	0.84187865	0.8662791	0.8878393	0.900404	0.8406402	0.81102586	0.915915	0.9360134	0.8872781	0.8559316	0.8867022	0.88465893	0.89501673	0.8595129	0.9032953	0.8740174	0.88935125	0.8212997	0.89679855	0.91101044	0.8850249	0.91882896	0.8746674	0.86119187	0.8809186	0.88212305	0.8588758	0.88806057	0.9129508	0.9343487	0.90447754	0.8115191	0.937771	0.8591659	0.8867761	0.93201196	0.91271716	0.8777006	0.93573	0.85255706	0.8625117	0.88242084	0.8708039	0.87240815	0.8172518	0.8976248	0.88172126	0.88625264	0.871755	0.85527927	0.89476454	0.90129477	0.7745417	0.81190455	0.92440367	0.91754586	0.91381884	0.8719693	0.9371901	0.7900401	0.8403741	0.9172548	0.8205931	0.9228212	0.8352642	0.91451764	0.90066725	0.921742	0.8580332	0.81684875	0.90581053	0.88868093	0.8887085	0.84436345	0.9040524	0.89877707	0.9179023	0.95533633	0.9662629	0.8722092	0.87813944	0.9281825	0.85035384	0.81644934	0.90652597	0.75296557	0.8501664	0.821323	0.92241126	0.91968405	0.8435569	0.85705745	0.91461617	0.93638223	0.8860155	0.89614993	0.81823313	0.8352891	0.9148432	0.87850785	0.91681004	0.9320004
rand/noun	0.92143863	0.0	0.8419577	0.92984396	0.8367754	0.91327333	0.7831254	0.9256575	0.9120807	0.94710267	0.87475777	0.8712954	0.9266757	0.92765117	0.9507038	0.9462252	0.961612	0.81528914	0.82829636	0.84691316	0.78560126	0.9388853	0.7813662	0.89290327	0.6979445	0.80258906	0.8543265	0.8708535	0.85367507	0.84846085	0.9074956	0.8507076	0.7440374	0.9480119	0.9461045	0.86981285	0.7893509	0.93578315	0.78070855	0.9175441	0.94978374	0.94557035	0.8854326	0.91344154	0.78027934	0.9016127	0.9249296	0.9213449	0.8515049	0.82387185	0.93417513	0.8280689	0.9277551	0.9101311	0.9568783	0.9521322	0.91334295	0.889294	0.85977805	0.9357957	0.70803183	0.870093	0.94142383	0.66396284	0.66773033	0.8791468	0.8472754	0.95265824	0.8470353	0.93997353	0.89607334	0.90999997	0.74980044	0.924884	0.94590414	0.87841004	0.964748	0.9211335	0.7018254	0.90684086	0.93430096	0.91529214	0.70394576	0.8245682	0.6948103	0.8119617	0.85595423	0.92921627	0.88704413	0.8681892	0.77413005	0.89638233	0.9242159	0.93266755	0.81570506	0.93838596	0.9194187	0.87039715	0.9521002	0.8936309	0.8308421	0.88445896	0.8365923	0.94459546	0.93791664	0.8365077	0.8356481	0.9560213	0.88665193	0.9437179	0.77270496	0.9382564	0.7046288	0.9370899	0.9381759	0.93779564	0.86658597	0.84217554	0.89262867	0.9234041	0.8765423	0.9006808	0.7393926	0.89907855	0.9170522	0.90501684	0.86883485	0.71904206	0.93731374	0.7764992	0.8912802	0.9097222	0.95366365	0.9475954	0.9122111	0.9253876	0.8993635	0.85663176	0.8597122	0.8405733	0.92513746	0.9450876	0.90926003	0.8017917	0.88189656	0.9102393	0.885219	0.89935887	0.79317784	0.9190802	0.9022599	0.9481359	0.90503776	0.8827452	0.9255361	0.9404557	0.9327341	0.9500445	0.7575342	0.78841126	0.7695974	0.85977817	0.88999677	0.88792914	0.7757846	0.84787035	0.93517524	0.918925	0.95950496	0.90867203	0.8896342	0.9351824	0.9478944	0.8811613	0.7283946	0.8929644	0.9497438	0.95001835	0.72676057	0.858985	0.885402	0.88713306	0.83645904	0.8712404	0.7527785	0.8446997	0.9009702	0.8824109	0.9314376	0.8694254	0.93764126	0.8459883	0.9432945	0.9628286	0.88839334	0.91348803	0.9415395	0.89512	0.9382896	0.8955502	0.8503239	0.84700954	0.9438931	0.93598336	0.9468493	0.9070157	0.93278176	0.8817944	0.83557945	0.902897	0.78296196	0.940355	0.9331377	0.9552536	0.6837277	0.7335465	0.911815	0.8280885	0.7879411	0.8307586	0.83719224	0.8679421	0.92762554	0.88612497	0.9218843	0.95826024	0.9386872	0.829607	0.8295554	0.82752144	0.94149464	0.829726	0.937648	0.8939441	0.6656923	0.91113245	0.7562798	0.8227794	0.9137172	0.86349994	0.94623715	0.8610837	0.8555754	0.7438904	0.9606918	0.85755086	0.92468196	0.91219664	0.89741325	0.8975376	0.92801416	0.89015484	0.9240322	0.8943579	0.8344156	0.78703666	0.7940265	0.88940364	0.82340217	0.85424316	0.89567095	0.80323905	0.8385806	0.9499286	0.8676979	0.8374874	0.95814794	0.9374728	0.92868996	0.9147616	0.91816837	0.8965872	0.86568177	0.9465065	0.9154601	0.81344616	0.919446	0.93236744	0.87254447	0.81813866	0.8954489	0.8543215	0.8442077	0.9064259	0.93503356	0.88901657	0.94810367	0.90941286	0.8865368	0.617002	0.8307443	0.92749816	0.9310844	0.9077578	0.90649855	0.7623945	0.7449614	0.8735428	0.9356795	0.91401964	0.92117906	0.9615274	0.86740315	0.79134834	0.91667235	0.82464236	0.9168248	0.8913379	0.91150254	0.90118766	0.9198648	0.9458474	0.93745935	0.93278664	0.95914	0.9283396	0.761645	0.88081384	0.9319707	0.9522063	0.9423176	0.9314672	0.93213516	0.93838125	0.9279522	0.83534986	0.92518705	0.84333336	0.9238271	0.8754133	0.8812175	0.88196653	0.7032762	0.87191904	0.95368755	0.90900874	0.8048514	0.859229	0.9174803	0.94014806	0.8581142	0.93063396	0.82092583	0.83202684	0.9597303	0.95041806	0.92676747	0.6992419	0.9187897	0.92348224	0.95397234	0.7492315	0.90367484	0.9277755	0.94623786	0.8957794	0.93434685	0.7678647	0.8940682	0.94449574	0.9473037	0.6677679	0.8745841	0.94047856	0.93623626	0.8767843	0.9333181	0.7375964	0.9535039	0.922185	0.92176616	0.8785432	0.9114087	0.8054143	0.85904264	0.73680997	0.77853996	0.8927087	0.9279223	0.8951595	0.8935987	0.9146111	0.8559605	0.920884	0.7818209	0.7792792	0.88684875	0.9088471	0.88155675	0.9155109	0.9257484	0.8297035	0.9632994	0.9661631	0.78418744	0.91580284	0.80035365	0.94102865	0.8767877	0.86757	0.9566778	0.8017365	0.9043972	0.9015938	0.87440443	0.9059939	0.94823575	0.89871985	0.955376	0.95286983	0.84661746	0.9393991
bier/noun	0.9105458	0.8419577	0.0	0.9339919	0.8267438	0.9326551	0.51130724	0.7931089	0.8330815	0.9385224	0.88591474	0.8689185	0.9121064	0.84030175	0.9570423	0.93365073	0.951634	0.4867891	0.7903969	0.7433698	0.7821541	0.90393573	0.8997089	0.7471948	0.7232976	0.91223973	0.8272934	0.7385711	0.7577664	0.9341967	0.9528181	0.7948756	0.63015616	0.93847495	0.906129	0.7802684	0.8475393	0.8978395	0.7801107	0.927343	0.8857567	0.87932986	0.88997847	0.8339427	0.7465203	0.70679224	0.8558406	0.8248794	0.8487771	0.84112734	0.9446851	0.88129616	0.949419	0.8688179	0.92189676	0.92117584	0.91796136	0.87479913	0.7968192	0.91574574	0.80328536	0.7434857	0.778286	0.84729815	0.6399248	0.6744906	0.8003037	0.9254371	0.92709255	0.90711254	0.8123168	0.90507525	0.615252	0.91465557	0.915507	0.76266575	0.9321327	0.9295232	0.72187114	0.7948441	0.9204881	0.92762345	0.6990065	0.48137158	0.7939656	0.8099779	0.8169303	0.83508885	0.90390974	0.83035517	0.8603926	0.8565533	0.8784605	0.90489674	0.6917349	0.9398095	0.8889351	0.89586335	0.95506567	0.8269632	0.7181207	0.67706305	0.91039646	0.84763664	0.8884913	0.86116165	0.85663843	0.95894367	0.89933234	0.9141133	0.61158884	0.92239153	0.77196866	0.95291024	0.7532326	0.9399247	0.734444	0.5508797	0.9320565	0.86595315	0.78103983	0.82434267	0.77578956	0.9227861	0.83907795	0.9267966	0.9138671	0.60997844	0.90805984	0.8199626	0.93569607	0.7723702	0.90294695	0.9442532	0.92915416	0.90049875	0.90099466	0.77885735	0.82932717	0.9081728	0.74931943	0.9007885	0.8841769	0.86756957	0.6911007	0.9156431	0.92177624	0.7206174	0.88984066	0.8967701	0.6442791	0.91181624	0.8331422	0.9419923	0.95017004	0.9439861	0.79005915	0.93592	0.75269955	0.6945009	0.8820395	0.5444781	0.92001796	0.928829	0.7255225	0.71447146	0.931449	0.6786527	0.9506555	0.93769723	0.873414	0.9132962	0.92568064	0.7340015	0.6951046	0.8499899	0.94772506	0.9309318	0.91482186	0.759441	0.7819487	0.82501966	0.85035765	0.8414339	0.79876614	0.8425212	0.92184585	0.861662	0.95647126	0.90016764	0.912117	0.76659966	0.91883796	0.96951455	0.88902986	0.9091126	0.9203527	0.8276186	0.9422966	0.857486	0.86100686	0.7971637	0.9317385	0.91526085	0.94207203	0.8868088	0.7027159	0.8471867	0.9028893	0.8753298	0.73825836	0.9070103	0.9134557	0.9539285	0.8511438	0.64988166	0.807904	0.8767959	0.8270857	0.8782813	0.65861344	0.89671856	0.95271707	0.7766831	0.8267719	0.9672181	0.8838294	0.86068237	0.57557476	0.8268207	0.8886761	0.81836164	0.7647058	0.9227873	0.58385617	0.8936907	0.70328367	0.6586616	0.9087781	0.8561951	0.9244803	0.89775705	0.85084236	0.8361515	0.9469113	0.8544016	0.90898186	0.829577	0.9188799	0.84145784	0.94040453	0.90002966	0.9137026	0.85252994	0.72791094	0.7990015	0.6840329	0.9208209	0.6109362	0.68325555	0.83207536	0.82233	0.87686527	0.9439363	0.8483505	0.84016395	0.9465534	0.83783567	0.88281345	0.8800665	0.7734371	0.69235885	0.92360675	0.9537001	0.7788148	0.9405266	0.92751455	0.921072	0.8667717	0.50497043	0.76268935	0.87262166	0.9441544	0.77838254	0.88440824	0.9092779	0.94063985	0.9050242	0.88041836	0.8056162	0.87081	0.91034526	0.9083586	0.9030478	0.81269985	0.8468667	0.76690006	0.87314516	0.9528104	0.9157284	0.7296307	0.9032744	0.8900787	0.60127956	0.8931173	0.7958843	0.9119429	0.85188913	0.86318064	0.91741323	0.90873736	0.83932614	0.92765963	0.92153	0.9092512	0.91884446	0.8817375	0.67564285	0.9181338	0.9693311	0.8520378	0.9043671	0.8491404	0.8805121	0.6242163	0.7957423	0.9336457	0.89112777	0.9361491	0.82640517	0.87505275	0.8518767	0.88615704	0.80606496	0.93031687	0.89945436	0.80107826	0.821865	0.8886962	0.8646981	0.88997746	0.9231731	0.58491325	0.8627235	0.94489634	0.93939614	0.90176314	0.70605326	0.9287738	0.88822556	0.8784707	0.83472395	0.89293534	0.9473609	0.9127741	0.9086321	0.90193576	0.71879756	0.9101288	0.92035085	0.9027812	0.8598162	0.8498619	0.9274564	0.8923076	0.86140877	0.9070821	0.864604	0.8977945	0.94205195	0.8248546	0.6711909	0.8708606	0.8057618	0.82574064	0.7928125	0.6796805	0.95041156	0.835246	0.8998643	0.81530845	0.92869157	0.85041595	0.8967577	0.72933894	0.8733557	0.7612004	0.78461206	0.7212254	0.80220795	0.9199165	0.5332345	0.9297954	0.9442574	0.6831735	0.83693683	0.8256812	0.9052353	0.65437645	0.8552954	0.88735396	0.89679354	0.86897266	0.94232607	0.845921	0.75792295	0.87500554	0.9361239	0.92419404	0.9486523	0.82556266	0.9372229
werk_uit/verb	0.86281	0.92984396	0.9339919	0.0	0.87028795	0.7960822	0.9401849	0.80169946	0.89838946	0.9198055	0.79856557	0.8400779	0.87394667	0.9207822	0.9250965	0.777925	0.94720423	0.9036996	0.789751	0.88774055	0.84686863	0.91554487	0.95207393	0.9466482	0.9041185	0.89174956	0.9162837	0.72118175	0.75528383	0.92878044	0.9041597	0.8442903	0.93154943	0.85916907	0.8451525	0.7683928	0.743678	0.8942827	0.92579937	0.7664803	0.862796	0.835268	0.8088805	0.8141751	0.9421469	0.83041584	0.8611803	0.8670763	0.8687549	0.90404075	0.706455	0.8597548	0.8409463	0.9137178	0.9061357	0.8938555	0.7801124	0.91820586	0.9125762	0.8948234	0.87813234	0.7838937	0.82812274	0.8869453	0.89386433	0.8193932	0.8912804	0.83901453	0.94295883	0.712571	0.84147334	0.71281075	0.95050853	0.7097318	0.8611735	0.85344714	0.8222938	0.9206752	0.89671105	0.89204764	0.7600664	0.84867	0.8533958	0.8847742	0.846927	0.9467857	0.9699685	0.90980095	0.85199577	0.8240715	0.78956944	0.70756006	0.8148639	0.78657067	0.9112591	0.71474755	0.80636436	0.9218284	0.83393216	0.93203187	0.8398476	0.8508027	0.82424843	0.9071368	0.69053507	0.74445283	0.93273616	0.9372853	0.85509115	0.87335694	0.810308	0.72127974	0.88242024	0.9098414	0.91592205	0.84715784	0.8657821	0.932368	0.69468355	0.66996455	0.9188639	0.8381479	0.87375695	0.837504	0.9093178	0.80561817	0.7585254	0.8795148	0.9269735	0.8960088	0.934287	0.8451349	0.81896544	0.86447453	0.89672977	0.77728534	0.8759298	0.86009294	0.8654058	0.9011008	0.9360547	0.87688863	0.88014835	0.8796185	0.837492	0.81666875	0.87670076	0.8420867	0.8663442	0.9506006	0.8069018	0.90909255	0.8803773	0.85822403	0.8582771	0.6987691	0.8555861	0.6845851	0.8908587	0.87718445	0.8452407	0.90023214	0.9094631	0.8640139	0.8375326	0.95029473	0.8283457	0.87926465	0.91359603	0.87127686	0.8172382	0.8846259	0.9069595	0.95456666	0.8980394	0.9160903	0.8593583	0.9211231	0.77563995	0.92939156	0.76818764	0.9070398	0.842102	0.9516707	0.8855129	0.8559903	0.79913914	0.9186102	0.85104585	0.78101367	0.7701369	0.91436565	0.84009075	0.89685285	0.9016778	0.8582722	0.8976108	0.92309654	0.8307297	0.92626506	0.82108283	0.8621376	0.84251004	0.82585317	0.84432864	0.8899334	0.935849	0.8244951	0.8450286	0.86461246	0.8886066	0.901677	0.8379358	0.95156145	0.91768795	0.9523861	0.8657938	0.9057116	0.93926984	0.8804799	0.9666938	0.9080326	0.8249289	0.84352195	0.78199357	0.94997025	0.82359284	0.8824564	0.9452953	0.8510878	0.9036889	0.8357857	0.9171871	0.9351456	0.94792694	0.7430347	0.8864098	0.88009596	0.79125106	0.92434734	0.78714955	0.8922747	0.8242718	0.87164325	0.9129421	0.8484563	0.78877723	0.8883077	0.7467121	0.9399579	0.9382768	0.9328814	0.6789161	0.82214326	0.9002722	0.8397361	0.9235017	0.8664849	0.9512509	0.9127244	0.6931174	0.89471215	0.9143882	0.8278573	0.9323575	0.84632105	0.76563334	0.84127474	0.80606794	0.6490121	0.7405815	0.8941336	0.89106834	0.9037512	0.80787426	0.811539	0.886613	0.7149824	0.8547749	0.92559946	0.94079584	0.8352866	0.8724508	0.9828739	0.7560651	0.75515586	0.86414427	0.89463806	0.86373085	0.8787988	0.7772529	0.80971205	0.9118966	0.77839845	0.8514141	0.92910606	0.90558445	0.8994914	0.90436924	0.8180585	0.9441877	0.93132234	0.78717375	0.9201942	0.90325975	0.82961434	0.86949897	0.8408737	0.71240056	0.8755678	0.70037174	0.9104228	0.92553985	0.8043936	0.82635	0.83549523	0.9165561	0.9502498	0.6631012	0.86242694	0.85161525	0.796814	0.73739326	0.6789423	0.8097743	0.87194705	0.79762423	0.82630354	0.7937898	0.85756415	0.907982	0.85052675	0.85990626	0.8570275	0.7932308	0.79829556	0.8571759	0.88203126	0.781258	0.90172917	0.9065972	0.8208386	0.9469602	0.88268095	0.8003483	0.93560684	0.894947	0.8310814	0.8735417	0.76782125	0.75746274	0.8480343	0.8685217	0.76237667	0.91035223	0.91043067	0.8659159	0.8908824	0.9099304	0.8731041	0.9433596	0.9413763	0.8889151	0.8319063	0.95465255	0.8081875	0.84850895	0.91547215	0.91361135	0.82327616	0.89570296	0.8107567	0.7737715	0.8150251	0.6826587	0.9398938	0.8256793	0.86874795	0.8387966	0.82158685	0.83903617	0.84623796	0.83160067	0.81746143	0.89269274	0.7980666	0.8847785	0.96533626	0.9823547	0.9153137	0.87673306	0.9273958	0.8654399	0.93619037	0.9342441	0.9317126	0.8981277	0.6254701	0.9222915	0.87383604	0.8762486	0.76710063	0.58951735	0.9306704	0.73792505	0.8753954	0.77070093	0.92696285	0.81946844	0.9409953	0.7976316	0.81016254
