	stoot_uit/verb	koop/verb	publiek/adj	bank/noun	roker/noun	aandeel/noun	organiseer/verb	dealer/noun	regeling/noun	angstaanjagend/adj	experiment/noun	corruptie/noun	bloed/noun	techniek/noun	reclame_campagne/noun	nationaal/adj	mensenrechten/noun	gebruik/noun	zet_in/verb	voer_uit/verb	oppervlak/noun	nuttig/adj	varken/noun	marktaandeel/noun	ongeveer/adv	plant/noun	constructie/noun	vul/verb	uiteinde/noun	groot/adj	word/verb	probleem/noun	kopij/noun	leger/noun	regionaal/adj	beperkt/adj	industrieel/adj	warm/adj	achterland/noun	meet/verb	politie_optreden/noun	informatie/noun	bedrijf/noun	verkoop/verb	wapen/noun	motief/noun	reëel/adj	individueel/adj	geproduceerd/adj	verdring/verb	hygiënisch/adj	weleer/adv	heb_plaats/verb	koel_af/verb	verstrek/verb	eerst/adj	fruit/noun	glijd/adj	voer_in/verb	glazen/adj	fraudeer/verb	plundering/noun	landelijk/adj	lening/noun	ruit/noun	chemisch/adj	gigantisch/adj	internationaal/adj	laag/adj	relatief/adj	staat/noun	ontwikkel/verb	oven/noun	soevereiniteit/noun	laag_DIM/noun	ijzeren/adj	dien_toe/verb	menselijk/adj	onschuldig/adj	apotheker/noun	ontrouw/adj	vang/verb	decoder/noun	hybride/adj	vervuild/adj	alleen/adv	ruimte/noun	internet/noun	onderzoeksresultaat/noun	eerder/adj	slechts/adv	toon_aan/verb	stook/verb	electoraal/adj	spoor_aan/verb	jarenlang/adj	moord/verb	hot/adj	pas_toe/verb	energiebron/noun	werk/verb	vertoond/adj	bloei/noun	bord/noun	vat_post/verb	wit_loof/noun	boer_DIM/noun	pan_Europees/adj	meng/verb	lekkers/noun	maat/noun	maar/adv	methaan/noun	maak_na/verb	vlees/noun	doping/noun	zet/verb	misbruik/verb	bottel/verb	maak_gebruik/verb	spuit_in/verb	breid_uit/verb	mogelijk/adj	saneer/verb	provincie/noun	heet/adj	kan/verb	eerst/adv	voer/verb	service/noun	alcohol_controle/noun	fouilleer/verb	dier/noun	gebouw/noun	zet_om/verb	er/adv	slijt/verb	verniel/verb	olijf/noun	bijvoorbeeld/adv	ongekend/adj	boor/verb	navolging/noun	nietsvermoedend/adj	giet/verb	steel/verb	bedreig/verb	betrekkelijk/adj	productie/noun	plat/adj	opgebouwd/adj	werp/verb	globalisering/noun	hier/noun	verspreid/verb	schoon/adj	negeer/verb	couscous/noun	mondiaal/adj	verbouw/verb	schelp_dier/noun	plaats/verb	plunder/verb	manifesteer/verb	doe/verb	belegging/noun	wraak/noun	onderzoeker/noun	breng_uit/verb	knoei/verb	beschuldig/verb	schend/verb	breed/adj	fraude/noun	zal/verb	gekleurd/adj	vermeng/verb	gewicht/noun	ga/verb	ingreep/noun	tegelijk/adj	condoom/noun	klein/adj	imposant/adj	mooi/adj	uitreiking/noun	voorheen/adv	gebeur/verb	omhoog/adv	New/adj	onderneem/verb	operatie/noun	5/noun	los/adj	straks/adv	veroorzaak/verb	slik/verb	profiteer/verb	drijf/verb	kom_DIM/noun	vaas/noun	werkzoekende/noun	onwetendheid/noun	gekookt/adj	beker/noun	begin/verb	haal/verb	verhandel/verb	xtc/noun	werk_uit/verb	binnenkort/adv	maquette/noun	preventief/adj	neem_over/verb	maak/verb	floreer/verb	kleur/noun	vernieling/noun	overtreed/verb	voer_door/verb	bekendmaking/noun	negen/noun	Europees/adj	Nederlands/adj	moord/noun	doping_controle/noun	burger_slachtoffer/noun	zilveren/adj	vers/adj	lijd/verb	genees_middel/noun	steeds/adv	koop_in/verb	ruim/adj	organisatie/noun	industrie/noun	illegaal/adj	flink/adj	product/noun	tafel/noun	lever/verb	drug/noun	gezondheid_klacht/noun	offer_op/verb	doorkruis/verb	biologisch/adj	gering/adj	bescheiden/adj	veel/adj	vervuiling/noun	overspel/noun	kant-en-klaar/adj	water/noun	land/noun	tref/verb	oefen/verb	cocaïne/noun	bier/noun	atoom/noun	water_huishouding/noun	strooi/verb	zojuist/adv	verantwoord/adj	al/adv	gebruik/verb	zuivering/noun	produceer/verb	bevraagd/noun	richt_aan/verb	school_bij/verb	jacht/noun	goedkoop/adj	emmer/noun	leg/verb	investeer/verb	milieu/noun	halfrond/adj	nooit/adv	energie/noun	hoog/adj	zet_voort/verb	dergelijk/adj	bekijk/verb	sneuvel/verb	pin_pas/noun	Chinees/noun	misbruik/noun
stoot_uit/verb	0.0	0.8634536	0.9057395	0.93327445	0.8551978	0.90619946	0.94837886	0.8794069	0.8739056	0.84219044	0.8586195	0.8970531	0.8310916	0.84849125	0.9130581	0.9303527	0.8911651	0.8027564	0.87902343	0.89996547	0.8092276	0.86707085	0.84568787	0.8941164	0.8378776	0.8092852	0.8811359	0.81715506	0.8648671	0.85632724	0.8488616	0.8985511	0.9084158	0.91118234	0.9074332	0.86723125	0.80247194	0.81775445	0.91467476	0.78060013	0.877844	0.9094869	0.8727705	0.84636724	0.85536426	0.8910479	0.8806483	0.8892544	0.7908367	0.854934	0.87149346	0.8934876	0.92196465	0.8309945	0.882256	0.93163544	0.84250605	0.9071915	0.82886505	0.8880608	0.8969624	0.9068223	0.898691	0.8941073	0.91011816	0.74759185	0.8203432	0.89088744	0.84518105	0.8107462	0.90237725	0.80862486	0.817011	0.90022475	0.8474262	0.8722791	0.82562137	0.82055473	0.85964096	0.8950914	0.9083091	0.8356629	0.9224368	0.8570815	0.77720094	0.8366333	0.862791	0.916779	0.8560751	0.8989139	0.8640488	0.86591053	0.78514457	0.8924898	0.8382423	0.89751965	0.8887748	0.8959624	0.8633148	0.7959413	0.86991507	0.8941032	0.8681791	0.9126608	0.9072582	0.8835341	0.90342665	0.9139641	0.82608473	0.9125304	0.90012574	0.8881565	0.7352123	0.87420785	0.8265825	0.9009209	0.90063024	0.87661076	0.9097949	0.8701512	0.82075715	0.8841858	0.85551405	0.8508637	0.9098841	0.81189644	0.87484604	0.88050926	0.89695936	0.8936315	0.92291707	0.8932355	0.84474015	0.9060694	0.77289265	0.86389834	0.866933	0.8807501	0.8960471	0.81976795	0.8380041	0.81133157	0.9003535	0.8966902	0.8515092	0.88819337	0.8702337	0.83317435	0.7987591	0.8501688	0.8738484	0.87757206	0.8640189	0.9028816	0.79315877	0.7468741	0.8644625	0.91188383	0.85626763	0.888324	0.86134315	0.9169336	0.887412	0.8582037	0.93080217	0.8879715	0.8794979	0.8667506	0.9364609	0.8962525	0.9278521	0.86798906	0.87856305	0.9115728	0.8598056	0.8390441	0.8253839	0.81646323	0.9214269	0.87455785	0.807794	0.867966	0.83589625	0.86885893	0.88291454	0.941478	0.86600626	0.91240156	0.83477145	0.90932083	0.9005327	0.9143784	0.95971537	0.8800412	0.8728262	0.77020824	0.8574811	0.86783427	0.8375195	0.88288933	0.8808721	0.8885073	0.8654663	0.8699211	0.9487938	0.9431998	0.8732077	0.8323222	0.83662075	0.91820586	0.8986575	0.91133875	0.88715255	0.9238638	0.8906667	0.8868073	0.8371467	0.90119076	0.8659401	0.8877153	0.9045569	0.91953766	0.9054311	0.89042413	0.90938467	0.9312157	0.8896416	0.88664186	0.85305196	0.8850249	0.8197799	0.8371258	0.8018383	0.88314956	0.9153021	0.8088243	0.86402446	0.8638765	0.8220991	0.92465127	0.7849509	0.8560135	0.86017144	0.8772149	0.8662412	0.82228553	0.83677155	0.89992106	0.84736806	0.75842834	0.90143687	0.87837744	0.7882527	0.86909235	0.8536847	0.8916854	0.8377117	0.87479913	0.7878434	0.893891	0.8353865	0.8716121	0.8631065	0.93501294	0.7876661	0.8583136	0.67454106	0.938369	0.8425721	0.9065939	0.88701177	0.81691515	0.86772895	0.9057508	0.85687375	0.80414116	0.9447793	0.9174773	0.75077266	0.8538169	0.9061638	0.82823956	0.9210082	0.90226334	0.9393491	0.8714436	0.9042358
koop/verb	0.8634536	0.0	0.93704635	0.75976115	0.8706057	0.7672058	0.9206836	0.761825	0.9126008	0.9175089	0.90014684	0.95248175	0.8553491	0.8727261	0.83532226	0.92276394	0.95606947	0.73259753	0.8776664	0.9110771	0.8726659	0.8580406	0.8051026	0.8628826	0.7687526	0.80801654	0.8386432	0.678419	0.8678096	0.8048324	0.86510676	0.95468825	0.92742836	0.9401446	0.89435464	0.8579691	0.7732049	0.7840322	0.89341503	0.86213046	0.9630058	0.8629205	0.75419545	0.2286902	0.81569	0.9176922	0.91354465	0.87752265	0.69159985	0.78997236	0.7964335	0.88299274	0.9430513	0.8316548	0.71097267	0.9325919	0.6673661	0.93665403	0.7687971	0.7436382	0.85676205	0.91423297	0.89878696	0.7880289	0.8415404	0.81683743	0.7587997	0.9213086	0.8691966	0.82089317	0.9046404	0.82260936	0.80434453	0.9472422	0.82279295	0.8314784	0.8472998	0.91463536	0.9161682	0.7924314	0.9261176	0.8351828	0.8420807	0.8292402	0.7960341	0.7984684	0.8542076	0.77764827	0.93170553	0.9366798	0.87317103	0.90409344	0.79765236	0.9326406	0.8065226	0.88411176	0.929981	0.81636226	0.8789414	0.86885536	0.84478045	0.9282386	0.89822614	0.8222879	0.8937034	0.8085058	0.8881496	0.89347696	0.76699626	0.799916	0.8260245	0.8681203	0.91263163	0.70250356	0.71287954	0.9184614	0.8532578	0.8851788	0.8485814	0.7819705	0.8348203	0.79299515	0.88025457	0.83336055	0.9047662	0.8290203	0.84808314	0.8626921	0.9235982	0.8096719	0.931589	0.8647127	0.84095836	0.8274585	0.7892188	0.8877657	0.64766735	0.7485291	0.7751142	0.6447716	0.90799195	0.8464688	0.9179027	0.8214195	0.7694246	0.5776142	0.87284136	0.8762509	0.77125573	0.7782223	0.84892213	0.83421767	0.942048	0.9209631	0.78515	0.7529323	0.8998915	0.8553736	0.8954047	0.6800799	0.85199046	0.8311038	0.78329176	0.9321401	0.89931977	0.7595802	0.92805684	0.9123424	0.7914411	0.77876765	0.9356517	0.9086723	0.91940904	0.9133635	0.9014973	0.75428027	0.81989473	0.8439037	0.8499839	0.93190765	0.86173546	0.76616323	0.7223033	0.8181209	0.78009415	0.89379245	0.8256599	0.9357176	0.83294874	0.84530777	0.91215193	0.9391243	0.95828784	0.7826524	0.7718683	0.91267323	0.87227476	0.85271436	0.83930504	0.8192548	0.7654105	0.91457164	0.93088293	0.7560954	0.87355876	0.9446859	0.75157595	0.5752466	0.8061852	0.9127244	0.7758842	0.82894856	0.897148	0.7863488	0.86561733	0.83837044	0.82299614	0.8940194	0.8691901	0.91772205	0.9193874	0.92233306	0.8969315	0.84086865	0.9630648	0.94280195	0.9616396	0.7977993	0.65807974	0.9279699	0.79494137	0.8792055	0.50242317	0.8280522	0.9401008	0.84747136	0.7417925	0.8178407	0.687214	0.7640127	0.65195656	0.80009437	0.95314944	0.8708484	0.8922363	0.7291751	0.89574194	0.86595	0.8749784	0.9016396	0.9334733	0.68039906	0.79910296	0.9123317	0.9243092	0.8707272	0.77036726	0.68325555	0.9242456	0.94692034	0.74892724	0.7962858	0.78012294	0.9110447	0.65273684	0.95037585	0.61162245	0.93453383	0.87508404	0.92163146	0.8024525	0.51314914	0.79941154	0.8392447	0.7296388	0.91396993	0.8991445	0.9178861	0.83930695	0.9154013	0.9384891	0.8413111	0.8360578	0.86866236	0.847195	0.8456359	0.9214714
publiek/adj	0.9057395	0.93704635	0.0	0.7961267	0.8352624	0.8518431	0.8670212	0.8596481	0.823973	0.8705441	0.84586334	0.77047926	0.9109799	0.8178208	0.8067146	0.74244535	0.74645495	0.81198466	0.8649128	0.8695712	0.8920665	0.7926313	0.89121515	0.79555	0.9202754	0.8753445	0.83018017	0.8761413	0.9328456	0.7735686	0.8036473	0.88218987	0.9103274	0.8263504	0.6493701	0.77451664	0.8043805	0.88463485	0.8767765	0.8549677	0.8361595	0.8124091	0.7636224	0.90464824	0.88735944	0.82148683	0.8006118	0.7436856	0.8693575	0.831924	0.85252064	0.83268666	0.8466109	0.9206066	0.8194578	0.9099207	0.9114045	0.9283488	0.8623269	0.9003916	0.874531	0.8541815	0.7318606	0.8437175	0.944221	0.8565075	0.82060647	0.6922581	0.8681259	0.81235707	0.7356651	0.8309409	0.91811144	0.7967863	0.917556	0.8771085	0.9099271	0.75630707	0.858892	0.8477639	0.9143087	0.9087559	0.8183237	0.8654163	0.88834244	0.78421307	0.80856335	0.7900687	0.8354913	0.8355095	0.85802114	0.82220113	0.885043	0.74876904	0.8213862	0.77303284	0.88771015	0.90024734	0.8700131	0.86279	0.88603723	0.83864516	0.86401296	0.93215567	0.87534654	0.92647386	0.92885816	0.8132501	0.8501378	0.9413478	0.8984791	0.8893383	0.9236045	0.9194863	0.9107864	0.8376497	0.93543357	0.7816919	0.9428716	0.82700694	0.92467564	0.81766295	0.7934405	0.83494496	0.83534026	0.9122597	0.80522215	0.88844204	0.82285047	0.80557925	0.91365266	0.88868093	0.8871473	0.86858267	0.86836857	0.86243254	0.87299013	0.9187077	0.9451864	0.7737181	0.7810551	0.9323772	0.8372016	0.88507056	0.91194165	0.94551283	0.87505716	0.77929014	0.836997	0.8802905	0.8357563	0.8652868	0.7296712	0.8651198	0.8627596	0.862637	0.7669297	0.94551295	0.7016647	0.8951335	0.9344138	0.897758	0.90114695	0.8087586	0.9089784	0.79312825	0.8336513	0.84817064	0.89617896	0.89221734	0.8393518	0.79710054	0.7484622	0.8458761	0.76303905	0.8605978	0.8627483	0.86020756	0.9120515	0.84287035	0.73982185	0.8788253	0.8862663	0.8654335	0.9118645	0.8596238	0.7737389	0.9049103	0.91543704	0.8891183	0.86095417	0.86606383	0.93125504	0.8359487	0.85786164	0.85787946	0.9144103	0.82907045	0.8403202	0.95448387	0.9194463	0.83762836	0.8401583	0.94702214	0.9538625	0.8978385	0.9265274	0.8898618	0.8948856	0.84623796	0.8641096	0.90314305	0.80266213	0.85140526	0.85365534	0.8603218	0.8799564	0.8668076	0.8287779	0.82648915	0.8407558	0.91671467	0.7487972	0.792964	0.88384694	0.85920215	0.8434706	0.9123895	0.9253572	0.89385235	0.83562386	0.7644009	0.84337556	0.8249631	0.72705483	0.7424171	0.85524225	0.85070443	0.8250441	0.9342277	0.8539029	0.8844959	0.8822181	0.8424518	0.86393034	0.83860457	0.7538824	0.83033824	0.8208525	0.8612537	0.8402038	0.88955283	0.91518867	0.80430627	0.9139136	0.9058473	0.9140379	0.92869157	0.87761384	0.86723125	0.90781105	0.8545564	0.7919556	0.90823704	0.8473158	0.837633	0.892827	0.9063833	0.89974403	0.8953582	0.8621357	0.85405546	0.9400997	0.9197501	0.80506665	0.7770343	0.94272053	0.8848979	0.8480942	0.844831	0.8403718	0.669677	0.86160946	0.91094947	0.9262336	0.8691936	0.8162304
bank/noun	0.93327445	0.75976115	0.7961267	0.0	0.8448374	0.56755996	0.9273459	0.78738725	0.77446663	0.9150012	0.8853386	0.8642525	0.927405	0.907181	0.8118609	0.8469059	0.8875269	0.8656431	0.9172127	0.8921086	0.9252636	0.901506	0.9094399	0.7631845	0.80182165	0.9228434	0.7965438	0.9081781	0.93292975	0.8237747	0.79485	0.90366197	0.902269	0.8364376	0.78916645	0.8420951	0.7858075	0.9268983	0.9017265	0.9117783	0.926061	0.8318311	0.4503981	0.732098	0.88109255	0.8859159	0.8005368	0.79588884	0.8977936	0.8773531	0.901137	0.8932873	0.91013056	0.9187356	0.71673983	0.9067467	0.9212563	0.9317568	0.84060043	0.8901579	0.7952912	0.87773937	0.8412874	0.54086673	0.8944589	0.90479535	0.8488897	0.79793936	0.7576369	0.8034503	0.76722336	0.89026815	0.9056807	0.85803354	0.937764	0.8995284	0.93007916	0.9254708	0.9377187	0.71505016	0.94127727	0.9247531	0.8584565	0.8913993	0.914882	0.864516	0.8803239	0.83110034	0.88185835	0.7741106	0.85311276	0.9002886	0.9156941	0.85690767	0.8338437	0.82285297	0.9298014	0.91957873	0.87323296	0.87696546	0.8955568	0.937848	0.9153864	0.8984631	0.9084769	0.9402012	0.9345778	0.75097007	0.93077326	0.9499805	0.8852442	0.93239295	0.946678	0.88741606	0.91482085	0.880234	0.9429326	0.87420493	0.93427455	0.8615812	0.9371428	0.84559125	0.8029691	0.76604146	0.77172995	0.93410003	0.8141731	0.85772705	0.9003134	0.78975964	0.93252397	0.90101475	0.93257827	0.87934077	0.8111214	0.91078526	0.8454592	0.89978033	0.9365925	0.754201	0.8576009	0.9062152	0.87832946	0.87040854	0.93216413	0.9035087	0.873739	0.8660668	0.8098903	0.91529745	0.85517067	0.919896	0.8926405	0.8770684	0.89750576	0.9273211	0.8777679	0.956874	0.8109941	0.88406473	0.93207073	0.8835363	0.8348579	0.90454876	0.91876805	0.5995582	0.9356988	0.8110106	0.8554004	0.8802877	0.87499833	0.85595363	0.9127298	0.78356165	0.7528961	0.91101944	0.92416006	0.88630605	0.87581545	0.8661871	0.86136174	0.8828653	0.83835006	0.90966356	0.95380557	0.9250217	0.7924264	0.919162	0.8167706	0.8456598	0.8729136	0.8621744	0.9276837	0.8952909	0.81727076	0.93462616	0.9269309	0.7653607	0.90312916	0.9599729	0.8915661	0.84601736	0.9042171	0.95796853	0.9153951	0.9501489	0.92702603	0.77997	0.89371216	0.8755678	0.7823823	0.91577977	0.8712476	0.70523375	0.9241165	0.8699679	0.93532354	0.91180605	0.8170879	0.8282547	0.77793324	0.90037966	0.77169436	0.8074961	0.9327724	0.897955	0.91259784	0.91619164	0.8954152	0.87511486	0.8402016	0.8418839	0.7273141	0.8477732	0.7523795	0.7392962	0.8417227	0.8154727	0.77419984	0.82542694	0.8761647	0.90400857	0.9140173	0.90294856	0.88856065	0.9026985	0.83085394	0.86050355	0.8894081	0.8978198	0.91260135	0.8939957	0.94405806	0.83744055	0.87885183	0.92919123	0.894467	0.91741323	0.93695444	0.93168217	0.91192293	0.8592764	0.82805765	0.8856974	0.8910145	0.91367877	0.8913972	0.94322413	0.91165465	0.89617676	0.8738697	0.75114214	0.9233216	0.91140723	0.74838483	0.91698235	0.93558013	0.9313534	0.9038149	0.82458806	0.89097935	0.78033155	0.9090195	0.88733464	0.79678315	0.8828969	0.8594293
roker/noun	0.8551978	0.8706057	0.8352624	0.8448374	0.0	0.85729504	0.9192165	0.75457954	0.8099593	0.8521396	0.81694734	0.8258679	0.82622457	0.858793	0.82188606	0.91255516	0.8462667	0.768299	0.86412203	0.90445733	0.8615659	0.8287362	0.80704594	0.83934796	0.819815	0.8188685	0.8588483	0.8731315	0.8962481	0.8771446	0.76294434	0.8280194	0.9008545	0.8896188	0.88995796	0.8278989	0.8582657	0.88408345	0.91757584	0.84985334	0.8597805	0.8542949	0.7969375	0.8679727	0.8614823	0.86599314	0.80269825	0.8086398	0.8470564	0.83640623	0.8354037	0.844142	0.92947876	0.88753885	0.79773617	0.9206418	0.8368355	0.9019096	0.83048475	0.87598526	0.864588	0.88364744	0.8803185	0.84256244	0.89050925	0.8079052	0.8446284	0.8840245	0.8547192	0.8022759	0.8224963	0.8030287	0.8716811	0.87602097	0.88273466	0.85458815	0.7778971	0.8144674	0.7994534	0.722222	0.8974936	0.8678932	0.88787305	0.9208232	0.8323691	0.7798918	0.8422348	0.86292857	0.82621646	0.8356867	0.81862	0.77233744	0.8568111	0.8320219	0.7878895	0.7926323	0.8587894	0.89217293	0.82564044	0.8660704	0.86756694	0.88503045	0.8868028	0.87699014	0.89873165	0.9223763	0.9260678	0.9032081	0.859483	0.8947878	0.88172567	0.81574684	0.89331204	0.8745531	0.83354187	0.78863263	0.9197961	0.8236468	0.94040954	0.8618427	0.8290135	0.8835643	0.7846135	0.8615706	0.8721763	0.89277655	0.750801	0.8544891	0.87272036	0.82206196	0.86648524	0.8403741	0.770798	0.9049573	0.8779766	0.8348226	0.82366395	0.89473677	0.9319619	0.73109025	0.85012865	0.89363587	0.8795671	0.8458638	0.8813025	0.9049306	0.8482182	0.80198216	0.8355171	0.8691248	0.8584778	0.8790917	0.8407415	0.812745	0.8239194	0.8562551	0.79014075	0.9125744	0.84825814	0.8794785	0.9108828	0.9188418	0.8845561	0.80493104	0.89754623	0.84174216	0.857412	0.7631637	0.93317616	0.86848366	0.86995375	0.8422363	0.88663083	0.83984244	0.7393831	0.83820045	0.8658101	0.8171404	0.9047417	0.799621	0.777928	0.7784657	0.84566265	0.9027237	0.9131632	0.9158261	0.7984013	0.9128314	0.87961835	0.8645991	0.86402786	0.85065305	0.9425931	0.87876105	0.81581503	0.7536191	0.7617593	0.8611871	0.8734232	0.91752553	0.8899602	0.77118033	0.8256383	0.8734091	0.9332911	0.86282957	0.90185404	0.8475621	0.77968484	0.89570296	0.85202503	0.91909313	0.75625294	0.91550004	0.8515145	0.8946905	0.874384	0.84467745	0.813578	0.87645835	0.86503553	0.881597	0.888611	0.8855746	0.89481854	0.8799881	0.8685964	0.9103048	0.861244	0.79323894	0.70618	0.74756956	0.8419427	0.85419285	0.8438635	0.7684771	0.83405477	0.8059686	0.79937303	0.87406623	0.86690235	0.7633194	0.78327477	0.87467015	0.8938197	0.8239079	0.786133	0.8659085	0.77701867	0.77713645	0.825377	0.8792151	0.8759242	0.86787987	0.8767713	0.8743241	0.7955455	0.8248546	0.87289834	0.91237414	0.8728738	0.8289466	0.8266482	0.8463631	0.8146777	0.8618723	0.83674765	0.896178	0.84033513	0.89364916	0.8405845	0.8257078	0.88451624	0.90751886	0.86167276	0.81121165	0.9605981	0.8363951	0.8369922	0.8629366	0.8612932	0.73788214	0.9002951	0.8958016	0.90985686	0.802927	0.7938028
aandeel/noun	0.90619946	0.7672058	0.8518431	0.56755996	0.85729504	0.0	0.9595164	0.8226187	0.84256625	0.93981385	0.92427075	0.909862	0.9465161	0.90332997	0.85171247	0.8956934	0.92577696	0.8814175	0.9297695	0.9293056	0.89968204	0.9182811	0.90374994	0.62167484	0.70886886	0.90491384	0.8317206	0.9402374	0.952477	0.8051487	0.81694967	0.9290814	0.9128806	0.92900723	0.8560188	0.8235425	0.7641926	0.94879013	0.94218487	0.90370584	0.9307345	0.8762	0.5508958	0.70677865	0.8609514	0.93418545	0.7647041	0.8276426	0.86997235	0.90181446	0.9275771	0.9176139	0.9167168	0.8953506	0.81545943	0.9098295	0.9045542	0.96305287	0.88127995	0.93542856	0.8504842	0.9150275	0.8888058	0.56242347	0.9485591	0.89183545	0.8631066	0.8494786	0.65759516	0.7228253	0.85822636	0.9097957	0.93369704	0.8762446	0.94728184	0.9443234	0.93410397	0.9207149	0.94076294	0.83655185	0.9605736	0.92278266	0.8643067	0.87589085	0.91740936	0.87890786	0.9092239	0.83592653	0.9032982	0.82803273	0.78910977	0.91268736	0.9285677	0.8217889	0.9061333	0.8828269	0.93925786	0.9152596	0.9117274	0.8616222	0.94120365	0.9323143	0.9170566	0.94472927	0.9560838	0.93537414	0.948666	0.77029103	0.9459182	0.933711	0.9225818	0.9161127	0.91390437	0.9105647	0.9003285	0.90455294	0.96140105	0.9207523	0.91604525	0.8865776	0.9412288	0.86083233	0.84808713	0.80412716	0.8678627	0.9591101	0.8613861	0.9149121	0.9502209	0.8394271	0.94325894	0.9371901	0.919172	0.8948286	0.80326605	0.93175024	0.88508093	0.9518392	0.94022065	0.8143593	0.8532038	0.9598365	0.91823757	0.92690086	0.94275874	0.9491686	0.9400067	0.8669855	0.7652511	0.9257157	0.8688243	0.94885623	0.90558046	0.9287746	0.93071616	0.9336963	0.9050257	0.96348983	0.82819974	0.88620716	0.92681676	0.94115007	0.9130182	0.91194576	0.9331808	0.51745933	0.94590265	0.8981996	0.87163484	0.9212839	0.91478145	0.9160226	0.9086621	0.8532978	0.78982604	0.93558145	0.95357907	0.8121278	0.92854095	0.8710027	0.88576686	0.8986577	0.85908866	0.9390996	0.9470523	0.932069	0.8586639	0.9258892	0.71785855	0.86713815	0.91078395	0.88719815	0.93133974	0.91629606	0.87911314	0.907525	0.91100746	0.6911242	0.91845894	0.9734087	0.9314402	0.8378461	0.93860537	0.96103805	0.93488944	0.94055384	0.8945965	0.69462955	0.8444338	0.91361135	0.8592572	0.9373093	0.9093995	0.7758681	0.93882114	0.87987506	0.9472041	0.9236513	0.8663831	0.85011023	0.6918803	0.9268012	0.80513656	0.8313996	0.9511139	0.9245329	0.9238521	0.92301315	0.89594114	0.8314998	0.7882688	0.86175895	0.6956259	0.8248743	0.88648987	0.7913374	0.8514415	0.7096852	0.7286619	0.94028455	0.8827049	0.8821742	0.9327563	0.93249077	0.9274017	0.8805586	0.7899208	0.84014785	0.8732052	0.90362746	0.9464834	0.8810845	0.9340473	0.8576237	0.93503976	0.9468073	0.86071587	0.8977945	0.9187623	0.9544458	0.94013	0.89911926	0.86473966	0.8963824	0.9088251	0.92023	0.8747929	0.9506935	0.92786956	0.95237005	0.9030691	0.76697767	0.95865655	0.943048	0.732669	0.9160818	0.97053814	0.95024455	0.86901885	0.7756723	0.8924367	0.8410093	0.9407657	0.93030703	0.87594897	0.90739673	0.91843647
