	1/num	10/num	4,1/num	43/num	5/noun	Amerika/name	België/name	CO/name	Chinees/noun	Duitsland/name	Europees/adj	Fifa/name	Fleur/name	Hagemeyer/name	Irma/name	KRO/name	Kampioenschap/name	Lanaken/name	Nederlands/adj	New/adj	PSV/name	Qwest/name	Richter/name	Russisch/adj	Saddam/name	Sels/name	Vlaanderen/name	aan/fixed	aandeel/noun	aardbeving/noun	aarde/noun	achterland/noun	actief/adj	al/adv	alcohol_controle/noun	als/comparative	ambitieus/adj	angstaanjagend/adj	apotheker/noun	atoom/noun	bak/verb	bank/noun	bedreig/verb	bedrijf/noun	begin/verb	bekendmaking/noun	beker/noun	belegger/noun	belegging/noun	beperkt/adj	bereid/verb	bescheiden/adj	beschuldig/verb	betrekkelijk/adj	beving/noun	bied_aan/verb	bier/noun	bijvoorbeeld/adv	binnenkort/adv	bloed/noun	bloem/noun	boom/noun	boor/verb	bord/noun	bottel/verb	boven/prep	bovenkant/noun	breed/adj	breid_uit/verb	breng_uit/verb	burger_slachtoffer/noun	cao/noun	chemisch/adj	cipier/noun	collectief/adj	communicatie/noun	complexiteit/noun	conflict/noun	corruptie/noun	couscous/noun	cq/vg	daarbij/pp	dag_blad/noun	dan/comp	dan/comparative	de/det	dealer/noun	decoder/noun	dergelijk/adj	deze/det	dezelfde/det	die/pron	dien_toe/verb	dier/noun	dinsdag_ochtend/noun	doe/verb	doe_voor/verb	doorkruis/verb	doping_controle/noun	drinkwater/noun	drug/noun	een/det	eerder/adj	eerst/adv	ei/noun	electoraal/adj	emmer/noun	en/part	en/vg	energiebron/noun	enorm/adj	er/adv	erbij/pp	erosie/noun	ervan/pp	etnisch/adj	experiment/noun	explodeer/verb	flink/adj	floreer/verb	fouilleer/verb	fraude/noun	fraudeer/verb	fruit/noun	ga/verb	ga_door/verb	ga_rond/verb	gas/noun	gebeur/verb	gebouw/noun	gebruik/noun	gebruik/part	gebruik/verb	geef_aan/verb	geef_vrij/verb	gekleurd/adj	genees_middel/noun	geproduceerd/adj	gerecht/noun	gering/adj	gevolgd/adj	gewicht/noun	gezondheid_klacht/noun	giet_af/verb	gigantisch/adj	glad/adj	glazen/adj	glijd/adj	globalisering/noun	gooi/verb	groot/adj	haal/verb	halfrond/adj	hap_DIM/noun	heb_plaats/verb	het/adj	het/comp	hetzelfde/det	hier/noun	honderd/num	hoog/adj	hoogbouw/noun	hot/adj	hygiënisch/adj	iets/adv	ijzeren/adj	illegaal/adj	imposant/adj	in/part	in/prep	inclusief/prep	individueel/adj	industrie/noun	industrieel/adj	informatie/noun	ingreep/noun	initiatief/noun	internationaal/adj	internet/noun	investeer/verb	jacht/noun	jarenlang/adj	kabel/noun	kan/verb	kant-en-klaar/adj	klein/adj	kleur/noun	knoei/verb	koel_af/verb	kom_DIM/noun	koop/verb	koop_in/verb	kopieer/verb	laag/adj	laag_DIM/noun	lanceer/verb	land/noun	landelijk/adj	langs/part	leg/verb	leger/noun	lekkers/noun	lening/noun	lever/verb	lift/noun	lijd/verb	maak/verb	maak_gebruik/verb	maak_mee/verb	maak_na/verb	maak_schuldig/verb	maar/adv	maat/noun	manifesteer/verb	maquette/noun	marktaandeel/noun	massa/noun	megalomaan/adj	meng/verb	menselijk/adj	mensenrechten/noun	mensenrechten_activist/noun	met/prep	met/vg	methaan/noun	milieu/noun	misbruik/noun	misbruik/verb	model/noun	mogelijk/adj	mondiaal/adj	mooi/adj	moord/noun	moord/verb	na/part	nano_meter/noun	nationaal/adj	navolging/noun	neem_over/verb	negeer/verb	negen/noun	niettemin/adv	nooit/adv	oefen/verb	of/vg	offer_op/verb	olie/noun	olijf/noun	om/comp	omhoog/adv	onderzoeker/noun	onderzoeksresultaat/noun	ongekend/adj	ongeveer/adv	ontrouw/adj	ontwikkel/verb	onwetendheid/noun	op/prep	operatie/noun	oppervlak/noun	organisatie/noun	organiseer/verb	oven/noun	oven_schaal/noun	overal/adv	overspel/noun	overtreed/verb	pak_af/verb	pan_Europees/adj	pas_toe/verb	pin_pas/noun	pit/noun	plant/noun	plant_aan/verb	plat/adj	pleeg/verb	plunder/verb	plundering/noun	politie_optreden/noun	preventief/adj	probleem/noun	produceer/verb	product/noun	productie/noun	profiteer/verb	project/noun	provincie/noun	rebel/noun	regeling/noun	regionaal/adj	relatief/adj	reëel/adj	richt_aan/verb	roker/noun	rond/part	ruim/adj	ruimte/noun	ruit/noun	saneer/verb	saus/noun	schaf_aan/verb	schat/noun	schelp_dier/noun	schend/verb	schok/noun	schud/verb	schuldig/adj	schuldig/part	scoor/verb	serveer/verb	service/noun	slechts/adv	slijt/verb	slik/verb	smokkel/verb	sneuvel/verb	soevereiniteit/noun	specifiek/adj	spoor_aan/verb	sta_toe/verb	staat/noun	statistisch/adj	steeds/adv	steel/verb	sterkte/noun	stook/verb	stoot_uit/verb	stort/verb	straks/adv	strooi/verb	tafel/noun	te/comp	tegelijk/adj	tekenend/adj	toon_aan/verb	tot/prep	tot/vg	tref/verb	truc/noun	uiteinde/noun	uitreiking/noun	vaas/noun	van/prep	vang/verb	vanuit/prep	varken/noun	vat_post/verb	veel/adj	veel/det	verantwoord/adj	verbouw/verb	verdeel/verb	verdring/verb	verga/adj	vergelijk/verb	vergrijp/verb	verhandel/verb	verkoop/verb	verniel/verb	vernieling/noun	veroorzaak/verb	vers/adj	verspreid/verb	verstrek/verb	vertoond/adj	vervang/verb	vervuild/adj	vervuiling/noun	via/prep	vier_feest/verb	vlees/noun	voer/verb	voer_door/verb	voer_in/verb	voer_uit/verb	vol/prep	volgens/prep	voor/part	voordat/comp	voorheen/adv	voorverwarmd/adj	vrij/verb	vul/verb	vuur/noun	waar/adv	waarin/pp	waarop/pp	wat/det	water/noun	water_huishouding/noun	welk/det	werf/verb	werk/verb	werk_uit/verb	werp/verb	win_in/verb	wit_loof/noun	word/verb	wraak/noun	zacht/adj	zal/verb	zeker/adv	zet/verb	zet_in/verb	zet_voort/verb	ziekenfonds/noun	zij/comp	zilveren/adj	zo'n/det	zoals/comp	zodat/comp	zodra/comp	zojuist/adv	zuivering/noun
1/num	0.0	0.2878999	0.8264299	0.57564884	0.5802872	0.94412625	0.8921541	0.97516155	0.9219667	0.9358032	0.9458508	0.9637208	0.8974675	0.92502415	0.91024977	0.88009906	0.9379785	0.7718189	0.95077646	0.9711804	0.8790215	0.9015285	0.98337275	0.9526828	0.9818134	0.96432143	0.91516685	0.9374639	0.84118605	0.9862131	0.9147444	0.9396155	0.95204973	0.9760314	0.930451	0.9081575	0.9461485	0.9692653	0.95907104	0.91166425	0.61252075	0.9396025	0.9709756	0.9143502	0.9520846	0.942443	0.77975035	0.89097106	0.9000695	0.9111295	0.76284534	0.9139879	0.9902737	0.938903	0.98276925	0.87578696	0.79224575	0.8231232	0.94007367	0.86521286	0.7192342	0.8683816	0.923836	0.7486127	0.8656893	0.8200555	0.87910193	0.8189558	0.9243139	0.90807086	0.9708173	0.9784805	0.9382642	0.99013096	0.97476524	0.9845279	0.99487543	0.9610524	0.9941079	0.76753044	0.8877245	0.9619268	0.97754407	0.9341483	0.8517557	0.923158	0.9588359	0.96551806	0.97783667	0.97088903	0.9138197	0.96832633	0.95894396	0.9186147	0.89238423	0.9613915	0.9891016	0.9615812	0.9633045	0.8852169	0.9772661	0.8406427	0.9589534	0.90754336	0.5509977	0.94627357	0.83223116	0.81212074	0.6569988	0.93146694	0.913017	0.9277199	0.7235443	0.92254543	0.9495703	0.966343	0.9602655	0.9005176	0.828865	0.9064113	0.9931473	0.97518754	0.96539605	0.72985756	0.95646536	0.9879683	0.890888	0.8855708	0.9735527	0.98032945	0.9370236	0.98882574	0.8563851	0.9578711	0.9242774	0.8882528	0.92148674	0.86854136	0.73135203	0.9138697	0.81566507	0.89435536	0.9651965	0.62858754	0.9245633	0.83679646	0.8314673	0.985847	0.9912253	0.7972827	0.87996536	0.7233364	0.91973174	0.8578295	0.8365678	0.9866065	0.9591563	0.90604174	0.9378364	0.7929225	0.8456054	0.9957251	0.84036016	0.8630954	0.79343325	0.9747902	0.9717301	0.9363743	0.8678253	0.81242245	0.85435385	0.9470827	0.95126736	0.93355966	0.9825566	0.97479916	0.99522555	0.98743004	0.96881247	0.88325834	0.9565586	0.98688316	0.9773494	0.96091074	0.8007782	0.8013492	0.78846836	0.9009273	0.76041114	0.705223	0.774426	0.86864984	0.97586226	0.738718	0.6587864	0.98347723	0.94428426	0.9608213	0.9506265	0.71417654	0.99575144	0.88495225	0.89321494	0.84582543	0.98160386	0.9604617	0.9586631	0.9791999	0.9540735	0.94141704	0.98653	0.9621302	0.90453434	0.9609034	0.99307615	0.7450963	0.88895136	0.9676711	0.6173202	0.9753659	0.9908119	0.99944174	0.75193	0.4879952	0.94229007	0.9765479	0.9991191	0.9980775	0.93337893	0.96970797	0.9560724	0.87728477	0.997041	0.98268855	0.9412771	0.6854489	0.9646034	0.9794179	0.92728055	0.9934506	0.9679306	0.94469017	0.98254496	0.92188036	0.7299438	0.9963779	0.6533149	0.6363083	0.9488154	0.84217846	0.9533909	0.9940612	0.97644466	0.6086741	0.9610501	0.9661914	0.9794116	0.9154073	0.97826385	0.8684108	0.9887249	0.7887323	0.67872703	0.6928387	0.89149433	0.98634297	0.9823283	0.95674944	0.97424656	0.9728469	0.994587	0.6920576	0.89811194	0.88445675	0.78558147	0.982157	0.9893725	0.9915037	0.9982752	0.9809766	0.98259157	0.79433167	0.8327534	0.8835944	0.9002953	0.967901	0.96444565	0.96698415	0.9907452	0.95919716	0.87915015	0.9615535	0.98099124	0.918916	0.96786535	0.8122207	0.98170453	0.9724387	0.9387879	0.5915389	0.9034274	0.98438936	0.8272813	0.9940987	0.98816043	0.87625206	0.9815182	0.9960275	0.83397365	0.6549465	0.9428757	0.7563488	0.9256906	0.951652	0.95864165	0.95555466	0.9811649	0.9551193	0.9821552	0.944897	0.96353734	0.96441984	0.9491201	0.9131428	0.956966	0.9133323	0.925072	0.8489877	0.9298969	0.6688036	0.80953485	0.9612651	0.94091016	0.91788363	0.9865177	0.7686279	0.39930904	0.96438223	0.94966257	0.9267036	0.94766134	0.89207864	0.8564896	0.90720534	0.93441707	0.89259225	0.97162586	0.8970009	0.91824305	0.9524155	0.8351454	0.7147765	0.9519776	0.97719115	0.9302603	0.9394993	0.85115904	0.8091709	0.953246	0.9842533	0.9706752	0.6000243	0.9576579	0.92287946	0.9891304	0.87301296	0.91779506	0.96156967	0.96587294	0.87868154	0.70070237	0.9954183	0.9774765	0.92206407	0.9556084	0.8459976	0.98335314	0.9551554	0.9387021	0.92925465	0.71012104	0.96911585	0.70767635	0.7756332	0.92107415	0.83026874	0.9586557	0.7274705	0.71743655	0.9645282	0.94750696	0.9640722	0.95354414	0.9621107	0.84070253	0.99625975	0.69169134	0.9731958	0.9791513	0.6958873	0.9668416	0.92217404	0.79752463	0.99167615	0.9403885	0.96721065	0.9746666	0.86258173	0.8250294	0.90643585	0.84515893	0.920826	0.9317957	0.98864484
10/num	0.2878999	0.0	0.6478519	0.466806	0.51769674	0.9235835	0.8721106	0.86713433	0.91941214	0.8910303	0.89517975	0.9532474	0.83921146	0.81343204	0.94595987	0.9284749	0.895049	0.8235157	0.9024211	0.96923524	0.917506	0.8465268	0.9568952	0.9749656	0.99065375	0.9555876	0.88331735	0.977874	0.6815635	0.9518603	0.89474845	0.9343692	0.9377005	0.9458045	0.9164265	0.88594854	0.94404787	0.94347	0.9524215	0.81886834	0.79007494	0.8581837	0.97207546	0.8259907	0.9431475	0.83236486	0.88326275	0.7913935	0.7700592	0.8339953	0.8844743	0.8596495	0.986516	0.90355265	0.93755615	0.9157287	0.8871507	0.8352567	0.94480306	0.93386376	0.8259839	0.88294333	0.916007	0.83794653	0.89917004	0.75022054	0.8275213	0.80083054	0.8547051	0.89510506	0.9742557	0.9559961	0.91472936	0.9874046	0.91807485	0.9641513	0.98595744	0.974905	0.97216225	0.8949735	0.9491879	0.9249242	0.9859759	0.9477502	0.764563	0.9071975	0.95382816	0.9469966	0.911836	0.94720674	0.89709646	0.9231322	0.9735198	0.9258148	0.8544233	0.925085	0.95202655	0.9368273	0.93256927	0.92285806	0.95496655	0.8540477	0.92936325	0.894773	0.77145505	0.9400581	0.8767815	0.85563934	0.75108755	0.89471835	0.91788983	0.929819	0.8618398	0.90551686	0.9424877	0.9655509	0.915728	0.8333048	0.7560253	0.9018086	0.981961	0.9693707	0.92430705	0.89379466	0.88467485	0.95747924	0.97381854	0.84613156	0.98581976	0.9463253	0.9409197	0.9701502	0.9197219	0.9298526	0.9104764	0.8683702	0.9042663	0.901199	0.90107685	0.8500689	0.89101213	0.8480197	0.94523376	0.8085388	0.8946509	0.9218201	0.88559484	0.95922506	0.97637063	0.9236482	0.8495486	0.7920479	0.8951555	0.92941695	0.7793307	0.9399776	0.93498576	0.91752577	0.9595517	0.6385517	0.7527194	0.9721933	0.93011206	0.9291438	0.70848215	0.925291	0.9494025	0.89943296	0.91972303	0.8469896	0.86004806	0.88030463	0.9324362	0.9053815	0.96999377	0.9278438	0.9619756	0.95332086	0.94157654	0.83075666	0.9546713	0.9584017	0.9359423	0.90595233	0.8879006	0.8108512	0.91933894	0.9648599	0.7222732	0.8211883	0.8374461	0.8589053	0.95450366	0.6717682	0.8396585	0.95081866	0.9004318	0.8938666	0.9761741	0.8828043	0.9910863	0.95261675	0.81367314	0.9185647	0.93443596	0.9084016	0.9818295	0.96067715	0.9723177	0.9703758	0.9756641	0.9397409	0.88336414	0.94081944	0.97355896	0.63923943	0.9093691	0.9392145	0.8010157	0.9168409	0.9820319	0.99581486	0.8922416	0.41961473	0.88992536	0.9508356	0.9829796	0.9858279	0.94836366	0.94552463	0.9095088	0.9212899	0.9602999	0.9768682	0.9536179	0.6222905	0.9517331	0.9600088	0.913604	0.9800358	0.9127633	0.9053355	0.9709364	0.9265465	0.85104007	0.9876871	0.74753356	0.8198052	0.92972577	0.7610345	0.91909075	0.9632537	0.9138831	0.53292733	0.9279943	0.9370386	0.9847174	0.8655239	0.9293946	0.85269856	0.9599582	0.781543	0.748923	0.8394537	0.9305249	0.9768771	0.9784272	0.9031502	0.91468775	0.95293134	0.97216904	0.88574415	0.9303375	0.8894316	0.8812151	0.98236114	0.99216014	0.9701209	0.9734605	0.9840151	0.98328084	0.85078406	0.8880463	0.8810652	0.87743133	0.948187	0.91755116	0.95848274	0.96362275	0.9342671	0.8062539	0.9484894	0.96425205	0.87426996	0.9694837	0.76150477	0.94910073	0.98449886	0.9237521	0.7845333	0.9066266	0.97605586	0.9285197	0.9773942	0.96424156	0.95008177	0.9534423	0.98789245	0.79309225	0.7935617	0.9070308	0.65903926	0.95077837	0.9384074	0.94250715	0.9608323	0.9649696	0.95524186	0.9359613	0.90199596	0.9136314	0.9301964	0.92472243	0.9442018	0.93257654	0.856331	0.8809362	0.87657815	0.9356891	0.8188106	0.86932886	0.9248682	0.87386096	0.9710279	0.9600487	0.6969251	0.34121203	0.96769655	0.92859834	0.89027935	0.9130292	0.9306592	0.77798134	0.9089661	0.9560646	0.89390516	0.9496512	0.88605136	0.92678344	0.92208016	0.88338065	0.85076654	0.9624284	0.9415276	0.9524344	0.97045213	0.82890344	0.82319367	0.9690304	0.97646034	0.9421997	0.7747169	0.9324893	0.8956827	0.96188897	0.91909516	0.942988	0.95816845	0.91771007	0.8947052	0.8784157	0.97791547	0.97379595	0.9567878	0.9632686	0.94401175	0.96164036	0.9018332	0.87679124	0.89566	0.84103966	0.93134654	0.8896775	0.821797	0.91915	0.91411597	0.92673934	0.87612104	0.774008	0.9742109	0.93866587	0.96346796	0.9366827	0.9672383	0.9206946	0.9711568	0.77779984	0.92963535	0.96867114	0.77802	0.903332	0.95605296	0.88095117	0.9861155	0.9507757	0.9206115	0.94020385	0.9014057	0.7417973	0.9360526	0.8577438	0.83848304	0.9610048	0.97580916
4,1/num	0.8264299	0.6478519	0.0	0.5975747	0.85224944	0.8953456	0.7991796	0.8747319	0.9229541	0.7641255	0.85982823	0.94616777	0.8911168	0.69058436	0.9715825	0.9439193	0.9202811	0.94180876	0.85721236	0.8678361	0.9449131	0.8040476	0.8756404	0.95449245	0.9503806	0.9829248	0.86014986	0.97444165	0.62163985	0.8002934	0.9058862	0.8767071	0.87292975	0.9423552	0.9270191	0.8566732	0.9604893	0.89710027	0.8780632	0.9210475	0.89996433	0.72650725	0.92906666	0.7609678	0.9308467	0.7355954	0.9051589	0.72948253	0.68934375	0.8143325	0.89919126	0.8451868	0.9757631	0.9030972	0.8660648	0.8522849	0.8479502	0.8390306	0.8421119	0.8948961	0.8990178	0.94993263	0.87120813	0.8820994	0.7773453	0.75640553	0.8641188	0.829669	0.8428361	0.7808857	0.91261613	0.79260707	0.9020834	0.9496385	0.88834107	0.9556337	0.9241588	0.87670934	0.9351297	0.83646923	0.8525071	0.97076494	0.9405909	0.86645067	0.7182966	0.85348684	0.9153393	0.9311949	0.90945995	0.9142953	0.86175656	0.8193641	0.92913216	0.90838635	0.84532475	0.9387888	0.88187045	0.9369799	0.9201381	0.8718317	0.9234081	0.77909464	0.87612915	0.91967237	0.8929508	0.84996957	0.9218097	0.84316754	0.8844591	0.858713	0.8821672	0.9303341	0.8927351	0.8706809	0.97436535	0.9392064	0.919549	0.8562785	0.76385504	0.89085305	0.9707524	0.95779896	0.9364803	0.82783014	0.7833922	0.95026994	0.95667857	0.8776078	0.9470179	0.8815263	0.91241556	0.94951886	0.9143213	0.95336497	0.9028346	0.9336113	0.8406937	0.7963802	0.9479523	0.86063826	0.7951957	0.82174	0.8795304	0.8871525	0.8882814	0.90281945	0.90397763	0.93929136	0.9114347	0.8838599	0.81737125	0.83995676	0.88818145	0.855229	0.8888612	0.88481945	0.9629333	0.89384735	0.8828435	0.77702606	0.7084111	0.90986156	0.92672235	0.891149	0.7484955	0.9019102	0.92045933	0.9147861	0.91975254	0.83209014	0.87323564	0.84074926	0.8831748	0.76930887	0.90934914	0.8966195	0.95506114	0.9440986	0.93314713	0.8555858	0.92721385	0.90317476	0.91332614	0.8888325	0.9044784	0.85734487	0.92806697	0.9148498	0.8893825	0.873244	0.7887598	0.7997459	0.95786846	0.6597962	0.89193517	0.8952697	0.82952285	0.82786983	0.9860063	0.93619466	0.9811737	0.89838433	0.6851749	0.8835927	0.87880355	0.79056203	0.9379237	0.93569386	0.90006214	0.91835666	0.99333745	0.86276865	0.92584753	0.9336077	0.9677469	0.60289204	0.8969002	0.8832233	0.8704117	0.92434525	0.97635114	0.9818753	0.7834178	0.961671	0.93800026	0.91101676	0.9828945	0.9852427	0.91059154	0.87987745	0.8863698	0.9590833	0.9617542	0.983671	0.91539824	0.9045687	0.9074462	0.88601136	0.863543	0.9578159	0.92510563	0.8465249	0.96173227	0.9527714	0.8697988	0.95813507	0.8438802	0.87281346	0.88659084	0.6476922	0.9624111	0.9435287	0.85413647	0.6568165	0.93974453	0.8992306	0.9561743	0.8517042	0.9289645	0.8995121	0.95672494	0.9350139	0.9148793	0.84248817	0.923674	0.9249809	0.9653169	0.93108386	0.87937087	0.87325	0.885262	0.8908079	0.9452748	0.9251692	0.9428951	0.98855335	0.9515082	0.9225229	0.95124894	0.93386483	0.92723435	0.8279704	0.7908186	0.7598325	0.8032084	0.8994598	0.82593	0.9603805	0.90998966	0.8680055	0.8027629	0.79284763	0.9017878	0.6872706	0.9471218	0.769908	0.8578792	0.9615607	0.9047085	0.90158695	0.8879636	0.9620156	0.88845783	0.94058573	0.87169224	0.88448894	0.954335	0.98468614	0.78527725	0.91487694	0.8654071	0.7415055	0.85770786	0.936631	0.943459	0.95580846	0.90853786	0.9255766	0.8407947	0.83958405	0.8528582	0.821552	0.8476086	0.9418482	0.8636716	0.9163181	0.92914045	0.9363453	0.85358244	0.9239084	0.8736586	0.86872935	0.8837132	0.9649263	0.9090413	0.6976317	0.8376851	0.8701471	0.9501041	0.8928471	0.91644496	0.91606134	0.8174556	0.96035165	0.8919643	0.8653778	0.896233	0.8590824	0.87761056	0.8463414	0.88137215	0.8741095	0.94274914	0.90730995	0.8100666	0.97515506	0.8094607	0.7416712	0.94021773	0.9819065	0.88384616	0.8750955	0.91880584	0.7983916	0.9245948	0.93507683	0.88699615	0.88907146	0.8898281	0.9068512	0.86698216	0.8830349	0.9104011	0.86267173	0.9214427	0.9269871	0.91181684	0.90101874	0.8656845	0.8758008	0.93254757	0.9225544	0.8784076	0.89912343	0.9078921	0.9357102	0.9312704	0.9218029	0.87044823	0.9776845	0.9207034	0.92353374	0.89923394	0.9408901	0.9013295	0.9677207	0.83979	0.8984749	0.96133554	0.90137297	0.8840401	0.8900435	0.9457236	0.9540121	0.9271667	0.8627095	0.8534519	0.96209383	0.84960824	0.9259939	0.8123635	0.87177604	0.9232838	0.97805893
43/num	0.57564884	0.466806	0.5975747	0.0	0.7096635	0.9117658	0.85570693	0.9612547	0.9211244	0.83912873	0.8223413	0.9396187	0.7423924	0.8556001	0.7952372	0.89712405	0.8265431	0.7009634	0.7843919	0.93484825	0.92344034	0.861814	0.9784297	0.97197455	0.9750995	0.8553891	0.81968755	0.9403023	0.6777834	0.93951845	0.9659513	0.9804358	0.91944844	0.9538745	0.7143238	0.9499735	0.9559035	0.9565234	0.9190705	0.9500196	0.9258195	0.8419173	0.9648014	0.8332062	0.9647614	0.83578545	0.91107035	0.8006692	0.7689226	0.8643672	0.9316098	0.8826027	0.9650577	0.95151657	0.97616434	0.8891127	0.9384831	0.91409373	0.868292	0.9919747	0.96475714	0.9604415	0.95532227	0.9829025	0.924696	0.8022045	0.94677395	0.92282695	0.8709089	0.84767175	0.980395	0.8993809	0.97753114	0.9671944	0.9143749	0.9909092	0.9563874	0.9763163	0.94208336	0.9568885	0.95526576	0.928368	0.9821414	0.95478725	0.8211743	0.8935962	0.9182899	0.9639971	0.92641103	0.9570158	0.9198118	0.9225231	0.96647614	0.9700891	0.9518726	0.9638528	0.9820905	0.9129998	0.9173012	0.95198625	0.9165447	0.8859154	0.9218637	0.96765196	0.94482946	0.9517471	0.983689	0.94055	0.8821027	0.9494532	0.9688101	0.92638266	0.9609388	0.9183147	0.96226275	0.94076794	0.9533931	0.86418486	0.89097166	0.8973102	0.89330035	0.9478906	0.9602263	0.9725238	0.9447463	0.9551248	0.98658764	0.9351125	0.95994496	0.9369509	0.9531741	0.9705974	0.966844	0.8960274	0.90542895	0.98543495	0.92482066	0.9398035	0.97384894	0.8740581	0.84837884	0.8367824	0.97128683	0.9375023	0.9717634	0.9834107	0.9635779	0.9967896	0.96553385	0.9595142	0.8495151	0.86967486	0.9275185	0.9855524	0.82764053	0.94723576	0.9707942	0.9511783	0.9457072	0.7926052	0.7920134	0.962115	0.8828231	0.9843868	0.84343725	0.9728471	0.94442624	0.91824704	0.9676446	0.85204947	0.89968705	0.8260937	0.9679173	0.87980264	0.91915387	0.95471615	0.9627679	0.95993847	0.95678085	0.8672554	0.9595169	0.91301525	0.97444534	0.9506467	0.9578754	0.873188	0.9562449	0.9765511	0.94624174	0.94264007	0.8540083	0.8383043	0.95759267	0.7404773	0.97202295	0.96553	0.9273557	0.8457729	0.9909501	0.9776189	0.9606114	0.98793447	0.77329737	0.90365803	0.95476735	0.8513907	0.9326517	0.961435	0.95115227	0.942786	0.95952713	0.97059846	0.8886165	0.9586491	0.98769486	0.6491719	0.9646009	0.95041436	0.9483477	0.9446004	0.9603746	0.9950769	0.9198085	0.7322429	0.95306444	0.9758279	0.96732605	0.912065	0.9526589	0.95761025	0.9124598	0.95136094	0.9441409	0.9711911	0.97300476	0.8143017	0.92664295	0.97798383	0.90898305	0.8661987	0.789766	0.8987113	0.98470277	0.9506259	0.93510455	0.98286384	0.9262794	0.9662551	0.961687	0.7353668	0.96880877	0.9648595	0.9536284	0.70836097	0.93789697	0.94068766	0.9559612	0.8524581	0.9384544	0.9611155	0.92391163	0.77617264	0.95729095	0.9576122	0.9550581	0.9628351	0.95416886	0.8980427	0.91929674	0.939334	0.9602685	0.961676	0.9799758	0.9038626	0.95299435	0.9250113	0.96639985	0.9691653	0.9732193	0.9142622	0.9878793	0.9376091	0.9075881	0.9206519	0.85295045	0.959253	0.8506381	0.9771915	0.9650382	0.9490814	0.87982327	0.84965855	0.9747032	0.82818264	0.9647236	0.87500715	0.9592139	0.9860725	0.941736	0.9709706	0.9039744	0.98707736	0.9621134	0.9647372	0.9637162	0.9816411	0.9352362	0.9621601	0.76870906	0.9523714	0.9202072	0.72050726	0.92267895	0.93640465	0.9505306	0.9601868	0.9320721	0.9142046	0.955521	0.9508384	0.86205286	0.92991626	0.909148	0.8758952	0.90906835	0.99002826	0.93885523	0.92061645	0.9565062	0.98672646	0.95038867	0.9489529	0.92513424	0.9128004	0.93329847	0.72578514	0.7262699	0.967717	0.9082286	0.9612982	0.96332365	0.9798941	0.8384348	0.974454	0.94785535	0.949234	0.9481524	0.9467235	0.9485992	0.93188715	0.9242354	0.92813337	0.9465973	0.9172989	0.96000516	0.9673217	0.8477573	0.81195664	0.95130736	0.95832974	0.966025	0.935658	0.9600034	0.88934183	0.9594822	0.97890025	0.9515217	0.94279057	0.9331824	0.9550558	0.95678174	0.90897584	0.94376916	0.92470664	0.8535345	0.95412	0.9341117	0.9750554	0.93510556	0.8872416	0.9663655	0.9787172	0.95616657	0.9610907	0.948077	0.96293056	0.9110215	0.9766875	0.93720216	0.9962315	0.94349223	0.94336575	0.958695	0.92820466	0.985638	0.9937361	0.9101716	0.9213986	0.9553226	0.972636	0.9273303	0.95913345	0.985878	0.94232607	0.8651278	0.9363918	0.9296007	0.8797496	0.8336057	0.9461159	0.93694025	0.93959135	0.9702701	0.9608502
